tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity,control,value
19568,note_off,,,,,5,0,0,,,0,33,64,,
19572,note_off,,,,,4,0,0,,,0,60,64,,
19604,note_on,,,,,32,0,0,,,0,69,94,,
19608,note_on,,,,,4,0,0,,,0,65,89,,
19610,note_on,,,,,2,0,0,,,0,50,95,,
19618,note_on,,,,,8,0,0,,,0,38,52,,
19645,note_off,,,,,27,0,0,,,0,38,64,,
19670,note_off,,,,,25,0,0,,,0,50,64,,
19687,control_change,,,,,17,0,0,,,0,,,64,127
19690,note_on,,,,,3,0,0,,,0,62,66,,
19693,note_on,,,,,3,0,0,,,0,57,68,,
19722,note_off,,,,,29,0,0,,,0,69,64,,
19747,note_off,,,,,25,0,0,,,0,57,64,,
19752,note_off,,,,,5,0,0,,,0,62,64,,
19768,note_off,,,,,16,0,0,,,0,65,64,,
19769,note_on,,,,,1,0,0,,,0,53,91,,
19773,note_on,,,,,4,0,0,,,0,50,85,,
19787,note_off,,,,,14,0,0,,,0,53,64,,
19792,note_off,,,,,5,0,0,,,0,50,64,,
19861,note_on,,,,,69,0,0,,,0,70,86,,
19862,note_on,,,,,1,0,0,,,0,31,97,,
19864,note_on,,,,,2,0,0,,,0,58,74,,
19865,note_on,,,,,1,0,0,,,0,43,77,,
19868,note_on,,,,,3,0,0,,,0,62,79,,
19877,note_off,,,,,9,0,0,,,0,31,64,,
19885,note_off,,,,,8,0,0,,,0,43,64,,
19893,note_off,,,,,8,0,0,,,0,62,64,,
19914,note_off,,,,,21,0,0,,,0,58,64,,
19917,control_change,,,,,3,0,0,,,0,,,64,0
19921,note_off,,,,,4,0,0,,,0,70,64,,
19951,note_on,,,,,30,0,0,,,0,67,108,,
19957,note_on,,,,,6,0,0,,,0,63,90,,
19958,note_on,,,,,1,0,0,,,0,48,94,,
19961,note_on,,,,,3,0,0,,,0,36,99,,
20002,note_off,,,,,41,0,0,,,0,36,64,,
20005,note_off,,,,,3,0,0,,,0,63,64,,
20020,note_off,,,,,15,0,0,,,0,48,64,,
20040,control_change,,,,,20,0,0,,,0,,,64,127
20045,note_on,,,,,5,0,0,,,0,63,64,,
20046,note_on,,,,,1,0,0,,,0,60,73,,
20049,note_on,,,,,3,0,0,,,0,55,85,,
20082,note_off,,,,,33,0,0,,,0,55,64,,
20102,note_off,,,,,20,0,0,,,0,60,64,,
20131,note_on,,,,,29,0,0,,,0,48,68,,
20136,note_on,,,,,5,0,0,,,0,51,76,,
20137,note_off,,,,,1,0,0,,,0,63,64,,
20163,note_off,,,,,26,0,0,,,0,48,64,,
20191,note_off,,,,,28,0,0,,,0,51,64,,
20196,note_off,,,,,5,0,0,,,0,67,64,,
20220,note_on,,,,,24,0,0,,,0,51,80,,
20223,note_on,,,,,3,0,0,,,0,55,74,,
20243,note_off,,,,,20,0,0,,,0,55,64,,
20244,note_off,,,,,1,0,0,,,0,51,64,,
20324,control_change,,,,,80,0,0,,,0,,,64,0
20337,note_on,,,,,13,0,0,,,0,69,102,,
20342,note_on,,,,,5,0,0,,,0,64,101,,
20342,note_on,,,,,0,0,0,,,0,61,92,,
20347,note_on,,,,,5,0,0,,,0,45,89,,
20348,note_on,,,,,1,0,0,,,0,33,99,,
20389,note_off,,,,,41,0,0,,,0,33,64,,
20389,note_off,,,,,0,0,0,,,0,64,64,,
20405,note_off,,,,,16,0,0,,,0,61,64,,
20415,note_off,,,,,10,0,0,,,0,45,64,,
20431,control_change,,,,,16,0,0,,,0,,,64,127
20436,note_on,,,,,5,0,0,,,0,61,65,,
20439,note_on,,,,,3,0,0,,,0,57,86,,
20443,note_on,,,,,4,0,0,,,0,64,52,,
20481,note_off,,,,,38,0,0,,,0,57,64,,
20500,note_off,,,,,19,0,0,,,0,61,64,,
20504,note_off,,,,,4,0,0,,,0,69,64,,
20516,note_off,,,,,12,0,0,,,0,64,64,,
20524,note_on,,,,,8,0,0,,,0,45,62,,
20527,note_on,,,,,3,0,0,,,0,52,94,,
20529,note_on,,,,,2,0,0,,,0,49,72,,
20559,note_off,,,,,30,0,0,,,0,45,64,,
20569,note_off,,,,,10,0,0,,,0,49,64,,
20583,note_off,,,,,14,0,0,,,0,52,64,,
20614,note_on,,,,,31,0,0,,,0,57,75,,
20617,note_on,,,,,3,0,0,,,0,52,84,,
20622,note_on,,,,,5,0,0,,,0,49,69,,
20633,note_off,,,,,11,0,0,,,0,57,64,,
20636,note_off,,,,,3,0,0,,,0,52,64,,
20642,note_off,,,,,6,0,0,,,0,49,64,,
20716,control_change,,,,,74,0,0,,,0,,,64,0
20735,note_on,,,,,19,0,0,,,0,62,106,,
20736,note_on,,,,,1,0,0,,,0,54,101,,
20738,note_on,,,,,2,0,0,,,0,57,95,,
20752,note_on,,,,,14,0,0,,,0,26,97,,
20754,note_on,,,,,2,0,0,,,0,38,96,,
20766,note_off,,,,,12,0,0,,,0,26,64,,
20776,note_off,,,,,10,0,0,,,0,38,64,,
20814,note_off,,,,,38,0,0,,,0,57,64,,
20817,note_off,,,,,3,0,0,,,0,54,64,,
20823,control_change,,,,,6,0,0,,,0,,,64,127
20846,note_on,,,,,23,0,0,,,0,54,81,,
20848,note_on,,,,,2,0,0,,,0,57,56,,
20848,note_on,,,,,0,0,0,,,0,50,79,,
20877,note_off,,,,,29,0,0,,,0,50,64,,
20921,note_off,,,,,44,0,0,,,0,54,64,,
20930,note_on,,,,,9,0,0,,,0,45,85,,
20936,note_on,,,,,6,0,0,,,0,38,84,,
20944,note_off,,,,,8,0,0,,,0,57,64,,
20977,note_off,,,,,33,0,0,,,0,38,64,,
20978,note_off,,,,,1,0,0,,,0,45,64,,
20997,note_off,,,,,19,0,0,,,0,62,64,,
21013,note_on,,,,,16,0,0,,,0,50,98,,
21013,note_on,,,,,0,0,0,,,0,45,55,,
21014,note_on,,,,,1,0,0,,,0,38,82,,
21040,note_off,,,,,26,0,0,,,0,38,64,,
21056,note_off,,,,,16,0,0,,,0,45,64,,
21063,note_off,,,,,7,0,0,,,0,50,64,,
21110,note_on,,,,,47,0,0,,,0,54,102,,
21124,note_on,,,,,14,0,0,,,0,45,49,,
21127,note_on,,,,,3,0,0,,,0,50,42,,
21152,note_off,,,,,25,0,0,,,0,45,64,,
21160,note_off,,,,,8,0,0,,,0,54,64,,
21161,note_off,,,,,1,0,0,,,0,50,64,,
21191,note_on,,,,,30,0,0,,,0,78,97,,
21191,note_on,,,,,0,0,0,,,0,66,98,,
21196,note_on,,,,,5,0,0,,,0,74,94,,
21197,note_on,,,,,1,0,0,,,0,57,95,,
21199,note_on,,,,,2,0,0,,,0,48,72,,
21200,note_on,,,,,1,0,0,,,0,54,56,,
21220,note_off,,,,,20,0,0,,,0,48,64,,
21228,note_off,,,,,8,0,0,,,0,54,64,,
21241,note_off,,,,,13,0,0,,,0,57,64,,
21251,note_off,,,,,10,0,0,,,0,66,64,,
21260,note_off,,,,,9,0,0,,,0,78,64,,
21265,note_off,,,,,5,0,0,,,0,74,64,,
21269,control_change,,,,,4,0,0,,,0,,,64,0
21284,note_on,,,,,15,0,0,,,0,50,98,,
21292,note_on,,,,,8,0,0,,,0,57,81,,
21294,note_on,,,,,2,0,0,,,0,79,112,,
21295,note_on,,,,,1,0,0,,,0,67,113,,
21296,note_on,,,,,1,0,0,,,0,76,93,,
21298,note_on,,,,,2,0,0,,,0,60,106,,
21313,note_on,,,,,15,0,0,,,0,69,41,,
21328,note_off,,,,,15,0,0,,,0,50,64,,
21337,note_off,,,,,9,0,0,,,0,60,64,,
21343,note_off,,,,,6,0,0,,,0,76,64,,
21349,note_off,,,,,6,0,0,,,0,69,64,,
21350,note_off,,,,,1,0,0,,,0,57,64,,
21352,note_off,,,,,2,0,0,,,0,67,64,,
21362,note_off,,,,,10,0,0,,,0,79,64,,
21369,control_change,,,,,7,0,0,,,0,,,64,127
21408,note_on,,,,,39,0,0,,,0,69,97,,
21408,note_on,,,,,0,0,0,,,0,81,87,,
21409,note_on,,,,,1,0,0,,,0,78,90,,
21452,note_off,,,,,43,0,0,,,0,69,64,,
21480,note_off,,,,,28,0,0,,,0,81,64,,
21532,note_off,,,,,52,0,0,,,0,78,64,,
21553,control_change,,,,,21,0,0,,,0,,,64,0
21567,note_on,,,,,14,0,0,,,0,82,103,,
21570,note_on,,,,,3,0,0,,,0,74,107,,
21570,note_on,,,,,0,0,0,,,0,43,103,,
21571,note_on,,,,,1,0,0,,,0,79,106,,
21572,note_on,,,,,1,0,0,,,0,38,95,,
21572,note_on,,,,,0,0,0,,,0,31,110,,
21645,note_off,,,,,73,0,0,,,0,31,64,,
21655,note_off,,,,,10,0,0,,,0,38,64,,
21661,note_off,,,,,6,0,0,,,0,79,64,,
21667,note_off,,,,,6,0,0,,,0,74,64,,
21668,control_change,,,,,1,0,0,,,0,,,64,127
21676,note_off,,,,,8,0,0,,,0,43,64,,
21702,note_on,,,,,26,0,0,,,0,74,73,,
21704,note_on,,,,,2,0,0,,,0,70,78,,
21705,note_on,,,,,1,0,0,,,0,79,67,,
21766,note_off,,,,,61,0,0,,,0,70,64,,
21783,note_off,,,,,17,0,0,,,0,74,64,,
21806,note_on,,,,,23,0,0,,,0,55,92,,
21809,note_off,,,,,3,0,0,,,0,79,64,,
21810,note_on,,,,,1,0,0,,,0,62,88,,
21847,note_off,,,,,37,0,0,,,0,82,64,,
21862,note_off,,,,,15,0,0,,,0,62,64,,
21865,note_off,,,,,3,0,0,,,0,55,64,,
21893,note_on,,,,,28,0,0,,,0,67,98,,
21894,note_on,,,,,1,0,0,,,0,62,92,,
21896,note_on,,,,,2,0,0,,,0,58,80,,
21944,note_off,,,,,48,0,0,,,0,67,64,,
21947,note_off,,,,,3,0,0,,,0,62,64,,
21956,note_off,,,,,9,0,0,,,0,58,64,,
21996,note_on,,,,,40,0,0,,,0,70,98,,
21998,note_on,,,,,2,0,0,,,0,79,105,,
22000,note_on,,,,,2,0,0,,,0,74,98,,
22074,note_off,,,,,74,0,0,,,0,79,64,,
22083,note_off,,,,,9,0,0,,,0,74,64,,
22108,note_off,,,,,25,0,0,,,0,70,64,,
22178,note_on,,,,,70,0,0,,,0,69,94,,
22179,note_on,,,,,1,0,0,,,0,73,84,,
22179,note_on,,,,,0,0,0,,,0,81,97,,
22179,note_on,,,,,0,0,0,,,0,77,90,,
22182,note_on,,,,,3,0,0,,,0,33,101,,
22186,note_on,,,,,4,0,0,,,0,45,68,,
22203,note_off,,,,,17,0,0,,,0,33,64,,
22225,note_off,,,,,22,0,0,,,0,45,64,,
22225,note_off,,,,,0,0,0,,,0,69,64,,
22230,note_off,,,,,5,0,0,,,0,81,64,,
22237,note_off,,,,,7,0,0,,,0,73,64,,
22238,note_off,,,,,1,0,0,,,0,77,64,,
22271,note_on,,,,,33,0,0,,,0,76,92,,
22271,note_on,,,,,0,0,0,,,0,79,98,,
22273,note_on,,,,,2,0,0,,,0,67,104,,
22298,control_change,,,,,25,0,0,,,0,,,64,0
22319,note_off,,,,,21,0,0,,,0,76,64,,
22330,note_off,,,,,11,0,0,,,0,67,64,,
22331,note_off,,,,,1,0,0,,,0,79,64,,
22374,note_on,,,,,43,0,0,,,0,77,110,,
22378,note_on,,,,,4,0,0,,,0,69,98,,
22378,note_on,,,,,0,0,0,,,0,74,105,,
22379,note_on,,,,,1,0,0,,,0,50,104,,
22381,note_on,,,,,2,0,0,,,0,38,101,,
22430,note_off,,,,,49,0,0,,,0,38,64,,
22442,note_off,,,,,12,0,0,,,0,50,64,,
22442,note_off,,,,,0,0,0,,,0,74,64,,
22448,note_off,,,,,6,0,0,,,0,69,64,,
22452,control_change,,,,,4,0,0,,,0,,,64,127
22474,note_on,,,,,22,0,0,,,0,74,81,,
22475,note_on,,,,,1,0,0,,,0,65,81,,
22476,note_on,,,,,1,0,0,,,0,69,63,,
22526,note_off,,,,,50,0,0,,,0,65,64,,
22543,note_off,,,,,17,0,0,,,0,69,64,,
22551,note_off,,,,,8,0,0,,,0,74,64,,
22568,note_on,,,,,17,0,0,,,0,53,101,,
22568,note_on,,,,,0,0,0,,,0,57,79,,
22569,note_on,,,,,1,0,0,,,0,50,87,,
22592,note_off,,,,,23,0,0,,,0,77,64,,
22616,note_off,,,,,24,0,0,,,0,53,64,,
22626,note_off,,,,,10,0,0,,,0,57,64,,
22634,note_off,,,,,8,0,0,,,0,50,64,,
22653,note_on,,,,,19,0,0,,,0,57,84,,
22654,note_on,,,,,1,0,0,,,0,62,98,,
22654,note_on,,,,,0,0,0,,,0,53,96,,
22704,note_off,,,,,50,0,0,,,0,62,64,,
22724,note_off,,,,,20,0,0,,,0,57,64,,
22726,note_off,,,,,2,0,0,,,0,53,64,,
22746,note_on,,,,,20,0,0,,,0,74,101,,
22747,note_on,,,,,1,0,0,,,0,65,103,,
22748,note_on,,,,,1,0,0,,,0,69,85,,
22799,note_off,,,,,51,0,0,,,0,69,64,,
22820,note_off,,,,,21,0,0,,,0,65,64,,
22821,note_off,,,,,1,0,0,,,0,74,64,,
22913,control_change,,,,,92,0,0,,,0,,,64,0
22929,note_on,,,,,16,0,0,,,0,75,96,,
22929,note_on,,,,,0,0,0,,,0,67,106,,
22930,note_on,,,,,1,0,0,,,0,79,105,,
22931,note_on,,,,,1,0,0,,,0,71,100,,
22940,note_on,,,,,9,0,0,,,0,43,98,,
22941,note_on,,,,,1,0,0,,,0,31,99,,
22960,note_off,,,,,19,0,0,,,0,31,64,,
22977,note_off,,,,,17,0,0,,,0,79,64,,
22979,note_off,,,,,2,0,0,,,0,67,64,,
22999,note_off,,,,,20,0,0,,,0,71,64,,
23000,note_off,,,,,1,0,0,,,0,43,64,,
23004,note_off,,,,,4,0,0,,,0,75,64,,
23005,control_change,,,,,1,0,0,,,0,,,64,127
23031,note_on,,,,,26,0,0,,,0,74,92,,
23031,note_on,,,,,0,0,0,,,0,77,94,,
23036,note_on,,,,,5,0,0,,,0,65,92,,
23067,note_off,,,,,31,0,0,,,0,65,64,,
23072,note_off,,,,,5,0,0,,,0,74,64,,
23079,note_off,,,,,7,0,0,,,0,77,64,,
23113,control_change,,,,,34,0,0,,,0,,,64,0
23144,note_on,,,,,31,0,0,,,0,36,88,,
23147,note_on,,,,,3,0,0,,,0,75,103,,
23153,note_on,,,,,6,0,0,,,0,72,84,,
23154,note_on,,,,,1,0,0,,,0,67,94,,
23164,note_on,,,,,10,0,0,,,0,48,81,,
23185,note_off,,,,,21,0,0,,,0,36,64,,
23206,note_off,,,,,21,0,0,,,0,48,64,,
23209,note_off,,,,,3,0,0,,,0,72,64,,
23213,control_change,,,,,4,0,0,,,0,,,64,127
23216,note_off,,,,,3,0,0,,,0,67,64,,
23243,note_on,,,,,27,0,0,,,0,72,64,,
23246,note_on,,,,,3,0,0,,,0,63,73,,
23248,note_on,,,,,2,0,0,,,0,67,72,,
23294,note_off,,,,,46,0,0,,,0,75,64,,
23295,note_off,,,,,1,0,0,,,0,63,64,,
23299,note_off,,,,,4,0,0,,,0,67,64,,
23308,note_off,,,,,9,0,0,,,0,72,64,,
23336,note_on,,,,,28,0,0,,,0,55,73,,
23337,note_on,,,,,1,0,0,,,0,51,74,,
23367,note_off,,,,,30,0,0,,,0,55,64,,
23392,note_off,,,,,25,0,0,,,0,51,64,,
23417,note_on,,,,,25,0,0,,,0,72,85,,
23418,note_on,,,,,1,0,0,,,0,63,88,,
23424,note_on,,,,,6,0,0,,,0,53,99,,
23424,note_on,,,,,0,0,0,,,0,69,60,,
23425,note_on,,,,,1,0,0,,,0,41,86,,
23441,note_off,,,,,16,0,0,,,0,53,64,,
23450,note_off,,,,,9,0,0,,,0,41,64,,
23453,note_off,,,,,3,0,0,,,0,69,64,,
23454,note_off,,,,,1,0,0,,,0,63,64,,
23474,note_off,,,,,20,0,0,,,0,72,64,,
23474,control_change,,,,,0,0,0,,,0,,,64,0
23511,note_on,,,,,37,0,0,,,0,74,108,,
23514,note_on,,,,,3,0,0,,,0,46,97,,
23515,note_on,,,,,1,0,0,,,0,65,92,,
23516,note_on,,,,,1,0,0,,,0,69,78,,
23517,note_on,,,,,1,0,0,,,0,34,93,,
23537,note_off,,,,,20,0,0,,,0,34,64,,
23549,note_off,,,,,12,0,0,,,0,69,64,,
23555,note_off,,,,,6,0,0,,,0,46,64,,
23557,note_off,,,,,2,0,0,,,0,65,64,,
23574,control_change,,,,,17,0,0,,,0,,,64,127
23597,note_off,,,,,23,0,0,,,0,74,64,,
23600,note_on,,,,,3,0,0,,,0,65,47,,
23605,note_on,,,,,5,0,0,,,0,69,30,,
23607,note_on,,,,,2,0,0,,,0,62,76,,
23621,note_on,,,,,14,0,0,,,0,68,29,,
23645,note_off,,,,,24,0,0,,,0,65,64,,
23654,note_off,,,,,9,0,0,,,0,62,64,,
23655,note_off,,,,,1,0,0,,,0,68,64,,
23669,note_off,,,,,14,0,0,,,0,69,64,,
23692,note_on,,,,,23,0,0,,,0,57,65,,
23694,note_on,,,,,2,0,0,,,0,53,96,,
23714,note_off,,,,,20,0,0,,,0,53,64,,
23714,note_off,,,,,0,0,0,,,0,57,64,,
23782,note_on,,,,,68,0,0,,,0,70,89,,
23784,note_on,,,,,2,0,0,,,0,51,78,,
23787,note_on,,,,,3,0,0,,,0,67,79,,
23789,note_on,,,,,2,0,0,,,0,62,81,,
23792,note_on,,,,,3,0,0,,,0,39,67,,
23804,note_off,,,,,12,0,0,,,0,51,64,,
23812,note_off,,,,,8,0,0,,,0,39,64,,
23812,note_off,,,,,0,0,0,,,0,62,64,,
23812,note_off,,,,,0,0,0,,,0,67,64,,
23846,note_off,,,,,34,0,0,,,0,70,64,,
23850,control_change,,,,,4,0,0,,,0,,,64,0
23878,note_on,,,,,28,0,0,,,0,72,108,,
23882,note_on,,,,,4,0,0,,,0,67,92,,
23886,note_on,,,,,4,0,0,,,0,63,90,,
23892,note_on,,,,,6,0,0,,,0,33,98,,
23893,note_on,,,,,1,0,0,,,0,45,87,,
23911,note_off,,,,,18,0,0,,,0,33,64,,
23919,note_off,,,,,8,0,0,,,0,45,64,,
23943,note_off,,,,,24,0,0,,,0,63,64,,
23950,note_off,,,,,7,0,0,,,0,67,64,,
23958,control_change,,,,,8,0,0,,,0,,,64,127
23968,note_on,,,,,10,0,0,,,0,60,73,,
23971,note_on,,,,,3,0,0,,,0,67,41,,
23984,note_on,,,,,13,0,0,,,0,63,62,,
23985,note_off,,,,,1,0,0,,,0,72,64,,
24004,note_off,,,,,19,0,0,,,0,60,64,,
24012,note_off,,,,,8,0,0,,,0,63,64,,
24039,note_off,,,,,27,0,0,,,0,67,64,,
24060,note_on,,,,,21,0,0,,,0,48,66,,
24063,note_on,,,,,3,0,0,,,0,51,72,,
24095,note_off,,,,,32,0,0,,,0,51,64,,
24100,note_off,,,,,5,0,0,,,0,48,64,,
24154,note_on,,,,,54,0,0,,,0,55,63,,
24156,note_on,,,,,2,0,0,,,0,51,76,,
24175,note_off,,,,,19,0,0,,,0,51,64,,
24176,note_off,,,,,1,0,0,,,0,55,64,,
24288,control_change,,,,,112,0,0,,,0,,,64,0
24295,note_on,,,,,7,0,0,,,0,69,97,,
24301,note_on,,,,,6,0,0,,,0,66,73,,
24303,note_on,,,,,2,0,0,,,0,62,86,,
24311,note_on,,,,,8,0,0,,,0,26,97,,
24313,note_on,,,,,2,0,0,,,0,38,95,,
24356,note_off,,,,,43,0,0,,,0,66,64,,
24364,note_off,,,,,8,0,0,,,0,26,64,,
24366,note_off,,,,,2,0,0,,,0,62,64,,
24383,note_off,,,,,17,0,0,,,0,38,64,,
24396,control_change,,,,,13,0,0,,,0,,,64,127
24417,note_on,,,,,21,0,0,,,0,62,42,,
24420,note_on,,,,,3,0,0,,,0,57,59,,
24428,note_on,,,,,8,0,0,,,0,66,66,,
24454,note_off,,,,,26,0,0,,,0,57,64,,
24480,note_off,,,,,26,0,0,,,0,69,64,,
24484,note_off,,,,,4,0,0,,,0,62,64,,
24497,note_off,,,,,13,0,0,,,0,66,64,,
24512,note_on,,,,,15,0,0,,,0,54,75,,
24512,note_on,,,,,0,0,0,,,0,50,66,,
24543,note_off,,,,,31,0,0,,,0,50,64,,
24570,note_off,,,,,27,0,0,,,0,54,64,,
24611,note_on,,,,,41,0,0,,,0,54,72,,
24618,note_on,,,,,7,0,0,,,0,57,57,,
24636,note_off,,,,,18,0,0,,,0,54,64,,
24641,note_off,,,,,5,0,0,,,0,57,64,,
24765,control_change,,,,,124,0,0,,,0,,,64,0
24772,note_on,,,,,7,0,0,,,0,67,106,,
24777,note_on,,,,,5,0,0,,,0,59,87,,
24780,note_on,,,,,3,0,0,,,0,62,89,,
24790,note_on,,,,,10,0,0,,,0,31,68,,
24793,note_on,,,,,3,0,0,,,0,43,71,,
24837,note_off,,,,,44,0,0,,,0,62,64,,
24853,note_off,,,,,16,0,0,,,0,31,64,,
24856,note_off,,,,,3,0,0,,,0,59,64,,
24872,note_off,,,,,16,0,0,,,0,43,64,,
24880,control_change,,,,,8,0,0,,,0,,,64,127
24881,note_on,,,,,1,0,0,,,0,55,78,,
24887,note_on,,,,,6,0,0,,,0,62,50,,
24890,note_on,,,,,3,0,0,,,0,59,71,,
24907,note_off,,,,,17,0,0,,,0,55,64,,
24916,note_off,,,,,9,0,0,,,0,59,64,,
24958,note_off,,,,,42,0,0,,,0,62,64,,
24976,note_on,,,,,18,0,0,,,0,55,84,,
24980,note_on,,,,,4,0,0,,,0,50,74,,
24980,note_on,,,,,0,0,0,,,0,59,65,,
25003,note_off,,,,,23,0,0,,,0,59,64,,
25003,note_off,,,,,0,0,0,,,0,55,64,,
25041,note_off,,,,,38,0,0,,,0,50,64,,
25071,note_on,,,,,30,0,0,,,0,62,84,,
25077,note_on,,,,,6,0,0,,,0,55,83,,
25077,note_on,,,,,0,0,0,,,0,59,75,,
25122,note_off,,,,,45,0,0,,,0,62,64,,
25129,note_off,,,,,7,0,0,,,0,59,64,,
25149,note_off,,,,,20,0,0,,,0,55,64,,
25185,note_on,,,,,36,0,0,,,0,65,88,,
25186,note_on,,,,,1,0,0,,,0,62,60,,
25191,note_on,,,,,5,0,0,,,0,59,81,,
25233,control_change,,,,,42,0,0,,,0,,,64,0
25418,control_change,,,,,185,0,0,,,0,,,64,127
25535,note_off,,,,,117,0,0,,,0,62,64,,
25554,note_off,,,,,19,0,0,,,0,59,64,,
25585,note_off,,,,,31,0,0,,,0,65,64,,
25613,note_on,,,,,28,0,0,,,0,43,76,,
25614,note_on,,,,,1,0,0,,,0,31,74,,
25635,note_off,,,,,21,0,0,,,0,31,64,,
25637,note_off,,,,,2,0,0,,,0,43,64,,
25696,note_on,,,,,59,0,0,,,0,55,65,,
25697,note_on,,,,,1,0,0,,,0,63,70,,
25702,note_on,,,,,5,0,0,,,0,60,64,,
25739,note_off,,,,,37,0,0,,,0,55,64,,
25769,note_off,,,,,30,0,0,,,0,60,64,,
25780,note_off,,,,,11,0,0,,,0,63,64,,
25789,note_on,,,,,9,0,0,,,0,48,71,,
25790,note_on,,,,,1,0,0,,,0,51,78,,
25792,note_on,,,,,2,0,0,,,0,43,65,,
25840,note_off,,,,,48,0,0,,,0,48,64,,
25845,note_off,,,,,5,0,0,,,0,51,64,,
25876,note_off,,,,,31,0,0,,,0,43,64,,
25876,note_on,,,,,0,0,0,,,0,48,61,,
25880,note_on,,,,,4,0,0,,,0,51,66,,
25880,note_on,,,,,0,0,0,,,0,55,83,,
25947,note_off,,,,,67,0,0,,,0,55,64,,
25968,note_off,,,,,21,0,0,,,0,51,64,,
25972,note_off,,,,,4,0,0,,,0,48,64,,
25987,note_on,,,,,15,0,0,,,0,66,68,,
25989,note_on,,,,,2,0,0,,,0,57,72,,
25991,note_on,,,,,2,0,0,,,0,60,65,,
25992,note_on,,,,,1,0,0,,,0,63,75,,
26025,control_change,,,,,33,0,0,,,0,,,64,0
26201,control_change,,,,,176,0,0,,,0,,,64,127
26223,note_off,,,,,22,0,0,,,0,67,64,,
26251,note_off,,,,,28,0,0,,,0,60,64,,
26318,note_off,,,,,67,0,0,,,0,57,64,,
26323,note_off,,,,,5,0,0,,,0,63,64,,
26365,note_off,,,,,42,0,0,,,0,66,64,,
26401,control_change,,,,,36,0,0,,,0,,,64,0
26410,note_on,,,,,9,0,0,,,0,67,98,,
26418,note_on,,,,,8,0,0,,,0,59,65,,
26418,note_on,,,,,0,0,0,,,0,62,76,,
26422,note_on,,,,,4,0,0,,,0,31,72,,
26426,note_on,,,,,4,0,0,,,0,43,62,,
26450,note_off,,,,,24,0,0,,,0,62,64,,
26472,note_off,,,,,22,0,0,,,0,43,64,,
26475,note_off,,,,,3,0,0,,,0,31,64,,
26482,note_off,,,,,7,0,0,,,0,59,64,,
26501,control_change,,,,,19,0,0,,,0,,,64,127
26518,note_on,,,,,17,0,0,,,0,55,68,,
26527,note_on,,,,,9,0,0,,,0,62,65,,
26530,note_on,,,,,3,0,0,,,0,59,51,,
26540,note_off,,,,,10,0,0,,,0,55,64,,
26554,note_off,,,,,14,0,0,,,0,59,64,,
26578,note_off,,,,,24,0,0,,,0,62,64,,
26618,note_on,,,,,40,0,0,,,0,50,65,,
26619,note_on,,,,,1,0,0,,,0,55,49,,
26620,note_on,,,,,1,0,0,,,0,59,47,,
26644,note_off,,,,,24,0,0,,,0,55,64,,
26645,note_off,,,,,1,0,0,,,0,59,64,,
26664,note_off,,,,,19,0,0,,,0,50,64,,
26708,note_on,,,,,44,0,0,,,0,62,74,,
26722,note_on,,,,,14,0,0,,,0,55,52,,
26726,note_on,,,,,4,0,0,,,0,59,37,,
26757,note_off,,,,,31,0,0,,,0,59,64,,
26763,note_off,,,,,6,0,0,,,0,62,64,,
26791,note_off,,,,,28,0,0,,,0,55,64,,
26844,note_on,,,,,53,0,0,,,0,65,73,,
26845,note_on,,,,,1,0,0,,,0,62,52,,
26849,note_on,,,,,4,0,0,,,0,59,59,,
27191,note_off,,,,,342,0,0,,,0,62,64,,
27209,note_off,,,,,18,0,0,,,0,59,64,,
27235,note_off,,,,,26,0,0,,,0,65,64,,
27277,control_change,,,,,42,0,0,,,0,,,64,0
27287,note_on,,,,,10,0,0,,,0,31,73,,
27344,note_off,,,,,57,0,0,,,0,31,64,,
27369,control_change,,,,,25,0,0,,,0,,,64,127
27374,note_on,,,,,5,0,0,,,0,63,56,,
27378,note_on,,,,,4,0,0,,,0,55,51,,
27385,note_on,,,,,7,0,0,,,0,60,44,,
27423,note_off,,,,,38,0,0,,,0,55,64,,
27447,note_off,,,,,24,0,0,,,0,60,64,,
27452,note_off,,,,,5,0,0,,,0,63,64,,
27472,note_on,,,,,20,0,0,,,0,51,61,,
27473,note_on,,,,,1,0,0,,,0,48,54,,
27482,note_on,,,,,9,0,0,,,0,43,41,,
27499,note_off,,,,,17,0,0,,,0,48,64,,
27504,note_off,,,,,5,0,0,,,0,51,64,,
27521,note_off,,,,,17,0,0,,,0,43,64,,
27574,note_on,,,,,53,0,0,,,0,55,59,,
27581,note_on,,,,,7,0,0,,,0,48,31,,
27584,note_on,,,,,3,0,0,,,0,51,46,,
27623,note_off,,,,,39,0,0,,,0,51,64,,
27641,note_off,,,,,18,0,0,,,0,48,64,,
27644,note_off,,,,,3,0,0,,,0,55,64,,
27688,note_on,,,,,44,0,0,,,0,66,50,,
27694,note_on,,,,,6,0,0,,,0,57,44,,
27700,note_on,,,,,6,0,0,,,0,60,38,,
27706,note_on,,,,,6,0,0,,,0,63,43,,
27776,control_change,,,,,70,0,0,,,0,,,64,0
27876,control_change,,,,,100,0,0,,,0,,,64,127
27914,note_off,,,,,38,0,0,,,0,67,64,,
27994,note_off,,,,,80,0,0,,,0,60,64,,
28029,note_off,,,,,35,0,0,,,0,63,64,,
28069,note_off,,,,,40,0,0,,,0,66,64,,
