tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,key,note,velocity
56544,note_on,0,0,0,,,,,,,,,0,,,57,0
56640,note_on,96,0,0,,,,,,,,,0,,,81,0
56640,note_on,0,0,0,,,,,,,,,0,,,78,86
56640,note_on,0,0,0,,,,,,,,,0,,,86,86
56640,note_on,0,0,0,,,,,,,,,0,,,38,71
56952,note_on,312,0,0,,,,,,,,,0,,,88,82
57072,note_on,120,0,0,,,,,,,,,0,,,86,0
57072,note_on,0,0,0,,,,,,,,,0,,,38,0
57072,note_on,0,0,0,,,,,,,,,0,,,88,0
57072,note_on,0,0,0,,,,,,,,,0,,,86,77
57084,note_on,12,0,0,,,,,,,,,0,,,50,66
57120,note_on,36,0,0,,,,,,,,,0,,,78,0
57132,note_on,12,0,0,,,,,,,,,0,,,76,78
57132,note_on,0,0,0,,,,,,,,,0,,,85,78
57132,note_on,0,0,0,,,,,,,,,0,,,57,66
57192,note_on,60,0,0,,,,,,,,,0,,,86,0
57504,note_on,312,0,0,,,,,,,,,0,,,50,0
57516,note_on,12,0,0,,,,,,,,,0,,,57,0
57556,note_on,40,0,0,,,,,,,,,0,,,54,49
57564,note_on,8,0,0,,,,,,,,,0,,,76,0
57564,note_on,0,0,0,,,,,,,,,0,,,85,0
57600,note_on,36,0,0,,,,,,,,,0,,,74,60
57600,note_on,0,0,0,,,,,,,,,0,,,83,60
57600,note_on,0,0,0,,,,,,,,,0,,,57,49
57984,note_on,384,0,0,,,,,,,,,0,,,54,0
57984,note_on,0,0,0,,,,,,,,,0,,,57,0
58032,note_on,48,0,0,,,,,,,,,0,,,74,0
58032,note_on,0,0,0,,,,,,,,,0,,,83,0
58080,note_on,48,0,0,,,,,,,,,0,,,85,73
58080,note_on,0,0,0,,,,,,,,,0,,,45,71
58080,note_on,0,0,0,,,,,,,,,0,,,76,73
58512,note_on,432,0,0,,,,,,,,,0,,,45,0
58524,note_on,12,0,0,,,,,,,,,0,,,52,64
58560,note_on,36,0,0,,,,,,,,,0,,,61,64
58582,note_on,22,0,0,,,,,,,,,0,,,85,0
58582,note_on,0,0,0,,,,,,,,,0,,,76,0
58720,note_on,138,0,0,,,,,,,,,0,,,69,54
58720,note_on,0,0,0,,,,,,,,,0,,,64,54
58880,note_on,160,0,0,,,,,,,,,0,,,69,0
58880,note_on,0,0,0,,,,,,,,,0,,,64,0
58880,note_on,0,0,0,,,,,,,,,0,,,73,71
58944,note_on,64,0,0,,,,,,,,,0,,,52,0
58944,note_on,0,0,0,,,,,,,,,0,,,61,0
59004,note_on,60,0,0,,,,,,,,,0,,,49,69
59040,note_on,36,0,0,,,,,,,,,0,,,73,0
59040,note_on,0,0,0,,,,,,,,,0,,,57,69
59040,note_on,0,0,0,,,,,,,,,0,,,81,82
59040,note_on,0,0,0,,,,,,,,,0,,,76,82
59200,note_on,160,0,0,,,,,,,,,0,,,81,0
59200,note_on,0,0,0,,,,,,,,,0,,,76,0
59200,note_on,0,0,0,,,,,,,,,0,,,85,93
59360,note_on,160,0,0,,,,,,,,,0,,,85,0
59360,note_on,0,0,0,,,,,,,,,0,,,81,104
59360,note_on,0,0,0,,,,,,,,,0,,,85,104
59424,note_on,64,0,0,,,,,,,,,0,,,49,0
59424,note_on,0,0,0,,,,,,,,,0,,,57,0
59520,note_on,96,0,0,,,,,,,,,0,,,90,73
59520,note_on,0,0,0,,,,,,,,,0,,,42,82
59928,note_on,408,0,0,,,,,,,,,0,,,54,64
59952,note_on,24,0,0,,,,,,,,,0,,,42,0
59964,note_on,12,0,0,,,,,,,,,0,,,57,64
60000,note_on,36,0,0,,,,,,,,,0,,,61,64
60022,note_on,22,0,0,,,,,,,,,0,,,81,0
60022,note_on,0,0,0,,,,,,,,,0,,,85,0
60022,note_on,0,0,0,,,,,,,,,0,,,90,0
60160,note_on,138,0,0,,,,,,,,,0,,,69,54
60160,note_on,0,0,0,,,,,,,,,0,,,66,54
60320,note_on,160,0,0,,,,,,,,,0,,,69,0
60320,note_on,0,0,0,,,,,,,,,0,,,66,0
60320,note_on,0,0,0,,,,,,,,,0,,,73,71
60384,note_on,64,0,0,,,,,,,,,0,,,54,0
60384,note_on,0,0,0,,,,,,,,,0,,,57,0
60384,note_on,0,0,0,,,,,,,,,0,,,61,0
60408,note_on,24,0,0,,,,,,,,,0,,,45,69
60444,note_on,36,0,0,,,,,,,,,0,,,52,69
60480,note_on,36,0,0,,,,,,,,,0,,,73,0
60480,note_on,0,0,0,,,,,,,,,0,,,57,69
60480,note_on,0,0,0,,,,,,,,,0,,,81,82
60480,note_on,0,0,0,,,,,,,,,0,,,76,82
60640,note_on,160,0,0,,,,,,,,,0,,,81,0
60640,note_on,0,0,0,,,,,,,,,0,,,76,0
60640,note_on,0,0,0,,,,,,,,,0,,,85,93
60800,note_on,160,0,0,,,,,,,,,0,,,85,0
60800,note_on,0,0,0,,,,,,,,,0,,,81,104
60800,note_on,0,0,0,,,,,,,,,0,,,85,104
60864,note_on,64,0,0,,,,,,,,,0,,,45,0
60864,note_on,0,0,0,,,,,,,,,0,,,52,0
60864,note_on,0,0,0,,,,,,,,,0,,,57,0
60960,note_on,96,0,0,,,,,,,,,0,,,90,73
60960,note_on,0,0,0,,,,,,,,,0,,,42,82
61368,note_on,408,0,0,,,,,,,,,0,,,54,64
61392,note_on,24,0,0,,,,,,,,,0,,,42,0
61404,note_on,12,0,0,,,,,,,,,0,,,57,64
61440,note_on,36,0,0,,,,,,,,,0,,,61,64
61462,note_on,22,0,0,,,,,,,,,0,,,81,0
61462,note_on,0,0,0,,,,,,,,,0,,,85,0
61462,note_on,0,0,0,,,,,,,,,0,,,90,0
61600,note_on,138,0,0,,,,,,,,,0,,,69,54
61600,note_on,0,0,0,,,,,,,,,0,,,66,54
61760,note_on,160,0,0,,,,,,,,,0,,,69,0
61760,note_on,0,0,0,,,,,,,,,0,,,66,0
61760,note_on,0,0,0,,,,,,,,,0,,,73,71
61824,note_on,64,0,0,,,,,,,,,0,,,54,0
61824,note_on,0,0,0,,,,,,,,,0,,,57,0
61824,note_on,0,0,0,,,,,,,,,0,,,61,0
61848,note_on,24,0,0,,,,,,,,,0,,,45,69
61884,note_on,36,0,0,,,,,,,,,0,,,52,69
61920,note_on,36,0,0,,,,,,,,,0,,,73,0
61920,note_on,0,0,0,,,,,,,,,0,,,57,69
61920,note_on,0,0,0,,,,,,,,,0,,,81,82
61920,note_on,0,0,0,,,,,,,,,0,,,76,82
62080,note_on,160,0,0,,,,,,,,,0,,,81,0
62080,note_on,0,0,0,,,,,,,,,0,,,76,0
62080,note_on,0,0,0,,,,,,,,,0,,,85,93
62240,note_on,160,0,0,,,,,,,,,0,,,85,0
62240,note_on,0,0,0,,,,,,,,,0,,,81,104
62240,note_on,0,0,0,,,,,,,,,0,,,85,104
62304,note_on,64,0,0,,,,,,,,,0,,,45,0
62304,note_on,0,0,0,,,,,,,,,0,,,52,0
62304,note_on,0,0,0,,,,,,,,,0,,,57,0
62400,note_on,96,0,0,,,,,,,,,0,,,81,0
62400,note_on,0,0,0,,,,,,,,,0,,,85,0
62400,set_tempo,0,1,0,,,,,701754,,,,,,,,
62400,note_on,0,0,0,,,,,,,,,0,,,93,107
62400,note_on,0,0,0,,,,,,,,,0,,,37,85
62640,note_on,240,0,0,,,,,,,,,0,,,93,0
62640,note_on,0,0,0,,,,,,,,,0,,,88,86
62832,note_on,192,0,0,,,,,,,,,0,,,37,0
62880,note_on,48,0,0,,,,,,,,,0,,,88,0
62880,set_tempo,0,1,0,,,,,770218,,,,,,,,
62880,note_on,0,0,0,,,,,,,,,0,,,86,74
62880,note_on,0,0,0,,,,,,,,,0,,,80,74
62880,note_on,0,0,0,,,,,,,,,0,,,40,64
63264,note_on,384,0,0,,,,,,,,,0,,,40,0
63312,note_on,48,0,0,,,,,,,,,0,,,86,0
63312,note_on,0,0,0,,,,,,,,,0,,,80,0
63360,set_tempo,48,1,0,,,,,842105,,,,,,,,
63360,note_on,0,0,0,,,,,,,,,0,,,83,58
63360,note_on,0,0,0,,,,,,,,,0,,,56,48
63360,note_on,0,0,0,,,,,,,,,0,,,74,58
63360,note_on,0,0,0,,,,,,,,,0,,,52,48
63744,note_on,384,0,0,,,,,,,,,0,,,56,0
63744,note_on,0,0,0,,,,,,,,,0,,,52,0
63792,note_on,48,0,0,,,,,,,,,0,,,83,0
63792,note_on,0,0,0,,,,,,,,,0,,,74,0
63840,set_tempo,48,1,0,,,,,1002506,,,,,,,,
63840,note_on,0,0,0,,,,,,,,,0,,,81,74
63840,note_on,0,0,0,,,,,,,,,0,,,45,62
63840,note_on,0,0,0,,,,,,,,,0,,,73,74
64224,note_on,384,0,0,,,,,,,,,0,,,45,0
64320,note_on,96,0,0,,,,,,,,,0,,,81,0
64320,note_on,0,0,0,,,,,,,,,0,,,73,0
64320,set_tempo,0,1,0,,,,,1578947,,,,,,,,
64320,note_on,0,0,0,,,,,,,,,0,,,52,52
64320,note_on,0,0,0,,,,,,,,,0,,,57,52
64704,note_on,384,0,0,,,,,,,,,0,,,52,0
64704,note_on,0,0,0,,,,,,,,,0,,,57,0
64704,end_of_track,0,1,0,,,,,,,,,,,,,
