tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity,pitch
12480,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
12480,control_change,0,0,0,,,,,,,,1,0,0,,,,
12480,control_change,0,0,0,,,,,,,,99,1,0,,,,
12480,control_change,0,0,0,,,,,,,,98,32,0,,,,
12480,control_change,0,0,0,,,,,,,,6,45,0,,,,
12480,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
12480,control_change,0,0,0,,,,,,,,1,0,0,,,,
12720,note_on,240,0,0,,,,,,,,,,0,,67,0,
12720,note_on,0,0,0,,,,,,,,,,0,,66,60,
12720,control_change,0,0,0,,,,,,,,99,1,0,,,,
12720,control_change,0,0,0,,,,,,,,98,32,0,,,,
12720,control_change,0,0,0,,,,,,,,6,45,0,,,,
12720,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
12720,control_change,0,0,0,,,,,,,,1,0,0,,,,
12820,note_on,100,0,0,,,,,,,,,,0,,60,0,
12820,note_on,0,0,0,,,,,,,,,,0,,57,0,
12840,note_on,20,0,0,,,,,,,,,,0,,42,0,
12840,control_change,0,0,0,,,,,,,,99,1,0,,,,
12840,control_change,0,0,0,,,,,,,,98,32,0,,,,
12840,control_change,0,0,0,,,,,,,,6,45,0,,,,
12840,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
12840,control_change,0,0,0,,,,,,,,1,0,0,,,,
12840,control_change,0,0,0,,,,,,,,99,1,0,,,,
12840,control_change,0,0,0,,,,,,,,98,32,0,,,,
12840,control_change,0,0,0,,,,,,,,6,45,0,,,,
12840,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
12840,control_change,0,0,0,,,,,,,,1,0,0,,,,
12948,note_on,108,0,0,,,,,,,,,,0,,42,0,
12948,note_on,0,0,0,,,,,,,,,,0,,66,0,
12960,set_tempo,12,1,0,,,,,,329670,,,,,,,,
12960,note_on,0,0,0,,,,,,,,,,0,,64,68,
12960,note_on,0,0,0,,,,,,,,,,0,,60,68,
12960,note_on,0,0,0,,,,,,,,,,0,,50,62,
13200,note_on,240,0,0,,,,,,,,,,0,,64,0,
13200,note_on,0,0,0,,,,,,,,,,0,,60,0,
13200,note_on,0,0,0,,,,,,,,,,0,,62,70,
13200,note_on,0,0,0,,,,,,,,,,0,,66,70,
13320,note_on,120,0,0,,,,,,,,,,0,,50,0,
13440,note_on,120,0,0,,,,,,,,,,0,,62,0,
13440,note_on,0,0,0,,,,,,,,,,0,,66,0,
13440,note_on,0,0,0,,,,,,,,,,0,,64,72,
13440,note_on,0,0,0,,,,,,,,,,0,,57,58,
13440,note_on,0,0,0,,,,,,,,,,0,,60,72,
13680,note_on,240,0,0,,,,,,,,,,0,,64,0,
13680,note_on,0,0,0,,,,,,,,,,0,,60,0,
13680,note_on,0,0,0,,,,,,,,,,0,,62,74,
13680,note_on,0,0,0,,,,,,,,,,0,,66,74,
13770,note_on,90,0,0,,,,,,,,,,0,,57,0,
13920,note_on,150,0,0,,,,,,,,,,0,,62,0,
13920,note_on,0,0,0,,,,,,,,,,0,,66,0,
13920,note_on,0,0,0,,,,,,,,,,0,,59,58,
13920,note_on,0,0,0,,,,,,,,,,0,,64,76,
13920,note_on,0,0,0,,,,,,,,,,0,,50,58,
13920,note_on,0,0,0,,,,,,,,,,0,,67,76,
14160,note_on,240,0,0,,,,,,,,,,0,,64,0,
14160,note_on,0,0,0,,,,,,,,,,0,,67,0,
14160,note_on,0,0,0,,,,,,,,,,0,,66,78,
14160,note_on,0,0,0,,,,,,,,,,0,,69,78,
14270,note_on,110,0,0,,,,,,,,,,0,,59,0,
14270,note_on,0,0,0,,,,,,,,,,0,,50,0,
14280,note_on,10,0,0,,,,,,,,,,0,,59,0,
14388,note_on,108,0,0,,,,,,,,,,0,,59,0,
14388,note_on,0,0,0,,,,,,,,,,0,,69,0,
14400,note_on,12,0,0,,,,,,,,,,0,,66,0,
14400,note_on,0,0,0,,,,,,,,,,0,,71,79,
14400,note_on,0,0,0,,,,,,,,,,0,,50,62,
14400,note_on,0,0,0,,,,,,,,,,0,,67,79,
14760,note_on,360,0,0,,,,,,,,,,0,,50,0,
14832,note_on,72,0,0,,,,,,,,,,0,,71,0,
14832,note_on,0,0,0,,,,,,,,,,0,,67,0,
14880,note_on,48,0,0,,,,,,,,,,0,,69,72,
14880,note_on,0,0,0,,,,,,,,,,0,,60,58,
14880,note_on,0,0,0,,,,,,,,,,0,,66,72,
15210,note_on,330,0,0,,,,,,,,,,0,,60,0,
15312,note_on,102,0,0,,,,,,,,,,0,,69,0,
15312,note_on,0,0,0,,,,,,,,,,0,,66,0,
15360,note_on,48,0,0,,,,,,,,,,0,,59,58,
15360,note_on,0,0,0,,,,,,,,,,0,,64,60,
15360,note_on,0,0,0,,,,,,,,,,0,,50,58,
15360,note_on,0,0,0,,,,,,,,,,0,,67,60,
15710,note_on,350,0,0,,,,,,,,,,0,,59,0,
15710,note_on,0,0,0,,,,,,,,,,0,,50,0,
15792,note_on,82,0,0,,,,,,,,,,0,,64,0,
15792,note_on,0,0,0,,,,,,,,,,0,,67,0,
15840,note_on,48,0,0,,,,,,,,,,0,,62,68,
15840,note_on,0,0,0,,,,,,,,,,0,,50,62,
15840,note_on,0,0,0,,,,,,,,,,0,,66,68,
16080,note_on,240,0,0,,,,,,,,,,0,,62,0,
16080,note_on,0,0,0,,,,,,,,,,0,,66,0,
16080,note_on,0,0,0,,,,,,,,,,0,,67,72,
16080,note_on,0,0,0,,,,,,,,,,0,,64,72,
16200,note_on,120,0,0,,,,,,,,,,0,,50,0,
16320,note_on,120,0,0,,,,,,,,,,0,,67,0,
16320,note_on,0,0,0,,,,,,,,,,0,,64,0,
16320,note_on,0,0,0,,,,,,,,,,0,,60,70,
16320,note_on,0,0,0,,,,,,,,,,0,,66,76,
16320,note_on,0,0,0,,,,,,,,,,0,,57,70,
16320,note_on,0,0,0,,,,,,,,,,0,,69,76,
16560,note_on,240,0,0,,,,,,,,,,0,,66,0,
16560,note_on,0,0,0,,,,,,,,,,0,,69,0,
16560,note_on,0,0,0,,,,,,,,,,0,,71,80,
16560,note_on,0,0,0,,,,,,,,,,0,,67,80,
16650,note_on,90,0,0,,,,,,,,,,0,,60,0,
16650,note_on,0,0,0,,,,,,,,,,0,,57,0,
16800,note_on,150,0,0,,,,,,,,,,0,,71,0,
16800,note_on,0,0,0,,,,,,,,,,0,,67,0,
16800,note_on,0,0,0,,,,,,,,,,0,,72,84,
16800,note_on,0,0,0,,,,,,,,,,0,,55,76,
16800,note_on,0,0,0,,,,,,,,,,0,,69,84,
16800,note_on,0,0,0,,,,,,,,,,0,,50,76,
16800,note_on,0,0,0,,,,,,,,,,0,,59,76,
17040,note_on,240,0,0,,,,,,,,,,0,,72,0,
17040,note_on,0,0,0,,,,,,,,,,0,,69,0,
17040,note_on,0,0,0,,,,,,,,,,0,,74,88,
17040,note_on,0,0,0,,,,,,,,,,0,,71,88,
17140,note_on,100,0,0,,,,,,,,,,0,,55,0,
17140,note_on,0,0,0,,,,,,,,,,0,,50,0,
17140,note_on,0,0,0,,,,,,,,,,0,,59,0,
17280,note_on,140,0,0,,,,,,,,,,0,,74,0,
17280,note_on,0,0,0,,,,,,,,,,0,,71,0,
17280,set_tempo,0,1,0,,,,,,333333,,,,,,,,
17280,note_on,0,0,0,,,,,,,,,,0,,76,89,
17280,note_on,0,0,0,,,,,,,,,,0,,50,78,
17280,note_on,0,0,0,,,,,,,,,,0,,72,89,
17640,note_on,360,0,0,,,,,,,,,,0,,50,0,
17712,note_on,72,0,0,,,,,,,,,,0,,76,0,
17712,note_on,0,0,0,,,,,,,,,,0,,72,0,
17760,note_on,48,0,0,,,,,,,,,,0,,57,70,
17760,note_on,0,0,0,,,,,,,,,,0,,71,78,
17760,note_on,0,0,0,,,,,,,,,,0,,54,70,
17760,note_on,0,0,0,,,,,,,,,,0,,74,78,
18090,note_on,330,0,0,,,,,,,,,,0,,57,0,
18090,note_on,0,0,0,,,,,,,,,,0,,54,0,
18192,note_on,102,0,0,,,,,,,,,,0,,71,0,
18192,note_on,0,0,0,,,,,,,,,,0,,74,0,
18240,note_on,48,0,0,,,,,,,,,,0,,62,58,
18240,note_on,0,0,0,,,,,,,,,,0,,69,62,
18240,note_on,0,0,0,,,,,,,,,,0,,50,58,
18240,note_on,0,0,0,,,,,,,,,,0,,72,62,
18580,note_on,340,0,0,,,,,,,,,,0,,62,0,
18600,set_tempo,20,1,0,,,,,,329670,,,,,,,,
18672,note_on,72,0,0,,,,,,,,,,0,,69,0,
18696,note_on,24,0,0,,,,,,,,,,0,,50,0,
18696,note_on,0,0,0,,,,,,,,,,0,,72,0,
18720,note_on,24,0,0,,,,,,,,,,0,,59,59,
18720,note_on,0,0,0,,,,,,,,,,0,,71,66,
18720,control_change,0,0,0,,,,,,,,99,1,0,,,,
18720,control_change,0,0,0,,,,,,,,98,32,0,,,,
18720,control_change,0,0,0,,,,,,,,6,45,0,,,,
18720,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
18720,control_change,0,0,0,,,,,,,,1,0,0,,,,
18720,control_change,0,0,0,,,,,,,,99,1,0,,,,
18720,control_change,0,0,0,,,,,,,,98,32,0,,,,
18720,control_change,0,0,0,,,,,,,,6,45,0,,,,
18720,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
18720,control_change,0,0,0,,,,,,,,1,0,0,,,,
18960,note_on,240,0,0,,,,,,,,,,0,,71,0,
18960,note_on,0,0,0,,,,,,,,,,0,,74,66,
18960,control_change,0,0,0,,,,,,,,99,1,0,,,,
18960,control_change,0,0,0,,,,,,,,98,32,0,,,,
18960,control_change,0,0,0,,,,,,,,6,45,0,,,,
18960,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
18960,control_change,0,0,0,,,,,,,,1,0,0,,,,
19080,note_on,120,0,0,,,,,,,,,,0,,59,0,
19200,note_on,120,0,0,,,,,,,,,,0,,74,0,
19200,note_on,0,0,0,,,,,,,,,,0,,65,56,
19200,note_on,0,0,0,,,,,,,,,,0,,62,56,
19200,note_on,0,0,0,,,,,,,,,,0,,71,56,
19200,note_on,0,0,0,,,,,,,,,,0,,77,66,
19200,control_change,0,0,0,,,,,,,,99,1,0,,,,
19200,control_change,0,0,0,,,,,,,,98,32,0,,,,
19200,control_change,0,0,0,,,,,,,,6,45,0,,,,
19200,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19200,control_change,0,0,0,,,,,,,,1,0,0,,,,
19200,control_change,0,0,0,,,,,,,,99,1,0,,,,
19200,control_change,0,0,0,,,,,,,,98,32,0,,,,
19200,control_change,0,0,0,,,,,,,,6,45,0,,,,
19200,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19200,control_change,0,0,0,,,,,,,,1,0,0,,,,
19200,control_change,0,0,0,,,,,,,,99,1,0,,,,
19200,control_change,0,0,0,,,,,,,,98,32,0,,,,
19200,control_change,0,0,0,,,,,,,,6,45,0,,,,
19200,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19200,control_change,0,0,0,,,,,,,,1,0,0,,,,
19200,control_change,0,0,0,,,,,,,,99,1,0,,,,
19200,control_change,0,0,0,,,,,,,,98,32,0,,,,
19200,control_change,0,0,0,,,,,,,,6,45,0,,,,
19200,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19200,control_change,0,0,0,,,,,,,,1,0,0,,,,
19440,note_on,240,0,0,,,,,,,,,,0,,77,0,
19440,note_on,0,0,0,,,,,,,,,,0,,81,66,
19440,control_change,0,0,0,,,,,,,,99,1,0,,,,
19440,control_change,0,0,0,,,,,,,,98,32,0,,,,
19440,control_change,0,0,0,,,,,,,,6,45,0,,,,
19440,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19440,control_change,0,0,0,,,,,,,,1,0,0,,,,
19530,note_on,90,0,0,,,,,,,,,,0,,65,0,
19530,note_on,0,0,0,,,,,,,,,,0,,62,0,
19530,note_on,0,0,0,,,,,,,,,,0,,71,0,
19680,note_on,150,0,0,,,,,,,,,,0,,81,0,
19680,note_on,0,0,0,,,,,,,,,,0,,65,56,
19680,note_on,0,0,0,,,,,,,,,,0,,62,56,
19680,note_on,0,0,0,,,,,,,,,,0,,71,56,
19680,note_on,0,0,0,,,,,,,,,,0,,77,66,
19680,control_change,0,0,0,,,,,,,,99,1,0,,,,
19680,control_change,0,0,0,,,,,,,,98,32,0,,,,
19680,control_change,0,0,0,,,,,,,,6,45,0,,,,
19680,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19680,control_change,0,0,0,,,,,,,,1,0,0,,,,
19680,control_change,0,0,0,,,,,,,,99,1,0,,,,
19680,control_change,0,0,0,,,,,,,,98,32,0,,,,
19680,control_change,0,0,0,,,,,,,,6,45,0,,,,
19680,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19680,control_change,0,0,0,,,,,,,,1,0,0,,,,
19680,control_change,0,0,0,,,,,,,,99,1,0,,,,
19680,control_change,0,0,0,,,,,,,,98,32,0,,,,
19680,control_change,0,0,0,,,,,,,,6,45,0,,,,
19680,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19680,control_change,0,0,0,,,,,,,,1,0,0,,,,
19680,control_change,0,0,0,,,,,,,,99,1,0,,,,
19680,control_change,0,0,0,,,,,,,,98,32,0,,,,
19680,control_change,0,0,0,,,,,,,,6,45,0,,,,
19680,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19680,control_change,0,0,0,,,,,,,,1,0,0,,,,
19920,note_on,240,0,0,,,,,,,,,,0,,77,0,
19920,note_on,0,0,0,,,,,,,,,,0,,74,66,
19920,control_change,0,0,0,,,,,,,,99,1,0,,,,
19920,control_change,0,0,0,,,,,,,,98,32,0,,,,
19920,control_change,0,0,0,,,,,,,,6,45,0,,,,
19920,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
19920,control_change,0,0,0,,,,,,,,1,0,0,,,,
20020,note_on,100,0,0,,,,,,,,,,0,,65,0,
20020,note_on,0,0,0,,,,,,,,,,0,,62,0,
20020,note_on,0,0,0,,,,,,,,,,0,,71,0,
20160,note_on,140,0,0,,,,,,,,,,0,,74,0,
20160,note_on,0,0,0,,,,,,,,,,0,,71,66,
20160,note_on,0,0,0,,,,,,,,,,0,,55,59,
20160,control_change,0,0,0,,,,,,,,99,1,0,,,,
20160,control_change,0,0,0,,,,,,,,98,32,0,,,,
20160,control_change,0,0,0,,,,,,,,6,45,0,,,,
20160,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20160,control_change,0,0,0,,,,,,,,1,0,0,,,,
20160,control_change,0,0,0,,,,,,,,99,1,0,,,,
20160,control_change,0,0,0,,,,,,,,98,32,0,,,,
20160,control_change,0,0,0,,,,,,,,6,45,0,,,,
20160,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20160,control_change,0,0,0,,,,,,,,1,0,0,,,,
20400,note_on,240,0,0,,,,,,,,,,0,,71,0,
20400,note_on,0,0,0,,,,,,,,,,0,,72,66,
20400,control_change,0,0,0,,,,,,,,99,1,0,,,,
20400,control_change,0,0,0,,,,,,,,98,32,0,,,,
20400,control_change,0,0,0,,,,,,,,6,45,0,,,,
20400,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20400,control_change,0,0,0,,,,,,,,1,0,0,,,,
20520,note_on,120,0,0,,,,,,,,,,0,,55,0,
20640,note_on,120,0,0,,,,,,,,,,0,,72,0,
20640,note_on,0,0,0,,,,,,,,,,0,,64,56,
20640,note_on,0,0,0,,,,,,,,,,0,,67,56,
20640,note_on,0,0,0,,,,,,,,,,0,,76,66,
20640,note_on,0,0,0,,,,,,,,,,0,,71,56,
20640,control_change,0,0,0,,,,,,,,99,1,0,,,,
20640,control_change,0,0,0,,,,,,,,98,32,0,,,,
20640,control_change,0,0,0,,,,,,,,6,45,0,,,,
20640,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20640,control_change,0,0,0,,,,,,,,1,0,0,,,,
20640,control_change,0,0,0,,,,,,,,99,1,0,,,,
20640,control_change,0,0,0,,,,,,,,98,32,0,,,,
20640,control_change,0,0,0,,,,,,,,6,45,0,,,,
20640,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20640,control_change,0,0,0,,,,,,,,1,0,0,,,,
20640,control_change,0,0,0,,,,,,,,99,1,0,,,,
20640,control_change,0,0,0,,,,,,,,98,32,0,,,,
20640,control_change,0,0,0,,,,,,,,6,45,0,,,,
20640,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20640,control_change,0,0,0,,,,,,,,1,0,0,,,,
20640,control_change,0,0,0,,,,,,,,99,1,0,,,,
20640,control_change,0,0,0,,,,,,,,98,32,0,,,,
20640,control_change,0,0,0,,,,,,,,6,45,0,,,,
20640,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20640,control_change,0,0,0,,,,,,,,1,0,0,,,,
20880,note_on,240,0,0,,,,,,,,,,0,,76,0,
20880,note_on,0,0,0,,,,,,,,,,0,,79,66,
20880,control_change,0,0,0,,,,,,,,99,1,0,,,,
20880,control_change,0,0,0,,,,,,,,98,32,0,,,,
20880,control_change,0,0,0,,,,,,,,6,45,0,,,,
20880,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
20880,control_change,0,0,0,,,,,,,,1,0,0,,,,
20970,note_on,90,0,0,,,,,,,,,,0,,64,0,
20970,note_on,0,0,0,,,,,,,,,,0,,67,0,
20970,note_on,0,0,0,,,,,,,,,,0,,71,0,
21120,note_on,150,0,0,,,,,,,,,,0,,79,0,
21120,note_on,0,0,0,,,,,,,,,,0,,71,56,
21120,note_on,0,0,0,,,,,,,,,,0,,67,56,
21120,note_on,0,0,0,,,,,,,,,,0,,76,66,
21120,note_on,0,0,0,,,,,,,,,,0,,64,56,
21120,control_change,0,0,0,,,,,,,,99,1,0,,,,
21120,control_change,0,0,0,,,,,,,,98,32,0,,,,
21120,control_change,0,0,0,,,,,,,,6,45,0,,,,
21120,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21120,control_change,0,0,0,,,,,,,,1,0,0,,,,
21120,control_change,0,0,0,,,,,,,,99,1,0,,,,
21120,control_change,0,0,0,,,,,,,,98,32,0,,,,
21120,control_change,0,0,0,,,,,,,,6,45,0,,,,
21120,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21120,control_change,0,0,0,,,,,,,,1,0,0,,,,
21120,control_change,0,0,0,,,,,,,,99,1,0,,,,
21120,control_change,0,0,0,,,,,,,,98,32,0,,,,
21120,control_change,0,0,0,,,,,,,,6,45,0,,,,
21120,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21120,control_change,0,0,0,,,,,,,,1,0,0,,,,
21120,control_change,0,0,0,,,,,,,,99,1,0,,,,
21120,control_change,0,0,0,,,,,,,,98,32,0,,,,
21120,control_change,0,0,0,,,,,,,,6,45,0,,,,
21120,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21120,control_change,0,0,0,,,,,,,,1,0,0,,,,
21360,note_on,240,0,0,,,,,,,,,,0,,76,0,
21360,note_on,0,0,0,,,,,,,,,,0,,72,66,
21360,control_change,0,0,0,,,,,,,,99,1,0,,,,
21360,control_change,0,0,0,,,,,,,,98,32,0,,,,
21360,control_change,0,0,0,,,,,,,,6,45,0,,,,
21360,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21360,control_change,0,0,0,,,,,,,,1,0,0,,,,
21460,note_on,100,0,0,,,,,,,,,,0,,71,0,
21460,note_on,0,0,0,,,,,,,,,,0,,67,0,
21460,note_on,0,0,0,,,,,,,,,,0,,64,0,
21600,note_on,140,0,0,,,,,,,,,,0,,72,0,
21600,note_on,0,0,0,,,,,,,,,,0,,70,66,
21600,note_on,0,0,0,,,,,,,,,,0,,55,59,
21600,control_change,0,0,0,,,,,,,,99,1,0,,,,
21600,control_change,0,0,0,,,,,,,,98,32,0,,,,
21600,control_change,0,0,0,,,,,,,,6,45,0,,,,
21600,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21600,control_change,0,0,0,,,,,,,,1,0,0,,,,
21600,control_change,0,0,0,,,,,,,,99,1,0,,,,
21600,control_change,0,0,0,,,,,,,,98,32,0,,,,
21600,control_change,0,0,0,,,,,,,,6,45,0,,,,
21600,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21600,control_change,0,0,0,,,,,,,,1,0,0,,,,
21840,note_on,240,0,0,,,,,,,,,,0,,70,0,
21840,note_on,0,0,0,,,,,,,,,,0,,71,66,
21840,control_change,0,0,0,,,,,,,,99,1,0,,,,
21840,control_change,0,0,0,,,,,,,,98,32,0,,,,
21840,control_change,0,0,0,,,,,,,,6,45,0,,,,
21840,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
21840,control_change,0,0,0,,,,,,,,1,0,0,,,,
21960,note_on,120,0,0,,,,,,,,,,0,,55,0,
22080,note_on,120,0,0,,,,,,,,,,0,,71,0,
22080,note_on,0,0,0,,,,,,,,,,0,,74,66,
22080,note_on,0,0,0,,,,,,,,,,0,,62,56,
22080,note_on,0,0,0,,,,,,,,,,0,,67,56,
22080,note_on,0,0,0,,,,,,,,,,0,,70,56,
22080,control_change,0,0,0,,,,,,,,99,1,0,,,,
22080,control_change,0,0,0,,,,,,,,98,32,0,,,,
22080,control_change,0,0,0,,,,,,,,6,45,0,,,,
22080,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22080,control_change,0,0,0,,,,,,,,1,0,0,,,,
22080,control_change,0,0,0,,,,,,,,99,1,0,,,,
22080,control_change,0,0,0,,,,,,,,98,32,0,,,,
22080,control_change,0,0,0,,,,,,,,6,45,0,,,,
22080,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22080,control_change,0,0,0,,,,,,,,1,0,0,,,,
22080,control_change,0,0,0,,,,,,,,99,1,0,,,,
22080,control_change,0,0,0,,,,,,,,98,32,0,,,,
22080,control_change,0,0,0,,,,,,,,6,45,0,,,,
22080,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22080,control_change,0,0,0,,,,,,,,1,0,0,,,,
22080,control_change,0,0,0,,,,,,,,99,1,0,,,,
22080,control_change,0,0,0,,,,,,,,98,32,0,,,,
22080,control_change,0,0,0,,,,,,,,6,45,0,,,,
22080,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22080,control_change,0,0,0,,,,,,,,1,0,0,,,,
22296,note_on,216,0,0,,,,,,,,,,0,,67,0,
22320,note_on,24,0,0,,,,,,,,,,0,,74,0,
22320,note_on,0,0,0,,,,,,,,,,0,,79,66,
22320,control_change,0,0,0,,,,,,,,99,1,0,,,,
22320,control_change,0,0,0,,,,,,,,98,32,0,,,,
22320,control_change,0,0,0,,,,,,,,6,45,0,,,,
22320,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22320,control_change,0,0,0,,,,,,,,1,0,0,,,,
22410,note_on,90,0,0,,,,,,,,,,0,,62,0,
22410,note_on,0,0,0,,,,,,,,,,0,,70,0,
22560,note_on,150,0,0,,,,,,,,,,0,,79,0,
22560,note_on,0,0,0,,,,,,,,,,0,,70,56,
22560,note_on,0,0,0,,,,,,,,,,0,,74,66,
22560,note_on,0,0,0,,,,,,,,,,0,,67,56,
22560,note_on,0,0,0,,,,,,,,,,0,,62,56,
22560,control_change,0,0,0,,,,,,,,99,1,0,,,,
22560,control_change,0,0,0,,,,,,,,98,32,0,,,,
22560,control_change,0,0,0,,,,,,,,6,45,0,,,,
22560,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22560,control_change,0,0,0,,,,,,,,1,0,0,,,,
22560,control_change,0,0,0,,,,,,,,99,1,0,,,,
22560,control_change,0,0,0,,,,,,,,98,32,0,,,,
22560,control_change,0,0,0,,,,,,,,6,45,0,,,,
22560,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22560,control_change,0,0,0,,,,,,,,1,0,0,,,,
22560,control_change,0,0,0,,,,,,,,99,1,0,,,,
22560,control_change,0,0,0,,,,,,,,98,32,0,,,,
22560,control_change,0,0,0,,,,,,,,6,45,0,,,,
22560,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22560,control_change,0,0,0,,,,,,,,1,0,0,,,,
22560,control_change,0,0,0,,,,,,,,99,1,0,,,,
22560,control_change,0,0,0,,,,,,,,98,32,0,,,,
22560,control_change,0,0,0,,,,,,,,6,45,0,,,,
22560,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22560,control_change,0,0,0,,,,,,,,1,0,0,,,,
22776,note_on,216,0,0,,,,,,,,,,0,,70,0,
22776,note_on,0,0,0,,,,,,,,,,0,,67,0,
22800,note_on,24,0,0,,,,,,,,,,0,,74,0,
22800,note_on,0,0,0,,,,,,,,,,0,,71,66,
22800,control_change,0,0,0,,,,,,,,99,1,0,,,,
22800,control_change,0,0,0,,,,,,,,98,32,0,,,,
22800,control_change,0,0,0,,,,,,,,6,45,0,,,,
22800,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
22800,control_change,0,0,0,,,,,,,,1,0,0,,,,
22900,note_on,100,0,0,,,,,,,,,,0,,62,0,
23040,note_on,140,0,0,,,,,,,,,,0,,71,0,
23040,set_tempo,0,1,0,,,,,,359281,,,,,,,,
23040,note_on,0,0,0,,,,,,,,,,0,,68,70,
23040,note_on,0,0,0,,,,,,,,,,0,,50,62,
23040,control_change,0,0,0,,,,,,,,99,1,0,,,,
23040,control_change,0,0,0,,,,,,,,98,32,0,,,,
23040,control_change,0,0,0,,,,,,,,6,45,0,,,,
23040,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
23040,control_change,0,0,0,,,,,,,,1,0,0,,,,
23040,control_change,0,0,0,,,,,,,,99,1,0,,,,
23040,control_change,0,0,0,,,,,,,,98,32,0,,,,
23040,control_change,0,0,0,,,,,,,,6,45,0,,,,
23040,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
23040,control_change,0,0,0,,,,,,,,1,0,0,,,,
23400,note_on,360,0,0,,,,,,,,,,0,,50,0,
23520,note_on,120,0,0,,,,,,,,,,0,,66,74,
23520,note_on,0,0,0,,,,,,,,,,0,,60,74,
23520,control_change,0,0,0,,,,,,,,99,1,0,,,,
23520,control_change,0,0,0,,,,,,,,98,32,0,,,,
23520,control_change,0,0,0,,,,,,,,6,45,0,,,,
23520,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
23520,control_change,0,0,0,,,,,,,,1,0,0,,,,
23520,control_change,0,0,0,,,,,,,,99,1,0,,,,
23520,control_change,0,0,0,,,,,,,,98,32,0,,,,
23520,control_change,0,0,0,,,,,,,,6,45,0,,,,
23520,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
23520,control_change,0,0,0,,,,,,,,1,0,0,,,,
23688,note_on,168,0,0,,,,,,,,,,0,,68,0,
23760,note_on,72,0,0,,,,,,,,,,0,,69,84,
23760,control_change,0,0,0,,,,,,,,99,1,0,,,,
23760,control_change,0,0,0,,,,,,,,98,32,0,,,,
23760,control_change,0,0,0,,,,,,,,6,45,0,,,,
23760,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
23760,control_change,0,0,0,,,,,,,,1,0,0,,,,
23850,note_on,90,0,0,,,,,,,,,,0,,66,0,
23850,note_on,0,0,0,,,,,,,,,,0,,60,0,
24000,note_on,150,0,0,,,,,,,,,,0,,69,0,
24000,note_on,0,0,0,,,,,,,,,,0,,72,78,
24000,note_on,0,0,0,,,,,,,,,,0,,66,60,
24000,note_on,0,0,0,,,,,,,,,,0,,60,60,
24000,control_change,0,0,0,,,,,,,,99,1,0,,,,
24000,control_change,0,0,0,,,,,,,,98,32,0,,,,
24000,control_change,0,0,0,,,,,,,,6,45,0,,,,
24000,pitchwheel,0,0,0,,,,,,,,,,0,,,,0
