tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
5424,note_off,,,,,384,0,1,,,0,71,64
5424,note_off,,,,,24,0,2,,,1,47,64
5520,note_on,,,,,96,0,1,,,0,69,80
5520,note_on,,,,,0,0,2,,,1,45,80
5520,note_on,,,,,96,0,2,,,1,41,80
5592,note_off,,,,,72,0,2,,,1,76,64
5592,note_off,,,,,0,0,2,,,1,71,64
5592,note_off,,,,,0,0,2,,,1,64,64
5640,note_on,,,,,48,0,2,,,1,64,80
5640,note_on,,,,,0,0,2,,,1,69,80
5640,note_on,,,,,0,0,2,,,1,76,80
5712,note_off,,,,,72,0,2,,,1,45,64
5712,note_off,,,,,0,0,2,,,1,41,64
5712,note_off,,,,,192,0,1,,,0,69,64
5760,note_on,,,,,48,0,2,,,1,44,80
5760,note_on,,,,,48,0,1,,,0,71,80
5760,note_on,,,,,0,0,2,,,1,40,80
5856,note_off,,,,,0,0,2,,,1,69,64
5856,note_off,,,,,0,0,2,,,1,64,64
5856,note_off,,,,,96,0,2,,,1,76,64
5880,note_on,,,,,24,0,2,,,1,68,80
5880,note_on,,,,,0,0,2,,,1,76,80
5880,note_on,,,,,0,0,2,,,1,64,80
6072,note_off,,,,,192,0,2,,,1,64,64
6072,note_off,,,,,0,0,2,,,1,76,64
6072,note_off,,,,,0,0,2,,,1,68,64
6120,note_on,,,,,0,0,2,,,1,68,80
6120,note_on,,,,,0,0,2,,,1,76,80
6120,note_on,,,,,48,0,2,,,1,64,80
6144,note_off,,,,,24,0,2,,,1,44,64
6144,note_off,,,,,384,0,1,,,0,71,64
6240,note_on,,,,,96,0,2,,,1,47,80
6312,note_off,,,,,0,0,2,,,1,76,64
6312,note_off,,,,,0,0,2,,,1,64,64
6312,note_off,,,,,72,0,2,,,1,68,64
6336,note_off,,,,,24,0,2,,,1,40,64
6360,note_on,,,,,0,0,2,,,1,76,80
6360,note_on,,,,,0,0,2,,,1,71,80
6360,note_on,,,,,24,0,2,,,1,64,80
6432,note_off,,,,,72,0,2,,,1,47,64
6480,note_on,,,,,0,0,2,,,1,52,80
6480,note_on,,,,,48,0,2,,,1,40,80
6576,note_off,,,,,0,0,2,,,1,64,64
6576,note_off,,,,,96,0,2,,,1,71,64
6576,note_off,,,,,0,0,2,,,1,76,64
6600,note_on,,,,,24,0,2,,,1,64,80
6600,note_on,,,,,0,0,2,,,1,76,80
6792,note_off,,,,,192,0,2,,,1,76,64
6792,note_off,,,,,0,0,2,,,1,64,64
6840,note_on,,,,,48,0,2,,,1,76,80
6840,note_on,,,,,0,0,2,,,1,64,80
6864,note_off,,,,,24,0,2,,,1,52,64
6960,note_on,,,,,816,0,1,,,0,64,80
6960,note_on,,,,,96,0,2,,,1,50,80
7032,note_off,,,,,72,0,2,,,1,64,64
7032,note_off,,,,,0,0,2,,,1,76,64
7056,note_off,,,,,24,0,2,,,1,40,64
7080,note_on,,,,,0,0,2,,,1,76,80
7080,note_on,,,,,0,0,2,,,1,74,80
7080,note_on,,,,,24,0,2,,,1,64,80
7152,note_off,,,,,72,0,2,,,1,50,64
7152,note_off,,,,,192,0,1,,,0,64,64
7200,note_on,,,,,48,0,2,,,1,48,80
7200,note_on,,,,,0,0,2,,,1,45,80
7200,note_on,,,,,48,0,1,,,0,72,80
7296,note_off,,,,,96,0,2,,,1,64,64
7296,note_off,,,,,0,0,2,,,1,76,64
7296,note_off,,,,,0,0,2,,,1,74,64
7320,note_on,,,,,0,0,2,,,1,76,80
7320,note_on,,,,,24,0,2,,,1,64,80
7320,note_on,,,,,0,0,2,,,1,72,80
7512,note_off,,,,,192,0,2,,,1,72,64
7512,note_off,,,,,0,0,2,,,1,76,64
7512,note_off,,,,,0,0,2,,,1,64,64
7560,note_on,,,,,0,0,2,,,1,76,80
7560,note_on,,,,,48,0,2,,,1,64,80
7560,note_on,,,,,0,0,2,,,1,72,80
7584,note_off,,,,,384,0,1,,,0,72,64
7584,note_off,,,,,0,0,2,,,1,48,64
7584,note_off,,,,,24,0,2,,,1,45,64
7680,note_on,,,,,0,0,2,,,1,43,80
7680,note_on,,,,,96,0,2,,,1,47,80
7680,note_on,,,,,96,0,1,,,0,71,80
7752,note_off,,,,,72,0,2,,,1,72,64
7752,note_off,,,,,0,0,2,,,1,76,64
7752,note_off,,,,,0,0,2,,,1,64,64
7800,note_on,,,,,48,0,2,,,1,64,80
7800,note_on,,,,,0,0,2,,,1,71,80
7800,note_on,,,,,0,0,2,,,1,76,80
7872,note_off,,,,,192,0,1,,,0,71,64
7872,note_off,,,,,0,0,2,,,1,47,64
7872,note_off,,,,,72,0,2,,,1,43,64
7920,note_on,,,,,48,0,2,,,1,50,80
7920,note_on,,,,,0,0,2,,,1,47,80
7920,note_on,,,,,48,0,1,,,0,74,80
8016,note_off,,,,,96,0,2,,,1,64,64
8016,note_off,,,,,0,0,2,,,1,71,64
8016,note_off,,,,,0,0,2,,,1,76,64
8040,note_on,,,,,0,0,2,,,1,64,80
8040,note_on,,,,,0,0,2,,,1,76,80
8040,note_on,,,,,24,0,2,,,1,74,80
8232,note_off,,,,,192,0,2,,,1,64,64
8232,note_off,,,,,0,0,2,,,1,76,64
8232,note_off,,,,,0,0,2,,,1,74,64
8280,note_on,,,,,48,0,2,,,1,64,80
8280,note_on,,,,,0,0,2,,,1,74,80
8280,note_on,,,,,0,0,2,,,1,76,80
8304,note_off,,,,,0,0,2,,,1,50,64
8304,note_off,,,,,384,0,1,,,0,74,64
8304,note_off,,,,,24,0,2,,,1,47,64
8400,note_on,,,,,96,0,2,,,1,48,80
8400,note_on,,,,,0,0,2,,,1,45,80
8400,note_on,,,,,96,0,1,,,0,72,80
8472,note_off,,,,,72,0,2,,,1,76,64
8472,note_off,,,,,0,0,2,,,1,74,64
8472,note_off,,,,,0,0,2,,,1,64,64
8520,note_on,,,,,0,0,2,,,1,76,80
8520,note_on,,,,,48,0,2,,,1,64,80
8520,note_on,,,,,0,0,2,,,1,72,80
8592,note_off,,,,,72,0,2,,,1,45,64
8592,note_off,,,,,0,0,2,,,1,48,64
8592,note_off,,,,,192,0,1,,,0,72,64
8640,note_on,,,,,48,0,2,,,1,52,80
8640,note_on,,,,,48,0,1,,,0,76,80
8640,note_on,,,,,0,0,2,,,1,48,80
8736,note_off,,,,,96,0,2,,,1,64,64
8736,note_off,,,,,0,0,2,,,1,76,64
8736,note_off,,,,,0,0,2,,,1,72,64
8760,note_on,,,,,24,0,2,,,1,76,80
8760,note_on,,,,,0,0,2,,,1,64,80
8952,note_off,,,,,192,0,2,,,1,64,64
8952,note_off,,,,,0,0,2,,,1,76,64
9000,note_on,,,,,48,0,2,,,1,64,80
9000,note_on,,,,,0,0,2,,,1,76,80
9024,note_off,,,,,384,0,1,,,0,76,64
9024,note_off,,,,,24,0,2,,,1,48,64
9024,note_off,,,,,0,0,2,,,1,52,64
9120,note_on,,,,,0,0,2,,,1,47,80
9120,note_on,,,,,96,0,2,,,1,50,80
9120,note_on,,,,,96,0,1,,,0,74,80
9192,note_off,,,,,0,0,2,,,1,64,64
9192,note_off,,,,,72,0,2,,,1,76,64
9240,note_on,,,,,48,0,2,,,1,64,80
9240,note_on,,,,,0,0,2,,,1,76,80
9240,note_on,,,,,0,0,2,,,1,74,80
9312,note_off,,,,,192,0,1,,,0,74,64
9312,note_off,,,,,72,0,2,,,1,47,64
9312,note_off,,,,,0,0,2,,,1,50,64
9360,note_on,,,,,48,0,1,,,0,77,80
9360,note_on,,,,,48,0,2,,,1,53,80
9360,note_on,,,,,0,0,2,,,1,50,80
9456,note_off,,,,,0,0,2,,,1,74,64
9456,note_off,,,,,96,0,2,,,1,76,64
9456,note_off,,,,,0,0,2,,,1,64,64
9480,note_on,,,,,0,0,2,,,1,77,80
9480,note_on,,,,,24,0,2,,,1,76,80
9480,note_on,,,,,0,0,2,,,1,64,80
9552,note_off,,,,,192,0,1,,,0,77,64
9672,note_off,,,,,0,0,2,,,1,77,64
9672,note_off,,,,,192,0,2,,,1,64,64
9672,note_off,,,,,0,0,2,,,1,76,64
9720,note_on,,,,,0,0,2,,,1,76,80
9720,note_on,,,,,0,0,2,,,1,77,80
9720,note_on,,,,,48,0,2,,,1,64,80
9744,note_off,,,,,0,0,2,,,1,53,64
9744,note_off,,,,,24,0,2,,,1,50,64
9840,note_on,,,,,96,0,2,,,1,52,80
9840,note_on,,,,,288,0,1,,,0,76,80
9840,note_on,,,,,0,0,2,,,1,48,80
9912,note_off,,,,,0,0,2,,,1,77,64
9912,note_off,,,,,0,0,2,,,1,64,64
9912,note_off,,,,,72,0,2,,,1,76,64
9960,note_on,,,,,48,0,2,,,1,64,80
9960,note_on,,,,,0,0,2,,,1,76,80
10032,note_off,,,,,0,0,2,,,1,52,64
10032,note_off,,,,,72,0,2,,,1,48,64
10032,note_off,,,,,192,0,1,,,0,76,64
10080,note_on,,,,,48,0,1,,,0,74,80
10080,note_on,,,,,48,0,2,,,1,47,80
10080,note_on,,,,,0,0,2,,,1,50,80
10176,note_off,,,,,96,0,2,,,1,76,64
10176,note_off,,,,,0,0,2,,,1,64,64
10200,note_on,,,,,24,0,2,,,1,74,80
10200,note_on,,,,,0,0,2,,,1,64,80
10200,note_on,,,,,0,0,2,,,1,76,80
10392,note_off,,,,,0,0,2,,,1,74,64
10392,note_off,,,,,192,0,2,,,1,76,64
10392,note_off,,,,,0,0,2,,,1,64,64
10440,note_on,,,,,48,0,2,,,1,76,80
10440,note_on,,,,,0,0,2,,,1,74,80
10440,note_on,,,,,0,0,2,,,1,64,80
10464,note_off,,,,,24,0,2,,,1,50,64
10464,note_off,,,,,384,0,1,,,0,74,64
10464,note_off,,,,,0,0,2,,,1,47,64
10560,note_on,,,,,96,0,1,,,0,72,80
10560,note_on,,,,,96,0,2,,,1,48,80
10560,note_on,,,,,0,0,2,,,1,45,80
10632,note_off,,,,,0,0,2,,,1,76,64
10632,note_off,,,,,0,0,2,,,1,74,64
10632,note_off,,,,,72,0,2,,,1,64,64
10680,note_on,,,,,0,0,2,,,1,72,80
10680,note_on,,,,,0,0,2,,,1,64,80
10680,note_on,,,,,48,0,2,,,1,76,80
10752,note_off,,,,,0,0,2,,,1,48,64
10752,note_off,,,,,72,0,2,,,1,45,64
10752,note_off,,,,,192,0,1,,,0,72,64
10800,note_on,,,,,48,0,1,,,0,71,80
10800,note_on,,,,,48,0,2,,,1,47,80
10800,note_on,,,,,0,0,2,,,1,43,80
10896,note_off,,,,,96,0,2,,,1,64,64
10896,note_off,,,,,0,0,2,,,1,76,64
10896,note_off,,,,,0,0,2,,,1,72,64
10920,note_on,,,,,24,0,2,,,1,64,80
10920,note_on,,,,,0,0,2,,,1,76,80
10920,note_on,,,,,0,0,2,,,1,71,80
11112,note_off,,,,,0,0,2,,,1,64,64
11112,note_off,,,,,0,0,2,,,1,76,64
11112,note_off,,,,,192,0,2,,,1,71,64
11160,note_on,,,,,48,0,2,,,1,76,80
11160,note_on,,,,,0,0,2,,,1,64,80
11160,note_on,,,,,0,0,2,,,1,71,80
11184,note_off,,,,,24,0,2,,,1,43,64
11184,note_off,,,,,0,0,2,,,1,47,64
11184,note_off,,,,,384,0,1,,,0,71,64
11280,note_on,,,,,96,0,2,,,1,45,80
11280,note_on,,,,,0,0,2,,,1,41,80
11280,note_on,,,,,96,0,1,,,0,69,80
11352,note_off,,,,,0,0,2,,,1,76,64
11352,note_off,,,,,72,0,2,,,1,71,64
11352,note_off,,,,,0,0,2,,,1,64,64
11400,note_on,,,,,48,0,2,,,1,64,80
11400,note_on,,,,,0,0,2,,,1,69,80
11400,note_on,,,,,0,0,2,,,1,76,80
11472,note_off,,,,,192,0,1,,,0,69,64
11472,note_off,,,,,0,0,2,,,1,45,64
11472,note_off,,,,,72,0,2,,,1,41,64
11520,note_on,,,,,0,0,2,,,1,36,80
11520,note_on,,,,,48,0,1,,,0,67,80
11520,note_on,,,,,48,0,2,,,1,43,80
11616,note_off,,,,,96,0,2,,,1,69,64
11616,note_off,,,,,0,0,2,,,1,76,64
11616,note_off,,,,,0,0,2,,,1,64,64
11640,note_on,,,,,24,0,2,,,1,76,80
11640,note_on,,,,,0,0,2,,,1,67,80
11640,note_on,,,,,0,0,2,,,1,64,80
11832,note_off,,,,,192,0,2,,,1,64,64
11832,note_off,,,,,0,0,2,,,1,67,64
11832,note_off,,,,,0,0,2,,,1,76,64
11880,note_on,,,,,48,0,2,,,1,64,80
11880,note_on,,,,,0,0,2,,,1,76,80
11880,note_on,,,,,0,0,2,,,1,67,80
11904,note_off,,,,,384,0,1,,,0,67,64
11904,note_off,,,,,24,0,2,,,1,43,64
12000,note_on,,,,,96,0,2,,,1,44,80
12072,note_off,,,,,72,0,2,,,1,76,64
12072,note_off,,,,,0,0,2,,,1,67,64
12072,note_off,,,,,0,0,2,,,1,64,64
12096,note_off,,,,,24,0,2,,,1,36,64
12120,note_on,,,,,24,0,2,,,1,64,80
12120,note_on,,,,,0,0,2,,,1,67,80
12120,note_on,,,,,0,0,2,,,1,76,80
12192,note_off,,,,,72,0,2,,,1,44,64
12240,note_on,,,,,48,0,2,,,1,45,80
12240,note_on,,,,,0,0,2,,,1,36,80
12336,note_off,,,,,96,0,2,,,1,76,64
12336,note_off,,,,,0,0,2,,,1,64,64
12336,note_off,,,,,0,0,2,,,1,67,64
12360,note_on,,,,,24,0,2,,,1,64,80
12360,note_on,,,,,0,0,2,,,1,67,80
12360,note_on,,,,,0,0,2,,,1,76,80
12552,note_off,,,,,0,0,2,,,1,67,64
12552,note_off,,,,,0,0,2,,,1,64,64
12552,note_off,,,,,192,0,2,,,1,76,64
12600,note_on,,,,,48,0,2,,,1,67,80
12600,note_on,,,,,0,0,2,,,1,76,80
12600,note_on,,,,,0,0,2,,,1,64,80
12624,note_off,,,,,24,0,2,,,1,45,64
12720,note_on,,,,,816,0,1,,,0,67,80
12720,note_on,,,,,96,0,2,,,1,46,80
12792,note_off,,,,,72,0,2,,,1,64,64
12792,note_off,,,,,0,0,2,,,1,76,64
12792,note_off,,,,,0,0,2,,,1,67,64
12816,note_off,,,,,24,0,2,,,1,36,64
12840,note_on,,,,,0,0,2,,,1,67,80
12840,note_on,,,,,24,0,2,,,1,64,80
12840,note_on,,,,,0,0,2,,,1,76,80
12912,note_off,,,,,192,0,1,,,0,67,64
12912,note_off,,,,,72,0,2,,,1,46,64
12936,note_off,,,,,24,0,2,,,1,76,64
12936,note_off,,,,,0,0,2,,,1,67,64
12936,note_off,,,,,0,0,2,,,1,64,64
12960,note_on,,,,,24,0,2,,,1,35,80
12960,note_on,,,,,0,0,2,,,1,47,80
12960,note_on,,,,,48,0,1,,,0,68,80
13080,note_on,,,,,120,0,2,,,1,68,80
13080,note_on,,,,,0,0,2,,,1,76,80
13272,note_off,,,,,0,0,2,,,1,68,64
13272,note_off,,,,,192,0,2,,,1,76,64
13320,note_on,,,,,0,0,2,,,1,68,80
13320,note_on,,,,,48,0,2,,,1,76,80
13344,note_off,,,,,24,0,2,,,1,47,64
13344,note_off,,,,,0,0,2,,,1,35,64
13344,note_off,,,,,384,0,1,,,0,68,64
13440,note_on,,,,,96,0,2,,,1,64,80
13440,note_on,,,,,0,0,2,,,1,56,80
13440,note_on,,,,,96,0,1,,,0,68,80
13512,note_off,,,,,72,0,2,,,1,68,64
13512,note_off,,,,,0,0,2,,,1,76,64
13560,note_on,,,,,48,0,2,,,1,76,80
13560,note_on,,,,,0,0,2,,,1,68,80
13632,note_off,,,,,0,0,2,,,1,64,64
13632,note_off,,,,,192,0,1,,,0,68,64
13632,note_off,,,,,72,0,2,,,1,56,64
13680,note_on,,,,,0,0,2,,,1,59,80
13680,note_on,,,,,48,0,2,,,1,66,80
13680,note_on,,,,,48,0,1,,,0,71,80
13776,note_off,,,,,0,0,2,,,1,76,64
13776,note_off,,,,,96,0,2,,,1,68,64
13800,note_on,,,,,0,0,2,,,1,78,80
13800,note_on,,,,,24,0,2,,,1,71,80
13992,note_off,,,,,192,0,2,,,1,78,64
13992,note_off,,,,,0,0,2,,,1,71,64
14040,note_on,,,,,0,0,2,,,1,71,80
14040,note_on,,,,,48,0,2,,,1,78,80
14064,note_off,,,,,0,0,2,,,1,66,64
14064,note_off,,,,,384,0,1,,,0,71,64
14064,note_off,,,,,24,0,2,,,1,59,64
14160,note_on,,,,,96,0,2,,,1,66,80
14160,note_on,,,,,0,0,2,,,1,59,80
14160,note_on,,,,,96,0,1,,,0,71,80
14232,note_off,,,,,72,0,2,,,1,71,64
14232,note_off,,,,,0,0,2,,,1,78,64
14280,note_on,,,,,48,0,2,,,1,71,80
14280,note_on,,,,,0,0,2,,,1,78,80
14352,note_off,,,,,192,0,1,,,0,71,64
14352,note_off,,,,,72,0,2,,,1,59,64
14352,note_off,,,,,0,0,2,,,1,66,64
14400,note_on,,,,,0,0,2,,,1,68,80
14400,note_on,,,,,48,0,1,,,0,76,80
14400,note_on,,,,,48,0,2,,,1,71,80
14496,note_off,,,,,96,0,2,,,1,71,64
14496,note_off,,,,,0,0,2,,,1,78,64
14520,note_on,,,,,24,0,2,,,1,83,80
14520,note_on,,,,,0,0,2,,,1,80,80
14712,note_off,,,,,192,0,2,,,1,80,64
14712,note_off,,,,,0,0,2,,,1,83,64
14760,note_on,,,,,48,0,2,,,1,83,80
14760,note_on,,,,,0,0,2,,,1,80,80
14784,note_off,,,,,24,0,2,,,1,68,64
14784,note_off,,,,,0,0,2,,,1,71,64
14880,note_on,,,,,0,0,2,,,1,64,80
14880,note_on,,,,,96,0,2,,,1,68,80
14952,note_off,,,,,0,0,2,,,1,83,64
14952,note_off,,,,,72,0,2,,,1,80,64
14976,note_off,,,,,576,0,1,,,0,76,64
15000,note_on,,,,,48,0,2,,,1,80,80
15000,note_on,,,,,0,0,2,,,1,76,80
15072,note_off,,,,,0,0,2,,,1,68,64
