tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity
7200,note_on,480,0,0,,,,,,,,,,0,,53,0
7200,note_on,0,0,0,,,,,,,,,,0,,58,0
7200,note_on,0,0,0,,,,,,,,,,0,,50,0
7200,note_on,0,0,0,,,,,,,,,,0,,62,0
7200,note_on,0,0,0,,,,,,,,,,0,,65,70
7200,note_on,0,0,0,,,,,,,,,,0,,34,60
7200,note_on,0,0,0,,,,,,,,,,0,,62,70
7550,note_on,350,0,0,,,,,,,,,,0,,34,0
7920,note_on,370,0,0,,,,,,,,,,0,,65,0
7920,note_on,0,0,0,,,,,,,,,,0,,62,0
7920,note_on,0,0,0,,,,,,,,,,0,,63,70
7920,note_on,0,0,0,,,,,,,,,,0,,67,70
8136,note_on,216,0,0,,,,,,,,,,0,,63,0
8136,note_on,0,0,0,,,,,,,,,,0,,67,0
8160,note_on,24,0,0,,,,,,,,,,0,,53,56
8160,note_on,0,0,0,,,,,,,,,,0,,69,70
8160,note_on,0,0,0,,,,,,,,,,0,,48,56
8160,note_on,0,0,0,,,,,,,,,,0,,60,70
8640,note_on,480,0,0,,,,,,,,,,0,,53,0
8640,note_on,0,0,0,,,,,,,,,,0,,69,0
8640,note_on,0,0,0,,,,,,,,,,0,,48,0
8640,note_on,0,0,0,,,,,,,,,,0,,60,0
8640,note_on,0,0,0,,,,,,,,,,0,,62,70
8640,note_on,0,0,0,,,,,,,,,,0,,34,60
8640,note_on,0,0,0,,,,,,,,,,0,,70,70
8990,note_on,350,0,0,,,,,,,,,,0,,34,0
9360,note_on,370,0,0,,,,,,,,,,0,,62,0
9360,note_on,0,0,0,,,,,,,,,,0,,70,0
9360,note_on,0,0,0,,,,,,,,,,0,,60,70
9360,note_on,0,0,0,,,,,,,,,,0,,65,70
9576,note_on,216,0,0,,,,,,,,,,0,,60,0
9576,note_on,0,0,0,,,,,,,,,,0,,65,0
9600,note_on,24,0,0,,,,,,,,,,0,,53,56
9600,note_on,0,0,0,,,,,,,,,,0,,58,70
9600,note_on,0,0,0,,,,,,,,,,0,,46,56
9600,note_on,0,0,0,,,,,,,,,,0,,62,70
10080,note_on,480,0,0,,,,,,,,,,0,,53,0
10080,note_on,0,0,0,,,,,,,,,,0,,58,0
10080,note_on,0,0,0,,,,,,,,,,0,,46,0
10080,note_on,0,0,0,,,,,,,,,,0,,62,0
10080,note_on,0,0,0,,,,,,,,,,0,,65,70
10080,note_on,0,0,0,,,,,,,,,,0,,34,60
10080,note_on,0,0,0,,,,,,,,,,0,,62,70
10430,note_on,350,0,0,,,,,,,,,,0,,34,0
10800,note_on,370,0,0,,,,,,,,,,0,,65,0
10800,note_on,0,0,0,,,,,,,,,,0,,62,0
10800,note_on,0,0,0,,,,,,,,,,0,,63,70
10800,note_on,0,0,0,,,,,,,,,,0,,67,70
11016,note_on,216,0,0,,,,,,,,,,0,,63,0
11016,note_on,0,0,0,,,,,,,,,,0,,67,0
11040,note_on,24,0,0,,,,,,,,,,0,,53,56
11040,note_on,0,0,0,,,,,,,,,,0,,48,56
11040,note_on,0,0,0,,,,,,,,,,0,,60,70
11040,note_on,0,0,0,,,,,,,,,,0,,69,70
11520,note_on,480,0,0,,,,,,,,,,0,,53,0
11520,note_on,0,0,0,,,,,,,,,,0,,48,0
11520,note_on,0,0,0,,,,,,,,,,0,,60,0
11520,note_on,0,0,0,,,,,,,,,,0,,69,0
11520,note_on,0,0,0,,,,,,,,,,0,,70,70
11520,note_on,0,0,0,,,,,,,,,,0,,62,70
11520,note_on,0,0,0,,,,,,,,,,0,,34,60
11870,note_on,350,0,0,,,,,,,,,,0,,34,0
12240,note_on,370,0,0,,,,,,,,,,0,,70,0
12240,note_on,0,0,0,,,,,,,,,,0,,62,0
12240,note_on,0,0,0,,,,,,,,,,0,,72,70
12240,note_on,0,0,0,,,,,,,,,,0,,65,70
12456,note_on,216,0,0,,,,,,,,,,0,,72,0
12456,note_on,0,0,0,,,,,,,,,,0,,65,0
12480,note_on,24,0,0,,,,,,,,,,0,,53,56
12480,note_on,0,0,0,,,,,,,,,,0,,74,70
12480,note_on,0,0,0,,,,,,,,,,0,,46,56
12480,note_on,0,0,0,,,,,,,,,,0,,70,70
12960,note_on,480,0,0,,,,,,,,,,0,,53,0
12960,note_on,0,0,0,,,,,,,,,,0,,74,0
12960,note_on,0,0,0,,,,,,,,,,0,,46,0
12960,note_on,0,0,0,,,,,,,,,,0,,70,0
12960,note_on,0,0,0,,,,,,,,,,0,,72,70
12960,note_on,0,0,0,,,,,,,,,,0,,45,60
12960,note_on,0,0,0,,,,,,,,,,0,,65,70
13310,note_on,350,0,0,,,,,,,,,,0,,45,0
13680,note_on,370,0,0,,,,,,,,,,0,,72,0
13680,note_on,0,0,0,,,,,,,,,,0,,65,0
13680,note_on,0,0,0,,,,,,,,,,0,,77,84
13680,note_on,0,0,0,,,,,,,,,,0,,53,78
13680,note_on,0,0,0,,,,,,,,,,0,,69,84
13896,note_on,216,0,0,,,,,,,,,,0,,77,0
13896,note_on,0,0,0,,,,,,,,,,0,,53,0
13896,note_on,0,0,0,,,,,,,,,,0,,69,0
13920,note_on,24,0,0,,,,,,,,,,0,,70,90
13920,note_on,0,0,0,,,,,,,,,,0,,73,90
13920,note_on,0,0,0,,,,,,,,,,0,,43,84
13920,note_on,0,0,0,,,,,,,,,,0,,76,90
14230,note_on,310,0,0,,,,,,,,,,0,,43,0
14400,note_on,170,0,0,,,,,,,,,,0,,70,0
14400,note_on,0,0,0,,,,,,,,,,0,,73,0
14400,note_on,0,0,0,,,,,,,,,,0,,76,0
14400,note_on,0,0,0,,,,,,,,,,0,,69,90
14400,note_on,0,0,0,,,,,,,,,,0,,72,90
14400,note_on,0,0,0,,,,,,,,,,0,,41,84
14400,note_on,0,0,0,,,,,,,,,,0,,77,90
14750,note_on,350,0,0,,,,,,,,,,0,,41,0
15120,note_on,370,0,0,,,,,,,,,,0,,69,0
15120,note_on,0,0,0,,,,,,,,,,0,,72,0
15120,note_on,0,0,0,,,,,,,,,,0,,77,0
15120,note_on,0,0,0,,,,,,,,,,0,,72,84
15336,note_on,216,0,0,,,,,,,,,,0,,72,0
15360,note_on,24,0,0,,,,,,,,,,0,,65,70
15360,note_on,0,0,0,,,,,,,,,,0,,57,56
15360,note_on,0,0,0,,,,,,,,,,0,,69,70
15360,note_on,0,0,0,,,,,,,,,,0,,53,56
15360,note_on,0,0,0,,,,,,,,,,0,,60,60
15840,note_on,480,0,0,,,,,,,,,,0,,65,0
15840,note_on,0,0,0,,,,,,,,,,0,,57,0
15840,note_on,0,0,0,,,,,,,,,,0,,69,0
15840,note_on,0,0,0,,,,,,,,,,0,,53,0
15840,note_on,0,0,0,,,,,,,,,,0,,60,0
15840,note_on,0,0,0,,,,,,,,,,0,,65,70
15840,note_on,0,0,0,,,,,,,,,,0,,70,70
15840,note_on,0,0,0,,,,,,,,,,0,,41,60
15840,note_on,0,0,0,,,,,,,,,,0,,73,70
16272,note_on,432,0,0,,,,,,,,,,0,,41,0
16560,note_on,288,0,0,,,,,,,,,,0,,65,0
16560,note_on,0,0,0,,,,,,,,,,0,,70,0
16560,note_on,0,0,0,,,,,,,,,,0,,73,0
16560,note_on,0,0,0,,,,,,,,,,0,,77,86
16776,note_on,216,0,0,,,,,,,,,,0,,77,0
16800,note_on,24,0,0,,,,,,,,,,0,,61,84
16800,note_on,0,0,0,,,,,,,,,,0,,76,90
16800,note_on,0,0,0,,,,,,,,,,0,,58,84
16800,note_on,0,0,0,,,,,,,,,,0,,67,90
16800,note_on,0,0,0,,,,,,,,,,0,,53,84
16800,note_on,0,0,0,,,,,,,,,,0,,70,90
17280,note_on,480,0,0,,,,,,,,,,0,,61,0
17280,note_on,0,0,0,,,,,,,,,,0,,76,0
17280,note_on,0,0,0,,,,,,,,,,0,,58,0
17280,note_on,0,0,0,,,,,,,,,,0,,67,0
17280,note_on,0,0,0,,,,,,,,,,0,,53,0
17280,note_on,0,0,0,,,,,,,,,,0,,70,0
17280,note_on,0,0,0,,,,,,,,,,0,,69,86
17280,note_on,0,0,0,,,,,,,,,,0,,72,86
17280,note_on,0,0,0,,,,,,,,,,0,,41,78
17280,note_on,0,0,0,,,,,,,,,,0,,77,86
17712,note_on,432,0,0,,,,,,,,,,0,,41,0
18000,set_tempo,288,1,0,,,,,,405405,,,,,,,
18240,note_on,240,0,0,,,,,,,,,,0,,60,56
18240,note_on,0,0,0,,,,,,,,,,0,,53,56
18240,note_on,0,0,0,,,,,,,,,,0,,57,56
18672,note_on,432,0,0,,,,,,,,,,0,,60,0
18672,note_on,0,0,0,,,,,,,,,,0,,53,0
18672,note_on,0,0,0,,,,,,,,,,0,,57,0
18720,note_on,48,0,0,,,,,,,,,,0,,69,0
18720,note_on,0,0,0,,,,,,,,,,0,,72,0
18720,note_on,0,0,0,,,,,,,,,,0,,77,0
18720,note_on,0,0,0,,,,,,,,,,0,,41,64
19152,note_on,432,0,0,,,,,,,,,,0,,41,0
19440,note_on,288,0,0,,,,,,,,,,0,,53,64
19680,note_on,240,0,0,,,,,,,,,,0,,53,0
19680,note_on,0,0,0,,,,,,,,,,0,,65,68
19896,note_on,216,0,0,,,,,,,,,,0,,65,0
19920,set_tempo,24,1,0,,,,,,394736,,,,,,,
19920,note_on,0,0,0,,,,,,,,,,0,,65,64
20160,note_on,240,0,0,,,,,,,,,,0,,65,0
20160,note_on,0,0,0,,,,,,,,,,0,,74,70
20160,note_on,0,0,0,,,,,,,,,,0,,34,60
20160,note_on,0,0,0,,,,,,,,,,0,,65,70
20490,note_on,330,0,0,,,,,,,,,,0,,34,0
20880,note_on,390,0,0,,,,,,,,,,0,,74,0
20880,note_on,0,0,0,,,,,,,,,,0,,65,0
20880,note_on,0,0,0,,,,,,,,,,0,,67,70
20880,note_on,0,0,0,,,,,,,,,,0,,75,70
21096,note_on,216,0,0,,,,,,,,,,0,,67,0
21096,note_on,0,0,0,,,,,,,,,,0,,75,0
21120,note_on,24,0,0,,,,,,,,,,0,,62,56
21120,note_on,0,0,0,,,,,,,,,,0,,65,70
21120,note_on,0,0,0,,,,,,,,,,0,,53,56
21120,note_on,0,0,0,,,,,,,,,,0,,74,70
21420,note_on,300,0,0,,,,,,,,,,0,,62,0
21420,note_on,0,0,0,,,,,,,,,,0,,53,0
21600,note_on,180,0,0,,,,,,,,,,0,,65,0
21600,note_on,0,0,0,,,,,,,,,,0,,74,0
21600,note_on,0,0,0,,,,,,,,,,0,,72,70
21600,note_on,0,0,0,,,,,,,,,,0,,46,64
21600,note_on,0,0,0,,,,,,,,,,0,,63,70
21930,note_on,330,0,0,,,,,,,,,,0,,46,0
22320,note_on,390,0,0,,,,,,,,,,0,,72,0
22320,note_on,0,0,0,,,,,,,,,,0,,63,0
22320,note_on,0,0,0,,,,,,,,,,0,,65,70
22320,note_on,0,0,0,,,,,,,,,,0,,74,70
22536,note_on,216,0,0,,,,,,,,,,0,,65,0
22536,note_on,0,0,0,,,,,,,,,,0,,74,0
22560,note_on,24,0,0,,,,,,,,,,0,,60,60
22560,note_on,0,0,0,,,,,,,,,,0,,63,70
22560,note_on,0,0,0,,,,,,,,,,0,,51,60
22560,note_on,0,0,0,,,,,,,,,,0,,72,70
22860,note_on,300,0,0,,,,,,,,,,0,,60,0
22860,note_on,0,0,0,,,,,,,,,,0,,51,0
23040,note_on,180,0,0,,,,,,,,,,0,,63,0
23040,note_on,0,0,0,,,,,,,,,,0,,72,0
23040,note_on,0,0,0,,,,,,,,,,0,,70,70
23040,note_on,0,0,0,,,,,,,,,,0,,46,64
23040,note_on,0,0,0,,,,,,,,,,0,,62,70
23390,note_on,350,0,0,,,,,,,,,,0,,46,0
23760,note_on,370,0,0,,,,,,,,,,0,,70,0
23760,note_on,0,0,0,,,,,,,,,,0,,62,0
23760,note_on,0,0,0,,,,,,,,,,0,,60,70
23760,note_on,0,0,0,,,,,,,,,,0,,65,70
23976,note_on,216,0,0,,,,,,,,,,0,,60,0
23976,note_on,0,0,0,,,,,,,,,,0,,65,0
24000,note_on,24,0,0,,,,,,,,,,0,,53,60
24000,note_on,0,0,0,,,,,,,,,,0,,58,70
24000,note_on,0,0,0,,,,,,,,,,0,,50,60
24000,note_on,0,0,0,,,,,,,,,,0,,62,70
24480,note_on,480,0,0,,,,,,,,,,0,,53,0
24480,note_on,0,0,0,,,,,,,,,,0,,58,0
24480,note_on,0,0,0,,,,,,,,,,0,,50,0
24480,note_on,0,0,0,,,,,,,,,,0,,62,0
24480,note_on,0,0,0,,,,,,,,,,0,,65,70
24480,note_on,0,0,0,,,,,,,,,,0,,34,64
24480,note_on,0,0,0,,,,,,,,,,0,,62,70
24830,note_on,350,0,0,,,,,,,,,,0,,34,0
25200,note_on,370,0,0,,,,,,,,,,0,,65,0
25200,note_on,0,0,0,,,,,,,,,,0,,62,0
25200,note_on,0,0,0,,,,,,,,,,0,,63,70
25200,note_on,0,0,0,,,,,,,,,,0,,67,70
25416,note_on,216,0,0,,,,,,,,,,0,,63,0
25416,note_on,0,0,0,,,,,,,,,,0,,67,0
25440,note_on,24,0,0,,,,,,,,,,0,,53,60
25440,note_on,0,0,0,,,,,,,,,,0,,69,70
25440,note_on,0,0,0,,,,,,,,,,0,,48,60
25440,note_on,0,0,0,,,,,,,,,,0,,60,70
25920,note_on,480,0,0,,,,,,,,,,0,,53,0
25920,note_on,0,0,0,,,,,,,,,,0,,69,0
25920,note_on,0,0,0,,,,,,,,,,0,,48,0
25920,note_on,0,0,0,,,,,,,,,,0,,60,0
25920,note_on,0,0,0,,,,,,,,,,0,,62,70
25920,note_on,0,0,0,,,,,,,,,,0,,34,64
25920,note_on,0,0,0,,,,,,,,,,0,,70,70
26270,note_on,350,0,0,,,,,,,,,,0,,34,0
26640,note_on,370,0,0,,,,,,,,,,0,,62,0
26640,note_on,0,0,0,,,,,,,,,,0,,70,0
26640,note_on,0,0,0,,,,,,,,,,0,,60,70
26640,note_on,0,0,0,,,,,,,,,,0,,65,70
26856,note_on,216,0,0,,,,,,,,,,0,,60,0
26856,note_on,0,0,0,,,,,,,,,,0,,65,0
26880,note_on,24,0,0,,,,,,,,,,0,,53,60
26880,note_on,0,0,0,,,,,,,,,,0,,58,70
26880,note_on,0,0,0,,,,,,,,,,0,,46,60
26880,note_on,0,0,0,,,,,,,,,,0,,62,70
27360,note_on,480,0,0,,,,,,,,,,0,,53,0
27360,note_on,0,0,0,,,,,,,,,,0,,58,0
27360,note_on,0,0,0,,,,,,,,,,0,,46,0
27360,note_on,0,0,0,,,,,,,,,,0,,62,0
27360,note_on,0,0,0,,,,,,,,,,0,,65,70
27360,note_on,0,0,0,,,,,,,,,,0,,34,64
27360,note_on,0,0,0,,,,,,,,,,0,,62,70
27710,note_on,350,0,0,,,,,,,,,,0,,34,0
28080,note_on,370,0,0,,,,,,,,,,0,,65,0
28080,note_on,0,0,0,,,,,,,,,,0,,62,0
28080,note_on,0,0,0,,,,,,,,,,0,,63,70
28080,note_on,0,0,0,,,,,,,,,,0,,67,70
28296,note_on,216,0,0,,,,,,,,,,0,,63,0
28296,note_on,0,0,0,,,,,,,,,,0,,67,0
28320,note_on,24,0,0,,,,,,,,,,0,,53,60
28320,note_on,0,0,0,,,,,,,,,,0,,48,60
28320,note_on,0,0,0,,,,,,,,,,0,,60,70
28320,note_on,0,0,0,,,,,,,,,,0,,69,70
28800,note_on,480,0,0,,,,,,,,,,0,,53,0
28800,note_on,0,0,0,,,,,,,,,,0,,48,0
28800,note_on,0,0,0,,,,,,,,,,0,,60,0
28800,note_on,0,0,0,,,,,,,,,,0,,69,0
28800,note_on,0,0,0,,,,,,,,,,0,,70,70
28800,note_on,0,0,0,,,,,,,,,,0,,62,70
28800,note_on,0,0,0,,,,,,,,,,0,,34,64
29150,note_on,350,0,0,,,,,,,,,,0,,34,0
29520,note_on,370,0,0,,,,,,,,,,0,,70,0
29520,note_on,0,0,0,,,,,,,,,,0,,62,0
29520,note_on,0,0,0,,,,,,,,,,0,,72,70
29520,note_on,0,0,0,,,,,,,,,,0,,65,70
29736,note_on,216,0,0,,,,,,,,,,0,,72,0
29736,note_on,0,0,0,,,,,,,,,,0,,65,0
29760,note_on,24,0,0,,,,,,,,,,0,,53,60
29760,note_on,0,0,0,,,,,,,,,,0,,74,70
29760,note_on,0,0,0,,,,,,,,,,0,,46,60
29760,note_on,0,0,0,,,,,,,,,,0,,70,70
30240,note_on,480,0,0,,,,,,,,,,0,,53,0
30240,note_on,0,0,0,,,,,,,,,,0,,74,0
30240,note_on,0,0,0,,,,,,,,,,0,,46,0
30240,note_on,0,0,0,,,,,,,,,,0,,70,0
30240,note_on,0,0,0,,,,,,,,,,0,,72,70
30240,note_on,0,0,0,,,,,,,,,,0,,45,70
30240,note_on,0,0,0,,,,,,,,,,0,,65,70
30570,note_on,330,0,0,,,,,,,,,,0,,45,0
30960,note_on,390,0,0,,,,,,,,,,0,,72,0
30960,note_on,0,0,0,,,,,,,,,,0,,65,0
30960,note_on,0,0,0,,,,,,,,,,0,,77,84
30960,note_on,0,0,0,,,,,,,,,,0,,53,78
30960,note_on,0,0,0,,,,,,,,,,0,,69,84
31176,note_on,216,0,0,,,,,,,,,,0,,77,0
31176,note_on,0,0,0,,,,,,,,,,0,,53,0
31176,note_on,0,0,0,,,,,,,,,,0,,69,0
31200,note_on,24,0,0,,,,,,,,,,0,,70,90
31200,note_on,0,0,0,,,,,,,,,,0,,73,90
31200,note_on,0,0,0,,,,,,,,,,0,,43,84
31200,note_on,0,0,0,,,,,,,,,,0,,76,90
31510,note_on,310,0,0,,,,,,,,,,0,,43,0
31680,note_on,170,0,0,,,,,,,,,,0,,70,0
31680,note_on,0,0,0,,,,,,,,,,0,,73,0
31680,note_on,0,0,0,,,,,,,,,,0,,76,0
31680,note_on,0,0,0,,,,,,,,,,0,,69,90
31680,note_on,0,0,0,,,,,,,,,,0,,72,90
31680,note_on,0,0,0,,,,,,,,,,0,,41,84
31680,note_on,0,0,0,,,,,,,,,,0,,77,90
32030,note_on,350,0,0,,,,,,,,,,0,,41,0
32400,note_on,370,0,0,,,,,,,,,,0,,69,0
32400,note_on,0,0,0,,,,,,,,,,0,,72,0
32400,note_on,0,0,0,,,,,,,,,,0,,77,0
32400,note_on,0,0,0,,,,,,,,,,0,,72,84
32616,note_on,216,0,0,,,,,,,,,,0,,72,0
32640,note_on,24,0,0,,,,,,,,,,0,,65,70
32640,note_on,0,0,0,,,,,,,,,,0,,57,60
32640,note_on,0,0,0,,,,,,,,,,0,,69,70
32640,note_on,0,0,0,,,,,,,,,,0,,53,60
32640,note_on,0,0,0,,,,,,,,,,0,,60,60
32880,set_tempo,240,1,0,,,,,,402684,,,,,,,
33120,note_on,240,0,0,,,,,,,,,,0,,65,0
33120,note_on,0,0,0,,,,,,,,,,0,,57,0
33120,note_on,0,0,0,,,,,,,,,,0,,69,0
33120,note_on,0,0,0,,,,,,,,,,0,,53,0
33120,note_on,0,0,0,,,,,,,,,,0,,60,0
33120,note_on,0,0,0,,,,,,,,,,0,,65,70
33120,note_on,0,0,0,,,,,,,,,,0,,70,70
33120,note_on,0,0,0,,,,,,,,,,0,,41,64
33120,note_on,0,0,0,,,,,,,,,,0,,73,70
33552,note_on,432,0,0,,,,,,,,,,0,,41,0
33840,note_on,288,0,0,,,,,,,,,,0,,65,0
33840,note_on,0,0,0,,,,,,,,,,0,,70,0
33840,note_on,0,0,0,,,,,,,,,,0,,73,0
33840,note_on,0,0,0,,,,,,,,,,0,,77,86
34056,note_on,216,0,0,,,,,,,,,,0,,77,0
34080,note_on,24,0,0,,,,,,,,,,0,,61,84
34080,note_on,0,0,0,,,,,,,,,,0,,76,90
34080,note_on,0,0,0,,,,,,,,,,0,,58,84
34080,note_on,0,0,0,,,,,,,,,,0,,67,90
34080,note_on,0,0,0,,,,,,,,,,0,,53,84
34080,note_on,0,0,0,,,,,,,,,,0,,70,90
34560,note_on,480,0,0,,,,,,,,,,0,,61,0
34560,note_on,0,0,0,,,,,,,,,,0,,76,0
34560,note_on,0,0,0,,,,,,,,,,0,,58,0
34560,note_on,0,0,0,,,,,,,,,,0,,67,0
34560,note_on,0,0,0,,,,,,,,,,0,,53,0
34560,note_on,0,0,0,,,,,,,,,,0,,70,0
34560,set_tempo,0,1,0,,,,,,405405,,,,,,,
34560,note_on,0,0,0,,,,,,,,,,0,,69,86
34560,note_on,0,0,0,,,,,,,,,,0,,72,86
34560,note_on,0,0,0,,,,,,,,,,0,,41,78
34560,note_on,0,0,0,,,,,,,,,,0,,77,86
34992,note_on,432,0,0,,,,,,,,,,0,,41,0
35520,note_on,528,0,0,,,,,,,,,,0,,60,70
35520,note_on,0,0,0,,,,,,,,,,0,,53,62
35520,note_on,0,0,0,,,,,,,,,,0,,57,62
35952,note_on,432,0,0,,,,,,,,,,0,,60,0
35952,note_on,0,0,0,,,,,,,,,,0,,53,0
35952,note_on,0,0,0,,,,,,,,,,0,,57,0
36000,note_on,48,0,0,,,,,,,,,,0,,69,0
36000,note_on,0,0,0,,,,,,,,,,0,,72,0
36000,note_on,0,0,0,,,,,,,,,,0,,77,0
36000,note_on,0,0,0,,,,,,,,,,0,,41,64
36240,set_tempo,240,1,0,,,,,,413793,,,,,,,
36432,note_on,192,0,0,,,,,,,,,,0,,41,0
36720,note_on,288,0,0,,,,,,,,,,0,,53,60
36960,note_on,240,0,0,,,,,,,,,,0,,53,0
36960,note_on,0,0,0,,,,,,,,,,0,,65,70
37176,note_on,216,0,0,,,,,,,,,,0,,65,0
37200,set_tempo,24,1,0,,,,,,394736,,,,,,,
37200,note_on,0,0,0,,,,,,,,,,0,,65,64
37440,note_on,240,0,0,,,,,,,,,,0,,65,0
37440,note_on,0,0,0,,,,,,,,,,0,,77,70
37440,note_on,0,0,0,,,,,,,,,,0,,37,64
37440,note_on,0,0,0,,,,,,,,,,0,,68,70
37770,note_on,330,0,0,,,,,,,,,,0,,37,0
38160,note_on,390,0,0,,,,,,,,,,0,,77,0
38160,note_on,0,0,0,,,,,,,,,,0,,68,0
38160,note_on,0,0,0,,,,,,,,,,0,,70,70
38160,note_on,0,0,0,,,,,,,,,,0,,78,70
38376,note_on,216,0,0,,,,,,,,,,0,,70,0
38376,note_on,0,0,0,,,,,,,,,,0,,78,0
38400,note_on,24,0,0,,,,,,,,,,0,,56,60
38400,note_on,0,0,0,,,,,,,,,,0,,68,70
38400,note_on,0,0,0,,,,,,,,,,0,,65,60
38400,note_on,0,0,0,,,,,,,,,,0,,77,70
38832,note_on,432,0,0,,,,,,,,,,0,,56,0
38832,note_on,0,0,0,,,,,,,,,,0,,65,0
38879,note_on,47,0,0,,,,,,,,,,0,,68,0
38879,note_on,0,0,0,,,,,,,,,,0,,77,0
38880,note_on,1,0,0,,,,,,,,,,0,,75,70
38880,note_on,0,0,0,,,,,,,,,,0,,49,64
38880,note_on,0,0,0,,,,,,,,,,0,,66,70
39312,note_on,432,0,0,,,,,,,,,,0,,49,0
39600,note_on,288,0,0,,,,,,,,,,0,,75,0
39600,note_on,0,0,0,,,,,,,,,,0,,66,0
39600,note_on,0,0,0,,,,,,,,,,0,,68,70
39600,note_on,0,0,0,,,,,,,,,,0,,77,70
39816,note_on,216,0,0,,,,,,,,,,0,,68,0
39816,note_on,0,0,0,,,,,,,,,,0,,77,0
39840,note_on,24,0,0,,,,,,,,,,0,,54,60
