tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,set_tempo,0,1,0,,,,,,545454,,,,,,,
0,sysex,0,0,0,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,
360,control_change,360,0,0,,,,,,,,0,0,0,,,
360,control_change,0,0,0,,,,,,,,32,0,0,,,
360,program_change,0,0,0,,,,,,,,,,0,0,,
360,control_change,0,0,0,,,,,,,,7,96,0,,,
360,control_change,0,0,0,,,,,,,,11,120,0,,,
960,note_on,600,0,0,,,,,,,,,,0,,71,70
1200,note_on,240,0,0,,,,,,,,,,0,,72,83
1212,note_on,12,0,0,,,,,,,,,,0,,71,0
1280,note_on,68,0,0,,,,,,,,,,0,,71,76
1328,note_on,48,0,0,,,,,,,,,,0,,72,0
1338,note_on,10,0,0,,,,,,,,,,0,,69,70
1408,note_on,70,0,0,,,,,,,,,,0,,71,0
1438,note_on,30,0,0,,,,,,,,,,0,,69,0
1440,set_tempo,2,1,0,,,,,,468750,,,,,,,
1440,note_on,0,0,0,,,,,,,,,,0,,52,82
1440,note_on,0,0,0,,,,,,,,,,0,,67,80
1440,note_on,0,0,0,,,,,,,,,,0,,71,80
1500,control_change,60,0,0,,,,,,,,64,127,0,,,
1680,note_on,180,0,0,,,,,,,,,,0,,67,0
1680,note_on,0,0,0,,,,,,,,,,0,,71,0
1680,note_on,0,0,0,,,,,,,,,,0,,71,96
1680,note_on,0,0,0,,,,,,,,,,0,,79,98
1800,control_change,120,0,0,,,,,,,,64,0,0,,,
1860,control_change,60,0,0,,,,,,,,64,0,0,,,
1920,note_on,60,0,0,,,,,,,,,,0,,71,0
1920,note_on,0,0,0,,,,,,,,,,0,,79,0
1950,note_on,30,0,0,,,,,,,,,,0,,64,76
1950,note_on,0,0,0,,,,,,,,,,0,,59,76
2040,control_change,90,0,0,,,,,,,,64,0,0,,,
2100,control_change,60,0,0,,,,,,,,64,0,0,,,
2182,note_on,82,0,0,,,,,,,,,,0,,71,88
2182,note_on,0,0,0,,,,,,,,,,0,,79,88
2350,note_on,168,0,0,,,,,,,,,,0,,64,0
2350,note_on,0,0,0,,,,,,,,,,0,,59,0
2412,note_on,62,0,0,,,,,,,,,,0,,71,0
2412,note_on,0,0,0,,,,,,,,,,0,,79,0
2412,note_on,0,0,0,,,,,,,,,,0,,78,90
2412,note_on,0,0,0,,,,,,,,,,0,,63,76
2412,note_on,0,0,0,,,,,,,,,,0,,59,76
2412,note_on,0,0,0,,,,,,,,,,0,,69,90
2640,note_on,228,0,0,,,,,,,,,,0,,78,0
2640,note_on,0,0,0,,,,,,,,,,0,,69,0
2640,note_on,0,0,0,,,,,,,,,,0,,71,90
2640,note_on,0,0,0,,,,,,,,,,0,,79,90
2844,note_on,204,0,0,,,,,,,,,,0,,63,0
2844,note_on,0,0,0,,,,,,,,,,0,,59,0
2880,note_on,36,0,0,,,,,,,,,,0,,52,0
2880,note_on,0,0,0,,,,,,,,,,0,,71,0
2880,note_on,0,0,0,,,,,,,,,,0,,79,0
2896,note_on,16,0,0,,,,,,,,,,0,,69,94
2896,note_on,0,0,0,,,,,,,,,,0,,52,82
2896,note_on,0,0,0,,,,,,,,,,0,,78,94
2940,control_change,44,0,0,,,,,,,,64,127,0,,,
3360,set_tempo,420,1,0,,,,,,500000,,,,,,,
3372,note_on,12,0,0,,,,,,,,,,0,,69,0
3372,note_on,0,0,0,,,,,,,,,,0,,78,0
3390,note_on,18,0,0,,,,,,,,,,0,,59,76
3390,note_on,0,0,0,,,,,,,,,,0,,64,76
3390,note_on,0,0,0,,,,,,,,,,0,,76,84
3390,note_on,0,0,0,,,,,,,,,,0,,67,84
3396,note_on,6,0,0,,,,,,,,,,0,,52,0
3480,control_change,84,0,0,,,,,,,,64,0,0,,,
3540,control_change,60,0,0,,,,,,,,64,0,0,,,
3600,control_change,60,0,0,,,,,,,,64,0,0,,,
3720,control_change,120,0,0,,,,,,,,64,0,0,,,
3790,note_on,70,0,0,,,,,,,,,,0,,59,0
3790,note_on,0,0,0,,,,,,,,,,0,,64,0
