tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,note,velocity
62450,note_off,,,,,,,215,0,0,,,,,,,,,0,50,64
62462,control_change,,,,,,,12,0,0,,,,,,,64,127,0,,
62482,note_off,,,,,,,20,0,0,,,,,,,,,0,38,64
62500,note_off,,,,,,,18,0,0,,,,,,,,,0,81,64
62503,note_off,,,,,,,3,0,0,,,,,,,,,0,69,64
62526,note_off,,,,,,,23,0,0,,,,,,,,,0,45,64
62558,note_off,,,,,,,32,0,0,,,,,,,,,0,77,64
62986,note_on,,,,,,,428,0,0,,,,,,,,,0,74,55
62994,note_on,,,,,,,8,0,0,,,,,,,,,0,70,42
63000,note_on,,,,,,,6,0,0,,,,,,,,,0,62,32
63010,note_on,,,,,,,10,0,0,,,,,,,,,0,50,50
63022,note_on,,,,,,,12,0,0,,,,,,,,,0,46,23
63030,note_on,,,,,,,8,0,0,,,,,,,,,0,43,34
63046,control_change,,,,,,,16,0,0,,,,,,,64,0,0,,
63250,note_off,,,,,,,204,0,0,,,,,,,,,0,50,64
63292,control_change,,,,,,,42,0,0,,,,,,,64,127,0,,
63294,note_off,,,,,,,2,0,0,,,,,,,,,0,43,64
63314,note_off,,,,,,,20,0,0,,,,,,,,,0,62,64
63366,note_off,,,,,,,52,0,0,,,,,,,,,0,74,64
63442,note_off,,,,,,,76,0,0,,,,,,,,,0,46,64
63476,note_off,,,,,,,34,0,0,,,,,,,,,0,70,64
63714,note_on,,,,,,,238,0,0,,,,,,,,,0,63,50
63720,note_on,,,,,,,6,0,0,,,,,,,,,0,75,42
63736,note_on,,,,,,,16,0,0,,,,,,,,,0,51,33
63740,note_on,,,,,,,4,0,0,,,,,,,,,0,72,35
63768,note_on,,,,,,,28,0,0,,,,,,,,,0,48,13
63770,note_off,,,,,,,2,0,0,,,,,,,,,0,63,64
63782,note_on,,,,,,,12,0,0,,,,,,,,,0,43,13
63840,note_off,,,,,,,58,0,0,,,,,,,,,0,75,64
63854,note_off,,,,,,,14,0,0,,,,,,,,,0,48,64
63864,note_off,,,,,,,10,0,0,,,,,,,,,0,51,64
63876,note_on,,,,,,,12,0,0,,,,,,,,,0,74,69
63882,note_on,,,,,,,6,0,0,,,,,,,,,0,62,45
63888,note_on,,,,,,,6,0,0,,,,,,,,,0,70,45
63898,note_on,,,,,,,10,0,0,,,,,,,,,0,50,45
63901,note_on,,,,,,,3,0,0,,,,,,,,,0,46,24
63916,note_off,,,,,,,15,0,0,,,,,,,,,0,72,64
63954,control_change,,,,,,,38,0,0,,,,,,,64,0,0,,
64230,control_change,,,,,,,276,0,0,,,,,,,64,127,0,,
64280,note_off,,,,,,,50,0,0,,,,,,,,,0,74,64
64304,note_off,,,,,,,24,0,0,,,,,,,,,0,43,64
64330,note_off,,,,,,,26,0,0,,,,,,,,,0,70,64
64332,note_off,,,,,,,2,0,0,,,,,,,,,0,50,64
64352,note_off,,,,,,,20,0,0,,,,,,,,,0,46,64
64428,note_off,,,,,,,76,0,0,,,,,,,,,0,62,64
64680,note_on,,,,,,,252,0,0,,,,,,,,,0,58,50
64686,note_on,,,,,,,6,0,0,,,,,,,,,0,70,52
64700,note_on,,,,,,,14,0,0,,,,,,,,,0,67,47
64700,note_on,,,,,,,0,0,0,,,,,,,,,0,46,33
64712,note_on,,,,,,,12,0,0,,,,,,,,,0,43,32
64836,note_off,,,,,,,124,0,0,,,,,,,,,0,43,64
64886,note_off,,,,,,,50,0,0,,,,,,,,,0,58,64
64918,note_off,,,,,,,32,0,0,,,,,,,,,0,70,64
64954,note_off,,,,,,,36,0,0,,,,,,,,,0,46,64
65072,note_off,,,,,,,118,0,0,,,,,,,,,0,67,64
65086,note_on,,,,,,,14,0,0,,,,,,,,,0,72,62
65089,note_on,,,,,,,3,0,0,,,,,,,,,0,69,40
65092,note_on,,,,,,,3,0,0,,,,,,,,,0,60,57
65102,note_on,,,,,,,10,0,0,,,,,,,,,0,48,32
65106,control_change,,,,,,,4,0,0,,,,,,,64,0,0,,
65106,note_on,,,,,,,0,0,0,,,,,,,,,0,45,28
65118,note_on,,,,,,,12,0,0,,,,,,,,,0,43,30
65296,note_off,,,,,,,178,0,0,,,,,,,,,0,43,64
65320,control_change,,,,,,,24,0,0,,,,,,,64,127,0,,
65326,note_off,,,,,,,6,0,0,,,,,,,,,0,60,64
65342,note_off,,,,,,,16,0,0,,,,,,,,,0,45,64
65346,note_off,,,,,,,4,0,0,,,,,,,,,0,48,64
65350,note_off,,,,,,,4,0,0,,,,,,,,,0,69,64
65354,note_off,,,,,,,4,0,0,,,,,,,,,0,72,64
65524,note_on,,,,,,,170,0,0,,,,,,,,,0,74,51
65526,note_on,,,,,,,2,0,0,,,,,,,,,0,70,30
65532,note_on,,,,,,,6,0,0,,,,,,,,,0,46,26
65536,note_on,,,,,,,4,0,0,,,,,,,,,0,62,34
65562,note_on,,,,,,,26,0,0,,,,,,,,,0,50,30
65568,control_change,,,,,,,6,0,0,,,,,,,64,0,0,,
65594,note_on,,,,,,,26,0,0,,,,,,,,,0,43,9
65842,control_change,,,,,,,248,0,0,,,,,,,64,127,0,,
65938,note_off,,,,,,,96,0,0,,,,,,,,,0,50,64
65948,note_off,,,,,,,10,0,0,,,,,,,,,0,43,64
65951,note_off,,,,,,,3,0,0,,,,,,,,,0,74,64
66038,note_off,,,,,,,87,0,0,,,,,,,,,0,70,64
66048,note_off,,,,,,,10,0,0,,,,,,,,,0,46,64
66050,note_off,,,,,,,2,0,0,,,,,,,,,0,62,64
66520,note_on,,,,,,,470,0,0,,,,,,,,,0,67,64
66530,note_on,,,,,,,10,0,0,,,,,,,,,0,55,44
66556,note_on,,,,,,,26,0,0,,,,,,,,,0,39,22
66556,note_on,,,,,,,0,0,0,,,,,,,,,0,51,27
66734,control_change,,,,,,,178,0,0,,,,,,,64,0,0,,
66980,control_change,,,,,,,246,0,0,,,,,,,64,127,0,,
67358,note_on,,,,,,,378,0,0,,,,,,,,,0,61,46
67416,note_off,,,,,,,58,0,0,,,,,,,,,0,67,64
67610,control_change,,,,,,,194,0,0,,,,,,,64,0,0,,
68040,control_change,,,,,,,430,0,0,,,,,,,64,127,0,,
68228,note_on,,,,,,,188,0,0,,,,,,,,,0,46,19
68402,note_off,,,,,,,174,0,0,,,,,,,,,0,51,64
68578,control_change,,,,,,,176,0,0,,,,,,,64,0,0,,
68808,control_change,,,,,,,230,0,0,,,,,,,64,127,0,,
68950,note_off,,,,,,,142,0,0,,,,,,,,,0,55,64
69190,note_off,,,,,,,240,0,0,,,,,,,,,0,61,64
69196,note_off,,,,,,,6,0,0,,,,,,,,,0,46,64
69474,note_off,,,,,,,278,0,0,,,,,,,,,0,39,64
69676,note_on,,,,,,,202,0,0,,,,,,,,,0,61,43
69694,note_on,,,,,,,18,0,0,,,,,,,,,0,49,25
69708,note_on,,,,,,,14,0,0,,,,,,,,,0,34,12
69710,note_on,,,,,,,2,0,0,,,,,,,,,0,46,16
70182,note_off,,,,,,,472,0,0,,,,,,,,,0,49,64
70336,note_off,,,,,,,154,0,0,,,,,,,,,0,61,64
70516,note_on,,,,,,,180,0,0,,,,,,,,,0,62,40
70538,note_on,,,,,,,22,0,0,,,,,,,,,0,50,19
70698,control_change,,,,,,,160,0,0,,,,,,,64,0,0,,
71160,control_change,,,,,,,462,0,0,,,,,,,64,127,0,,
71398,note_off,,,,,,,238,0,0,,,,,,,,,0,46,64
71424,note_on,,,,,,,26,0,0,,,,,,,,,0,41,20
72948,note_on,,,,,,,1524,0,0,,,,,,,,,0,58,14
73094,note_off,,,,,,,146,0,0,,,,,,,,,0,62,64
73214,note_off,,,,,,,120,0,0,,,,,,,,,0,34,64
73214,note_off,,,,,,,0,0,0,,,,,,,,,0,41,64
73410,note_off,,,,,,,196,0,0,,,,,,,,,0,50,64
73800,note_off,,,,,,,390,0,0,,,,,,,,,0,58,64
74316,note_on,,,,,,,516,0,0,,,,,,,,,0,53,27
74319,note_on,,,,,,,3,0,0,,,,,,,,,0,48,9
74338,note_on,,,,,,,19,0,0,,,,,,,,,0,45,10
74341,note_on,,,,,,,3,0,0,,,,,,,,,0,29,16
74862,control_change,,,,,,,521,0,0,,,,,,,64,0,0,,
75246,control_change,,,,,,,384,0,0,,,,,,,64,127,0,,
75876,note_off,,,,,,,630,0,0,,,,,,,,,0,29,64
75894,note_off,,,,,,,18,0,0,,,,,,,,,0,48,64
76082,note_off,,,,,,,188,0,0,,,,,,,,,0,53,64
76254,note_off,,,,,,,172,0,0,,,,,,,,,0,45,64
77386,note_on,,,,,,,1132,0,0,,,,,,,,,0,70,31
77406,note_on,,,,,,,20,0,0,,,,,,,,,0,62,21
77428,control_change,,,,,,,22,0,0,,,,,,,64,0,0,,
77450,note_on,,,,,,,22,0,0,,,,,,,,,0,46,14
77464,note_on,,,,,,,14,0,0,,,,,,,,,0,65,9
77704,control_change,,,,,,,240,0,0,,,,,,,64,127,0,,
77748,note_off,,,,,,,44,0,0,,,,,,,,,0,65,64
77774,note_off,,,,,,,26,0,0,,,,,,,,,0,62,64
77996,note_off,,,,,,,222,0,0,,,,,,,,,0,70,64
78004,note_on,,,,,,,8,0,0,,,,,,,,,0,63,41
78004,note_on,,,,,,,0,0,0,,,,,,,,,0,72,57
78012,note_on,,,,,,,8,0,0,,,,,,,,,0,60,29
78022,note_on,,,,,,,10,0,0,,,,,,,,,0,69,22
78088,control_change,,,,,,,66,0,0,,,,,,,64,0,0,,
78290,control_change,,,,,,,202,0,0,,,,,,,64,127,0,,
78312,note_off,,,,,,,22,0,0,,,,,,,,,0,69,64
78318,note_off,,,,,,,6,0,0,,,,,,,,,0,60,64
78344,note_off,,,,,,,26,0,0,,,,,,,,,0,72,64
78390,note_off,,,,,,,46,0,0,,,,,,,,,0,63,64
78548,note_on,,,,,,,158,0,0,,,,,,,,,0,74,69
78558,note_on,,,,,,,10,0,0,,,,,,,,,0,65,45
78558,note_on,,,,,,,0,0,0,,,,,,,,,0,70,41
78564,note_on,,,,,,,6,0,0,,,,,,,,,0,58,22
78626,note_off,,,,,,,62,0,0,,,,,,,,,0,65,64
78682,note_off,,,,,,,56,0,0,,,,,,,,,0,58,64
78758,note_off,,,,,,,76,0,0,,,,,,,,,0,70,64
78840,note_on,,,,,,,82,0,0,,,,,,,,,0,63,64
78850,note_on,,,,,,,10,0,0,,,,,,,,,0,72,74
78858,note_off,,,,,,,8,0,0,,,,,,,,,0,74,64
78858,control_change,,,,,,,0,0,0,,,,,,,64,0,0,,
78858,note_on,,,,,,,0,0,0,,,,,,,,,0,60,52
78868,note_on,,,,,,,10,0,0,,,,,,,,,0,69,36
78996,control_change,,,,,,,128,0,0,,,,,,,64,127,0,,
78999,note_off,,,,,,,3,0,0,,,,,,,,,0,60,64
79050,note_off,,,,,,,51,0,0,,,,,,,,,0,63,64
79094,note_off,,,,,,,44,0,0,,,,,,,,,0,69,64
79146,note_on,,,,,,,52,0,0,,,,,,,,,0,74,85
79154,note_on,,,,,,,8,0,0,,,,,,,,,0,70,41
79160,note_on,,,,,,,6,0,0,,,,,,,,,0,58,33
79170,note_on,,,,,,,10,0,0,,,,,,,,,0,65,43
79180,control_change,,,,,,,10,0,0,,,,,,,64,0,0,,
79184,note_off,,,,,,,4,0,0,,,,,,,,,0,72,64
79394,control_change,,,,,,,210,0,0,,,,,,,64,127,0,,
79432,note_off,,,,,,,38,0,0,,,,,,,,,0,65,64
79436,note_off,,,,,,,4,0,0,,,,,,,,,0,74,64
79436,note_off,,,,,,,0,0,0,,,,,,,,,0,70,64
79704,note_on,,,,,,,268,0,0,,,,,,,,,0,79,73
79722,note_on,,,,,,,18,0,0,,,,,,,,,0,67,27
79730,note_on,,,,,,,8,0,0,,,,,,,,,0,70,28
79748,note_off,,,,,,,18,0,0,,,,,,,,,0,58,64
79748,control_change,,,,,,,0,0,0,,,,,,,64,0,0,,
79770,note_off,,,,,,,22,0,0,,,,,,,,,0,46,64
79780,note_on,,,,,,,10,0,0,,,,,,,,,0,51,44
79990,note_off,,,,,,,210,0,0,,,,,,,,,0,79,64
79994,control_change,,,,,,,4,0,0,,,,,,,64,127,0,,
80052,note_off,,,,,,,58,0,0,,,,,,,,,0,67,64
80076,note_off,,,,,,,24,0,0,,,,,,,,,0,70,64
80250,note_off,,,,,,,174,0,0,,,,,,,,,0,51,64
80264,note_on,,,,,,,14,0,0,,,,,,,,,0,70,69
80284,note_on,,,,,,,20,0,0,,,,,,,,,0,67,51
80287,note_on,,,,,,,3,0,0,,,,,,,,,0,62,41
80304,note_on,,,,,,,17,0,0,,,,,,,,,0,55,37
80456,control_change,,,,,,,152,0,0,,,,,,,64,0,0,,
80632,note_off,,,,,,,176,0,0,,,,,,,,,0,62,64
80656,control_change,,,,,,,24,0,0,,,,,,,64,127,0,,
80680,note_off,,,,,,,24,0,0,,,,,,,,,0,67,64
80806,note_on,,,,,,,126,0,0,,,,,,,,,0,72,78
80818,note_on,,,,,,,12,0,0,,,,,,,,,0,67,47
80830,note_on,,,,,,,12,0,0,,,,,,,,,0,60,36
80832,note_on,,,,,,,2,0,0,,,,,,,,,0,51,48
80858,note_off,,,,,,,26,0,0,,,,,,,,,0,55,64
80908,note_off,,,,,,,50,0,0,,,,,,,,,0,70,64
81024,control_change,,,,,,,116,0,0,,,,,,,64,0,0,,
81208,control_change,,,,,,,184,0,0,,,,,,,64,127,0,,
81220,note_off,,,,,,,12,0,0,,,,,,,,,0,60,64
81464,note_on,,,,,,,244,0,0,,,,,,,,,0,74,71
81478,note_on,,,,,,,14,0,0,,,,,,,,,0,57,30
81481,note_off,,,,,,,3,0,0,,,,,,,,,0,67,64
81490,note_on,,,,,,,9,0,0,,,,,,,,,0,66,22
81494,note_on,,,,,,,4,0,0,,,,,,,,,0,50,38
81530,note_off,,,,,,,36,0,0,,,,,,,,,0,51,64
81546,control_change,,,,,,,16,0,0,,,,,,,64,0,0,,
81642,note_off,,,,,,,96,0,0,,,,,,,,,0,72,64
82100,control_change,,,,,,,458,0,0,,,,,,,64,127,0,,
82176,note_off,,,,,,,76,0,0,,,,,,,,,0,74,64
82188,note_off,,,,,,,12,0,0,,,,,,,,,0,57,64
82326,note_off,,,,,,,138,0,0,,,,,,,,,0,50,64
82352,note_on,,,,,,,26,0,0,,,,,,,,,0,67,35
82358,note_on,,,,,,,6,0,0,,,,,,,,,0,58,21
82372,note_on,,,,,,,14,0,0,,,,,,,,,0,62,16
82390,note_off,,,,,,,18,0,0,,,,,,,,,0,66,64
82398,note_on,,,,,,,8,0,0,,,,,,,,,0,55,23
82406,control_change,,,,,,,8,0,0,,,,,,,64,0,0,,
82538,note_off,,,,,,,132,0,0,,,,,,,,,0,55,64
82544,note_off,,,,,,,6,0,0,,,,,,,,,0,62,64
82560,control_change,,,,,,,16,0,0,,,,,,,64,127,0,,
82566,note_off,,,,,,,6,0,0,,,,,,,,,0,58,64
82570,note_off,,,,,,,4,0,0,,,,,,,,,0,67,64
82754,note_on,,,,,,,184,0,0,,,,,,,,,0,67,36
82762,note_on,,,,,,,8,0,0,,,,,,,,,0,58,8
82782,note_on,,,,,,,20,0,0,,,,,,,,,0,62,27
82820,note_on,,,,,,,38,0,0,,,,,,,,,0,55,19
82914,control_change,,,,,,,94,0,0,,,,,,,64,0,0,,
83130,control_change,,,,,,,216,0,0,,,,,,,64,127,0,,
83166,note_off,,,,,,,36,0,0,,,,,,,,,0,58,64
83180,note_off,,,,,,,14,0,0,,,,,,,,,0,55,64
83184,note_off,,,,,,,4,0,0,,,,,,,,,0,62,64
83338,note_off,,,,,,,154,0,0,,,,,,,,,0,67,64
83460,note_on,,,,,,,122,0,0,,,,,,,,,0,58,42
83472,note_on,,,,,,,12,0,0,,,,,,,,,0,63,57
83536,note_on,,,,,,,64,0,0,,,,,,,,,0,55,25
83712,control_change,,,,,,,176,0,0,,,,,,,64,0,0,,
83866,control_change,,,,,,,154,0,0,,,,,,,64,127,0,,
83876,note_off,,,,,,,10,0,0,,,,,,,,,0,58,64
84040,note_on,,,,,,,164,0,0,,,,,,,,,0,56,41
84050,note_on,,,,,,,10,0,0,,,,,,,,,0,65,50
84058,note_off,,,,,,,8,0,0,,,,,,,,,0,55,64
84060,note_on,,,,,,,2,0,0,,,,,,,,,0,53,63
84080,note_on,,,,,,,20,0,0,,,,,,,,,0,62,33
84094,note_off,,,,,,,14,0,0,,,,,,,,,0,63,64
84200,control_change,,,,,,,106,0,0,,,,,,,64,0,0,,
84390,control_change,,,,,,,190,0,0,,,,,,,64,127,0,,
84400,note_off,,,,,,,10,0,0,,,,,,,,,0,56,64
84486,note_off,,,,,,,86,0,0,,,,,,,,,0,62,64
84548,note_off,,,,,,,62,0,0,,,,,,,,,0,53,64
84582,note_on,,,,,,,34,0,0,,,,,,,,,0,67,45
84586,note_on,,,,,,,4,0,0,,,,,,,,,0,63,41
84592,note_on,,,,,,,6,0,0,,,,,,,,,0,58,24
84592,note_on,,,,,,,0,0,0,,,,,,,,,0,51,36
84595,note_off,,,,,,,3,0,0,,,,,,,,,0,65,64
84650,control_change,,,,,,,55,0,0,,,,,,,64,0,0,,
84770,note_off,,,,,,,120,0,0,,,,,,,,,0,58,64
84788,control_change,,,,,,,18,0,0,,,,,,,64,127,0,,
84898,note_on,,,,,,,110,0,0,,,,,,,,,0,56,32
84901,note_off,,,,,,,3,0,0,,,,,,,,,0,67,64
84910,note_on,,,,,,,9,0,0,,,,,,,,,0,65,46
84928,note_off,,,,,,,18,0,0,,,,,,,,,0,63,64
84928,note_off,,,,,,,0,0,0,,,,,,,,,0,51,64
84934,note_on,,,,,,,6,0,0,,,,,,,,,0,53,53
84948,note_on,,,,,,,14,0,0,,,,,,,,,0,62,27
84958,control_change,,,,,,,10,0,0,,,,,,,64,0,0,,
85126,control_change,,,,,,,168,0,0,,,,,,,64,127,0,,
85150,note_off,,,,,,,24,0,0,,,,,,,,,0,56,64
85290,note_on,,,,,,,140,0,0,,,,,,,,,0,67,46
85292,note_off,,,,,,,2,0,0,,,,,,,,,0,62,64
85294,note_on,,,,,,,2,0,0,,,,,,,,,0,63,45
85296,note_off,,,,,,,2,0,0,,,,,,,,,0,53,64
85306,note_on,,,,,,,10,0,0,,,,,,,,,0,58,24
85310,control_change,,,,,,,4,0,0,,,,,,,64,0,0,,
85314,note_on,,,,,,,4,0,0,,,,,,,,,0,51,24
85318,note_off,,,,,,,4,0,0,,,,,,,,,0,65,64
85572,control_change,,,,,,,254,0,0,,,,,,,64,127,0,,
85620,note_off,,,,,,,48,0,0,,,,,,,,,0,63,64
85640,note_off,,,,,,,20,0,0,,,,,,,,,0,58,64
85643,note_off,,,,,,,3,0,0,,,,,,,,,0,67,64
86016,note_off,,,,,,,373,0,0,,,,,,,,,0,51,64
86024,note_on,,,,,,,8,0,0,,,,,,,,,0,44,25
86030,note_on,,,,,,,6,0,0,,,,,,,,,0,72,24
86048,note_on,,,,,,,18,0,0,,,,,,,,,0,60,17
86050,control_change,,,,,,,2,0,0,,,,,,,64,0,0,,
86054,note_on,,,,,,,4,0,0,,,,,,,,,0,63,26
86324,control_change,,,,,,,270,0,0,,,,,,,64,127,0,,
86396,note_off,,,,,,,72,0,0,,,,,,,,,0,72,64
86458,note_off,,,,,,,62,0,0,,,,,,,,,0,63,64
86484,note_off,,,,,,,26,0,0,,,,,,,,,0,60,64
86576,note_off,,,,,,,92,0,0,,,,,,,,,0,44,64
86896,note_on,,,,,,,320,0,0,,,,,,,,,0,63,31
86924,note_on,,,,,,,28,0,0,,,,,,,,,0,48,19
86932,note_on,,,,,,,8,0,0,,,,,,,,,0,55,11
86934,note_on,,,,,,,2,0,0,,,,,,,,,0,60,10
87062,control_change,,,,,,,128,0,0,,,,,,,64,0,0,,
87308,control_change,,,,,,,246,0,0,,,,,,,64,127,0,,
87354,note_off,,,,,,,46,0,0,,,,,,,,,0,60,64
87386,note_off,,,,,,,32,0,0,,,,,,,,,0,55,64
87644,note_off,,,,,,,258,0,0,,,,,,,,,0,48,64
87650,note_on,,,,,,,6,0,0,,,,,,,,,0,65,35
87660,note_on,,,,,,,10,0,0,,,,,,,,,0,58,15
87688,note_on,,,,,,,28,0,0,,,,,,,,,0,62,23
87698,note_on,,,,,,,10,0,0,,,,,,,,,0,46,14
87724,control_change,,,,,,,26,0,0,,,,,,,64,0,0,,
87790,note_off,,,,,,,66,0,0,,,,,,,,,0,63,64
88046,control_change,,,,,,,256,0,0,,,,,,,64,127,0,,
88128,note_off,,,,,,,82,0,0,,,,,,,,,0,65,64
88210,note_off,,,,,,,82,0,0,,,,,,,,,0,58,64
88218,note_off,,,,,,,8,0,0,,,,,,,,,0,62,64
88304,note_off,,,,,,,86,0,0,,,,,,,,,0,46,64
88844,note_on,,,,,,,540,0,0,,,,,,,,,0,62,19
88852,note_on,,,,,,,8,0,0,,,,,,,,,0,67,35
88855,note_on,,,,,,,3,0,0,,,,,,,,,0,43,22
88856,note_on,,,,,,,1,0,0,,,,,,,,,0,58,18
88868,note_on,,,,,,,12,0,0,,,,,,,,,0,50,12
89368,control_change,,,,,,,500,0,0,,,,,,,64,0,0,,
89590,note_off,,,,,,,222,0,0,,,,,,,,,0,62,64
89644,control_change,,,,,,,54,0,0,,,,,,,64,127,0,,
89792,note_off,,,,,,,148,0,0,,,,,,,,,0,50,64
89822,note_off,,,,,,,30,0,0,,,,,,,,,0,58,64
89832,note_off,,,,,,,10,0,0,,,,,,,,,0,67,64
89912,note_off,,,,,,,80,0,0,,,,,,,,,0,43,64
90706,note_on,,,,,,,794,0,0,,,,,,,,,0,69,22
90730,note_on,,,,,,,24,0,0,,,,,,,,,0,57,17
90736,note_on,,,,,,,6,0,0,,,,,,,,,0,38,18
90740,note_on,,,,,,,4,0,0,,,,,,,,,0,50,6
90740,note_on,,,,,,,0,0,0,,,,,,,,,0,62,23
90742,note_on,,,,,,,2,0,0,,,,,,,,,0,45,11
90980,control_change,,,,,,,238,0,0,,,,,,,64,0,0,,
91128,note_off,,,,,,,148,0,0,,,,,,,,,0,50,64
91162,note_off,,,,,,,34,0,0,,,,,,,,,0,45,64
91170,note_off,,,,,,,8,0,0,,,,,,,,,0,38,64
91178,control_change,,,,,,,8,0,0,,,,,,,64,127,0,,
91188,note_off,,,,,,,10,0,0,,,,,,,,,0,62,64
91202,note_off,,,,,,,14,0,0,,,,,,,,,0,57,64
91214,note_off,,,,,,,12,0,0,,,,,,,,,0,69,64
91618,note_on,,,,,,,404,0,0,,,,,,,,,0,69,29
91652,note_on,,,,,,,34,0,0,,,,,,,,,0,62,22
91654,note_on,,,,,,,2,0,0,,,,,,,,,0,50,21
91654,note_on,,,,,,,0,0,0,,,,,,,,,0,57,10
91664,note_on,,,,,,,10,0,0,,,,,,,,,0,38,20
91669,note_on,,,,,,,5,0,0,,,,,,,,,0,45,19
91836,note_off,,,,,,,167,0,0,,,,,,,,,0,45,64
91844,note_off,,,,,,,8,0,0,,,,,,,,,0,50,64
91890,note_off,,,,,,,46,0,0,,,,,,,,,0,38,64
91962,note_off,,,,,,,72,0,0,,,,,,,,,0,57,64
93744,note_off,,,,,,,1782,0,0,,,,,,,,,0,62,64
93826,note_off,,,,,,,82,0,0,,,,,,,,,0,69,64
95552,note_on,,,,,,,1726,0,0,,,,,,,,,0,78,38
95574,note_on,,,,,,,22,0,0,,,,,,,,,0,57,28
95580,note_on,,,,,,,6,0,0,,,,,,,,,0,50,32
95596,note_on,,,,,,,16,0,0,,,,,,,,,0,66,10
95614,note_off,,,,,,,18,0,0,,,,,,,,,0,78,64
95616,note_on,,,,,,,2,0,0,,,,,,,,,0,74,8
95666,note_off,,,,,,,50,0,0,,,,,,,,,0,66,64
95680,note_off,,,,,,,14,0,0,,,,,,,,,0,74,64
95750,note_on,,,,,,,70,0,0,,,,,,,,,0,66,31
95780,note_on,,,,,,,30,0,0,,,,,,,,,0,78,22
95786,note_on,,,,,,,6,0,0,,,,,,,,,0,74,32
95836,note_off,,,,,,,50,0,0,,,,,,,,,0,66,64
95846,note_off,,,,,,,10,0,0,,,,,,,,,0,57,64
95848,note_off,,,,,,,2,0,0,,,,,,,,,0,74,64
95852,note_off,,,,,,,4,0,0,,,,,,,,,0,78,64
95938,note_on,,,,,,,86,0,0,,,,,,,,,0,78,40
95952,note_on,,,,,,,14,0,0,,,,,,,,,0,74,28
95962,note_on,,,,,,,10,0,0,,,,,,,,,0,66,29
96004,note_off,,,,,,,42,0,0,,,,,,,,,0,78,64
96020,note_off,,,,,,,16,0,0,,,,,,,,,0,74,64
96028,note_off,,,,,,,8,0,0,,,,,,,,,0,66,64
96112,control_change,,,,,,,84,0,0,,,,,,,64,0,0,,
96154,note_on,,,,,,,42,0,0,,,,,,,,,0,78,55
96158,note_off,,,,,,,4,0,0,,,,,,,,,0,50,64
96160,note_on,,,,,,,2,0,0,,,,,,,,,0,52,63
96170,note_on,,,,,,,10,0,0,,,,,,,,,0,66,30
96176,note_on,,,,,,,6,0,0,,,,,,,,,0,57,33
96230,note_on,,,,,,,54,0,0,,,,,,,,,0,74,25
96242,note_off,,,,,,,12,0,0,,,,,,,,,0,78,64
96282,control_change,,,,,,,40,0,0,,,,,,,64,127,0,,
96290,note_off,,,,,,,8,0,0,,,,,,,,,0,74,64
96304,note_off,,,,,,,14,0,0,,,,,,,,,0,66,64
96742,note_off,,,,,,,438,0,0,,,,,,,,,0,52,64
96766,note_on,,,,,,,24,0,0,,,,,,,,,0,45,46
96770,note_on,,,,,,,4,0,0,,,,,,,,,0,38,49
96784,note_on,,,,,,,14,0,0,,,,,,,,,0,54,38
96832,note_off,,,,,,,48,0,0,,,,,,,,,0,38,64
96842,note_off,,,,,,,10,0,0,,,,,,,,,0,45,64
96942,note_on,,,,,,,100,0,0,,,,,,,,,0,45,43
96954,note_on,,,,,,,12,0,0,,,,,,,,,0,38,30
97016,note_off,,,,,,,62,0,0,,,,,,,,,0,38,64
97022,note_off,,,,,,,6,0,0,,,,,,,,,0,45,64
97084,note_on,,,,,,,62,0,0,,,,,,,,,0,52,54
97094,note_off,,,,,,,10,0,0,,,,,,,,,0,54,64
97172,note_on,,,,,,,78,0,0,,,,,,,,,0,45,52
97182,note_on,,,,,,,10,0,0,,,,,,,,,0,38,47
97234,note_off,,,,,,,52,0,0,,,,,,,,,0,45,64
97242,note_off,,,,,,,8,0,0,,,,,,,,,0,38,64
97356,control_change,,,,,,,114,0,0,,,,,,,64,0,0,,
97380,note_on,,,,,,,24,0,0,,,,,,,,,0,54,68
97380,note_on,,,,,,,0,0,0,,,,,,,,,0,38,42
97386,note_on,,,,,,,6,0,0,,,,,,,,,0,45,46
97390,note_off,,,,,,,4,0,0,,,,,,,,,0,52,64
97434,note_off,,,,,,,44,0,0,,,,,,,,,0,38,64
97464,note_off,,,,,,,30,0,0,,,,,,,,,0,45,64
97526,control_change,,,,,,,62,0,0,,,,,,,64,127,0,,
97600,note_off,,,,,,,74,0,0,,,,,,,,,0,57,64
97710,note_off,,,,,,,110,0,0,,,,,,,,,0,54,64
97920,note_on,,,,,,,210,0,0,,,,,,,,,0,78,57
97938,note_on,,,,,,,18,0,0,,,,,,,,,0,62,51
97946,note_on,,,,,,,8,0,0,,,,,,,,,0,66,24
97948,note_on,,,,,,,2,0,0,,,,,,,,,0,57,39
97948,note_on,,,,,,,0,0,0,,,,,,,,,0,50,47
97958,note_on,,,,,,,10,0,0,,,,,,,,,0,74,34
97972,note_off,,,,,,,14,0,0,,,,,,,,,0,78,64
98012,note_off,,,,,,,40,0,0,,,,,,,,,0,74,64
98018,note_off,,,,,,,6,0,0,,,,,,,,,0,66,64
98106,note_on,,,,,,,88,0,0,,,,,,,,,0,74,35
