tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,note,velocity
4272,note_on,0,0,0,,,,,,,,,0,,88,90
4320,set_tempo,48,1,0,,,,,375000,,,,,,,
4352,note_on,32,0,0,,,,,,,,,0,,88,0
4352,note_on,0,0,0,,,,,,,,,0,,89,84
4432,note_on,80,0,0,,,,,,,,,0,,89,0
4468,note_on,36,0,0,,,,,,,,,0,,52,82
4468,note_on,0,0,0,,,,,,,,,0,,40,82
4468,note_on,0,0,0,,,,,,,,,0,,91,90
4468,note_on,0,0,0,,,,,,,,,0,,79,90
4560,control_change,92,0,0,,,,,,,64,0,0,,,
4668,note_on,108,0,0,,,,,,,,,0,,91,0
4668,note_on,0,0,0,,,,,,,,,0,,79,0
4711,note_on,43,0,0,,,,,,,,,0,,77,90
4711,note_on,0,0,0,,,,,,,,,0,,89,90
4818,note_on,107,0,0,,,,,,,,,0,,52,0
4818,note_on,0,0,0,,,,,,,,,0,,40,0
4911,note_on,93,0,0,,,,,,,,,0,,77,0
4911,note_on,0,0,0,,,,,,,,,0,,89,0
4911,note_on,0,0,0,,,,,,,,,0,,88,90
4911,note_on,0,0,0,,,,,,,,,0,,52,80
4911,note_on,0,0,0,,,,,,,,,0,,48,80
4911,note_on,0,0,0,,,,,,,,,0,,76,90
4911,note_on,0,0,0,,,,,,,,,0,,55,80
4980,control_change,69,0,0,,,,,,,64,0,0,,,
5111,note_on,131,0,0,,,,,,,,,0,,88,0
5111,note_on,0,0,0,,,,,,,,,0,,76,0
5127,note_on,16,0,0,,,,,,,,,0,,79,90
5127,note_on,0,0,0,,,,,,,,,0,,91,90
5241,note_on,114,0,0,,,,,,,,,0,,52,0
5241,note_on,0,0,0,,,,,,,,,0,,48,0
5241,note_on,0,0,0,,,,,,,,,0,,55,0
5278,note_on,37,0,0,,,,,,,,,0,,43,80
5310,note_on,32,0,0,,,,,,,,,0,,50,80
5327,note_on,17,0,0,,,,,,,,,0,,79,0
5327,note_on,0,0,0,,,,,,,,,0,,91,0
5342,note_on,15,0,0,,,,,,,,,0,,59,80
5342,note_on,0,0,0,,,,,,,,,0,,74,90
5342,note_on,0,0,0,,,,,,,,,0,,86,90
5542,note_on,200,0,0,,,,,,,,,0,,74,0
5542,note_on,0,0,0,,,,,,,,,0,,86,0
5543,note_on,1,0,0,,,,,,,,,0,,77,90
5543,note_on,0,0,0,,,,,,,,,0,,89,90
5608,note_on,65,0,0,,,,,,,,,0,,43,0
5640,note_on,32,0,0,,,,,,,,,0,,50,0
5672,note_on,32,0,0,,,,,,,,,0,,59,0
5743,note_on,71,0,0,,,,,,,,,0,,77,0
5743,note_on,0,0,0,,,,,,,,,0,,89,0
5760,note_on,17,0,0,,,,,,,,,0,,52,82
5760,note_on,0,0,0,,,,,,,,,0,,84,90
5760,note_on,0,0,0,,,,,,,,,0,,48,82
5760,note_on,0,0,0,,,,,,,,,0,,55,82
5760,note_on,0,0,0,,,,,,,,,0,,72,90
5760,note_on,0,0,0,,,,,,,,,0,,60,82
5960,note_on,200,0,0,,,,,,,,,0,,84,0
5960,note_on,0,0,0,,,,,,,,,0,,72,0
6000,note_on,40,0,0,,,,,,,,,0,,76,90
6000,note_on,0,0,0,,,,,,,,,0,,88,90
6110,note_on,110,0,0,,,,,,,,,0,,52,0
6110,note_on,0,0,0,,,,,,,,,0,,48,0
6110,note_on,0,0,0,,,,,,,,,0,,55,0
6110,note_on,0,0,0,,,,,,,,,0,,60,0
6200,note_on,90,0,0,,,,,,,,,0,,76,0
6200,note_on,0,0,0,,,,,,,,,0,,88,0
6240,note_on,40,0,0,,,,,,,,,0,,62,80
6240,note_on,0,0,0,,,,,,,,,0,,55,80
6240,note_on,0,0,0,,,,,,,,,0,,86,90
6240,note_on,0,0,0,,,,,,,,,0,,74,90
6240,note_on,0,0,0,,,,,,,,,0,,59,80
6440,note_on,200,0,0,,,,,,,,,0,,86,0
6440,note_on,0,0,0,,,,,,,,,0,,74,0
6560,set_tempo,120,1,0,,,,,333333,,,,,,,
6570,note_on,10,0,0,,,,,,,,,0,,62,0
6570,note_on,0,0,0,,,,,,,,,0,,55,0
6570,note_on,0,0,0,,,,,,,,,0,,59,0
6720,note_on,150,0,0,,,,,,,,,0,,67,82
6880,note_on,160,0,0,,,,,,,,,0,,67,0
6880,note_on,0,0,0,,,,,,,,,0,,69,90
7040,note_on,160,0,0,,,,,,,,,0,,69,0
7040,note_on,0,0,0,,,,,,,,,0,,71,90
7200,note_on,160,0,0,,,,,,,,,0,,71,0
7200,note_on,0,0,0,,,,,,,,,0,,69,90
7200,note_on,0,0,0,,,,,,,,,0,,45,90
7200,note_on,0,0,0,,,,,,,,,0,,72,90
7200,note_on,0,0,0,,,,,,,,,0,,33,90
7200,note_on,0,0,0,,,,,,,,,0,,64,90
7260,control_change,60,0,0,,,,,,,64,100,0,,,
7680,control_change,420,0,0,,,,,,,64,0,0,,,
7920,control_change,240,0,0,,,,,,,64,0,0,,,
8160,note_on,240,0,0,,,,,,,,,0,,69,0
8160,note_on,0,0,0,,,,,,,,,0,,45,0
8160,note_on,0,0,0,,,,,,,,,0,,72,0
8160,note_on,0,0,0,,,,,,,,,0,,33,0
8160,note_on,0,0,0,,,,,,,,,0,,64,0
8160,note_on,0,0,0,,,,,,,,,0,,72,90
8160,note_on,0,0,0,,,,,,,,,0,,57,90
8160,note_on,0,0,0,,,,,,,,,0,,84,90
8160,note_on,0,0,0,,,,,,,,,0,,52,90
8360,note_on,200,0,0,,,,,,,,,0,,72,0
8360,note_on,0,0,0,,,,,,,,,0,,57,0
8360,note_on,0,0,0,,,,,,,,,0,,84,0
8360,note_on,0,0,0,,,,,,,,,0,,52,0
8512,note_on,152,0,0,,,,,,,,,0,,75,80
8592,note_on,80,0,0,,,,,,,,,0,,75,0
8592,note_on,0,0,0,,,,,,,,,0,,76,90
8672,note_on,80,0,0,,,,,,,,,0,,76,0
8672,note_on,0,0,0,,,,,,,,,0,,78,84
8752,note_on,80,0,0,,,,,,,,,0,,78,0
8820,note_on,68,0,0,,,,,,,,,0,,40,90
8820,note_on,0,0,0,,,,,,,,,0,,52,90
8820,note_on,0,0,0,,,,,,,,,0,,78,90
8820,note_on,0,0,0,,,,,,,,,0,,71,90
8821,note_on,1,0,0,,,,,,,,,0,,79,90
8880,control_change,59,0,0,,,,,,,64,120,0,,,
9300,control_change,420,0,0,,,,,,,64,0,0,,,
9720,note_on,420,0,0,,,,,,,,,0,,40,0
9720,note_on,0,0,0,,,,,,,,,0,,52,0
9720,note_on,0,0,0,,,,,,,,,0,,78,0
9720,note_on,0,0,0,,,,,,,,,0,,71,0
9721,note_on,1,0,0,,,,,,,,,0,,79,0
9727,note_on,6,0,0,,,,,,,,,0,,52,90
9727,note_on,0,0,0,,,,,,,,,0,,55,90
9727,note_on,0,0,0,,,,,,,,,0,,79,90
9727,note_on,0,0,0,,,,,,,,,0,,95,90
9727,note_on,0,0,0,,,,,,,,,0,,59,90
9927,note_on,200,0,0,,,,,,,,,0,,52,0
9927,note_on,0,0,0,,,,,,,,,0,,55,0
9927,note_on,0,0,0,,,,,,,,,0,,79,0
9927,note_on,0,0,0,,,,,,,,,0,,95,0
9927,note_on,0,0,0,,,,,,,,,0,,59,0
9952,note_on,25,0,0,,,,,,,,,0,,78,80
10032,note_on,80,0,0,,,,,,,,,0,,78,0
10032,note_on,0,0,0,,,,,,,,,0,,79,90
10080,set_tempo,48,1,0,,,,,375000,,,,,,,
10112,note_on,32,0,0,,,,,,,,,0,,79,0
10112,note_on,0,0,0,,,,,,,,,0,,81,84
10192,note_on,80,0,0,,,,,,,,,0,,81,0
10228,note_on,36,0,0,,,,,,,,,0,,50,82
10228,note_on,0,0,0,,,,,,,,,0,,38,82
10228,note_on,0,0,0,,,,,,,,,0,,83,90
10228,note_on,0,0,0,,,,,,,,,0,,71,90
10320,control_change,92,0,0,,,,,,,64,0,0,,,
10428,note_on,108,0,0,,,,,,,,,0,,83,0
10428,note_on,0,0,0,,,,,,,,,0,,71,0
10471,note_on,43,0,0,,,,,,,,,0,,81,90
10471,note_on,0,0,0,,,,,,,,,0,,69,90
10578,note_on,107,0,0,,,,,,,,,0,,50,0
10578,note_on,0,0,0,,,,,,,,,0,,38,0
10671,note_on,93,0,0,,,,,,,,,0,,81,0
10671,note_on,0,0,0,,,,,,,,,0,,69,0
10671,note_on,0,0,0,,,,,,,,,0,,50,80
10671,note_on,0,0,0,,,,,,,,,0,,59,80
10671,note_on,0,0,0,,,,,,,,,0,,79,90
10671,note_on,0,0,0,,,,,,,,,0,,67,90
10671,note_on,0,0,0,,,,,,,,,0,,55,80
10740,control_change,69,0,0,,,,,,,64,0,0,,,
10871,note_on,131,0,0,,,,,,,,,0,,79,0
10871,note_on,0,0,0,,,,,,,,,0,,67,0
10887,note_on,16,0,0,,,,,,,,,0,,83,90
10887,note_on,0,0,0,,,,,,,,,0,,71,90
11001,note_on,114,0,0,,,,,,,,,0,,50,0
11001,note_on,0,0,0,,,,,,,,,0,,59,0
11001,note_on,0,0,0,,,,,,,,,0,,55,0
11087,note_on,86,0,0,,,,,,,,,0,,83,0
11087,note_on,0,0,0,,,,,,,,,0,,71,0
11102,note_on,15,0,0,,,,,,,,,0,,78,90
11102,note_on,0,0,0,,,,,,,,,0,,50,80
11102,note_on,0,0,0,,,,,,,,,0,,57,80
11102,note_on,0,0,0,,,,,,,,,0,,60,80
11102,note_on,0,0,0,,,,,,,,,0,,66,90
11302,note_on,200,0,0,,,,,,,,,0,,78,0
11302,note_on,0,0,0,,,,,,,,,0,,66,0
11303,note_on,1,0,0,,,,,,,,,0,,81,90
11303,note_on,0,0,0,,,,,,,,,0,,69,90
11392,note_on,89,0,0,,,,,,,,,0,,79,80
11432,note_on,40,0,0,,,,,,,,,0,,50,0
11432,note_on,0,0,0,,,,,,,,,0,,57,0
11432,note_on,0,0,0,,,,,,,,,0,,60,0
11500,note_on,68,0,0,,,,,,,,,0,,79,0
11503,note_on,3,0,0,,,,,,,,,0,,81,0
11503,note_on,0,0,0,,,,,,,,,0,,69,0
11512,note_on,9,0,0,,,,,,,,,0,,81,90
11620,note_on,108,0,0,,,,,,,,,0,,81,0
11621,note_on,1,0,0,,,,,,,,,0,,67,90
11621,note_on,0,0,0,,,,,,,,,0,,79,90
11621,note_on,0,0,0,,,,,,,,,0,,43,82
11821,note_on,200,0,0,,,,,,,,,0,,67,0
11821,note_on,0,0,0,,,,,,,,,0,,79,0
11821,note_on,0,0,0,,,,,,,,,0,,66,90
11821,note_on,0,0,0,,,,,,,,,0,,78,90
11971,note_on,150,0,0,,,,,,,,,0,,43,0
12021,note_on,50,0,0,,,,,,,,,0,,66,0
12021,note_on,0,0,0,,,,,,,,,0,,78,0
12061,note_on,40,0,0,,,,,,,,,0,,79,90
12061,note_on,0,0,0,,,,,,,,,0,,55,80
12061,note_on,0,0,0,,,,,,,,,0,,50,80
12061,note_on,0,0,0,,,,,,,,,0,,67,90
12061,note_on,0,0,0,,,,,,,,,0,,59,80
12261,note_on,200,0,0,,,,,,,,,0,,79,0
12261,note_on,0,0,0,,,,,,,,,0,,67,0
12391,note_on,130,0,0,,,,,,,,,0,,55,0
12391,note_on,0,0,0,,,,,,,,,0,,50,0
12391,note_on,0,0,0,,,,,,,,,0,,59,0
12480,set_tempo,89,1,0,,,,,333333,,,,,,,
12480,note_on,0,0,0,,,,,,,,,0,,43,82
12480,note_on,0,0,0,,,,,,,,,0,,67,82
12640,note_on,160,0,0,,,,,,,,,0,,43,0
12640,note_on,0,0,0,,,,,,,,,0,,67,0
12640,note_on,0,0,0,,,,,,,,,0,,69,90
12640,note_on,0,0,0,,,,,,,,,0,,45,90
12800,note_on,160,0,0,,,,,,,,,0,,69,0
12800,note_on,0,0,0,,,,,,,,,0,,45,0
12800,note_on,0,0,0,,,,,,,,,0,,71,90
12800,note_on,0,0,0,,,,,,,,,0,,47,90
12960,note_on,160,0,0,,,,,,,,,0,,71,0
12960,note_on,0,0,0,,,,,,,,,0,,47,0
12960,note_on,0,0,0,,,,,,,,,0,,67,90
12960,note_on,0,0,0,,,,,,,,,0,,48,90
12960,note_on,0,0,0,,,,,,,,,0,,72,90
12960,note_on,0,0,0,,,,,,,,,0,,36,90
12960,note_on,0,0,0,,,,,,,,,0,,64,90
13020,control_change,60,0,0,,,,,,,64,100,0,,,
13440,control_change,420,0,0,,,,,,,64,0,0,,,
13680,control_change,240,0,0,,,,,,,64,0,0,,,
13920,note_on,240,0,0,,,,,,,,,0,,67,0
13920,note_on,0,0,0,,,,,,,,,0,,48,0
13920,note_on,0,0,0,,,,,,,,,0,,72,0
13920,note_on,0,0,0,,,,,,,,,0,,36,0
13920,note_on,0,0,0,,,,,,,,,0,,64,0
13920,note_on,0,0,0,,,,,,,,,0,,72,90
13920,note_on,0,0,0,,,,,,,,,0,,55,90
13920,note_on,0,0,0,,,,,,,,,0,,84,90
13920,note_on,0,0,0,,,,,,,,,0,,52,90
13920,note_on,0,0,0,,,,,,,,,0,,60,90
14120,note_on,200,0,0,,,,,,,,,0,,72,0
14120,note_on,0,0,0,,,,,,,,,0,,55,0
14120,note_on,0,0,0,,,,,,,,,0,,84,0
14120,note_on,0,0,0,,,,,,,,,0,,52,0
14120,note_on,0,0,0,,,,,,,,,0,,60,0
14272,note_on,152,0,0,,,,,,,,,0,,76,80
14352,note_on,80,0,0,,,,,,,,,0,,76,0
14352,note_on,0,0,0,,,,,,,,,0,,77,90
14432,note_on,80,0,0,,,,,,,,,0,,77,0
14432,note_on,0,0,0,,,,,,,,,0,,79,84
14512,note_on,80,0,0,,,,,,,,,0,,79,0
14580,note_on,68,0,0,,,,,,,,,0,,77,90
14580,note_on,0,0,0,,,,,,,,,0,,41,90
14580,note_on,0,0,0,,,,,,,,,0,,81,90
14580,note_on,0,0,0,,,,,,,,,0,,53,90
14580,note_on,0,0,0,,,,,,,,,0,,72,90
14640,control_change,60,0,0,,,,,,,64,120,0,,,
15060,control_change,420,0,0,,,,,,,64,0,0,,,
15480,note_on,420,0,0,,,,,,,,,0,,77,0
15480,note_on,0,0,0,,,,,,,,,0,,41,0
15480,note_on,0,0,0,,,,,,,,,0,,81,0
15480,note_on,0,0,0,,,,,,,,,0,,53,0
15480,note_on,0,0,0,,,,,,,,,0,,72,0
15480,note_on,0,0,0,,,,,,,,,0,,81,90
15480,note_on,0,0,0,,,,,,,,,0,,57,90
15480,note_on,0,0,0,,,,,,,,,0,,93,90
15480,note_on,0,0,0,,,,,,,,,0,,53,90
15480,note_on,0,0,0,,,,,,,,,0,,60,90
15680,note_on,200,0,0,,,,,,,,,0,,81,0
15680,note_on,0,0,0,,,,,,,,,0,,57,0
15680,note_on,0,0,0,,,,,,,,,0,,93,0
15680,note_on,0,0,0,,,,,,,,,0,,53,0
15680,note_on,0,0,0,,,,,,,,,0,,60,0
15712,note_on,32,0,0,,,,,,,,,0,,86,80
15792,note_on,80,0,0,,,,,,,,,0,,86,0
15792,note_on,0,0,0,,,,,,,,,0,,88,90
15840,set_tempo,48,1,0,,,,,375000,,,,,,,
15872,note_on,32,0,0,,,,,,,,,0,,88,0
15872,note_on,0,0,0,,,,,,,,,0,,89,84
15952,note_on,80,0,0,,,,,,,,,0,,89,0
15988,note_on,36,0,0,,,,,,,,,0,,52,82
15988,note_on,0,0,0,,,,,,,,,0,,40,82
15988,note_on,0,0,0,,,,,,,,,0,,91,90
15988,note_on,0,0,0,,,,,,,,,0,,79,90
16080,control_change,92,0,0,,,,,,,64,0,0,,,
16188,note_on,108,0,0,,,,,,,,,0,,91,0
16188,note_on,0,0,0,,,,,,,,,0,,79,0
16231,note_on,43,0,0,,,,,,,,,0,,77,90
16231,note_on,0,0,0,,,,,,,,,0,,89,90
16338,note_on,107,0,0,,,,,,,,,0,,52,0
16338,note_on,0,0,0,,,,,,,,,0,,40,0
16431,note_on,93,0,0,,,,,,,,,0,,77,0
16431,note_on,0,0,0,,,,,,,,,0,,89,0
16431,note_on,0,0,0,,,,,,,,,0,,88,90
16431,note_on,0,0,0,,,,,,,,,0,,52,80
16431,note_on,0,0,0,,,,,,,,,0,,48,80
16431,note_on,0,0,0,,,,,,,,,0,,76,90
16431,note_on,0,0,0,,,,,,,,,0,,55,80
16500,control_change,69,0,0,,,,,,,64,0,0,,,
16631,note_on,131,0,0,,,,,,,,,0,,88,0
16631,note_on,0,0,0,,,,,,,,,0,,76,0
16647,note_on,16,0,0,,,,,,,,,0,,79,90
16647,note_on,0,0,0,,,,,,,,,0,,91,90
16761,note_on,114,0,0,,,,,,,,,0,,52,0
16761,note_on,0,0,0,,,,,,,,,0,,48,0
16761,note_on,0,0,0,,,,,,,,,0,,55,0
16798,note_on,37,0,0,,,,,,,,,0,,43,80
16830,note_on,32,0,0,,,,,,,,,0,,50,80
16847,note_on,17,0,0,,,,,,,,,0,,79,0
16847,note_on,0,0,0,,,,,,,,,0,,91,0
16862,note_on,15,0,0,,,,,,,,,0,,86,90
16862,note_on,0,0,0,,,,,,,,,0,,59,80
16862,note_on,0,0,0,,,,,,,,,0,,74,90
17062,note_on,200,0,0,,,,,,,,,0,,86,0
17062,note_on,0,0,0,,,,,,,,,0,,74,0
17063,note_on,1,0,0,,,,,,,,,0,,77,90
17063,note_on,0,0,0,,,,,,,,,0,,89,90
17128,note_on,65,0,0,,,,,,,,,0,,43,0
17160,note_on,32,0,0,,,,,,,,,0,,50,0
17192,note_on,32,0,0,,,,,,,,,0,,59,0
17263,note_on,71,0,0,,,,,,,,,0,,77,0
17263,note_on,0,0,0,,,,,,,,,0,,89,0
17280,note_on,17,0,0,,,,,,,,,0,,52,82
17280,note_on,0,0,0,,,,,,,,,0,,84,90
17280,note_on,0,0,0,,,,,,,,,0,,48,82
17280,note_on,0,0,0,,,,,,,,,0,,55,82
17280,note_on,0,0,0,,,,,,,,,0,,72,90
17280,note_on,0,0,0,,,,,,,,,0,,60,82
17480,note_on,200,0,0,,,,,,,,,0,,84,0
17480,note_on,0,0,0,,,,,,,,,0,,72,0
17520,note_on,40,0,0,,,,,,,,,0,,76,90
17520,note_on,0,0,0,,,,,,,,,0,,88,90
17630,note_on,110,0,0,,,,,,,,,0,,52,0
17630,note_on,0,0,0,,,,,,,,,0,,48,0
17630,note_on,0,0,0,,,,,,,,,0,,55,0
17630,note_on,0,0,0,,,,,,,,,0,,60,0
17720,note_on,90,0,0,,,,,,,,,0,,76,0
17720,note_on,0,0,0,,,,,,,,,0,,88,0
17760,note_on,40,0,0,,,,,,,,,0,,62,80
17760,note_on,0,0,0,,,,,,,,,0,,55,80
17760,note_on,0,0,0,,,,,,,,,0,,86,90
17760,note_on,0,0,0,,,,,,,,,0,,74,90
17760,note_on,0,0,0,,,,,,,,,0,,59,80
17960,note_on,200,0,0,,,,,,,,,0,,86,0
17960,note_on,0,0,0,,,,,,,,,0,,74,0
18090,note_on,130,0,0,,,,,,,,,0,,62,0
18090,note_on,0,0,0,,,,,,,,,0,,55,0
18090,note_on,0,0,0,,,,,,,,,0,,59,0
18240,set_tempo,150,1,0,,,,,333333,,,,,,,
18240,note_on,0,0,0,,,,,,,,,0,,67,82
18400,note_on,160,0,0,,,,,,,,,0,,67,0
18400,note_on,0,0,0,,,,,,,,,0,,69,90
18560,note_on,160,0,0,,,,,,,,,0,,69,0
18560,note_on,0,0,0,,,,,,,,,0,,71,90
18720,note_on,160,0,0,,,,,,,,,0,,71,0
18720,note_on,0,0,0,,,,,,,,,0,,69,90
18720,note_on,0,0,0,,,,,,,,,0,,45,90
18720,note_on,0,0,0,,,,,,,,,0,,72,90
18720,note_on,0,0,0,,,,,,,,,0,,33,90
18720,note_on,0,0,0,,,,,,,,,0,,64,90
18780,control_change,60,0,0,,,,,,,64,100,0,,,
19200,control_change,420,0,0,,,,,,,64,0,0,,,
19440,control_change,240,0,0,,,,,,,64,0,0,,,
19680,note_on,240,0,0,,,,,,,,,0,,69,0
19680,note_on,0,0,0,,,,,,,,,0,,45,0
19680,note_on,0,0,0,,,,,,,,,0,,72,0
19680,note_on,0,0,0,,,,,,,,,0,,33,0
19680,note_on,0,0,0,,,,,,,,,0,,64,0
19680,note_on,0,0,0,,,,,,,,,0,,72,90
19680,note_on,0,0,0,,,,,,,,,0,,57,90
19680,note_on,0,0,0,,,,,,,,,0,,84,90
19680,note_on,0,0,0,,,,,,,,,0,,52,90
19880,note_on,200,0,0,,,,,,,,,0,,72,0
19880,note_on,0,0,0,,,,,,,,,0,,57,0
19880,note_on,0,0,0,,,,,,,,,0,,84,0
19880,note_on,0,0,0,,,,,,,,,0,,52,0
20032,note_on,152,0,0,,,,,,,,,0,,75,80
20112,note_on,80,0,0,,,,,,,,,0,,75,0
20112,note_on,0,0,0,,,,,,,,,0,,76,90
20192,note_on,80,0,0,,,,,,,,,0,,76,0
20192,note_on,0,0,0,,,,,,,,,0,,78,84
20272,note_on,80,0,0,,,,,,,,,0,,78,0
20340,note_on,68,0,0,,,,,,,,,0,,40,90
20340,note_on,0,0,0,,,,,,,,,0,,52,90
20340,note_on,0,0,0,,,,,,,,,0,,71,90
20340,note_on,0,0,0,,,,,,,,,0,,78,90
20341,note_on,1,0,0,,,,,,,,,0,,79,90
20400,control_change,59,0,0,,,,,,,64,120,0,,,
20820,control_change,420,0,0,,,,,,,64,0,0,,,
21240,note_on,420,0,0,,,,,,,,,0,,40,0
21240,note_on,0,0,0,,,,,,,,,0,,52,0
21240,note_on,0,0,0,,,,,,,,,0,,71,0
21240,note_on,0,0,0,,,,,,,,,0,,78,0
21241,note_on,1,0,0,,,,,,,,,0,,79,0
21247,note_on,6,0,0,,,,,,,,,0,,52,90
21247,note_on,0,0,0,,,,,,,,,0,,55,90
21247,note_on,0,0,0,,,,,,,,,0,,79,90
21247,note_on,0,0,0,,,,,,,,,0,,95,90
21247,note_on,0,0,0,,,,,,,,,0,,59,90
21447,note_on,200,0,0,,,,,,,,,0,,52,0
21447,note_on,0,0,0,,,,,,,,,0,,55,0
21447,note_on,0,0,0,,,,,,,,,0,,79,0
21447,note_on,0,0,0,,,,,,,,,0,,95,0
21447,note_on,0,0,0,,,,,,,,,0,,59,0
21472,note_on,25,0,0,,,,,,,,,0,,78,80
21552,note_on,80,0,0,,,,,,,,,0,,78,0
21552,note_on,0,0,0,,,,,,,,,0,,79,90
21600,set_tempo,48,1,0,,,,,375000,,,,,,,
21632,note_on,32,0,0,,,,,,,,,0,,79,0
21632,note_on,0,0,0,,,,,,,,,0,,81,84
21712,note_on,80,0,0,,,,,,,,,0,,81,0
21748,note_on,36,0,0,,,,,,,,,0,,50,82
21748,note_on,0,0,0,,,,,,,,,0,,38,82
21748,note_on,0,0,0,,,,,,,,,0,,83,90
21748,note_on,0,0,0,,,,,,,,,0,,71,90
21840,control_change,92,0,0,,,,,,,64,0,0,,,
21948,note_on,108,0,0,,,,,,,,,0,,83,0
21948,note_on,0,0,0,,,,,,,,,0,,71,0
21991,note_on,43,0,0,,,,,,,,,0,,81,90
21991,note_on,0,0,0,,,,,,,,,0,,69,90
22098,note_on,107,0,0,,,,,,,,,0,,50,0
22098,note_on,0,0,0,,,,,,,,,0,,38,0
22191,note_on,93,0,0,,,,,,,,,0,,81,0
22191,note_on,0,0,0,,,,,,,,,0,,69,0
22191,note_on,0,0,0,,,,,,,,,0,,50,80
