tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity
0,control_change,0,0,0,,,,,,,,7,100,13,,,
0,program_change,0,0,0,,,,,,,,,,13,0,,
0,control_change,0,0,0,,,,,,,,10,64,14,,,
0,control_change,0,0,0,,,,,,,,91,40,14,,,
0,control_change,0,0,0,,,,,,,,93,0,14,,,
0,control_change,0,0,0,,,,,,,,0,0,14,,,
0,control_change,0,0,0,,,,,,,,7,100,14,,,
0,program_change,0,0,0,,,,,,,,,,14,0,,
0,control_change,0,0,0,,,,,,,,10,64,15,,,
0,control_change,0,0,0,,,,,,,,91,40,15,,,
0,control_change,0,0,0,,,,,,,,93,0,15,,,
0,control_change,0,0,0,,,,,,,,0,0,15,,,
0,control_change,0,0,0,,,,,,,,7,100,15,,,
0,program_change,0,0,0,,,,,,,,,,15,0,,
240,control_change,240,0,0,,,,,,,,0,0,0,,,
240,control_change,0,0,0,,,,,,,,32,0,0,,,
240,program_change,0,0,0,,,,,,,,,,0,0,,
720,control_change,480,0,0,,,,,,,,7,127,0,,,
720,control_change,0,0,0,,,,,,,,11,100,0,,,
720,control_change,0,0,0,,,,,,,,91,40,0,,,
738,note_on,18,0,0,,,,,,,,,,0,,78,90
918,note_on,180,0,0,,,,,,,,,,0,,78,0
970,note_on,52,0,0,,,,,,,,,,0,,83,96
1150,note_on,180,0,0,,,,,,,,,,0,,83,0
1205,note_on,55,0,0,,,,,,,,,,0,,85,100
1385,note_on,180,0,0,,,,,,,,,,0,,85,0
1440,note_on,55,0,0,,,,,,,,,,0,,47,90
1440,note_on,0,0,0,,,,,,,,,,0,,75,98
1440,note_on,0,0,0,,,,,,,,,,0,,35,90
1440,note_on,0,0,0,,,,,,,,,,0,,87,98
1872,note_on,432,0,0,,,,,,,,,,0,,47,0
1872,note_on,0,0,0,,,,,,,,,,0,,75,0
1872,note_on,0,0,0,,,,,,,,,,0,,35,0
1872,note_on,0,0,0,,,,,,,,,,0,,87,0
1920,note_on,48,0,0,,,,,,,,,,0,,78,90
1920,note_on,0,0,0,,,,,,,,,,0,,59,80
1920,note_on,0,0,0,,,,,,,,,,0,,54,80
1920,note_on,0,0,0,,,,,,,,,,0,,63,80
2112,note_on,192,0,0,,,,,,,,,,0,,78,0
2112,note_on,0,0,0,,,,,,,,,,0,,59,0
2112,note_on,0,0,0,,,,,,,,,,0,,54,0
2112,note_on,0,0,0,,,,,,,,,,0,,63,0
2400,note_on,288,0,0,,,,,,,,,,0,,75,96
2400,note_on,0,0,0,,,,,,,,,,0,,87,96
2400,note_on,0,0,0,,,,,,,,,,0,,47,82
2620,note_on,220,0,0,,,,,,,,,,0,,75,0
2620,note_on,0,0,0,,,,,,,,,,0,,87,0
2620,note_on,0,0,0,,,,,,,,,,0,,47,0
2880,note_on,260,0,0,,,,,,,,,,0,,47,90
2880,note_on,0,0,0,,,,,,,,,,0,,73,96
2880,note_on,0,0,0,,,,,,,,,,0,,85,96
3312,note_on,432,0,0,,,,,,,,,,0,,47,0
3312,note_on,0,0,0,,,,,,,,,,0,,73,0
3312,note_on,0,0,0,,,,,,,,,,0,,85,0
3360,note_on,48,0,0,,,,,,,,,,0,,61,80
3360,note_on,0,0,0,,,,,,,,,,0,,52,80
3360,note_on,0,0,0,,,,,,,,,,0,,76,90
3360,note_on,0,0,0,,,,,,,,,,0,,56,80
3360,note_on,0,0,0,,,,,,,,,,0,,80,90
3552,note_on,192,0,0,,,,,,,,,,0,,61,0
3552,note_on,0,0,0,,,,,,,,,,0,,52,0
3552,note_on,0,0,0,,,,,,,,,,0,,76,0
3552,note_on,0,0,0,,,,,,,,,,0,,56,0
3552,note_on,0,0,0,,,,,,,,,,0,,80,0
3840,note_on,288,0,0,,,,,,,,,,0,,73,94
3840,note_on,0,0,0,,,,,,,,,,0,,85,94
3840,note_on,0,0,0,,,,,,,,,,0,,47,82
4060,note_on,220,0,0,,,,,,,,,,0,,73,0
4060,note_on,0,0,0,,,,,,,,,,0,,85,0
4060,note_on,0,0,0,,,,,,,,,,0,,47,0
4260,set_tempo,200,1,0,,,,,,317460,,,,,,,
4320,note_on,60,0,0,,,,,,,,,,0,,47,90
4320,note_on,0,0,0,,,,,,,,,,0,,83,96
4440,note_on,120,0,0,,,,,,,,,,0,,83,0
4560,note_on,120,0,0,,,,,,,,,,0,,82,88
4680,note_on,120,0,0,,,,,,,,,,0,,82,0
4752,note_on,72,0,0,,,,,,,,,,0,,47,0
4800,note_on,48,0,0,,,,,,,,,,0,,80,84
4800,note_on,0,0,0,,,,,,,,,,0,,61,80
4800,note_on,0,0,0,,,,,,,,,,0,,54,80
4800,note_on,0,0,0,,,,,,,,,,0,,64,80
4920,note_on,120,0,0,,,,,,,,,,0,,80,0
4992,note_on,72,0,0,,,,,,,,,,0,,61,0
4992,note_on,0,0,0,,,,,,,,,,0,,54,0
4992,note_on,0,0,0,,,,,,,,,,0,,64,0
5040,note_on,48,0,0,,,,,,,,,,0,,78,80
5160,note_on,120,0,0,,,,,,,,,,0,,78,0
5280,note_on,120,0,0,,,,,,,,,,0,,47,82
5280,note_on,0,0,0,,,,,,,,,,0,,80,92
5400,note_on,120,0,0,,,,,,,,,,0,,80,0
5500,note_on,100,0,0,,,,,,,,,,0,,47,0
5520,note_on,20,0,0,,,,,,,,,,0,,82,96
5680,note_on,160,0,0,,,,,,,,,,0,,82,0
5700,set_tempo,20,1,0,,,,,,315789,,,,,,,
5760,note_on,60,0,0,,,,,,,,,,0,,47,90
5760,note_on,0,0,0,,,,,,,,,,0,,85,98
6192,note_on,432,0,0,,,,,,,,,,0,,47,0
6192,note_on,0,0,0,,,,,,,,,,0,,85,0
6240,note_on,48,0,0,,,,,,,,,,0,,71,90
6240,note_on,0,0,0,,,,,,,,,,0,,59,80
6240,note_on,0,0,0,,,,,,,,,,0,,83,90
6240,note_on,0,0,0,,,,,,,,,,0,,63,80
6240,note_on,0,0,0,,,,,,,,,,0,,54,80
6432,note_on,192,0,0,,,,,,,,,,0,,71,0
6432,note_on,0,0,0,,,,,,,,,,0,,59,0
6432,note_on,0,0,0,,,,,,,,,,0,,83,0
6432,note_on,0,0,0,,,,,,,,,,0,,63,0
6432,note_on,0,0,0,,,,,,,,,,0,,54,0
6720,note_on,288,0,0,,,,,,,,,,0,,82,90
6720,note_on,0,0,0,,,,,,,,,,0,,51,82
6720,note_on,0,0,0,,,,,,,,,,0,,75,90
6720,note_on,0,0,0,,,,,,,,,,0,,78,90
6720,note_on,0,0,0,,,,,,,,,,0,,70,90
6940,note_on,220,0,0,,,,,,,,,,0,,82,0
6940,note_on,0,0,0,,,,,,,,,,0,,51,0
6940,note_on,0,0,0,,,,,,,,,,0,,75,0
6940,note_on,0,0,0,,,,,,,,,,0,,78,0
6940,note_on,0,0,0,,,,,,,,,,0,,70,0
7140,note_on,200,0,0,,,,,,,,,,0,,51,0
7140,note_on,0,0,0,,,,,,,,,,0,,82,0
7194,note_on,54,0,0,,,,,,,,,,0,,51,0
7194,note_on,0,0,0,,,,,,,,,,0,,82,0
7200,note_on,6,0,0,,,,,,,,,,0,,44,88
7200,note_on,0,0,0,,,,,,,,,,0,,68,94
7200,note_on,0,0,0,,,,,,,,,,0,,80,94
7632,note_on,432,0,0,,,,,,,,,,0,,44,0
7632,note_on,0,0,0,,,,,,,,,,0,,68,0
7632,note_on,0,0,0,,,,,,,,,,0,,80,0
7680,note_on,48,0,0,,,,,,,,,,0,,56,80
7680,note_on,0,0,0,,,,,,,,,,0,,75,88
7680,note_on,0,0,0,,,,,,,,,,0,,59,80
7680,note_on,0,0,0,,,,,,,,,,0,,51,80
7680,note_on,0,0,0,,,,,,,,,,0,,71,88
7872,note_on,192,0,0,,,,,,,,,,0,,56,0
7872,note_on,0,0,0,,,,,,,,,,0,,75,0
7872,note_on,0,0,0,,,,,,,,,,0,,59,0
7872,note_on,0,0,0,,,,,,,,,,0,,51,0
7872,note_on,0,0,0,,,,,,,,,,0,,71,0
8160,note_on,288,0,0,,,,,,,,,,0,,44,82
8160,note_on,0,0,0,,,,,,,,,,0,,68,94
8160,note_on,0,0,0,,,,,,,,,,0,,80,94
8380,note_on,220,0,0,,,,,,,,,,0,,44,0
8380,note_on,0,0,0,,,,,,,,,,0,,68,0
8380,note_on,0,0,0,,,,,,,,,,0,,80,0
8640,note_on,260,0,0,,,,,,,,,,0,,46,88
8640,note_on,0,0,0,,,,,,,,,,0,,66,92
8640,note_on,0,0,0,,,,,,,,,,0,,78,92
9072,note_on,432,0,0,,,,,,,,,,0,,46,0
9072,note_on,0,0,0,,,,,,,,,,0,,66,0
9072,note_on,0,0,0,,,,,,,,,,0,,78,0
9120,note_on,48,0,0,,,,,,,,,,0,,54,80
9120,note_on,0,0,0,,,,,,,,,,0,,51,80
9120,note_on,0,0,0,,,,,,,,,,0,,58,80
9120,note_on,0,0,0,,,,,,,,,,0,,70,90
9312,note_on,192,0,0,,,,,,,,,,0,,54,0
9312,note_on,0,0,0,,,,,,,,,,0,,51,0
9312,note_on,0,0,0,,,,,,,,,,0,,58,0
9312,note_on,0,0,0,,,,,,,,,,0,,70,0
9600,note_on,288,0,0,,,,,,,,,,0,,46,82
9600,note_on,0,0,0,,,,,,,,,,0,,66,90
9600,note_on,0,0,0,,,,,,,,,,0,,78,90
9820,note_on,220,0,0,,,,,,,,,,0,,46,0
9820,note_on,0,0,0,,,,,,,,,,0,,66,0
9820,note_on,0,0,0,,,,,,,,,,0,,78,0
9840,set_tempo,20,1,0,,,,,,322580,,,,,,,
10080,note_on,240,0,0,,,,,,,,,,0,,44,88
10080,note_on,0,0,0,,,,,,,,,,0,,77,90
10220,note_on,140,0,0,,,,,,,,,,0,,77,0
10320,note_on,100,0,0,,,,,,,,,,0,,75,82
10460,note_on,140,0,0,,,,,,,,,,0,,75,0
10512,note_on,52,0,0,,,,,,,,,,0,,44,0
10560,note_on,48,0,0,,,,,,,,,,0,,53,80
10560,note_on,0,0,0,,,,,,,,,,0,,58,80
10560,note_on,0,0,0,,,,,,,,,,0,,74,84
10700,note_on,140,0,0,,,,,,,,,,0,,74,0
10752,note_on,52,0,0,,,,,,,,,,0,,53,0
10752,note_on,0,0,0,,,,,,,,,,0,,58,0
10800,note_on,48,0,0,,,,,,,,,,0,,75,90
10940,note_on,140,0,0,,,,,,,,,,0,,75,0
11040,note_on,100,0,0,,,,,,,,,,0,,44,82
11040,note_on,0,0,0,,,,,,,,,,0,,77,92
11180,note_on,140,0,0,,,,,,,,,,0,,77,0
11260,note_on,80,0,0,,,,,,,,,,0,,44,0
11280,note_on,20,0,0,,,,,,,,,,0,,78,96
11420,note_on,140,0,0,,,,,,,,,,0,,78,0
11520,note_on,100,0,0,,,,,,,,,,0,,42,88
11520,note_on,0,0,0,,,,,,,,,,0,,77,86
11660,note_on,140,0,0,,,,,,,,,,0,,77,0
11760,note_on,100,0,0,,,,,,,,,,0,,75,80
11900,note_on,140,0,0,,,,,,,,,,0,,75,0
11952,note_on,52,0,0,,,,,,,,,,0,,42,0
12000,note_on,48,0,0,,,,,,,,,,0,,74,83
12000,note_on,0,0,0,,,,,,,,,,0,,54,80
12000,note_on,0,0,0,,,,,,,,,,0,,58,80
12140,note_on,140,0,0,,,,,,,,,,0,,74,0
12192,note_on,52,0,0,,,,,,,,,,0,,54,0
12192,note_on,0,0,0,,,,,,,,,,0,,58,0
12240,note_on,48,0,0,,,,,,,,,,0,,75,86
12380,note_on,140,0,0,,,,,,,,,,0,,75,0
12480,note_on,100,0,0,,,,,,,,,,0,,51,82
12480,note_on,0,0,0,,,,,,,,,,0,,77,85
12480,note_on,0,0,0,,,,,,,,,,0,,39,82
12620,note_on,140,0,0,,,,,,,,,,0,,77,0
12700,note_on,80,0,0,,,,,,,,,,0,,51,0
12700,note_on,0,0,0,,,,,,,,,,0,,39,0
12720,set_tempo,20,1,0,,,,,,315789,,,,,,,
12720,note_on,0,0,0,,,,,,,,,,0,,78,88
12860,note_on,140,0,0,,,,,,,,,,0,,78,0
12870,note_on,10,0,0,,,,,,,,,,0,,58,0
12870,note_on,0,0,0,,,,,,,,,,0,,78,0
12924,note_on,54,0,0,,,,,,,,,,0,,58,0
12924,note_on,0,0,0,,,,,,,,,,0,,78,0
12960,note_on,36,0,0,,,,,,,,,,0,,47,90
12960,note_on,0,0,0,,,,,,,,,,0,,75,98
12960,note_on,0,0,0,,,,,,,,,,0,,35,90
12960,note_on,0,0,0,,,,,,,,,,0,,87,98
13392,note_on,432,0,0,,,,,,,,,,0,,47,0
13392,note_on,0,0,0,,,,,,,,,,0,,75,0
13392,note_on,0,0,0,,,,,,,,,,0,,35,0
13392,note_on,0,0,0,,,,,,,,,,0,,87,0
13440,note_on,48,0,0,,,,,,,,,,0,,78,90
13440,note_on,0,0,0,,,,,,,,,,0,,59,80
13440,note_on,0,0,0,,,,,,,,,,0,,54,80
13440,note_on,0,0,0,,,,,,,,,,0,,63,80
13632,note_on,192,0,0,,,,,,,,,,0,,78,0
13632,note_on,0,0,0,,,,,,,,,,0,,59,0
13632,note_on,0,0,0,,,,,,,,,,0,,54,0
13632,note_on,0,0,0,,,,,,,,,,0,,63,0
13920,note_on,288,0,0,,,,,,,,,,0,,75,96
13920,note_on,0,0,0,,,,,,,,,,0,,87,96
13920,note_on,0,0,0,,,,,,,,,,0,,47,82
14160,note_on,240,0,0,,,,,,,,,,0,,75,0
14160,note_on,0,0,0,,,,,,,,,,0,,87,0
14160,note_on,0,0,0,,,,,,,,,,0,,47,0
14400,note_on,240,0,0,,,,,,,,,,0,,47,88
14400,note_on,0,0,0,,,,,,,,,,0,,73,94
14400,note_on,0,0,0,,,,,,,,,,0,,85,94
14832,note_on,432,0,0,,,,,,,,,,0,,47,0
14832,note_on,0,0,0,,,,,,,,,,0,,73,0
14832,note_on,0,0,0,,,,,,,,,,0,,85,0
14880,note_on,48,0,0,,,,,,,,,,0,,52,80
14880,note_on,0,0,0,,,,,,,,,,0,,76,90
14880,note_on,0,0,0,,,,,,,,,,0,,56,80
14880,note_on,0,0,0,,,,,,,,,,0,,80,90
14880,note_on,0,0,0,,,,,,,,,,0,,61,80
15072,note_on,192,0,0,,,,,,,,,,0,,52,0
15072,note_on,0,0,0,,,,,,,,,,0,,76,0
15072,note_on,0,0,0,,,,,,,,,,0,,56,0
15072,note_on,0,0,0,,,,,,,,,,0,,80,0
15072,note_on,0,0,0,,,,,,,,,,0,,61,0
15360,note_on,288,0,0,,,,,,,,,,0,,73,94
15360,note_on,0,0,0,,,,,,,,,,0,,85,94
15360,note_on,0,0,0,,,,,,,,,,0,,47,82
15600,note_on,240,0,0,,,,,,,,,,0,,73,0
15600,note_on,0,0,0,,,,,,,,,,0,,85,0
15600,note_on,0,0,0,,,,,,,,,,0,,47,0
15780,set_tempo,180,1,0,,,,,,317460,,,,,,,
15840,note_on,60,0,0,,,,,,,,,,0,,47,90
15840,note_on,0,0,0,,,,,,,,,,0,,83,96
15960,note_on,120,0,0,,,,,,,,,,0,,83,0
16080,note_on,120,0,0,,,,,,,,,,0,,82,86
16200,note_on,120,0,0,,,,,,,,,,0,,82,0
16272,note_on,72,0,0,,,,,,,,,,0,,47,0
16320,note_on,48,0,0,,,,,,,,,,0,,80,82
16320,note_on,0,0,0,,,,,,,,,,0,,61,80
16320,note_on,0,0,0,,,,,,,,,,0,,54,80
16320,note_on,0,0,0,,,,,,,,,,0,,64,80
16440,note_on,120,0,0,,,,,,,,,,0,,80,0
16512,note_on,72,0,0,,,,,,,,,,0,,61,0
16512,note_on,0,0,0,,,,,,,,,,0,,54,0
16512,note_on,0,0,0,,,,,,,,,,0,,64,0
16560,note_on,48,0,0,,,,,,,,,,0,,78,82
16680,note_on,120,0,0,,,,,,,,,,0,,78,0
16800,note_on,120,0,0,,,,,,,,,,0,,47,82
16800,note_on,0,0,0,,,,,,,,,,0,,80,92
16920,note_on,120,0,0,,,,,,,,,,0,,80,0
17040,note_on,120,0,0,,,,,,,,,,0,,47,0
17040,note_on,0,0,0,,,,,,,,,,0,,82,96
17200,note_on,160,0,0,,,,,,,,,,0,,82,0
17220,set_tempo,20,1,0,,,,,,315789,,,,,,,
17280,note_on,60,0,0,,,,,,,,,,0,,47,90
17280,note_on,0,0,0,,,,,,,,,,0,,85,96
17712,note_on,432,0,0,,,,,,,,,,0,,47,0
17712,note_on,0,0,0,,,,,,,,,,0,,85,0
17760,note_on,48,0,0,,,,,,,,,,0,,71,88
17760,note_on,0,0,0,,,,,,,,,,0,,59,80
17760,note_on,0,0,0,,,,,,,,,,0,,83,88
17760,note_on,0,0,0,,,,,,,,,,0,,63,80
17760,note_on,0,0,0,,,,,,,,,,0,,54,80
17952,note_on,192,0,0,,,,,,,,,,0,,71,0
17952,note_on,0,0,0,,,,,,,,,,0,,59,0
17952,note_on,0,0,0,,,,,,,,,,0,,83,0
17952,note_on,0,0,0,,,,,,,,,,0,,63,0
17952,note_on,0,0,0,,,,,,,,,,0,,54,0
18240,note_on,288,0,0,,,,,,,,,,0,,82,90
18240,note_on,0,0,0,,,,,,,,,,0,,51,82
18240,note_on,0,0,0,,,,,,,,,,0,,75,90
18240,note_on,0,0,0,,,,,,,,,,0,,78,90
18240,note_on,0,0,0,,,,,,,,,,0,,70,90
18480,note_on,240,0,0,,,,,,,,,,0,,82,0
18480,note_on,0,0,0,,,,,,,,,,0,,51,0
18480,note_on,0,0,0,,,,,,,,,,0,,75,0
18480,note_on,0,0,0,,,,,,,,,,0,,78,0
18480,note_on,0,0,0,,,,,,,,,,0,,70,0
18660,note_on,180,0,0,,,,,,,,,,0,,51,0
18660,note_on,0,0,0,,,,,,,,,,0,,82,0
18714,note_on,54,0,0,,,,,,,,,,0,,51,0
18714,note_on,0,0,0,,,,,,,,,,0,,82,0
18720,note_on,6,0,0,,,,,,,,,,0,,68,94
18720,note_on,0,0,0,,,,,,,,,,0,,80,94
18720,note_on,0,0,0,,,,,,,,,,0,,44,88
19152,note_on,432,0,0,,,,,,,,,,0,,68,0
19152,note_on,0,0,0,,,,,,,,,,0,,80,0
19152,note_on,0,0,0,,,,,,,,,,0,,44,0
19200,note_on,48,0,0,,,,,,,,,,0,,56,80
19200,note_on,0,0,0,,,,,,,,,,0,,75,88
19200,note_on,0,0,0,,,,,,,,,,0,,59,80
19200,note_on,0,0,0,,,,,,,,,,0,,51,80
19200,note_on,0,0,0,,,,,,,,,,0,,71,88
19392,note_on,192,0,0,,,,,,,,,,0,,56,0
19392,note_on,0,0,0,,,,,,,,,,0,,75,0
19392,note_on,0,0,0,,,,,,,,,,0,,59,0
19392,note_on,0,0,0,,,,,,,,,,0,,51,0
19392,note_on,0,0,0,,,,,,,,,,0,,71,0
19680,note_on,288,0,0,,,,,,,,,,0,,44,82
19680,note_on,0,0,0,,,,,,,,,,0,,68,90
19680,note_on,0,0,0,,,,,,,,,,0,,80,90
19920,note_on,240,0,0,,,,,,,,,,0,,44,0
19920,note_on,0,0,0,,,,,,,,,,0,,68,0
19920,note_on,0,0,0,,,,,,,,,,0,,80,0
20160,note_on,240,0,0,,,,,,,,,,0,,46,88
20160,note_on,0,0,0,,,,,,,,,,0,,66,92
20160,note_on,0,0,0,,,,,,,,,,0,,78,92
20592,note_on,432,0,0,,,,,,,,,,0,,46,0
20592,note_on,0,0,0,,,,,,,,,,0,,66,0
20592,note_on,0,0,0,,,,,,,,,,0,,78,0
20640,note_on,48,0,0,,,,,,,,,,0,,54,80
20640,note_on,0,0,0,,,,,,,,,,0,,51,80
20640,note_on,0,0,0,,,,,,,,,,0,,58,80
20640,note_on,0,0,0,,,,,,,,,,0,,70,90
20832,note_on,192,0,0,,,,,,,,,,0,,54,0
20832,note_on,0,0,0,,,,,,,,,,0,,51,0
20832,note_on,0,0,0,,,,,,,,,,0,,58,0
20832,note_on,0,0,0,,,,,,,,,,0,,70,0
21120,note_on,288,0,0,,,,,,,,,,0,,46,82
21120,note_on,0,0,0,,,,,,,,,,0,,66,90
21120,note_on,0,0,0,,,,,,,,,,0,,78,90
21360,note_on,240,0,0,,,,,,,,,,0,,46,0
21360,note_on,0,0,0,,,,,,,,,,0,,66,0
21360,note_on,0,0,0,,,,,,,,,,0,,78,0
21360,set_tempo,0,1,0,,,,,,324324,,,,,,,
21600,note_on,240,0,0,,,,,,,,,,0,,44,84
21600,note_on,0,0,0,,,,,,,,,,0,,77,90
21740,note_on,140,0,0,,,,,,,,,,0,,77,0
21840,note_on,100,0,0,,,,,,,,,,0,,75,82
21980,note_on,140,0,0,,,,,,,,,,0,,75,0
22032,note_on,52,0,0,,,,,,,,,,0,,44,0
22080,note_on,48,0,0,,,,,,,,,,0,,53,80
22080,note_on,0,0,0,,,,,,,,,,0,,58,80
22080,note_on,0,0,0,,,,,,,,,,0,,74,86
22220,note_on,140,0,0,,,,,,,,,,0,,74,0
22272,note_on,52,0,0,,,,,,,,,,0,,53,0
22272,note_on,0,0,0,,,,,,,,,,0,,58,0
22320,note_on,48,0,0,,,,,,,,,,0,,75,90
22460,note_on,140,0,0,,,,,,,,,,0,,75,0
22560,note_on,100,0,0,,,,,,,,,,0,,44,82
22560,note_on,0,0,0,,,,,,,,,,0,,77,92
22700,note_on,140,0,0,,,,,,,,,,0,,77,0
22800,note_on,100,0,0,,,,,,,,,,0,,44,0
22800,note_on,0,0,0,,,,,,,,,,0,,78,96
22920,set_tempo,120,1,0,,,,,,326086,,,,,,,
22940,note_on,20,0,0,,,,,,,,,,0,,78,0
23040,note_on,100,0,0,,,,,,,,,,0,,42,82
23040,note_on,0,0,0,,,,,,,,,,0,,77,86
23180,note_on,140,0,0,,,,,,,,,,0,,77,0
23280,note_on,100,0,0,,,,,,,,,,0,,75,82
23420,note_on,140,0,0,,,,,,,,,,0,,75,0
23472,note_on,52,0,0,,,,,,,,,,0,,42,0
23520,note_on,48,0,0,,,,,,,,,,0,,74,80
23520,note_on,0,0,0,,,,,,,,,,0,,54,80
23520,note_on,0,0,0,,,,,,,,,,0,,58,80
23660,note_on,140,0,0,,,,,,,,,,0,,74,0
23712,note_on,52,0,0,,,,,,,,,,0,,54,0
23712,note_on,0,0,0,,,,,,,,,,0,,58,0
23760,note_on,48,0,0,,,,,,,,,,0,,75,84
23900,note_on,140,0,0,,,,,,,,,,0,,75,0
24000,note_on,100,0,0,,,,,,,,,,0,,51,82
24000,note_on,0,0,0,,,,,,,,,,0,,77,88
24000,note_on,0,0,0,,,,,,,,,,0,,39,82
24140,note_on,140,0,0,,,,,,,,,,0,,77,0
24240,note_on,100,0,0,,,,,,,,,,0,,51,0
24240,note_on,0,0,0,,,,,,,,,,0,,39,0
24240,set_tempo,0,1,0,,,,,,315789,,,,,,,
24240,note_on,0,0,0,,,,,,,,,,0,,78,92
24380,note_on,140,0,0,,,,,,,,,,0,,78,0
24480,note_on,100,0,0,,,,,,,,,,0,,76,76
24480,note_on,0,0,0,,,,,,,,,,0,,42,72
24480,note_on,0,0,0,,,,,,,,,,0,,66,76
24720,note_on,240,0,0,,,,,,,,,,0,,76,0
24720,note_on,0,0,0,,,,,,,,,,0,,75,76
24912,note_on,192,0,0,,,,,,,,,,0,,42,0
24960,note_on,48,0,0,,,,,,,,,,0,,75,0
24960,note_on,0,0,0,,,,,,,,,,0,,73,76
24960,note_on,0,0,0,,,,,,,,,,0,,54,68
24960,note_on,0,0,0,,,,,,,,,,0,,58,68
