tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,3,8,36,8,0,1,0,,,,,
0,program_change,,,,,0,0,1,,71,0,,
0,program_change,,,,,0,0,2,,0,1,,
0,set_tempo,,,,,0,1,0,1578947,,,,
0,end_of_track,,,,,0,1,0,,,,,
240,note_on,,,,,240,0,2,,,1,41,80
336,note_off,,,,,96,0,2,,,1,41,64
360,note_on,,,,,24,0,2,,,1,34,80
552,note_off,,,,,192,0,2,,,1,34,64
600,note_on,,,,,48,0,2,,,1,41,80
696,note_off,,,,,96,0,2,,,1,41,64
720,note_on,,,,,24,0,2,,,1,34,80
840,note_on,,,,,120,0,2,,,1,53,80
840,note_on,,,,,840,0,1,,,0,65,80
912,note_off,,,,,72,0,2,,,1,34,64
936,note_off,,,,,24,0,2,,,1,53,64
936,note_off,,,,,96,0,1,,,0,65,64
960,note_on,,,,,24,0,1,,,0,65,80
960,note_on,,,,,24,0,2,,,1,41,80
960,note_on,,,,,0,0,2,,,1,53,80
1056,note_off,,,,,96,0,1,,,0,65,64
1056,note_off,,,,,96,0,2,,,1,53,64
1056,note_off,,,,,0,0,2,,,1,41,64
1080,note_on,,,,,0,0,2,,,1,50,80
1080,note_on,,,,,0,0,2,,,1,58,80
1080,note_on,,,,,24,0,2,,,1,34,80
1080,note_on,,,,,24,0,1,,,0,70,80
1176,note_off,,,,,96,0,2,,,1,50,64
1176,note_off,,,,,96,0,1,,,0,70,64
1176,note_off,,,,,0,0,2,,,1,58,64
1200,note_on,,,,,0,0,2,,,1,51,80
1200,note_on,,,,,24,0,1,,,0,72,80
1200,note_on,,,,,24,0,2,,,1,60,80
1272,note_off,,,,,72,0,2,,,1,34,64
1296,note_off,,,,,24,0,2,,,1,51,64
1296,note_off,,,,,0,0,2,,,1,60,64
1296,note_off,,,,,96,0,1,,,0,72,64
1320,note_on,,,,,24,0,2,,,1,62,80
1320,note_on,,,,,0,0,2,,,1,53,80
1320,note_on,,,,,0,0,2,,,1,41,80
1320,note_on,,,,,24,0,1,,,0,74,80
1416,note_off,,,,,0,0,2,,,1,62,64
1416,note_off,,,,,0,0,2,,,1,53,64
1416,note_off,,,,,96,0,2,,,1,41,64
1416,note_off,,,,,96,0,1,,,0,74,64
1440,note_on,,,,,0,0,2,,,1,50,80
1440,note_on,,,,,24,0,2,,,1,34,80
1440,note_on,,,,,24,0,1,,,0,70,80
1440,note_on,,,,,0,0,2,,,1,58,80
1536,note_off,,,,,96,0,2,,,1,58,64
