tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,data,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C#m,,,,,,,,
0,set_tempo,0,1,0,,,,,,1034482,,,,,,,
0,sysex,0,0,0,,,,,,,"(126, 127, 9, 1)",,,,,,
480,sysex,480,0,0,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,
960,sysex,480,0,0,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 0, 15)",,,,,,
1440,set_tempo,480,1,0,,,,,,674157,,,,,,,
1440,sysex,0,0,0,,,,,,,"(65, 16, 66, 18, 64, 1, 55, 119, 17)",,,,,,
1920,control_change,480,0,0,,,,,,,,91,54,0,,,
1920,control_change,0,0,0,,,,,,,,7,105,0,,,
1920,control_change,0,0,0,,,,,,,,11,127,0,,,
2160,control_change,240,0,0,,,,,,,,0,0,0,,,
2160,control_change,0,0,0,,,,,,,,32,0,0,,,
2160,program_change,0,0,0,,,,,,,,,,0,0,,
2160,control_change,0,0,0,,,,,,,,72,74,0,,,
2412,note_on,252,0,0,,,,,,,,,,0,,59,44
2412,note_on,0,0,0,,,,,,,,,,0,,68,39
2412,note_on,0,0,0,,,,,,,,,,0,,52,44
2412,note_on,0,0,0,,,,,,,,,,0,,71,39
2880,note_on,468,0,0,,,,,,,,,,0,,59,0
2880,note_on,0,0,0,,,,,,,,,,0,,68,0
2880,note_on,0,0,0,,,,,,,,,,0,,52,0
2880,note_on,0,0,0,,,,,,,,,,0,,71,0
2880,note_on,0,0,0,,,,,,,,,,0,,59,60
2880,note_on,0,0,0,,,,,,,,,,0,,68,54
2880,note_on,0,0,0,,,,,,,,,,0,,52,54
2880,note_on,0,0,0,,,,,,,,,,0,,71,66
3372,note_on,492,0,0,,,,,,,,,,0,,52,0
3372,note_on,0,0,0,,,,,,,,,,0,,51,49
3600,note_on,228,0,0,,,,,,,,,,0,,68,0
3612,note_on,12,0,0,,,,,,,,,,0,,66,39
3804,note_on,192,0,0,,,,,,,,,,0,,51,0
3828,note_on,24,0,0,,,,,,,,,,0,,66,0
3852,note_on,24,0,0,,,,,,,,,,0,,59,0
3852,note_on,0,0,0,,,,,,,,,,0,,71,0
3852,note_on,0,0,0,,,,,,,,,,0,,69,49
3852,note_on,0,0,0,,,,,,,,,,0,,59,49
3852,note_on,0,0,0,,,,,,,,,,0,,71,41
3852,note_on,0,0,0,,,,,,,,,,0,,54,52
4320,note_on,468,0,0,,,,,,,,,,0,,69,0
4320,note_on,0,0,0,,,,,,,,,,0,,59,0
4320,note_on,0,0,0,,,,,,,,,,0,,71,0
4320,note_on,0,0,0,,,,,,,,,,0,,54,0
4320,note_on,0,0,0,,,,,,,,,,0,,54,54
4320,note_on,0,0,0,,,,,,,,,,0,,69,52
4320,note_on,0,0,0,,,,,,,,,,0,,71,68
4320,note_on,0,0,0,,,,,,,,,,0,,59,60
4812,note_on,492,0,0,,,,,,,,,,0,,54,0
4812,note_on,0,0,0,,,,,,,,,,0,,69,0
4812,note_on,0,0,0,,,,,,,,,,0,,52,49
4812,note_on,0,0,0,,,,,,,,,,0,,68,48
5244,note_on,432,0,0,,,,,,,,,,0,,52,0
5284,note_on,40,0,0,,,,,,,,,,0,,71,0
5284,note_on,0,0,0,,,,,,,,,,0,,59,0
5292,note_on,8,0,0,,,,,,,,,,0,,68,0
5292,note_on,0,0,0,,,,,,,,,,0,,59,49
5292,note_on,0,0,0,,,,,,,,,,0,,71,41
5292,note_on,0,0,0,,,,,,,,,,0,,56,52
5760,note_on,468,0,0,,,,,,,,,,0,,59,0
5760,note_on,0,0,0,,,,,,,,,,0,,71,0
5760,note_on,0,0,0,,,,,,,,,,0,,56,0
5760,note_on,0,0,0,,,,,,,,,,0,,59,62
5760,note_on,0,0,0,,,,,,,,,,0,,71,50
5760,note_on,0,0,0,,,,,,,,,,0,,56,56
5760,note_on,0,0,0,,,,,,,,,,0,,73,62
6252,note_on,492,0,0,,,,,,,,,,0,,59,0
6252,note_on,0,0,0,,,,,,,,,,0,,71,0
6252,note_on,0,0,0,,,,,,,,,,0,,56,0
6252,note_on,0,0,0,,,,,,,,,,0,,69,43
