tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,
0,program_change,,,,,0,0,1,,71,0,,
0,note_on,,,,,0,0,2,,,1,67,80
0,note_on,,,,,0,0,2,,,1,64,80
0,program_change,,,,,0,0,2,,0,1,,
0,set_tempo,,,,,0,1,0,750000,,,,
0,note_on,,,,,0,0,2,,,1,71,80
1200,note_on,,,,,1200,0,1,,,0,71,80
1296,note_off,,,,,1296,0,2,,,1,71,64
1296,note_off,,,,,0,0,2,,,1,64,64
1296,note_off,,,,,0,0,2,,,1,67,64
1392,note_off,,,,,192,0,1,,,0,71,64
1440,note_on,,,,,48,0,1,,,0,71,80
1440,note_on,,,,,0,0,2,,,1,71,80
1440,note_on,,,,,0,0,2,,,1,52,80
1440,note_on,,,,,0,0,2,,,1,67,80
1440,note_on,,,,,144,0,2,,,1,64,80
1632,note_off,,,,,192,0,2,,,1,71,64
1632,note_off,,,,,0,0,2,,,1,67,64
1632,note_off,,,,,0,0,2,,,1,64,64
1632,note_off,,,,,192,0,1,,,0,71,64
1680,note_on,,,,,0,0,2,,,1,67,80
1680,note_on,,,,,48,0,1,,,0,76,80
1680,note_on,,,,,48,0,2,,,1,71,80
1680,note_on,,,,,0,0,2,,,1,76,80
1824,note_off,,,,,144,0,2,,,1,52,64
1872,note_off,,,,,0,0,2,,,1,71,64
1872,note_off,,,,,0,0,2,,,1,76,64
1872,note_off,,,,,192,0,1,,,0,76,64
1872,note_off,,,,,48,0,2,,,1,67,64
1920,note_on,,,,,0,0,2,,,1,54,80
1920,note_on,,,,,0,0,2,,,1,69,80
1920,note_on,,,,,48,0,2,,,1,74,80
1920,note_on,,,,,0,0,2,,,1,62,80
1920,note_on,,,,,48,0,1,,,0,74,80
2112,note_off,,,,,192,0,1,,,0,74,64
2112,note_off,,,,,192,0,2,,,1,54,64
2112,note_off,,,,,0,0,2,,,1,62,64
2112,note_off,,,,,0,0,2,,,1,69,64
2112,note_off,,,,,0,0,2,,,1,74,64
2160,note_on,,,,,0,0,2,,,1,71,80
2160,note_on,,,,,48,0,1,,,0,71,80
2160,note_on,,,,,0,0,2,,,1,67,80
2160,note_on,,,,,0,0,2,,,1,55,80
2160,note_on,,,,,48,0,2,,,1,62,80
2544,note_off,,,,,0,0,2,,,1,62,64
2544,note_off,,,,,384,0,2,,,1,67,64
2544,note_off,,,,,0,0,2,,,1,71,64
2544,note_off,,,,,384,0,1,,,0,71,64
2640,note_on,,,,,0,0,2,,,1,59,80
2640,note_on,,,,,96,0,2,,,1,67,80
2640,note_on,,,,,96,0,1,,,0,67,80
2736,note_off,,,,,96,0,2,,,1,55,64
2832,note_off,,,,,96,0,2,,,1,59,64
2832,note_off,,,,,192,0,1,,,0,67,64
2880,note_on,,,,,0,0,2,,,1,62,80
2880,note_on,,,,,0,0,2,,,1,71,80
2880,note_on,,,,,48,0,2,,,1,43,80
2880,note_on,,,,,48,0,1,,,0,71,80
3072,note_off,,,,,0,0,2,,,1,67,64
3072,note_off,,,,,192,0,2,,,1,62,64
3072,note_off,,,,,0,0,2,,,1,71,64
3072,note_off,,,,,0,0,2,,,1,43,64
3072,note_off,,,,,192,0,1,,,0,71,64
3120,note_on,,,,,48,0,2,,,1,42,80
3120,note_on,,,,,0,0,2,,,1,69,80
3120,note_on,,,,,0,0,2,,,1,62,80
3120,note_on,,,,,48,0,1,,,0,69,80
3312,note_off,,,,,192,0,1,,,0,69,64
3312,note_off,,,,,0,0,2,,,1,42,64
3312,note_off,,,,,0,0,2,,,1,69,64
3312,note_off,,,,,192,0,2,,,1,62,64
3360,note_on,,,,,0,0,2,,,1,66,80
