tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,note,velocity
5660,note_on,140,0,0,,,,,,,,,0,,62,0
5660,note_on,0,0,0,,,,,,,,,0,,55,0
5680,note_on,20,0,0,,,,,,,,,0,,71,0
5745,note_on,65,0,0,,,,,,,,,0,,76,77
5760,note_on,15,0,0,,,,,,,,,0,,72,77
5760,note_on,0,0,0,,,,,,,,,0,,48,65
5905,note_on,145,0,0,,,,,,,,,0,,76,0
5920,note_on,15,0,0,,,,,,,,,0,,72,0
6000,note_on,80,0,0,,,,,,,,,0,,74,50
6140,note_on,140,0,0,,,,,,,,,0,,48,0
6160,note_on,20,0,0,,,,,,,,,0,,74,0
6230,note_on,70,0,0,,,,,,,,,0,,82,77
6245,note_on,15,0,0,,,,,,,,,0,,64,58
6245,note_on,0,0,0,,,,,,,,,0,,60,58
6245,note_on,0,0,0,,,,,,,,,0,,79,77
6390,note_on,145,0,0,,,,,,,,,0,,82,0
6405,note_on,15,0,0,,,,,,,,,0,,79,0
6480,note_on,75,0,0,,,,,,,,,0,,76,50
6625,note_on,145,0,0,,,,,,,,,0,,64,0
6625,note_on,0,0,0,,,,,,,,,0,,60,0
6640,note_on,15,0,0,,,,,,,,,0,,76,0
6705,note_on,65,0,0,,,,,,,,,0,,81,77
6720,note_on,15,0,0,,,,,,,,,0,,60,58
6720,note_on,0,0,0,,,,,,,,,0,,53,58
6720,note_on,0,0,0,,,,,,,,,0,,77,77
6720,note_on,0,0,0,,,,,,,,,0,,65,58
6865,note_on,145,0,0,,,,,,,,,0,,81,0
6880,note_on,15,0,0,,,,,,,,,0,,77,0
6960,note_on,80,0,0,,,,,,,,,0,,72,50
7100,note_on,140,0,0,,,,,,,,,0,,60,0
7100,note_on,0,0,0,,,,,,,,,0,,53,0
7100,note_on,0,0,0,,,,,,,,,0,,65,0
7120,note_on,20,0,0,,,,,,,,,0,,72,0
7183,note_on,63,0,0,,,,,,,,,0,,48,62
7183,note_on,0,0,0,,,,,,,,,0,,91,79
7343,note_on,160,0,0,,,,,,,,,0,,91,0
7440,note_on,97,0,0,,,,,,,,,0,,76,50
7563,note_on,123,0,0,,,,,,,,,0,,48,0
7600,note_on,37,0,0,,,,,,,,,0,,76,0
7684,note_on,84,0,0,,,,,,,,,0,,60,57
7684,note_on,0,0,0,,,,,,,,,0,,79,50
7684,note_on,0,0,0,,,,,,,,,0,,64,57
7844,note_on,160,0,0,,,,,,,,,0,,79,0
7925,note_on,81,0,0,,,,,,,,,0,,88,77
8064,note_on,139,0,0,,,,,,,,,0,,60,0
8064,note_on,0,0,0,,,,,,,,,0,,64,0
8085,note_on,21,0,0,,,,,,,,,0,,88,0
8165,note_on,80,0,0,,,,,,,,,0,,84,77
8165,note_on,0,0,0,,,,,,,,,0,,52,57
8325,note_on,160,0,0,,,,,,,,,0,,84,0
8400,note_on,75,0,0,,,,,,,,,0,,72,50
8545,note_on,145,0,0,,,,,,,,,0,,52,0
8560,note_on,15,0,0,,,,,,,,,0,,72,0
8640,note_on,80,0,0,,,,,,,,,0,,76,50
8640,note_on,0,0,0,,,,,,,,,0,,55,62
8640,note_on,0,0,0,,,,,,,,,0,,60,62
8800,note_on,160,0,0,,,,,,,,,0,,76,0
8896,note_on,96,0,0,,,,,,,,,0,,79,77
9020,note_on,124,0,0,,,,,,,,,0,,55,0
9020,note_on,0,0,0,,,,,,,,,0,,60,0
9056,note_on,36,0,0,,,,,,,,,0,,79,0
9125,note_on,69,0,0,,,,,,,,,0,,81,77
9125,note_on,0,0,0,,,,,,,,,0,,45,57
9285,note_on,160,0,0,,,,,,,,,0,,81,0
9360,note_on,75,0,0,,,,,,,,,0,,69,75
9505,note_on,145,0,0,,,,,,,,,0,,45,0
9520,note_on,15,0,0,,,,,,,,,0,,69,0
9600,note_on,80,0,0,,,,,,,,,0,,73,75
9600,note_on,0,0,0,,,,,,,,,0,,57,57
9600,note_on,0,0,0,,,,,,,,,0,,52,57
9760,note_on,160,0,0,,,,,,,,,0,,73,0
9840,note_on,80,0,0,,,,,,,,,0,,76,77
9980,note_on,140,0,0,,,,,,,,,0,,57,0
9980,note_on,0,0,0,,,,,,,,,0,,52,0
10000,note_on,20,0,0,,,,,,,,,0,,76,0
10080,note_on,80,0,0,,,,,,,,,0,,50,63
10080,note_on,0,0,0,,,,,,,,,0,,77,77
10240,note_on,160,0,0,,,,,,,,,0,,77,0
10320,note_on,80,0,0,,,,,,,,,0,,74,50
10460,note_on,140,0,0,,,,,,,,,0,,50,0
10480,note_on,20,0,0,,,,,,,,,0,,74,0
10565,note_on,85,0,0,,,,,,,,,0,,53,57
10565,note_on,0,0,0,,,,,,,,,0,,86,77
10565,note_on,0,0,0,,,,,,,,,0,,57,57
10725,note_on,160,0,0,,,,,,,,,0,,86,0
10800,note_on,75,0,0,,,,,,,,,0,,76,50
10945,note_on,145,0,0,,,,,,,,,0,,53,0
10945,note_on,0,0,0,,,,,,,,,0,,57,0
10960,note_on,15,0,0,,,,,,,,,0,,76,0
11025,note_on,65,0,0,,,,,,,,,0,,83,77
11040,note_on,15,0,0,,,,,,,,,0,,77,77
11040,note_on,0,0,0,,,,,,,,,0,,62,56
11040,note_on,0,0,0,,,,,,,,,0,,56,57
11040,note_on,0,0,0,,,,,,,,,0,,52,57
11185,note_on,145,0,0,,,,,,,,,0,,83,0
11200,note_on,15,0,0,,,,,,,,,0,,77,0
11280,note_on,80,0,0,,,,,,,,,0,,74,50
11420,note_on,140,0,0,,,,,,,,,0,,62,0
11420,note_on,0,0,0,,,,,,,,,0,,56,0
11420,note_on,0,0,0,,,,,,,,,0,,52,0
11440,note_on,20,0,0,,,,,,,,,0,,74,0
11520,set_tempo,80,1,0,,,,,283018,,,,,,,
11520,note_on,0,0,0,,,,,,,,,0,,81,77
11520,note_on,0,0,0,,,,,,,,,0,,57,65
11520,note_on,0,0,0,,,,,,,,,0,,60,60
11680,note_on,160,0,0,,,,,,,,,0,,81,0
11760,note_on,80,0,0,,,,,,,,,0,,72,75
11900,note_on,140,0,0,,,,,,,,,0,,57,0
11900,note_on,0,0,0,,,,,,,,,0,,60,0
11920,note_on,20,0,0,,,,,,,,,0,,72,0
12000,note_on,80,0,0,,,,,,,,,0,,69,75
12160,note_on,160,0,0,,,,,,,,,0,,69,0
12240,note_on,80,0,0,,,,,,,,,0,,64,75
12400,note_on,160,0,0,,,,,,,,,0,,64,0
12480,note_on,80,0,0,,,,,,,,,0,,60,75
12640,note_on,160,0,0,,,,,,,,,0,,60,0
12720,note_on,80,0,0,,,,,,,,,0,,57,75
12840,set_tempo,120,1,0,,,,,276497,,,,,,,
12880,note_on,40,0,0,,,,,,,,,0,,57,0
12943,note_on,63,0,0,,,,,,,,,0,,48,62
12943,note_on,0,0,0,,,,,,,,,0,,91,79
13103,note_on,160,0,0,,,,,,,,,0,,91,0
13200,note_on,97,0,0,,,,,,,,,0,,76,50
13323,note_on,123,0,0,,,,,,,,,0,,48,0
13360,note_on,37,0,0,,,,,,,,,0,,76,0
13440,note_on,80,0,0,,,,,,,,,0,,64,57
13440,note_on,0,0,0,,,,,,,,,0,,60,57
13440,note_on,0,0,0,,,,,,,,,0,,79,50
13600,note_on,160,0,0,,,,,,,,,0,,79,0
13685,note_on,85,0,0,,,,,,,,,0,,88,77
13820,note_on,135,0,0,,,,,,,,,0,,64,0
13820,note_on,0,0,0,,,,,,,,,0,,60,0
13845,note_on,25,0,0,,,,,,,,,0,,88,0
13925,note_on,80,0,0,,,,,,,,,0,,84,77
13925,note_on,0,0,0,,,,,,,,,0,,52,57
14085,note_on,160,0,0,,,,,,,,,0,,84,0
14160,note_on,75,0,0,,,,,,,,,0,,72,50
14305,note_on,145,0,0,,,,,,,,,0,,52,0
14320,note_on,15,0,0,,,,,,,,,0,,72,0
14400,note_on,80,0,0,,,,,,,,,0,,60,62
14400,note_on,0,0,0,,,,,,,,,0,,55,62
14400,note_on,0,0,0,,,,,,,,,0,,76,50
14560,note_on,160,0,0,,,,,,,,,0,,76,0
14656,note_on,96,0,0,,,,,,,,,0,,79,77
14780,note_on,124,0,0,,,,,,,,,0,,60,0
14780,note_on,0,0,0,,,,,,,,,0,,55,0
14832,note_on,52,0,0,,,,,,,,,0,,79,0
14880,note_on,48,0,0,,,,,,,,,0,,53,57
14885,note_on,5,0,0,,,,,,,,,0,,81,77
15050,note_on,165,0,0,,,,,,,,,0,,81,0
15120,note_on,70,0,0,,,,,,,,,0,,65,50
15265,note_on,145,0,0,,,,,,,,,0,,53,0
15280,note_on,15,0,0,,,,,,,,,0,,65,0
15360,note_on,80,0,0,,,,,,,,,0,,62,58
15360,note_on,0,0,0,,,,,,,,,0,,57,57
15360,note_on,0,0,0,,,,,,,,,0,,69,50
15520,note_on,160,0,0,,,,,,,,,0,,69,0
15600,note_on,80,0,0,,,,,,,,,0,,77,77
15740,note_on,140,0,0,,,,,,,,,0,,62,0
15740,note_on,0,0,0,,,,,,,,,0,,57,0
15760,note_on,20,0,0,,,,,,,,,0,,77,0
15824,note_on,64,0,0,,,,,,,,,0,,74,77
15840,note_on,16,0,0,,,,,,,,,0,,71,75
15840,note_on,0,0,0,,,,,,,,,0,,55,62
16000,note_on,160,0,0,,,,,,,,,0,,74,0
16000,note_on,0,0,0,,,,,,,,,0,,71,0
16080,note_on,80,0,0,,,,,,,,,0,,67,50
16220,note_on,140,0,0,,,,,,,,,0,,55,0
16240,note_on,20,0,0,,,,,,,,,0,,67,0
16320,note_on,80,0,0,,,,,,,,,0,,65,56
16320,note_on,0,0,0,,,,,,,,,0,,62,56
16320,note_on,0,0,0,,,,,,,,,0,,79,77
16480,note_on,160,0,0,,,,,,,,,0,,79,0
16560,note_on,80,0,0,,,,,,,,,0,,69,50
16700,note_on,140,0,0,,,,,,,,,0,,65,0
16700,note_on,0,0,0,,,,,,,,,0,,62,0
16720,note_on,20,0,0,,,,,,,,,0,,69,0
16784,note_on,64,0,0,,,,,,,,,0,,77,77
16800,note_on,16,0,0,,,,,,,,,0,,55,57
16800,note_on,0,0,0,,,,,,,,,0,,74,75
16800,note_on,0,0,0,,,,,,,,,0,,62,58
16960,note_on,160,0,0,,,,,,,,,0,,77,0
16960,note_on,0,0,0,,,,,,,,,0,,74,0
17040,note_on,80,0,0,,,,,,,,,0,,71,50
17180,note_on,140,0,0,,,,,,,,,0,,55,0
17180,note_on,0,0,0,,,,,,,,,0,,62,0
17200,note_on,20,0,0,,,,,,,,,0,,71,0
17264,note_on,64,0,0,,,,,,,,,0,,76,77
17280,note_on,16,0,0,,,,,,,,,0,,48,65
17280,note_on,0,0,0,,,,,,,,,0,,72,75
17440,note_on,160,0,0,,,,,,,,,0,,76,0
17440,note_on,0,0,0,,,,,,,,,0,,72,0
17520,note_on,80,0,0,,,,,,,,,0,,74,50
17660,note_on,140,0,0,,,,,,,,,0,,48,0
17680,note_on,20,0,0,,,,,,,,,0,,74,0
17744,note_on,64,0,0,,,,,,,,,0,,82,77
17760,note_on,16,0,0,,,,,,,,,0,,60,58
17760,note_on,0,0,0,,,,,,,,,0,,64,58
17760,note_on,0,0,0,,,,,,,,,0,,79,75
17920,note_on,160,0,0,,,,,,,,,0,,82,0
17920,note_on,0,0,0,,,,,,,,,0,,79,0
18000,note_on,80,0,0,,,,,,,,,0,,76,50
18140,note_on,140,0,0,,,,,,,,,0,,60,0
18140,note_on,0,0,0,,,,,,,,,0,,64,0
18160,note_on,20,0,0,,,,,,,,,0,,76,0
18224,note_on,64,0,0,,,,,,,,,0,,81,77
18240,note_on,16,0,0,,,,,,,,,0,,77,75
18240,note_on,0,0,0,,,,,,,,,0,,65,58
18240,note_on,0,0,0,,,,,,,,,0,,60,58
18240,note_on,0,0,0,,,,,,,,,0,,53,58
18400,note_on,160,0,0,,,,,,,,,0,,81,0
18400,note_on,0,0,0,,,,,,,,,0,,77,0
18480,note_on,80,0,0,,,,,,,,,0,,72,50
18620,note_on,140,0,0,,,,,,,,,0,,65,0
18620,note_on,0,0,0,,,,,,,,,0,,60,0
18620,note_on,0,0,0,,,,,,,,,0,,53,0
18640,note_on,20,0,0,,,,,,,,,0,,72,0
18703,note_on,63,0,0,,,,,,,,,0,,91,78
18720,note_on,17,0,0,,,,,,,,,0,,48,62
18879,note_on,159,0,0,,,,,,,,,0,,91,0
18960,note_on,81,0,0,,,,,,,,,0,,76,50
19100,note_on,140,0,0,,,,,,,,,0,,48,0
19120,note_on,20,0,0,,,,,,,,,0,,76,0
19200,note_on,80,0,0,,,,,,,,,0,,64,56
19200,note_on,0,0,0,,,,,,,,,0,,60,56
19200,note_on,0,0,0,,,,,,,,,0,,79,50
19360,note_on,160,0,0,,,,,,,,,0,,79,0
19445,note_on,85,0,0,,,,,,,,,0,,88,77
19580,note_on,135,0,0,,,,,,,,,0,,64,0
19580,note_on,0,0,0,,,,,,,,,0,,60,0
19610,note_on,30,0,0,,,,,,,,,0,,88,0
19680,note_on,70,0,0,,,,,,,,,0,,52,57
19680,note_on,0,0,0,,,,,,,,,0,,84,77
19845,note_on,165,0,0,,,,,,,,,0,,84,0
19920,note_on,75,0,0,,,,,,,,,0,,72,50
20065,note_on,145,0,0,,,,,,,,,0,,52,0
20080,note_on,15,0,0,,,,,,,,,0,,72,0
20160,note_on,80,0,0,,,,,,,,,0,,76,75
20160,note_on,0,0,0,,,,,,,,,0,,55,62
20160,note_on,0,0,0,,,,,,,,,0,,60,70
20320,note_on,160,0,0,,,,,,,,,0,,76,0
20416,note_on,96,0,0,,,,,,,,,0,,79,77
20540,note_on,124,0,0,,,,,,,,,0,,55,0
20540,note_on,0,0,0,,,,,,,,,0,,60,0
20592,note_on,52,0,0,,,,,,,,,0,,79,0
20640,note_on,48,0,0,,,,,,,,,0,,45,57
20645,note_on,5,0,0,,,,,,,,,0,,81,77
20810,note_on,165,0,0,,,,,,,,,0,,81,0
20880,note_on,70,0,0,,,,,,,,,0,,69,75
21025,note_on,145,0,0,,,,,,,,,0,,45,0
21040,note_on,15,0,0,,,,,,,,,0,,69,0
21120,note_on,80,0,0,,,,,,,,,0,,73,77
21120,note_on,0,0,0,,,,,,,,,0,,57,57
21120,note_on,0,0,0,,,,,,,,,0,,52,57
21280,note_on,160,0,0,,,,,,,,,0,,73,0
21360,note_on,80,0,0,,,,,,,,,0,,76,77
21500,note_on,140,0,0,,,,,,,,,0,,57,0
21500,note_on,0,0,0,,,,,,,,,0,,52,0
21520,note_on,20,0,0,,,,,,,,,0,,76,0
21600,note_on,80,0,0,,,,,,,,,0,,50,67
21600,note_on,0,0,0,,,,,,,,,0,,77,75
21760,note_on,160,0,0,,,,,,,,,0,,77,0
21840,note_on,80,0,0,,,,,,,,,0,,74,75
21980,note_on,140,0,0,,,,,,,,,0,,50,0
22000,note_on,20,0,0,,,,,,,,,0,,74,0
22080,note_on,80,0,0,,,,,,,,,0,,86,75
22080,note_on,0,0,0,,,,,,,,,0,,57,59
22080,note_on,0,0,0,,,,,,,,,0,,53,59
22240,note_on,160,0,0,,,,,,,,,0,,86,0
22320,note_on,80,0,0,,,,,,,,,0,,76,75
22460,note_on,140,0,0,,,,,,,,,0,,57,0
22460,note_on,0,0,0,,,,,,,,,0,,53,0
22480,note_on,20,0,0,,,,,,,,,0,,76,0
22545,note_on,65,0,0,,,,,,,,,0,,83,75
22560,note_on,15,0,0,,,,,,,,,0,,56,59
22560,note_on,0,0,0,,,,,,,,,0,,77,75
22560,note_on,0,0,0,,,,,,,,,0,,62,59
22560,note_on,0,0,0,,,,,,,,,0,,52,59
22705,note_on,145,0,0,,,,,,,,,0,,83,0
22720,note_on,15,0,0,,,,,,,,,0,,77,0
22800,note_on,80,0,0,,,,,,,,,0,,74,75
22940,note_on,140,0,0,,,,,,,,,0,,56,0
22940,note_on,0,0,0,,,,,,,,,0,,62,0
22940,note_on,0,0,0,,,,,,,,,0,,52,0
22960,note_on,20,0,0,,,,,,,,,0,,74,0
23040,set_tempo,80,1,0,,,,,283018,,,,,,,
23040,note_on,0,0,0,,,,,,,,,0,,81,77
23040,note_on,0,0,0,,,,,,,,,0,,57,70
23040,note_on,0,0,0,,,,,,,,,0,,60,70
23200,note_on,160,0,0,,,,,,,,,0,,81,0
23280,note_on,80,0,0,,,,,,,,,0,,72,75
23420,note_on,140,0,0,,,,,,,,,0,,57,0
23420,note_on,0,0,0,,,,,,,,,0,,60,0
23440,note_on,20,0,0,,,,,,,,,0,,72,0
23520,note_on,80,0,0,,,,,,,,,0,,69,75
23680,note_on,160,0,0,,,,,,,,,0,,69,0
23760,note_on,80,0,0,,,,,,,,,0,,64,75
23920,note_on,160,0,0,,,,,,,,,0,,64,0
24000,note_on,80,0,0,,,,,,,,,0,,60,70
24160,note_on,160,0,0,,,,,,,,,0,,60,0
24240,note_on,80,0,0,,,,,,,,,0,,57,70
24360,set_tempo,120,1,0,,,,,276497,,,,,,,
24400,note_on,40,0,0,,,,,,,,,0,,57,0
24480,note_on,80,0,0,,,,,,,,,0,,45,53
24480,note_on,0,0,0,,,,,,,,,0,,64,52
24720,note_on,240,0,0,,,,,,,,,0,,64,0
24720,note_on,0,0,0,,,,,,,,,0,,61,52
24860,note_on,140,0,0,,,,,,,,,0,,45,0
24936,note_on,76,0,0,,,,,,,,,0,,61,0
24960,note_on,24,0,0,,,,,,,,,0,,61,52
24960,note_on,0,0,0,,,,,,,,,0,,52,46
24960,note_on,0,0,0,,,,,,,,,0,,57,46
25200,note_on,240,0,0,,,,,,,,,0,,61,0
25200,note_on,0,0,0,,,,,,,,,0,,64,52
25340,note_on,140,0,0,,,,,,,,,0,,52,0
25340,note_on,0,0,0,,,,,,,,,0,,57,0
25416,note_on,76,0,0,,,,,,,,,0,,64,0
25440,note_on,24,0,0,,,,,,,,,0,,45,46
25440,note_on,0,0,0,,,,,,,,,0,,64,52
25680,note_on,240,0,0,,,,,,,,,0,,64,0
25680,note_on,0,0,0,,,,,,,,,0,,61,52
25810,note_on,130,0,0,,,,,,,,,0,,45,0
25896,note_on,86,0,0,,,,,,,,,0,,61,0
25920,note_on,24,0,0,,,,,,,,,0,,50,53
25920,note_on,0,0,0,,,,,,,,,0,,65,52
26160,note_on,240,0,0,,,,,,,,,0,,65,0
26160,note_on,0,0,0,,,,,,,,,0,,62,52
26300,note_on,140,0,0,,,,,,,,,0,,50,0
26376,note_on,76,0,0,,,,,,,,,0,,62,0
26400,note_on,24,0,0,,,,,,,,,0,,62,52
26400,note_on,0,0,0,,,,,,,,,0,,53,46
26400,note_on,0,0,0,,,,,,,,,0,,57,46
26640,note_on,240,0,0,,,,,,,,,0,,62,0
26640,note_on,0,0,0,,,,,,,,,0,,65,52
26780,note_on,140,0,0,,,,,,,,,0,,53,0
26780,note_on,0,0,0,,,,,,,,,0,,57,0
26856,note_on,76,0,0,,,,,,,,,0,,65,0
26880,note_on,24,0,0,,,,,,,,,0,,50,46
26880,note_on,0,0,0,,,,,,,,,0,,65,52
27120,note_on,240,0,0,,,,,,,,,0,,65,0
27120,note_on,0,0,0,,,,,,,,,0,,62,52
27250,note_on,130,0,0,,,,,,,,,0,,50,0
27336,note_on,86,0,0,,,,,,,,,0,,62,0
27360,note_on,24,0,0,,,,,,,,,0,,48,54
27360,note_on,0,0,0,,,,,,,,,0,,65,52
27600,note_on,240,0,0,,,,,,,,,0,,65,0
27600,note_on,0,0,0,,,,,,,,,0,,63,52
27740,note_on,140,0,0,,,,,,,,,0,,48,0
27816,note_on,76,0,0,,,,,,,,,0,,63,0
27840,note_on,24,0,0,,,,,,,,,0,,63,52
27840,note_on,0,0,0,,,,,,,,,0,,53,46
27840,note_on,0,0,0,,,,,,,,,0,,57,46
28080,note_on,240,0,0,,,,,,,,,0,,63,0
28080,note_on,0,0,0,,,,,,,,,0,,65,52
28220,note_on,140,0,0,,,,,,,,,0,,53,0
28220,note_on,0,0,0,,,,,,,,,0,,57,0
28296,note_on,76,0,0,,,,,,,,,0,,65,0
28320,note_on,24,0,0,,,,,,,,,0,,48,52
28320,note_on,0,0,0,,,,,,,,,0,,65,52
28560,note_on,240,0,0,,,,,,,,,0,,65,0
28560,note_on,0,0,0,,,,,,,,,0,,63,52
28690,note_on,130,0,0,,,,,,,,,0,,48,0
28776,note_on,86,0,0,,,,,,,,,0,,63,0
28800,note_on,24,0,0,,,,,,,,,0,,46,54
28800,note_on,0,0,0,,,,,,,,,0,,65,52
29040,note_on,240,0,0,,,,,,,,,0,,65,0
29040,note_on,0,0,0,,,,,,,,,0,,62,52
29180,note_on,140,0,0,,,,,,,,,0,,46,0
29256,note_on,76,0,0,,,,,,,,,0,,62,0
29280,note_on,24,0,0,,,,,,,,,0,,62,52
29280,note_on,0,0,0,,,,,,,,,0,,53,46
29280,note_on,0,0,0,,,,,,,,,0,,58,46
29520,note_on,240,0,0,,,,,,,,,0,,62,0
29520,note_on,0,0,0,,,,,,,,,0,,65,52
29660,note_on,140,0,0,,,,,,,,,0,,53,0
29660,note_on,0,0,0,,,,,,,,,0,,58,0
29736,note_on,76,0,0,,,,,,,,,0,,65,0
29760,note_on,24,0,0,,,,,,,,,0,,46,52
29760,note_on,0,0,0,,,,,,,,,0,,65,52
30000,note_on,240,0,0,,,,,,,,,0,,65,0
30000,note_on,0,0,0,,,,,,,,,0,,62,52
30130,note_on,130,0,0,,,,,,,,,0,,46,0
30216,note_on,86,0,0,,,,,,,,,0,,62,0
30240,set_tempo,24,1,0,,,,,277777,,,,,,,
30240,note_on,0,0,0,,,,,,,,,0,,46,56
30240,note_on,0,0,0,,,,,,,,,0,,72,52
30480,note_on,240,0,0,,,,,,,,,0,,72,0
30480,note_on,0,0,0,,,,,,,,,0,,68,52
30620,note_on,140,0,0,,,,,,,,,0,,46,0
30696,note_on,76,0,0,,,,,,,,,0,,68,0
30720,note_on,24,0,0,,,,,,,,,0,,67,52
30720,note_on,0,0,0,,,,,,,,,0,,62,52
30720,note_on,0,0,0,,,,,,,,,0,,58,46
30960,note_on,240,0,0,,,,,,,,,0,,67,0
30960,note_on,0,0,0,,,,,,,,,0,,70,52
31100,note_on,140,0,0,,,,,,,,,0,,62,0
31100,note_on,0,0,0,,,,,,,,,0,,58,0
31176,note_on,76,0,0,,,,,,,,,0,,70,0
31200,note_on,24,0,0,,,,,,,,,0,,46,52
31200,note_on,0,0,0,,,,,,,,,0,,68,52
31440,note_on,240,0,0,,,,,,,,,0,,68,0
31440,note_on,0,0,0,,,,,,,,,0,,65,52
31570,note_on,130,0,0,,,,,,,,,0,,46,0
31656,note_on,86,0,0,,,,,,,,,0,,65,0
31680,note_on,24,0,0,,,,,,,,,0,,51,56
31680,note_on,0,0,0,,,,,,,,,0,,68,52
31920,note_on,240,0,0,,,,,,,,,0,,68,0
31920,note_on,0,0,0,,,,,,,,,0,,65,52
32060,note_on,140,0,0,,,,,,,,,0,,51,0
32136,note_on,76,0,0,,,,,,,,,0,,65,0
32160,note_on,24,0,0,,,,,,,,,0,,58,46
32160,note_on,0,0,0,,,,,,,,,0,,63,52
32400,note_on,240,0,0,,,,,,,,,0,,63,0
32400,note_on,0,0,0,,,,,,,,,0,,67,52
32540,note_on,140,0,0,,,,,,,,,0,,58,0
32616,note_on,76,0,0,,,,,,,,,0,,67,0
32640,note_on,24,0,0,,,,,,,,,0,,51,52
32640,note_on,0,0,0,,,,,,,,,0,,67,52
