tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,data,control,value,channel,program,note,velocity
23864,note_on,0,0,0,,,,,,,,,0,,78,0
23990,note_on,126,0,0,,,,,,,,,0,,43,105
23990,note_on,0,0,0,,,,,,,,,0,,79,112
23990,note_on,0,0,0,,,,,,,,,0,,71,112
24104,note_on,114,0,0,,,,,,,,,0,,43,0
24230,note_on,126,0,0,,,,,,,,,0,,50,105
24344,note_on,114,0,0,,,,,,,,,0,,50,0
24463,note_on,119,0,0,,,,,,,,,0,,81,100
24470,note_on,7,0,0,,,,,,,,,0,,79,0
24470,note_on,0,0,0,,,,,,,,,0,,71,0
24480,note_on,10,0,0,,,,,,,,,0,,79,115
24480,note_on,0,0,0,,,,,,,,,0,,70,115
24480,note_on,0,0,0,,,,,,,,,0,,43,112
24522,note_on,42,0,0,,,,,,,,,0,,81,0
24650,note_on,128,0,0,,,,,,,,,0,,43,0
24670,note_on,20,0,0,,,,,,,,,0,,79,0
24670,note_on,0,0,0,,,,,,,,,0,,70,0
24720,note_on,50,0,0,,,,,,,,,0,,78,115
24720,note_on,0,0,0,,,,,,,,,0,,50,112
24720,note_on,0,0,0,,,,,,,,,0,,69,115
24910,note_on,190,0,0,,,,,,,,,0,,78,0
24910,note_on,0,0,0,,,,,,,,,0,,69,0
24936,note_on,26,0,0,,,,,,,,,0,,50,0
24960,note_on,24,0,0,,,,,,,,,0,,79,115
24960,note_on,0,0,0,,,,,,,,,0,,50,112
24960,note_on,0,0,0,,,,,,,,,0,,70,115
25176,note_on,216,0,0,,,,,,,,,0,,50,0
25200,note_on,24,0,0,,,,,,,,,0,,50,112
25422,note_on,222,0,0,,,,,,,,,0,,50,0
25423,note_on,1,0,0,,,,,,,,,0,,81,100
25440,note_on,17,0,0,,,,,,,,,0,,79,0
25440,note_on,0,0,0,,,,,,,,,0,,70,0
25440,note_on,0,0,0,,,,,,,,,0,,79,115
25440,note_on,0,0,0,,,,,,,,,0,,70,115
25440,note_on,0,0,0,,,,,,,,,0,,43,112
25482,note_on,42,0,0,,,,,,,,,0,,81,0
25610,note_on,128,0,0,,,,,,,,,0,,43,0
25630,note_on,20,0,0,,,,,,,,,0,,79,0
25630,note_on,0,0,0,,,,,,,,,0,,70,0
25680,note_on,50,0,0,,,,,,,,,0,,78,115
25680,note_on,0,0,0,,,,,,,,,0,,50,112
25680,note_on,0,0,0,,,,,,,,,0,,69,115
25870,note_on,190,0,0,,,,,,,,,0,,78,0
25870,note_on,0,0,0,,,,,,,,,0,,69,0
25896,note_on,26,0,0,,,,,,,,,0,,50,0
25920,note_on,24,0,0,,,,,,,,,0,,79,115
25920,note_on,0,0,0,,,,,,,,,0,,43,112
25920,note_on,0,0,0,,,,,,,,,0,,70,115
26090,note_on,170,0,0,,,,,,,,,0,,43,0
26110,note_on,20,0,0,,,,,,,,,0,,79,0
26110,note_on,0,0,0,,,,,,,,,0,,70,0
26160,note_on,50,0,0,,,,,,,,,0,,81,115
26160,note_on,0,0,0,,,,,,,,,0,,50,112
26160,note_on,0,0,0,,,,,,,,,0,,72,115
26350,note_on,190,0,0,,,,,,,,,0,,81,0
26350,note_on,0,0,0,,,,,,,,,0,,72,0
26376,note_on,26,0,0,,,,,,,,,0,,50,0
26400,note_on,24,0,0,,,,,,,,,0,,82,127
26400,note_on,0,0,0,,,,,,,,,0,,50,112
26400,note_on,0,0,0,,,,,,,,,0,,74,127
26616,note_on,216,0,0,,,,,,,,,0,,50,0
26640,note_on,24,0,0,,,,,,,,,0,,50,112
26862,note_on,222,0,0,,,,,,,,,0,,50,0
26880,note_on,18,0,0,,,,,,,,,0,,38,112
27050,note_on,170,0,0,,,,,,,,,0,,38,0
27120,note_on,70,0,0,,,,,,,,,0,,82,0
27120,note_on,0,0,0,,,,,,,,,0,,74,0
27120,note_on,0,0,0,,,,,,,,,0,,78,115
27120,note_on,0,0,0,,,,,,,,,0,,50,112
27120,note_on,0,0,0,,,,,,,,,0,,72,115
27336,note_on,216,0,0,,,,,,,,,0,,78,0
27336,note_on,0,0,0,,,,,,,,,0,,50,0
27336,note_on,0,0,0,,,,,,,,,0,,72,0
27343,note_on,7,0,0,,,,,,,,,0,,81,110
27360,note_on,17,0,0,,,,,,,,,0,,79,115
27360,note_on,0,0,0,,,,,,,,,0,,70,115
27360,note_on,0,0,0,,,,,,,,,0,,43,112
27402,note_on,42,0,0,,,,,,,,,0,,81,0
27530,note_on,128,0,0,,,,,,,,,0,,79,0
27530,note_on,0,0,0,,,,,,,,,0,,70,0
27530,note_on,0,0,0,,,,,,,,,0,,43,0
27600,note_on,70,0,0,,,,,,,,,0,,78,115
27600,note_on,0,0,0,,,,,,,,,0,,50,112
27600,note_on,0,0,0,,,,,,,,,0,,69,115
27770,note_on,170,0,0,,,,,,,,,0,,78,0
27770,note_on,0,0,0,,,,,,,,,0,,69,0
27816,note_on,46,0,0,,,,,,,,,0,,50,0
27840,note_on,24,0,0,,,,,,,,,0,,50,112
27840,note_on,0,0,0,,,,,,,,,0,,70,115
27840,note_on,0,0,0,,,,,,,,,0,,79,115
28056,note_on,216,0,0,,,,,,,,,0,,50,0
28080,note_on,24,0,0,,,,,,,,,0,,50,112
28302,note_on,222,0,0,,,,,,,,,0,,50,0
28320,note_on,18,0,0,,,,,,,,,0,,70,0
28320,note_on,0,0,0,,,,,,,,,0,,79,0
28320,note_on,0,0,0,,,,,,,,,0,,79,115
28320,note_on,0,0,0,,,,,,,,,0,,39,112
28320,note_on,0,0,0,,,,,,,,,0,,70,115
28490,note_on,170,0,0,,,,,,,,,0,,79,0
28490,note_on,0,0,0,,,,,,,,,0,,39,0
28490,note_on,0,0,0,,,,,,,,,0,,70,0
28560,note_on,70,0,0,,,,,,,,,0,,79,115
28560,note_on,0,0,0,,,,,,,,,0,,51,112
28560,note_on,0,0,0,,,,,,,,,0,,70,115
28730,note_on,170,0,0,,,,,,,,,0,,79,0
28730,note_on,0,0,0,,,,,,,,,0,,70,0
28776,note_on,46,0,0,,,,,,,,,0,,51,0
28800,note_on,24,0,0,,,,,,,,,0,,80,115
28800,note_on,0,0,0,,,,,,,,,0,,44,112
28800,note_on,0,0,0,,,,,,,,,0,,72,115
28970,note_on,170,0,0,,,,,,,,,0,,80,0
28970,note_on,0,0,0,,,,,,,,,0,,44,0
28970,note_on,0,0,0,,,,,,,,,0,,72,0
29040,note_on,70,0,0,,,,,,,,,0,,82,115
29040,note_on,0,0,0,,,,,,,,,0,,51,112
29040,note_on,0,0,0,,,,,,,,,0,,73,115
29210,note_on,170,0,0,,,,,,,,,0,,82,0
29210,note_on,0,0,0,,,,,,,,,0,,73,0
29256,note_on,46,0,0,,,,,,,,,0,,51,0
29280,note_on,24,0,0,,,,,,,,,0,,84,115
29280,note_on,0,0,0,,,,,,,,,0,,51,112
29280,note_on,0,0,0,,,,,,,,,0,,75,115
29496,note_on,216,0,0,,,,,,,,,0,,51,0
29520,note_on,24,0,0,,,,,,,,,0,,51,112
29742,note_on,222,0,0,,,,,,,,,0,,51,0
29760,note_on,18,0,0,,,,,,,,,0,,39,112
29930,note_on,170,0,0,,,,,,,,,0,,39,0
30000,note_on,70,0,0,,,,,,,,,0,,84,0
30000,note_on,0,0,0,,,,,,,,,0,,75,0
30000,note_on,0,0,0,,,,,,,,,0,,79,115
30000,note_on,0,0,0,,,,,,,,,0,,51,112
30000,note_on,0,0,0,,,,,,,,,0,,70,115
30216,note_on,216,0,0,,,,,,,,,0,,79,0
30216,note_on,0,0,0,,,,,,,,,0,,51,0
30216,note_on,0,0,0,,,,,,,,,0,,70,0
30240,note_on,24,0,0,,,,,,,,,0,,80,115
30240,note_on,0,0,0,,,,,,,,,0,,44,112
30240,note_on,0,0,0,,,,,,,,,0,,72,115
30410,note_on,170,0,0,,,,,,,,,0,,44,0
30456,note_on,46,0,0,,,,,,,,,0,,72,0
30480,note_on,24,0,0,,,,,,,,,0,,51,112
30672,note_on,192,0,0,,,,,,,,,0,,80,0
30696,note_on,24,0,0,,,,,,,,,0,,51,0
30720,note_on,24,0,0,,,,,,,,,0,,51,112
30936,note_on,216,0,0,,,,,,,,,0,,51,0
30960,note_on,24,0,0,,,,,,,,,0,,80,115
30960,note_on,0,0,0,,,,,,,,,0,,51,112
30960,note_on,0,0,0,,,,,,,,,0,,72,115
31182,note_on,222,0,0,,,,,,,,,0,,80,0
31182,note_on,0,0,0,,,,,,,,,0,,51,0
31182,note_on,0,0,0,,,,,,,,,0,,72,0
31200,note_on,18,0,0,,,,,,,,,0,,46,110
31200,note_on,0,0,0,,,,,,,,,0,,79,110
31200,note_on,0,0,0,,,,,,,,,0,,73,110
31370,note_on,170,0,0,,,,,,,,,0,,46,0
31416,note_on,46,0,0,,,,,,,,,0,,79,0
31440,note_on,24,0,0,,,,,,,,,0,,58,110
31632,note_on,192,0,0,,,,,,,,,0,,73,0
31656,note_on,24,0,0,,,,,,,,,0,,58,0
31680,note_on,24,0,0,,,,,,,,,0,,76,100
31680,note_on,0,0,0,,,,,,,,,0,,48,100
31680,note_on,0,0,0,,,,,,,,,0,,70,100
31850,note_on,170,0,0,,,,,,,,,0,,48,0
31920,note_on,70,0,0,,,,,,,,,0,,55,100
32112,note_on,192,0,0,,,,,,,,,0,,76,0
32112,note_on,0,0,0,,,,,,,,,0,,70,0
32136,note_on,24,0,0,,,,,,,,,0,,55,0
32160,note_on,24,0,0,,,,,,,,,0,,55,100
32376,note_on,216,0,0,,,,,,,,,0,,55,0
32400,note_on,24,0,0,,,,,,,,,0,,76,100
32400,note_on,0,0,0,,,,,,,,,0,,55,100
32400,note_on,0,0,0,,,,,,,,,0,,70,100
32622,note_on,222,0,0,,,,,,,,,0,,76,0
32622,note_on,0,0,0,,,,,,,,,0,,55,0
32622,note_on,0,0,0,,,,,,,,,0,,70,0
32640,note_on,18,0,0,,,,,,,,,0,,72,95
32640,note_on,0,0,0,,,,,,,,,0,,52,95
32640,note_on,0,0,0,,,,,,,,,0,,67,95
32810,note_on,170,0,0,,,,,,,,,0,,52,0
32880,note_on,70,0,0,,,,,,,,,0,,60,95
33072,note_on,192,0,0,,,,,,,,,0,,72,0
33072,note_on,0,0,0,,,,,,,,,0,,67,0
33096,note_on,24,0,0,,,,,,,,,0,,60,0
33120,note_on,24,0,0,,,,,,,,,0,,81,105
33120,note_on,0,0,0,,,,,,,,,0,,41,105
33120,note_on,0,0,0,,,,,,,,,0,,72,105
33290,note_on,170,0,0,,,,,,,,,0,,41,0
33360,note_on,70,0,0,,,,,,,,,0,,53,105
33552,note_on,192,0,0,,,,,,,,,0,,81,0
33552,note_on,0,0,0,,,,,,,,,0,,72,0
33576,note_on,24,0,0,,,,,,,,,0,,53,0
33600,note_on,24,0,0,,,,,,,,,0,,53,105
33816,note_on,216,0,0,,,,,,,,,0,,53,0
33840,note_on,24,0,0,,,,,,,,,0,,81,105
33840,note_on,0,0,0,,,,,,,,,0,,53,105
33840,note_on,0,0,0,,,,,,,,,0,,72,105
34062,note_on,222,0,0,,,,,,,,,0,,81,0
34062,note_on,0,0,0,,,,,,,,,0,,53,0
34062,note_on,0,0,0,,,,,,,,,0,,72,0
34080,note_on,18,0,0,,,,,,,,,0,,74,100
34080,note_on,0,0,0,,,,,,,,,0,,46,100
34080,note_on,0,0,0,,,,,,,,,0,,79,100
34250,note_on,170,0,0,,,,,,,,,0,,46,0
34320,note_on,70,0,0,,,,,,,,,0,,58,95
34512,note_on,192,0,0,,,,,,,,,0,,74,0
34512,note_on,0,0,0,,,,,,,,,0,,79,0
34536,note_on,24,0,0,,,,,,,,,0,,58,0
34560,note_on,24,0,0,,,,,,,,,0,,76,95
34560,note_on,0,0,0,,,,,,,,,0,,48,95
34560,note_on,0,0,0,,,,,,,,,0,,70,95
34730,note_on,170,0,0,,,,,,,,,0,,48,0
34800,note_on,70,0,0,,,,,,,,,0,,55,95
34992,note_on,192,0,0,,,,,,,,,0,,76,0
34992,note_on,0,0,0,,,,,,,,,0,,70,0
35016,note_on,24,0,0,,,,,,,,,0,,55,0
35040,note_on,24,0,0,,,,,,,,,0,,55,95
35256,note_on,216,0,0,,,,,,,,,0,,55,0
35280,set_tempo,24,1,0,,,,,387096,,,,,,,
35280,note_on,0,0,0,,,,,,,,,0,,76,95
35280,note_on,0,0,0,,,,,,,,,0,,55,95
35280,note_on,0,0,0,,,,,,,,,0,,70,95
35502,note_on,222,0,0,,,,,,,,,0,,76,0
35502,note_on,0,0,0,,,,,,,,,0,,55,0
35502,note_on,0,0,0,,,,,,,,,0,,70,0
35520,note_on,18,0,0,,,,,,,,,0,,69,95
35520,note_on,0,0,0,,,,,,,,,0,,53,95
35520,note_on,0,0,0,,,,,,,,,0,,72,95
35690,note_on,170,0,0,,,,,,,,,0,,53,0
35760,note_on,70,0,0,,,,,,,,,0,,60,95
35760,note_on,0,0,0,,,,,,,,,0,,57,95
35952,note_on,192,0,0,,,,,,,,,0,,69,0
35952,note_on,0,0,0,,,,,,,,,0,,72,0
35976,note_on,24,0,0,,,,,,,,,0,,60,0
35976,note_on,0,0,0,,,,,,,,,0,,57,0
35983,note_on,7,0,0,,,,,,,,,0,,74,84
36000,set_tempo,17,1,0,,,,,352941,,,,,,,
36000,note_on,0,0,0,,,,,,,,,0,,72,84
36000,note_on,0,0,0,,,,,,,,,0,,41,84
36000,note_on,0,0,0,,,,,,,,,0,,69,84
36037,note_on,37,0,0,,,,,,,,,0,,74,0
36170,note_on,133,0,0,,,,,,,,,0,,72,0
36170,note_on,0,0,0,,,,,,,,,0,,41,0
36170,note_on,0,0,0,,,,,,,,,0,,69,0
36240,note_on,70,0,0,,,,,,,,,0,,53,84
36240,note_on,0,0,0,,,,,,,,,0,,68,84
36240,note_on,0,0,0,,,,,,,,,0,,71,84
36456,note_on,216,0,0,,,,,,,,,0,,53,0
36456,note_on,0,0,0,,,,,,,,,0,,68,0
36456,note_on,0,0,0,,,,,,,,,0,,71,0
36476,note_on,20,0,0,,,,,,,,,0,,69,84
36476,note_on,0,0,0,,,,,,,,,0,,72,84
36476,note_on,0,0,0,,,,,,,,,0,,53,84
36692,note_on,216,0,0,,,,,,,,,0,,53,0
36726,note_on,34,0,0,,,,,,,,,0,,53,84
36942,note_on,216,0,0,,,,,,,,,0,,53,0
36960,note_on,18,0,0,,,,,,,,,0,,41,84
37130,note_on,170,0,0,,,,,,,,,0,,41,0
37196,note_on,66,0,0,,,,,,,,,0,,69,0
37196,note_on,0,0,0,,,,,,,,,0,,72,0
37200,note_on,4,0,0,,,,,,,,,0,,69,84
37200,note_on,0,0,0,,,,,,,,,0,,53,84
37200,note_on,0,0,0,,,,,,,,,0,,65,84
37416,note_on,216,0,0,,,,,,,,,0,,53,0
37423,note_on,7,0,0,,,,,,,,,0,,79,84
37440,note_on,17,0,0,,,,,,,,,0,,69,0
37440,note_on,0,0,0,,,,,,,,,0,,65,0
37440,note_on,0,0,0,,,,,,,,,0,,69,84
37440,note_on,0,0,0,,,,,,,,,0,,41,84
37440,note_on,0,0,0,,,,,,,,,0,,77,84
37477,note_on,37,0,0,,,,,,,,,0,,79,0
37610,note_on,133,0,0,,,,,,,,,0,,69,0
37610,note_on,0,0,0,,,,,,,,,0,,41,0
37610,note_on,0,0,0,,,,,,,,,0,,77,0
37680,note_on,70,0,0,,,,,,,,,0,,68,84
37680,note_on,0,0,0,,,,,,,,,0,,76,84
37680,note_on,0,0,0,,,,,,,,,0,,53,84
37850,note_on,170,0,0,,,,,,,,,0,,68,0
37850,note_on,0,0,0,,,,,,,,,0,,76,0
37896,note_on,46,0,0,,,,,,,,,0,,53,0
37916,note_on,20,0,0,,,,,,,,,0,,77,84
37916,note_on,0,0,0,,,,,,,,,0,,69,84
37916,note_on,0,0,0,,,,,,,,,0,,53,84
38132,note_on,216,0,0,,,,,,,,,0,,53,0
38166,note_on,34,0,0,,,,,,,,,0,,53,84
38382,note_on,216,0,0,,,,,,,,,0,,53,0
38400,note_on,18,0,0,,,,,,,,,0,,41,84
38570,note_on,170,0,0,,,,,,,,,0,,41,0
38636,note_on,66,0,0,,,,,,,,,0,,77,0
38636,note_on,0,0,0,,,,,,,,,0,,69,0
38640,note_on,4,0,0,,,,,,,,,0,,69,84
38640,note_on,0,0,0,,,,,,,,,0,,72,84
38640,note_on,0,0,0,,,,,,,,,0,,53,84
38856,note_on,216,0,0,,,,,,,,,0,,53,0
38863,note_on,7,0,0,,,,,,,,,0,,75,84
38880,note_on,17,0,0,,,,,,,,,0,,69,0
38880,note_on,0,0,0,,,,,,,,,0,,72,0
38880,note_on,0,0,0,,,,,,,,,0,,37,84
38880,note_on,0,0,0,,,,,,,,,0,,73,84
38880,note_on,0,0,0,,,,,,,,,0,,68,84
38917,note_on,37,0,0,,,,,,,,,0,,75,0
39050,note_on,133,0,0,,,,,,,,,0,,37,0
39050,note_on,0,0,0,,,,,,,,,0,,73,0
39050,note_on,0,0,0,,,,,,,,,0,,68,0
39120,note_on,70,0,0,,,,,,,,,0,,72,84
39120,note_on,0,0,0,,,,,,,,,0,,53,84
39120,note_on,0,0,0,,,,,,,,,0,,68,84
39290,note_on,170,0,0,,,,,,,,,0,,72,0
39290,note_on,0,0,0,,,,,,,,,0,,68,0
39336,note_on,46,0,0,,,,,,,,,0,,53,0
39356,note_on,20,0,0,,,,,,,,,0,,73,84
39356,note_on,0,0,0,,,,,,,,,0,,68,84
39356,note_on,0,0,0,,,,,,,,,0,,53,84
39572,note_on,216,0,0,,,,,,,,,0,,53,0
39606,note_on,34,0,0,,,,,,,,,0,,53,84
39822,note_on,216,0,0,,,,,,,,,0,,53,0
39840,note_on,18,0,0,,,,,,,,,0,,49,84
40010,note_on,170,0,0,,,,,,,,,0,,49,0
40076,note_on,66,0,0,,,,,,,,,0,,73,0
40076,note_on,0,0,0,,,,,,,,,0,,68,0
40080,note_on,4,0,0,,,,,,,,,0,,53,84
40080,note_on,0,0,0,,,,,,,,,0,,68,84
40296,note_on,216,0,0,,,,,,,,,0,,53,0
40303,note_on,7,0,0,,,,,,,,,0,,82,84
40320,note_on,17,0,0,,,,,,,,,0,,68,0
40320,note_on,0,0,0,,,,,,,,,0,,80,84
40320,note_on,0,0,0,,,,,,,,,0,,37,84
40320,note_on,0,0,0,,,,,,,,,0,,77,84
40357,note_on,37,0,0,,,,,,,,,0,,82,0
40490,note_on,133,0,0,,,,,,,,,0,,80,0
40490,note_on,0,0,0,,,,,,,,,0,,37,0
40490,note_on,0,0,0,,,,,,,,,0,,77,0
40560,note_on,70,0,0,,,,,,,,,0,,76,84
40560,note_on,0,0,0,,,,,,,,,0,,53,84
40560,note_on,0,0,0,,,,,,,,,0,,79,84
40730,note_on,170,0,0,,,,,,,,,0,,76,0
40730,note_on,0,0,0,,,,,,,,,0,,79,0
40776,note_on,46,0,0,,,,,,,,,0,,53,0
40796,note_on,20,0,0,,,,,,,,,0,,77,84
40796,note_on,0,0,0,,,,,,,,,0,,80,84
40796,note_on,0,0,0,,,,,,,,,0,,53,84
41012,note_on,216,0,0,,,,,,,,,0,,53,0
41046,note_on,34,0,0,,,,,,,,,0,,53,84
41262,note_on,216,0,0,,,,,,,,,0,,53,0
41280,note_on,18,0,0,,,,,,,,,0,,49,84
41450,note_on,170,0,0,,,,,,,,,0,,49,0
41516,note_on,66,0,0,,,,,,,,,0,,77,0
41516,note_on,0,0,0,,,,,,,,,0,,80,0
41520,note_on,4,0,0,,,,,,,,,0,,77,84
41520,note_on,0,0,0,,,,,,,,,0,,53,84
41520,note_on,0,0,0,,,,,,,,,0,,73,84
41736,note_on,216,0,0,,,,,,,,,0,,53,0
41760,note_on,24,0,0,,,,,,,,,0,,77,0
41760,note_on,0,0,0,,,,,,,,,0,,73,0
41760,set_tempo,0,1,0,,,,,361445,,,,,,,
41760,note_on,0,0,0,,,,,,,,,0,,78,80
41760,note_on,0,0,0,,,,,,,,,0,,44,80
41760,note_on,0,0,0,,,,,,,,,0,,75,80
41976,note_on,216,0,0,,,,,,,,,0,,44,0
42000,note_on,24,0,0,,,,,,,,,0,,56,80
42192,note_on,192,0,0,,,,,,,,,0,,78,0
42192,note_on,0,0,0,,,,,,,,,0,,75,0
42236,note_on,44,0,0,,,,,,,,,0,,66,80
42236,note_on,0,0,0,,,,,,,,,0,,63,80
42240,note_on,4,0,0,,,,,,,,,0,,56,0
42476,note_on,236,0,0,,,,,,,,,0,,66,0
42476,note_on,0,0,0,,,,,,,,,0,,63,0
42486,note_on,10,0,0,,,,,,,,,0,,82,80
42486,note_on,0,0,0,,,,,,,,,0,,54,80
42486,note_on,0,0,0,,,,,,,,,0,,72,80
42720,note_on,234,0,0,,,,,,,,,0,,61,80
42720,note_on,0,0,0,,,,,,,,,0,,73,80
42720,note_on,0,0,0,,,,,,,,,0,,65,80
42720,note_on,0,0,0,,,,,,,,,0,,77,80
42726,note_on,6,0,0,,,,,,,,,0,,82,0
42726,note_on,0,0,0,,,,,,,,,0,,54,0
42726,note_on,0,0,0,,,,,,,,,0,,72,0
42960,note_on,234,0,0,,,,,,,,,0,,61,0
42960,note_on,0,0,0,,,,,,,,,0,,73,0
42960,note_on,0,0,0,,,,,,,,,0,,65,0
42960,note_on,0,0,0,,,,,,,,,0,,77,0
42960,note_on,0,0,0,,,,,,,,,0,,80,80
42960,note_on,0,0,0,,,,,,,,,0,,56,80
42960,note_on,0,0,0,,,,,,,,,0,,70,80
43200,note_on,240,0,0,,,,,,,,,0,,80,0
43200,note_on,0,0,0,,,,,,,,,0,,56,0
43200,note_on,0,0,0,,,,,,,,,0,,70,0
43200,note_on,0,0,0,,,,,,,,,0,,72,80
43200,note_on,0,0,0,,,,,,,,,0,,75,80
43440,note_on,240,0,0,,,,,,,,,0,,56,80
43632,note_on,192,0,0,,,,,,,,,0,,72,0
43632,note_on,0,0,0,,,,,,,,,0,,75,0
43676,note_on,44,0,0,,,,,,,,,0,,60,80
43676,note_on,0,0,0,,,,,,,,,0,,63,80
43680,note_on,4,0,0,,,,,,,,,0,,56,0
43916,note_on,236,0,0,,,,,,,,,0,,60,0
43916,note_on,0,0,0,,,,,,,,,0,,63,0
43926,note_on,10,0,0,,,,,,,,,0,,68,80
43926,note_on,0,0,0,,,,,,,,,0,,78,80
43926,note_on,0,0,0,,,,,,,,,0,,56,80
44160,note_on,234,0,0,,,,,,,,,0,,62,80
44160,note_on,0,0,0,,,,,,,,,0,,71,80
44160,note_on,0,0,0,,,,,,,,,0,,59,80
44160,note_on,0,0,0,,,,,,,,,0,,74,80
44166,note_on,6,0,0,,,,,,,,,0,,68,0
44166,note_on,0,0,0,,,,,,,,,0,,78,0
44166,note_on,0,0,0,,,,,,,,,0,,56,0
44400,note_on,234,0,0,,,,,,,,,0,,62,0
44400,note_on,0,0,0,,,,,,,,,0,,71,0
44400,note_on,0,0,0,,,,,,,,,0,,59,0
44400,note_on,0,0,0,,,,,,,,,0,,74,0
44400,note_on,0,0,0,,,,,,,,,0,,77,80
44400,note_on,0,0,0,,,,,,,,,0,,56,80
44400,note_on,0,0,0,,,,,,,,,0,,68,80
44640,note_on,240,0,0,,,,,,,,,0,,77,0
44640,note_on,0,0,0,,,,,,,,,0,,56,0
44640,note_on,0,0,0,,,,,,,,,0,,68,0
44640,note_on,0,0,0,,,,,,,,,0,,78,80
44640,note_on,0,0,0,,,,,,,,,0,,44,80
44640,note_on,0,0,0,,,,,,,,,0,,75,80
44880,note_on,240,0,0,,,,,,,,,0,,44,0
44880,note_on,0,0,0,,,,,,,,,0,,56,80
45072,note_on,192,0,0,,,,,,,,,0,,78,0
45072,note_on,0,0,0,,,,,,,,,0,,75,0
45120,note_on,48,0,0,,,,,,,,,0,,56,0
45120,note_on,0,0,0,,,,,,,,,0,,66,80
45120,note_on,0,0,0,,,,,,,,,0,,63,80
45360,note_on,240,0,0,,,,,,,,,0,,66,0
45360,note_on,0,0,0,,,,,,,,,0,,63,0
45360,note_on,0,0,0,,,,,,,,,0,,82,80
45360,note_on,0,0,0,,,,,,,,,0,,56,80
45360,note_on,0,0,0,,,,,,,,,0,,72,80
45600,note_on,240,0,0,,,,,,,,,0,,82,0
45600,note_on,0,0,0,,,,,,,,,0,,56,0
45600,note_on,0,0,0,,,,,,,,,0,,72,0
45600,note_on,0,0,0,,,,,,,,,0,,61,80
45600,note_on,0,0,0,,,,,,,,,0,,73,80
45600,note_on,0,0,0,,,,,,,,,0,,65,80
45600,note_on,0,0,0,,,,,,,,,0,,77,80
45840,note_on,240,0,0,,,,,,,,,0,,61,0
45840,note_on,0,0,0,,,,,,,,,0,,73,0
45840,note_on,0,0,0,,,,,,,,,0,,65,0
45840,note_on,0,0,0,,,,,,,,,0,,77,0
45840,note_on,0,0,0,,,,,,,,,0,,80,80
45840,note_on,0,0,0,,,,,,,,,0,,56,80
45840,note_on,0,0,0,,,,,,,,,0,,70,80
46080,note_on,240,0,0,,,,,,,,,0,,80,0
46080,note_on,0,0,0,,,,,,,,,0,,56,0
46080,note_on,0,0,0,,,,,,,,,0,,70,0
46080,note_on,0,0,0,,,,,,,,,0,,72,80
46080,note_on,0,0,0,,,,,,,,,0,,75,80
46320,note_on,240,0,0,,,,,,,,,0,,56,80
46512,note_on,192,0,0,,,,,,,,,0,,72,0
46512,note_on,0,0,0,,,,,,,,,0,,75,0
46556,note_on,44,0,0,,,,,,,,,0,,60,80
46556,note_on,0,0,0,,,,,,,,,0,,63,80
46560,note_on,4,0,0,,,,,,,,,0,,56,0
46796,note_on,236,0,0,,,,,,,,,0,,60,0
46796,note_on,0,0,0,,,,,,,,,0,,63,0
46800,note_on,4,0,0,,,,,,,,,0,,68,80
46800,note_on,0,0,0,,,,,,,,,0,,78,80
46806,note_on,6,0,0,,,,,,,,,0,,56,80
47040,note_on,234,0,0,,,,,,,,,0,,71,80
47040,note_on,0,0,0,,,,,,,,,0,,74,80
47040,note_on,0,0,0,,,,,,,,,0,,62,80
47040,note_on,0,0,0,,,,,,,,,0,,59,80
47046,note_on,6,0,0,,,,,,,,,0,,68,0
47046,note_on,0,0,0,,,,,,,,,0,,78,0
47046,note_on,0,0,0,,,,,,,,,0,,56,0
47280,note_on,234,0,0,,,,,,,,,0,,71,0
47280,note_on,0,0,0,,,,,,,,,0,,74,0
47280,note_on,0,0,0,,,,,,,,,0,,62,0
47280,note_on,0,0,0,,,,,,,,,0,,59,0
47280,note_on,0,0,0,,,,,,,,,0,,77,80
47280,note_on,0,0,0,,,,,,,,,0,,68,80
47280,note_on,0,0,0,,,,,,,,,0,,56,80
47520,note_on,240,0,0,,,,,,,,,0,,77,0
47520,note_on,0,0,0,,,,,,,,,0,,68,0
47520,note_on,0,0,0,,,,,,,,,0,,56,0
47520,set_tempo,0,1,0,,,,,352941,,,,,,,
47520,note_on,0,0,0,,,,,,,,,0,,62,80
47520,note_on,0,0,0,,,,,,,,,0,,71,80
47520,note_on,0,0,0,,,,,,,,,0,,59,80
47520,note_on,0,0,0,,,,,,,,,0,,76,80
47760,note_on,240,0,0,,,,,,,,,0,,62,0
47760,note_on,0,0,0,,,,,,,,,0,,59,0
47760,note_on,0,0,0,,,,,,,,,0,,56,80
47952,note_on,192,0,0,,,,,,,,,0,,71,0
47952,note_on,0,0,0,,,,,,,,,0,,76,0
47996,note_on,44,0,0,,,,,,,,,0,,55,88
48000,note_on,4,0,0,,,,,,,,,0,,56,0
48236,note_on,236,0,0,,,,,,,,,0,,55,0
48246,note_on,10,0,0,,,,,,,,,0,,62,86
48246,note_on,0,0,0,,,,,,,,,0,,74,86
48246,note_on,0,0,0,,,,,,,,,0,,59,86
48246,note_on,0,0,0,,,,,,,,,0,,77,86
48246,note_on,0,0,0,,,,,,,,,0,,71,86
48480,note_on,234,0,0,,,,,,,,,0,,76,86
