tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
33261,note_off,,,,,8,0,1,,,,0,91,64
33272,note_on,,,,,11,0,1,,,,0,94,85
33306,note_off,,,,,34,0,1,,,,0,94,64
33311,note_on,,,,,5,0,1,,,,0,91,93
33317,note_on,,,,,6,0,1,,,,0,50,83
33317,note_on,,,,,0,0,1,,,,0,38,64
33332,note_off,,,,,15,0,1,,,,0,38,64
33335,note_off,,,,,3,0,1,,,,0,50,64
33337,note_off,,,,,2,0,1,,,,0,91,64
33345,note_on,,,,,8,0,1,,,,0,86,75
33367,note_off,,,,,22,0,1,,,,0,86,64
33375,note_on,,,,,8,0,1,,,,0,54,85
33375,note_on,,,,,0,0,1,,,,0,94,80
33376,note_on,,,,,1,0,1,,,,0,42,77
33378,note_on,,,,,2,0,1,,,,0,86,75
33387,note_off,,,,,9,0,1,,,,0,42,64
33388,note_off,,,,,1,0,1,,,,0,54,64
33392,note_off,,,,,4,0,1,,,,0,86,64
33396,note_off,,,,,4,0,1,,,,0,94,64
33411,note_on,,,,,15,0,1,,,,0,91,82
33437,note_on,,,,,0,0,1,,,,0,86,69
33437,note_off,,,,,26,0,1,,,,0,91,64
33442,control_change,,,,,0,0,1,,64,88,0,,
33442,note_on,,,,,0,0,1,,,,0,45,80
33442,note_on,,,,,5,0,1,,,,0,57,78
33455,control_change,,,,,13,0,1,,64,127,0,,
33460,note_on,,,,,0,0,1,,,,0,82,69
33460,note_off,,,,,5,0,1,,,,0,45,64
33462,note_off,,,,,2,0,1,,,,0,86,64
33475,note_off,,,,,13,0,1,,,,0,57,64
33486,note_off,,,,,11,0,1,,,,0,82,64
33500,note_on,,,,,14,0,1,,,,0,91,83
33500,note_on,,,,,0,0,1,,,,0,82,71
33505,control_change,,,,,5,0,1,,64,72,0,,
33506,note_on,,,,,1,0,1,,,,0,55,88
33507,note_on,,,,,1,0,1,,,,0,43,79
33510,control_change,,,,,3,0,1,,64,0,0,,
33517,control_change,,,,,7,0,1,,64,24,0,,
33521,control_change,,,,,4,0,1,,64,56,0,,
33523,note_off,,,,,2,0,1,,,,0,43,64
33523,note_off,,,,,0,0,1,,,,0,91,64
33526,control_change,,,,,3,0,1,,64,88,0,,
33528,note_off,,,,,2,0,1,,,,0,82,64
33530,control_change,,,,,2,0,1,,64,127,0,,
33536,note_on,,,,,6,0,1,,,,0,86,83
33537,note_off,,,,,1,0,1,,,,0,55,64
33570,note_on,,,,,33,0,1,,,,0,82,71
33571,note_on,,,,,1,0,1,,,,0,57,82
33573,note_on,,,,,0,0,1,,,,0,45,80
33573,note_off,,,,,2,0,1,,,,0,86,64
33587,note_off,,,,,14,0,1,,,,0,45,64
33597,note_off,,,,,10,0,1,,,,0,57,64
33600,note_on,,,,,3,0,1,,,,0,79,79
33601,note_off,,,,,1,0,1,,,,0,82,64
33623,note_off,,,,,22,0,1,,,,0,79,64
33636,note_on,,,,,13,0,1,,,,0,79,90
33636,control_change,,,,,0,0,1,,64,72,0,,
33636,note_on,,,,,0,0,1,,,,0,86,87
33637,note_on,,,,,1,0,1,,,,0,60,77
33640,control_change,,,,,3,0,1,,64,24,0,,
33642,note_on,,,,,2,0,1,,,,0,48,55
33652,control_change,,,,,10,0,1,,64,88,0,,
33656,control_change,,,,,4,0,1,,64,127,0,,
33658,note_off,,,,,2,0,1,,,,0,48,64
33658,note_off,,,,,0,0,1,,,,0,60,64
33660,note_off,,,,,2,0,1,,,,0,79,64
33663,note_off,,,,,3,0,1,,,,0,86,64
33673,note_on,,,,,10,0,1,,,,0,82,76
33702,note_on,,,,,29,0,1,,,,0,58,79
33703,note_on,,,,,0,0,1,,,,0,79,83
33703,note_on,,,,,1,0,1,,,,0,46,82
33706,note_off,,,,,3,0,1,,,,0,82,64
33722,note_off,,,,,16,0,1,,,,0,46,64
33726,note_off,,,,,4,0,1,,,,0,58,64
33731,note_off,,,,,5,0,1,,,,0,79,64
33737,note_on,,,,,6,0,1,,,,0,74,80
33766,note_off,,,,,29,0,1,,,,0,74,64
33767,note_on,,,,,1,0,1,,,,0,61,88
33770,note_on,,,,,3,0,1,,,,0,49,68
33770,control_change,,,,,0,0,1,,64,72,0,,
33771,note_on,,,,,1,0,1,,,,0,82,77
33773,note_on,,,,,2,0,1,,,,0,74,58
33773,control_change,,,,,0,0,1,,64,40,0,,
33778,control_change,,,,,5,0,1,,64,56,0,,
33782,control_change,,,,,4,0,1,,64,88,0,,
33786,control_change,,,,,4,0,1,,64,127,0,,
33788,note_off,,,,,2,0,1,,,,0,49,64
33793,note_off,,,,,5,0,1,,,,0,61,64
33796,note_off,,,,,3,0,1,,,,0,74,64
33796,note_off,,,,,0,0,1,,,,0,82,64
33807,note_on,,,,,11,0,1,,,,0,79,84
33836,note_on,,,,,0,0,1,,,,0,74,79
33836,note_on,,,,,29,0,1,,,,0,63,85
33838,note_on,,,,,2,0,1,,,,0,51,80
33840,note_off,,,,,2,0,1,,,,0,79,64
33865,note_off,,,,,25,0,1,,,,0,74,64
33866,note_off,,,,,1,0,1,,,,0,51,64
33867,note_on,,,,,1,0,1,,,,0,70,76
33878,note_off,,,,,11,0,1,,,,0,63,64
33892,note_off,,,,,14,0,1,,,,0,70,64
33903,note_on,,,,,0,0,1,,,,0,50,85
33903,note_on,,,,,0,0,1,,,,0,70,63
33903,note_on,,,,,11,0,1,,,,0,62,90
33907,note_on,,,,,4,0,1,,,,0,79,80
33907,control_change,,,,,0,0,1,,64,104,0,,
33912,control_change,,,,,5,0,1,,64,24,0,,
33916,control_change,,,,,4,0,1,,64,0,0,,
33928,note_off,,,,,0,0,1,,,,0,70,64
33928,note_off,,,,,12,0,1,,,,0,79,64
33933,control_change,,,,,5,0,1,,64,40,0,,
33937,control_change,,,,,4,0,1,,64,104,0,,
33941,note_on,,,,,4,0,1,,,,0,74,81
33942,control_change,,,,,1,0,1,,64,127,0,,
33946,note_off,,,,,4,0,1,,,,0,62,64
33962,note_off,,,,,16,0,1,,,,0,50,64
33972,note_on,,,,,10,0,1,,,,0,70,73
33981,note_off,,,,,9,0,1,,,,0,74,64
34000,note_off,,,,,19,0,1,,,,0,70,64
34007,note_on,,,,,7,0,1,,,,0,67,63
34032,note_off,,,,,25,0,1,,,,0,67,64
34042,control_change,,,,,10,0,1,,64,104,0,,
34047,control_change,,,,,5,0,1,,64,24,0,,
34048,note_on,,,,,0,0,1,,,,0,67,67
34048,note_on,,,,,1,0,1,,,,0,74,81
34050,note_on,,,,,2,0,1,,,,0,40,86
34051,control_change,,,,,1,0,1,,64,0,0,,
34052,note_on,,,,,1,0,1,,,,0,28,75
34067,control_change,,,,,15,0,1,,64,56,0,,
34068,note_off,,,,,1,0,1,,,,0,28,64
34070,note_off,,,,,2,0,1,,,,0,67,64
34072,control_change,,,,,0,0,1,,64,127,0,,
34072,note_off,,,,,0,0,1,,,,0,74,64
34072,note_off,,,,,2,0,1,,,,0,40,64
34085,note_on,,,,,13,0,1,,,,0,70,74
34115,note_on,,,,,0,0,1,,,,0,67,70
34115,note_off,,,,,30,0,1,,,,0,70,64
34117,note_on,,,,,2,0,1,,,,0,43,78
34120,note_on,,,,,3,0,1,,,,0,31,72
34136,note_off,,,,,16,0,1,,,,0,43,64
34137,note_off,,,,,1,0,1,,,,0,31,64
34140,note_off,,,,,3,0,1,,,,0,67,64
34151,note_on,,,,,11,0,1,,,,0,60,58
34153,note_on,,,,,2,0,1,,,,0,62,58
34161,note_off,,,,,8,0,1,,,,0,62,64
34171,note_off,,,,,10,0,1,,,,0,60,64
34183,note_on,,,,,12,0,1,,,,0,45,85
34186,note_on,,,,,3,0,1,,,,0,33,68
34187,note_on,,,,,1,0,1,,,,0,70,48
34188,note_on,,,,,0,0,1,,,,0,68,35
34188,note_on,,,,,1,0,1,,,,0,62,65
34193,note_off,,,,,5,0,1,,,,0,33,64
34196,note_on,,,,,3,0,1,,,,0,69,34
34201,note_off,,,,,5,0,1,,,,0,68,64
34201,note_off,,,,,0,0,1,,,,0,45,64
34203,note_off,,,,,2,0,1,,,,0,69,64
34207,note_off,,,,,4,0,1,,,,0,70,64
34210,note_off,,,,,3,0,1,,,,0,62,64
34221,note_on,,,,,11,0,1,,,,0,67,75
34250,note_off,,,,,29,0,1,,,,0,67,64
34253,note_on,,,,,3,0,1,,,,0,46,82
34253,note_on,,,,,0,0,1,,,,0,62,74
34256,note_on,,,,,3,0,1,,,,0,34,69
34277,control_change,,,,,21,0,1,,64,72,0,,
34281,note_on,,,,,4,0,1,,,,0,58,73
34281,control_change,,,,,0,0,1,,64,0,0,,
34286,note_off,,,,,5,0,1,,,,0,62,64
34293,control_change,,,,,7,0,1,,64,40,0,,
34298,control_change,,,,,5,0,1,,64,88,0,,
34302,control_change,,,,,4,0,1,,64,127,0,,
34303,note_off,,,,,1,0,1,,,,0,58,64
34320,note_on,,,,,0,0,1,,,,0,62,75
34320,note_on,,,,,17,0,1,,,,0,67,81
34341,note_off,,,,,0,0,1,,,,0,67,64
34341,note_off,,,,,21,0,1,,,,0,62,64
34352,note_on,,,,,11,0,1,,,,0,64,77
34363,note_off,,,,,11,0,1,,,,0,46,64
34378,note_off,,,,,15,0,1,,,,0,34,64
34380,note_off,,,,,2,0,1,,,,0,64,64
34383,note_on,,,,,3,0,1,,,,0,62,74
34408,note_off,,,,,25,0,1,,,,0,62,64
34413,note_on,,,,,5,0,1,,,,0,55,70
34418,note_on,,,,,5,0,1,,,,0,57,44
34428,note_off,,,,,10,0,1,,,,0,57,64
34433,note_off,,,,,5,0,1,,,,0,55,64
34448,control_change,,,,,15,0,1,,64,88,0,,
34453,control_change,,,,,5,0,1,,64,0,0,,
34455,note_on,,,,,2,0,1,,,,0,70,77
34456,note_on,,,,,1,0,1,,,,0,62,68
34458,note_on,,,,,0,0,1,,,,0,28,68
34458,note_on,,,,,2,0,1,,,,0,40,79
34471,control_change,,,,,13,0,1,,64,56,0,,
34475,control_change,,,,,4,0,1,,64,104,0,,
34477,note_off,,,,,2,0,1,,,,0,28,64
34478,note_off,,,,,0,0,1,,,,0,70,64
34478,control_change,,,,,0,0,1,,64,127,0,,
34478,note_off,,,,,1,0,1,,,,0,62,64
34483,note_off,,,,,5,0,1,,,,0,40,64
34490,note_on,,,,,7,0,1,,,,0,67,74
34517,note_on,,,,,0,0,1,,,,0,62,64
34517,note_off,,,,,27,0,1,,,,0,67,64
34525,note_on,,,,,8,0,1,,,,0,43,60
34526,note_on,,,,,1,0,1,,,,0,31,64
34540,note_off,,,,,14,0,1,,,,0,31,64
34541,note_off,,,,,1,0,1,,,,0,43,64
34550,note_on,,,,,0,0,1,,,,0,58,73
34550,note_off,,,,,9,0,1,,,,0,62,64
34570,note_off,,,,,20,0,1,,,,0,58,64
34590,note_on,,,,,20,0,1,,,,0,45,70
34590,note_on,,,,,0,0,1,,,,0,61,26
34591,note_on,,,,,1,0,1,,,,0,67,73
34592,note_on,,,,,1,0,1,,,,0,62,77
34595,note_on,,,,,3,0,1,,,,0,33,24
34597,note_off,,,,,2,0,1,,,,0,61,64
34605,note_off,,,,,8,0,1,,,,0,33,64
34605,note_off,,,,,0,0,1,,,,0,45,64
34612,note_off,,,,,7,0,1,,,,0,62,64
34615,note_off,,,,,3,0,1,,,,0,67,64
34625,note_on,,,,,10,0,1,,,,0,64,76
34650,note_off,,,,,25,0,1,,,,0,64,64
34653,note_on,,,,,3,0,1,,,,0,46,73
34655,note_on,,,,,2,0,1,,,,0,34,62
34657,note_on,,,,,2,0,1,,,,0,62,73
34667,control_change,,,,,10,0,1,,64,56,0,,
34672,control_change,,,,,5,0,1,,64,0,0,,
34685,note_off,,,,,13,0,1,,,,0,62,64
34688,control_change,,,,,0,0,1,,64,24,0,,
34688,note_on,,,,,3,0,1,,,,0,55,74
34692,control_change,,,,,4,0,1,,64,88,0,,
34697,control_change,,,,,5,0,1,,64,127,0,,
34711,note_off,,,,,14,0,1,,,,0,55,64
34726,note_on,,,,,15,0,1,,,,0,62,69
34728,note_on,,,,,2,0,1,,,,0,67,79
34750,note_off,,,,,22,0,1,,,,0,62,64
34755,note_off,,,,,5,0,1,,,,0,67,64
34762,note_on,,,,,7,0,1,,,,0,64,73
34797,note_on,,,,,35,0,1,,,,0,62,69
34798,note_off,,,,,1,0,1,,,,0,64,64
34816,note_off,,,,,18,0,1,,,,0,34,64
34823,note_off,,,,,7,0,1,,,,0,62,64
34826,note_off,,,,,3,0,1,,,,0,46,64
34833,note_on,,,,,7,0,1,,,,0,55,64
34853,note_off,,,,,20,0,1,,,,0,55,64
34903,note_on,,,,,50,0,1,,,,0,69,68
34906,note_on,,,,,3,0,1,,,,0,61,46
34908,note_on,,,,,0,0,1,,,,0,57,50
34908,note_on,,,,,0,0,1,,,,0,64,57
34908,note_on,,,,,2,0,1,,,,0,55,51
34916,control_change,,,,,8,0,1,,64,88,0,,
34920,control_change,,,,,0,0,1,,64,0,0,,
34920,note_on,,,,,4,0,1,,,,0,45,43
34921,note_on,,,,,1,0,1,,,,0,33,44
34951,note_off,,,,,30,0,1,,,,0,33,64
34953,control_change,,,,,2,0,1,,64,88,0,,
34957,control_change,,,,,4,0,1,,64,127,0,,
34963,note_off,,,,,6,0,1,,,,0,45,64
34978,note_on,,,,,15,0,1,,,,0,44,55
34988,note_off,,,,,10,0,1,,,,0,55,64
34990,note_off,,,,,2,0,1,,,,0,44,64
34991,note_off,,,,,1,0,1,,,,0,57,64
35003,note_on,,,,,12,0,1,,,,0,45,68
35011,note_off,,,,,8,0,1,,,,0,64,64
35023,note_off,,,,,12,0,1,,,,0,45,64
35032,note_off,,,,,9,0,1,,,,0,61,64
35036,note_on,,,,,4,0,1,,,,0,47,66
35047,note_off,,,,,11,0,1,,,,0,69,64
35060,note_off,,,,,13,0,1,,,,0,47,64
35066,note_on,,,,,6,0,1,,,,0,49,67
35093,note_off,,,,,27,0,1,,,,0,49,64
35105,note_on,,,,,12,0,1,,,,0,50,71
35110,note_on,,,,,5,0,1,,,,0,69,71
35111,note_on,,,,,1,0,1,,,,0,57,55
35113,note_on,,,,,2,0,1,,,,0,65,58
35115,note_on,,,,,2,0,1,,,,0,62,56
35117,control_change,,,,,2,0,1,,64,72,0,,
35121,control_change,,,,,4,0,1,,64,0,0,,
35138,note_off,,,,,17,0,1,,,,0,50,64
35142,control_change,,,,,4,0,1,,64,40,0,,
35145,note_on,,,,,3,0,1,,,,0,52,62
35146,control_change,,,,,1,0,1,,64,104,0,,
35150,control_change,,,,,4,0,1,,64,127,0,,
35167,note_off,,,,,17,0,1,,,,0,57,64
35181,note_on,,,,,14,0,1,,,,0,53,68
35182,note_off,,,,,1,0,1,,,,0,69,64
35187,note_off,,,,,0,0,1,,,,0,65,64
35187,note_off,,,,,5,0,1,,,,0,62,64
35203,note_off,,,,,16,0,1,,,,0,52,64
35206,note_off,,,,,3,0,1,,,,0,53,64
35217,note_on,,,,,11,0,1,,,,0,52,63
35223,note_on,,,,,6,0,1,,,,0,69,76
35225,note_on,,,,,2,0,1,,,,0,57,59
35233,note_off,,,,,8,0,1,,,,0,57,64
35233,note_off,,,,,0,0,1,,,,0,69,64
35243,note_off,,,,,10,0,1,,,,0,52,64
35252,note_on,,,,,9,0,1,,,,0,50,51
35253,note_on,,,,,1,0,1,,,,0,57,60
35253,note_on,,,,,0,0,1,,,,0,69,77
35282,note_on,,,,,29,0,1,,,,0,46,60
35283,note_off,,,,,1,0,1,,,,0,50,64
35290,note_off,,,,,7,0,1,,,,0,69,64
35293,note_off,,,,,3,0,1,,,,0,57,64
35295,note_off,,,,,2,0,1,,,,0,46,64
35337,note_on,,,,,42,0,1,,,,0,69,77
35338,note_on,,,,,0,0,1,,,,0,64,63
35338,note_on,,,,,1,0,1,,,,0,61,49
35342,note_on,,,,,0,0,1,,,,0,55,50
35342,note_on,,,,,4,0,1,,,,0,57,50
35350,note_on,,,,,8,0,1,,,,0,33,50
35352,control_change,,,,,2,0,1,,64,104,0,,
35356,control_change,,,,,0,0,1,,64,24,0,,
35356,note_on,,,,,4,0,1,,,,0,45,40
35360,control_change,,,,,4,0,1,,64,0,0,,
35382,note_off,,,,,22,0,1,,,,0,33,64
35386,control_change,,,,,4,0,1,,64,72,0,,
35390,control_change,,,,,4,0,1,,64,127,0,,
35407,note_off,,,,,17,0,1,,,,0,45,64
35415,note_on,,,,,8,0,1,,,,0,44,62
35435,note_off,,,,,20,0,1,,,,0,55,64
35438,note_off,,,,,3,0,1,,,,0,44,64
35438,note_off,,,,,0,0,1,,,,0,57,64
35446,note_on,,,,,8,0,1,,,,0,45,68
35451,note_off,,,,,5,0,1,,,,0,64,64
35456,note_off,,,,,5,0,1,,,,0,61,64
35467,note_off,,,,,11,0,1,,,,0,45,64
35476,note_on,,,,,9,0,1,,,,0,47,74
35485,note_off,,,,,9,0,1,,,,0,69,64
35507,note_off,,,,,22,0,1,,,,0,47,64
35508,note_on,,,,,1,0,1,,,,0,49,82
35541,note_off,,,,,33,0,1,,,,0,49,64
35546,note_on,,,,,5,0,1,,,,0,50,83
35547,note_on,,,,,1,0,1,,,,0,69,82
35548,note_on,,,,,1,0,1,,,,0,57,68
35550,note_on,,,,,2,0,1,,,,0,65,65
35551,note_on,,,,,1,0,1,,,,0,62,67
35557,control_change,,,,,6,0,1,,64,72,0,,
35561,control_change,,,,,4,0,1,,64,0,0,,
35575,note_off,,,,,14,0,1,,,,0,50,64
35581,note_on,,,,,6,0,1,,,,0,52,68
35583,control_change,,,,,2,0,1,,64,56,0,,
35587,control_change,,,,,4,0,1,,64,104,0,,
35591,control_change,,,,,4,0,1,,64,127,0,,
35592,note_off,,,,,1,0,1,,,,0,57,64
35603,note_off,,,,,11,0,1,,,,0,62,64
35606,note_off,,,,,0,0,1,,,,0,69,64
35606,note_off,,,,,3,0,1,,,,0,65,64
35613,note_off,,,,,7,0,1,,,,0,52,64
35617,note_on,,,,,4,0,1,,,,0,53,80
35642,note_off,,,,,25,0,1,,,,0,53,64
35652,note_on,,,,,10,0,1,,,,0,52,80
35692,control_change,,,,,0,0,1,,64,104,0,,
35692,note_on,,,,,40,0,1,,,,0,50,70
35693,note_on,,,,,1,0,1,,,,0,71,81
35693,note_on,,,,,0,0,1,,,,0,59,75
35693,note_on,,,,,0,0,1,,,,0,65,68
35695,note_on,,,,,2,0,1,,,,0,67,66
35696,note_off,,,,,1,0,1,,,,0,52,64
35696,control_change,,,,,0,0,1,,64,24,0,,
35701,control_change,,,,,5,0,1,,64,0,0,,
35717,control_change,,,,,16,0,1,,64,40,0,,
35721,control_change,,,,,4,0,1,,64,104,0,,
35726,control_change,,,,,5,0,1,,64,127,0,,
35728,note_off,,,,,0,0,1,,,,0,50,64
35728,note_off,,,,,2,0,1,,,,0,59,64
35730,note_on,,,,,2,0,1,,,,0,49,76
35732,note_off,,,,,0,0,1,,,,0,65,64
35732,note_off,,,,,2,0,1,,,,0,67,64
35737,note_off,,,,,5,0,1,,,,0,49,64
35741,note_off,,,,,4,0,1,,,,0,71,64
35756,note_on,,,,,15,0,1,,,,0,66,35
35765,note_off,,,,,9,0,1,,,,0,66,64
35786,note_on,,,,,21,0,1,,,,0,72,96
35787,note_on,,,,,0,0,1,,,,0,64,74
35787,note_on,,,,,1,0,1,,,,0,60,84
35788,note_on,,,,,1,0,1,,,,0,67,74
35788,control_change,,,,,0,0,1,,64,104,0,,
35788,note_on,,,,,0,0,1,,,,0,70,67
35792,control_change,,,,,4,0,1,,64,24,0,,
35797,control_change,,,,,5,0,1,,64,0,0,,
35798,note_on,,,,,1,0,1,,,,0,48,73
35798,note_on,,,,,0,0,1,,,,0,36,62
35830,control_change,,,,,32,0,1,,64,88,0,,
35832,note_off,,,,,2,0,1,,,,0,36,64
35835,control_change,,,,,3,0,1,,64,127,0,,
35843,note_off,,,,,8,0,1,,,,0,48,64
35870,note_on,,,,,27,0,1,,,,0,47,74
35887,note_off,,,,,17,0,1,,,,0,47,64
35906,note_on,,,,,19,0,1,,,,0,48,84
35926,note_off,,,,,20,0,1,,,,0,48,64
35927,note_off,,,,,1,0,1,,,,0,67,64
35933,note_off,,,,,6,0,1,,,,0,64,64
35937,note_on,,,,,4,0,1,,,,0,50,81
35945,note_off,,,,,8,0,1,,,,0,60,64
35950,note_off,,,,,5,0,1,,,,0,70,64
35953,note_off,,,,,3,0,1,,,,0,72,64
35961,note_off,,,,,8,0,1,,,,0,50,64
35971,note_on,,,,,10,0,1,,,,0,52,66
36000,note_off,,,,,29,0,1,,,,0,52,64
36010,note_on,,,,,10,0,1,,,,0,72,94
36012,note_on,,,,,0,0,1,,,,0,60,81
36012,note_on,,,,,2,0,1,,,,0,68,70
36013,note_on,,,,,1,0,1,,,,0,65,73
36015,control_change,,,,,2,0,1,,64,72,0,,
36017,note_on,,,,,2,0,1,,,,0,53,74
36020,control_change,,,,,3,0,1,,64,0,0,,
36043,note_off,,,,,23,0,1,,,,0,53,64
36045,control_change,,,,,2,0,1,,64,24,0,,
36048,control_change,,,,,3,0,1,,64,88,0,,
36050,note_on,,,,,2,0,1,,,,0,55,69
36052,control_change,,,,,2,0,1,,64,127,0,,
36076,note_off,,,,,24,0,1,,,,0,60,64
36081,note_off,,,,,5,0,1,,,,0,55,64
36082,note_off,,,,,1,0,1,,,,0,72,64
36085,note_on,,,,,3,0,1,,,,0,56,71
36091,note_off,,,,,6,0,1,,,,0,65,64
36096,note_off,,,,,5,0,1,,,,0,68,64
36118,note_off,,,,,22,0,1,,,,0,56,64
36120,note_on,,,,,2,0,1,,,,0,55,69
36130,note_on,,,,,0,0,1,,,,0,60,82
36130,note_on,,,,,10,0,1,,,,0,72,90
36143,note_off,,,,,13,0,1,,,,0,60,64
36145,note_off,,,,,2,0,1,,,,0,72,64
36156,note_on,,,,,11,0,1,,,,0,53,68
36158,note_on,,,,,0,0,1,,,,0,72,92
36158,note_on,,,,,0,0,1,,,,0,60,85
36158,note_off,,,,,2,0,1,,,,0,55,64
36188,note_off,,,,,30,0,1,,,,0,53,64
36188,note_on,,,,,0,0,1,,,,0,49,67
36198,note_off,,,,,10,0,1,,,,0,49,64
36203,note_off,,,,,5,0,1,,,,0,60,64
36203,note_off,,,,,0,0,1,,,,0,72,64
36243,note_on,,,,,40,0,1,,,,0,72,84
36243,note_on,,,,,0,0,1,,,,0,60,76
36243,note_on,,,,,0,0,1,,,,0,64,68
36243,note_on,,,,,0,0,1,,,,0,70,63
36245,note_on,,,,,2,0,1,,,,0,67,63
36246,control_change,,,,,1,0,1,,64,104,0,,
36250,control_change,,,,,4,0,1,,64,40,0,,
36253,control_change,,,,,3,0,1,,64,0,0,,
36258,note_on,,,,,5,0,1,,,,0,36,51
36261,note_on,,,,,3,0,1,,,,0,48,50
36281,note_off,,,,,20,0,1,,,,0,36,64
36291,control_change,,,,,10,0,1,,64,127,0,,
36297,note_off,,,,,6,0,1,,,,0,48,64
36322,note_on,,,,,25,0,1,,,,0,47,74
36341,note_off,,,,,19,0,1,,,,0,47,64
36358,note_on,,,,,17,0,1,,,,0,48,59
36360,note_on,,,,,2,0,1,,,,0,47,54
36370,note_off,,,,,10,0,1,,,,0,47,64
36371,note_off,,,,,1,0,1,,,,0,67,64
36375,note_off,,,,,4,0,1,,,,0,48,64
36375,note_off,,,,,0,0,1,,,,0,64,64
36381,note_off,,,,,6,0,1,,,,0,60,64
36388,note_on,,,,,7,0,1,,,,0,50,82
36396,note_off,,,,,8,0,1,,,,0,70,64
36400,note_off,,,,,4,0,1,,,,0,72,64
36410,note_off,,,,,10,0,1,,,,0,50,64
36420,note_on,,,,,10,0,1,,,,0,52,74
36447,note_off,,,,,27,0,1,,,,0,52,64
36458,note_on,,,,,11,0,1,,,,0,72,86
36460,note_on,,,,,2,0,1,,,,0,53,73
36460,note_on,,,,,0,0,1,,,,0,68,65
36461,note_on,,,,,0,0,1,,,,0,65,69
36461,note_on,,,,,1,0,1,,,,0,60,73
36465,control_change,,,,,4,0,1,,64,88,0,,
36468,control_change,,,,,3,0,1,,64,0,0,,
36485,note_off,,,,,17,0,1,,,,0,53,64
36492,note_on,,,,,7,0,1,,,,0,55,70
36493,control_change,,,,,1,0,1,,64,56,0,,
36497,control_change,,,,,4,0,1,,64,127,0,,
36500,note_off,,,,,3,0,1,,,,0,60,64
36515,note_off,,,,,0,0,1,,,,0,72,64
36515,note_off,,,,,15,0,1,,,,0,65,64
36520,note_off,,,,,5,0,1,,,,0,55,64
36522,note_off,,,,,2,0,1,,,,0,68,64
36528,note_on,,,,,6,0,1,,,,0,56,67
36553,note_off,,,,,25,0,1,,,,0,56,64
36561,note_on,,,,,8,0,1,,,,0,55,78
36600,note_on,,,,,0,0,1,,,,0,62,90
36600,note_on,,,,,0,0,1,,,,0,74,89
36600,note_on,,,,,0,0,1,,,,0,53,64
36600,note_off,,,,,39,0,1,,,,0,55,64
36601,note_on,,,,,1,0,1,,,,0,70,71
36601,note_on,,,,,0,0,1,,,,0,68,70
36623,note_off,,,,,22,0,1,,,,0,62,64
36635,note_on,,,,,0,0,1,,,,0,52,74
36635,note_off,,,,,12,0,1,,,,0,74,64
36636,note_off,,,,,1,0,1,,,,0,68,64
36637,note_off,,,,,1,0,1,,,,0,70,64
36637,note_off,,,,,0,0,1,,,,0,53,64
36643,note_off,,,,,6,0,1,,,,0,52,64
36688,note_on,,,,,45,0,1,,,,0,75,90
36690,note_on,,,,,2,0,1,,,,0,70,76
36690,note_on,,,,,0,0,1,,,,0,63,85
36692,note_on,,,,,2,0,1,,,,0,73,71
36692,note_on,,,,,0,0,1,,,,0,67,76
36695,control_change,,,,,3,0,1,,64,72,0,,
36700,control_change,,,,,5,0,1,,64,0,0,,
36702,note_on,,,,,2,0,1,,,,0,51,77
36702,note_on,,,,,0,0,1,,,,0,39,65
36728,control_change,,,,,26,0,1,,64,72,0,,
36731,note_off,,,,,3,0,1,,,,0,39,64
36732,control_change,,,,,1,0,1,,64,127,0,,
36738,note_off,,,,,6,0,1,,,,0,51,64
36768,note_on,,,,,30,0,1,,,,0,50,78
36788,note_off,,,,,20,0,1,,,,0,50,64
36801,note_on,,,,,13,0,1,,,,0,51,71
36821,note_off,,,,,20,0,1,,,,0,67,64
36822,note_off,,,,,1,0,1,,,,0,70,64
36825,note_off,,,,,3,0,1,,,,0,51,64
36833,note_on,,,,,8,0,1,,,,0,53,79
36840,note_off,,,,,7,0,1,,,,0,63,64
36848,note_off,,,,,8,0,1,,,,0,73,64
36851,note_off,,,,,3,0,1,,,,0,75,64
36858,note_off,,,,,7,0,1,,,,0,53,64
36866,note_on,,,,,8,0,1,,,,0,55,72
36901,note_off,,,,,35,0,1,,,,0,55,64
36903,note_on,,,,,0,0,1,,,,0,56,65
36903,note_on,,,,,2,0,1,,,,0,75,87
36905,note_on,,,,,2,0,1,,,,0,63,76
36906,note_on,,,,,1,0,1,,,,0,68,64
36907,note_on,,,,,1,0,1,,,,0,71,74
36913,control_change,,,,,6,0,1,,64,104,0,,
36917,control_change,,,,,4,0,1,,64,24,0,,
36921,control_change,,,,,4,0,1,,64,0,0,,
36933,note_off,,,,,12,0,1,,,,0,56,64
36938,note_on,,,,,5,0,1,,,,0,58,67
36947,control_change,,,,,9,0,1,,64,88,0,,
36951,control_change,,,,,4,0,1,,64,127,0,,
36961,note_off,,,,,10,0,1,,,,0,63,64
36966,note_off,,,,,5,0,1,,,,0,58,64
36971,note_on,,,,,0,0,1,,,,0,59,70
36971,note_off,,,,,5,0,1,,,,0,75,64
36982,note_off,,,,,11,0,1,,,,0,71,64
36988,note_off,,,,,6,0,1,,,,0,68,64
37003,note_on,,,,,0,0,1,,,,0,58,67
37003,note_off,,,,,15,0,1,,,,0,59,64
37020,note_on,,,,,17,0,1,,,,0,63,79
