tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,note,velocity,channel
0,key_signature,F,0,1,0,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
0,set_tempo,,0,1,0,,,,,468519,,,
96,note_on,,96,0,2,,,,,,61,88,0
192,note_on,,96,0,2,,,,,,61,0,0
192,note_on,,0,0,2,,,,,,62,88,0
288,note_on,,96,0,2,,,,,,62,0,0
288,note_on,,0,0,2,,,,,,57,88,0
384,note_on,,96,0,2,,,,,,57,0,0
480,note_on,,96,0,2,,,,,,65,88,0
576,note_on,,96,0,2,,,,,,65,0,0
576,note_on,,0,0,2,,,,,,64,88,0
672,note_on,,96,0,2,,,,,,64,0,0
672,note_on,,0,0,2,,,,,,69,88,0
768,note_on,,96,0,2,,,,,,69,0,0
768,note_on,,0,0,2,,,,,,62,88,0
816,note_on,,48,0,2,,,,,,62,0,0
816,note_on,,0,0,2,,,,,,64,88,0
864,note_on,,0,0,2,,,,,,65,88,0
864,note_on,,48,0,2,,,,,,64,0,0
912,note_on,,48,0,2,,,,,,65,0,0
912,note_on,,0,0,2,,,,,,67,88,0
960,note_on,,48,0,2,,,,,,67,0,0
960,note_on,,0,0,2,,,,,,69,88,0
1008,note_on,,48,0,2,,,,,,69,0,0
1008,note_on,,0,0,2,,,,,,70,88,0
1056,note_on,,48,0,2,,,,,,70,0,0
1056,note_on,,0,0,2,,,,,,72,88,0
1056,note_on,,1056,0,3,,,,,,54,88,0
1152,note_on,,96,0,2,,,,,,72,0,0
1152,note_on,,0,0,2,,,,,,72,88,0
1152,note_on,,0,0,3,,,,,,55,88,0
1152,note_on,,96,0,3,,,,,,54,0,0
1200,note_on,,48,0,2,,,,,,72,0,0
1200,note_on,,0,0,2,,,,,,70,88,0
1248,note_on,,48,0,2,,,,,,70,0,0
1248,note_on,,0,0,2,,,,,,69,88,0
1248,note_on,,96,0,3,,,,,,55,0,0
1248,note_on,,0,0,3,,,,,,50,88,0
1296,note_on,,0,0,2,,,,,,67,88,0
1296,note_on,,48,0,2,,,,,,69,0,0
1344,note_on,,0,0,2,,,,,,66,72,0
1344,note_on,,48,0,2,,,,,,67,0,0
1344,note_on,,96,0,3,,,,,,50,0,0
1392,note_on,,0,0,2,,,,,,62,72,0
1392,note_on,,48,0,2,,,,,,66,0,0
1440,note_on,,0,0,2,,,,,,67,72,0
1440,note_on,,96,0,3,,,,,,58,88,0
1440,note_on,,48,0,2,,,,,,62,0,0
1536,note_on,,96,0,3,,,,,,58,0,0
1536,note_on,,0,0,3,,,,,,57,88,0
1536,note_on,,96,0,2,,,,,,67,0,0
1536,note_on,,0,0,2,,,,,,67,72,0
1584,note_on,,48,0,2,,,,,,67,0,0
1584,note_on,,0,0,2,,,,,,64,72,0
1632,note_on,,48,0,2,,,,,,64,0,0
1632,note_on,,96,0,3,,,,,,57,0,0
1632,note_on,,0,0,3,,,,,,62,88,0
1632,note_on,,0,0,2,,,,,,66,72,0
1680,note_on,,48,0,2,,,,,,66,0,0
1680,note_on,,0,0,2,,,,,,69,72,0
1728,note_on,,0,0,2,,,,,,70,72,0
1728,note_on,,48,0,2,,,,,,69,0,0
1728,note_on,,96,0,3,,,,,,62,0,0
1728,note_on,,0,0,3,,,,,,55,88,0
1776,note_on,,48,0,3,,,,,,55,0,0
1776,note_on,,0,0,3,,,,,,57,88,0
1824,note_on,,0,0,3,,,,,,58,88,0
1824,note_on,,48,0,3,,,,,,57,0,0
1872,note_on,,48,0,3,,,,,,58,0,0
1872,note_on,,0,0,3,,,,,,60,88,0
1920,note_on,,192,0,2,,,,,,70,0,0
1920,note_on,,0,0,2,,,,,,70,72,0
1920,note_on,,48,0,3,,,,,,60,0,0
1920,note_on,,0,0,3,,,,,,62,88,0
1968,note_on,,48,0,2,,,,,,70,0,0
1968,note_on,,0,0,2,,,,,,67,72,0
1968,note_on,,0,0,3,,,,,,64,88,0
1968,note_on,,48,0,3,,,,,,62,0,0
2016,note_on,,48,0,3,,,,,,64,0,0
2016,note_on,,48,0,2,,,,,,67,0,0
2016,note_on,,0,0,2,,,,,,69,72,0
2016,note_on,,0,0,3,,,,,,65,88,0
2064,note_on,,48,0,2,,,,,,69,0,0
2064,note_on,,0,0,2,,,,,,73,72,0
2112,note_on,,48,0,2,,,,,,73,0,0
2112,note_on,,0,0,2,,,,,,74,72,0
2160,note_on,,144,0,3,,,,,,65,0,0
2160,note_on,,0,0,3,,,,,,64,88,0
2208,note_on,,0,0,3,,,,,,62,88,0
2208,note_on,,48,0,3,,,,,,64,0,0
2256,note_on,,48,0,3,,,,,,62,0,0
2256,note_on,,0,0,3,,,,,,60,88,0
2304,note_on,,192,0,2,,,,,,74,0,0
2304,note_on,,48,0,3,,,,,,60,0,0
2304,note_on,,0,0,3,,,,,,58,88,0
2304,note_on,,0,0,2,,,,,,74,72,0
2352,note_on,,48,0,2,,,,,,74,0,0
2352,note_on,,48,0,3,,,,,,58,0,0
2352,note_on,,0,0,3,,,,,,57,72,0
2352,note_on,,0,0,2,,,,,,72,72,0
2400,note_on,,48,0,3,,,,,,57,0,0
2400,note_on,,0,0,3,,,,,,62,72,0
2400,note_on,,2400,0,4,,,,,,53,88,0
2400,note_on,,48,0,2,,,,,,72,0,0
2400,note_on,,0,0,2,,,,,,70,72,0
2448,note_on,,48,0,2,,,,,,70,0,0
2448,note_on,,0,0,2,,,,,,69,72,0
2496,note_on,,96,0,4,,,,,,53,0,0
2496,note_on,,48,0,2,,,,,,69,0,0
2496,note_on,,0,0,2,,,,,,67,72,0
2496,note_on,,0,0,4,,,,,,52,88,0
2544,note_on,,48,0,2,,,,,,67,0,0
2544,note_on,,0,0,2,,,,,,65,72,0
2592,note_on,,96,0,4,,,,,,52,0,0
2592,note_on,,0,0,4,,,,,,57,88,0
2592,note_on,,48,0,2,,,,,,65,0,0
2592,note_on,,0,0,3,,,,,,61,72,0
2592,note_on,,0,0,2,,,,,,64,72,0
2592,note_on,,192,0,3,,,,,,62,0,0
2640,note_on,,48,0,3,,,,,,61,0,0
2640,note_on,,0,0,3,,,,,,59,72,0
2688,note_on,,0,0,2,,,,,,69,72,0
2688,note_on,,96,0,2,,,,,,64,0,0
2688,note_on,,96,0,4,,,,,,57,0,0
2688,note_on,,48,0,3,,,,,,59,0,0
2688,note_on,,0,0,3,,,,,,60,72,0
2736,note_on,,0,0,3,,,,,,62,72,0
2736,note_on,,48,0,3,,,,,,60,0,0
2784,note_on,,96,0,4,,,,,,49,88,0
2784,note_on,,48,0,3,,,,,,62,0,0
2784,note_on,,0,0,3,,,,,,64,72,0
2832,note_on,,0,0,2,,,,,,67,72,0
2832,note_on,,144,0,2,,,,,,69,0,0
2880,note_on,,96,0,4,,,,,,49,0,0
2880,note_on,,0,0,4,,,,,,50,88,0
2880,note_on,,0,0,2,,,,,,65,72,0
2880,note_on,,48,0,2,,,,,,67,0,0
2928,note_on,,144,0,3,,,,,,64,0,0
2928,note_on,,0,0,3,,,,,,62,72,0
2976,note_on,,0,0,3,,,,,,64,72,0
2976,note_on,,96,0,4,,,,,,50,0,0
2976,note_on,,0,0,4,,,,,,45,88,0
