tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,value,channel,program,control,note,velocity
44997,note_on,0,0,0,,,,,,,,5,,,63,0
45000,note_on,3,0,0,,,,,,,,1,,,65,74
45000,note_on,0,0,0,,,,,,,,2,,,62,74
45000,note_on,0,0,0,,,,,,,,4,,,50,74
45000,note_on,0,0,0,,,,,,,,5,,,65,58
45000,note_on,0,0,0,,,,,,,,6,,,50,54
45009,note_on,9,0,0,,,,,,,,5,,,65,0
45009,note_on,0,0,0,,,,,,,,2,,,62,0
45009,note_on,0,0,0,,,,,,,,1,,,65,0
45012,note_on,3,0,0,,,,,,,,1,,,63,74
45012,note_on,0,0,0,,,,,,,,2,,,60,74
45012,note_on,0,0,0,,,,,,,,5,,,63,51
45019,note_on,7,0,0,,,,,,,,6,,,50,0
45019,note_on,0,0,0,,,,,,,,4,,,50,0
45021,note_on,2,0,0,,,,,,,,1,,,63,0
45021,note_on,0,0,0,,,,,,,,2,,,60,0
45021,note_on,0,0,0,,,,,,,,5,,,63,0
45024,note_on,3,0,0,,,,,,,,1,,,65,74
45024,note_on,0,0,0,,,,,,,,2,,,62,74
45024,note_on,0,0,0,,,,,,,,4,,,51,74
45024,note_on,0,0,0,,,,,,,,5,,,65,50
45024,note_on,0,0,0,,,,,,,,6,,,51,52
45033,note_on,9,0,0,,,,,,,,5,,,65,0
45033,note_on,0,0,0,,,,,,,,2,,,62,0
45033,note_on,0,0,0,,,,,,,,1,,,65,0
45036,note_on,3,0,0,,,,,,,,1,,,63,74
45036,note_on,0,0,0,,,,,,,,2,,,60,74
45036,note_on,0,0,0,,,,,,,,5,,,63,45
45043,note_on,7,0,0,,,,,,,,6,,,51,0
45043,note_on,0,0,0,,,,,,,,4,,,51,0
45045,note_on,2,0,0,,,,,,,,1,,,63,0
45045,note_on,0,0,0,,,,,,,,2,,,60,0
45045,note_on,0,0,0,,,,,,,,5,,,63,0
45048,note_on,3,0,0,,,,,,,,1,,,65,74
45048,note_on,0,0,0,,,,,,,,2,,,62,74
45048,note_on,0,0,0,,,,,,,,4,,,53,74
45048,note_on,0,0,0,,,,,,,,5,,,65,49
45048,note_on,0,0,0,,,,,,,,6,,,53,60
45057,note_on,9,0,0,,,,,,,,5,,,65,0
45057,note_on,0,0,0,,,,,,,,2,,,62,0
45057,note_on,0,0,0,,,,,,,,1,,,65,0
45060,note_on,3,0,0,,,,,,,,1,,,63,74
45060,note_on,0,0,0,,,,,,,,2,,,60,74
45060,note_on,0,0,0,,,,,,,,5,,,63,53
45062,note_on,2,0,0,,,,,,,,3,,,55,0
45067,note_on,5,0,0,,,,,,,,4,,,53,0
45067,note_on,0,0,0,,,,,,,,6,,,53,0
45069,note_on,2,0,0,,,,,,,,1,,,63,0
45069,note_on,0,0,0,,,,,,,,2,,,60,0
45069,note_on,0,0,0,,,,,,,,5,,,63,0
45072,note_on,3,0,0,,,,,,,,1,,,62,74
45072,note_on,0,0,0,,,,,,,,2,,,59,74
45072,note_on,0,0,0,,,,,,,,3,,,55,74
45072,note_on,0,0,0,,,,,,,,4,,,55,74
45072,note_on,0,0,0,,,,,,,,5,,,62,50
45072,note_on,0,0,0,,,,,,,,6,,,55,57
45091,note_on,19,0,0,,,,,,,,6,,,55,0
45091,note_on,0,0,0,,,,,,,,4,,,55,0
45096,note_on,5,0,0,,,,,,,,4,,,53,74
45096,note_on,0,0,0,,,,,,,,6,,,53,49
45113,note_on,17,0,0,,,,,,,,3,,,55,0
45113,note_on,0,0,0,,,,,,,,5,,,62,0
45113,note_on,0,0,0,,,,,,,,1,,,62,0
45113,note_on,0,0,0,,,,,,,,2,,,59,0
45115,note_on,2,0,0,,,,,,,,6,,,53,0
45115,note_on,0,0,0,,,,,,,,4,,,53,0
45120,note_on,5,0,0,,,,,,,,1,,,60,74
45120,note_on,0,0,0,,,,,,,,2,,,55,74
45120,note_on,0,0,0,,,,,,,,3,,,55,74
45120,note_on,0,0,0,,,,,,,,4,,,51,74
45120,note_on,0,0,0,,,,,,,,5,,,60,48
45120,note_on,0,0,0,,,,,,,,6,,,51,47
45139,note_on,19,0,0,,,,,,,,5,,,60,0
45139,note_on,0,0,0,,,,,,,,1,,,60,0
45144,note_on,5,0,0,,,,,,,,1,,,62,74
45144,note_on,0,0,0,,,,,,,,5,,,62,56
45161,note_on,17,0,0,,,,,,,,4,,,51,0
45161,note_on,0,0,0,,,,,,,,3,,,55,0
45161,note_on,0,0,0,,,,,,,,2,,,55,0
45161,note_on,0,0,0,,,,,,,,6,,,51,0
45163,note_on,2,0,0,,,,,,,,5,,,62,0
45163,note_on,0,0,0,,,,,,,,1,,,62,0
45168,note_on,5,0,0,,,,,,,,1,,,63,74
45168,note_on,0,0,0,,,,,,,,2,,,60,74
45168,note_on,0,0,0,,,,,,,,3,,,55,74
45168,note_on,0,0,0,,,,,,,,4,,,48,74
45168,note_on,0,0,0,,,,,,,,5,,,63,66
45168,note_on,0,0,0,,,,,,,,6,,,48,57
45187,note_on,19,0,0,,,,,,,,5,,,63,0
45187,note_on,0,0,0,,,,,,,,1,,,63,0
45192,note_on,5,0,0,,,,,,,,1,,,65,74
45192,note_on,0,0,0,,,,,,,,5,,,65,56
45209,note_on,17,0,0,,,,,,,,4,,,48,0
45209,note_on,0,0,0,,,,,,,,3,,,55,0
45209,note_on,0,0,0,,,,,,,,2,,,60,0
45209,note_on,0,0,0,,,,,,,,6,,,48,0
45211,note_on,2,0,0,,,,,,,,5,,,65,0
45211,note_on,0,0,0,,,,,,,,1,,,65,0
45216,note_on,5,0,0,,,,,,,,1,,,67,74
45216,note_on,0,0,0,,,,,,,,2,,,62,74
45216,note_on,0,0,0,,,,,,,,3,,,55,74
45216,note_on,0,0,0,,,,,,,,4,,,47,74
45216,note_on,0,0,0,,,,,,,,5,,,67,55
45216,note_on,0,0,0,,,,,,,,6,,,47,48
45257,note_on,41,0,0,,,,,,,,6,,,47,0
45257,note_on,0,0,0,,,,,,,,2,,,62,0
45257,note_on,0,0,0,,,,,,,,3,,,55,0
45257,note_on,0,0,0,,,,,,,,1,,,67,0
45257,note_on,0,0,0,,,,,,,,5,,,67,0
45257,note_on,0,0,0,,,,,,,,4,,,47,0
45264,note_on,7,0,0,,,,,,,,1,,,63,74
45264,note_on,0,0,0,,,,,,,,2,,,60,74
45264,note_on,0,0,0,,,,,,,,3,,,55,74
45264,note_on,0,0,0,,,,,,,,4,,,48,74
45264,note_on,0,0,0,,,,,,,,5,,,63,53
45264,note_on,0,0,0,,,,,,,,6,,,48,53
45283,note_on,19,0,0,,,,,,,,6,,,48,0
45283,note_on,0,0,0,,,,,,,,4,,,48,0
45288,note_on,5,0,0,,,,,,,,4,,,50,74
45288,note_on,0,0,0,,,,,,,,6,,,50,54
45305,note_on,17,0,0,,,,,,,,3,,,55,0
45305,note_on,0,0,0,,,,,,,,5,,,63,0
45305,note_on,0,0,0,,,,,,,,1,,,63,0
45305,note_on,0,0,0,,,,,,,,2,,,60,0
45307,note_on,2,0,0,,,,,,,,6,,,50,0
45307,note_on,0,0,0,,,,,,,,4,,,50,0
45312,note_on,5,0,0,,,,,,,,1,,,67,74
45312,note_on,0,0,0,,,,,,,,2,,,60,74
45312,note_on,0,0,0,,,,,,,,3,,,60,74
45312,note_on,0,0,0,,,,,,,,4,,,51,74
45312,note_on,0,0,0,,,,,,,,5,,,67,52
45312,note_on,0,0,0,,,,,,,,6,,,51,53
45331,note_on,19,0,0,,,,,,,,6,,,51,0
45331,note_on,0,0,0,,,,,,,,4,,,51,0
45336,note_on,5,0,0,,,,,,,,4,,,50,74
45336,note_on,0,0,0,,,,,,,,6,,,50,55
45353,note_on,17,0,0,,,,,,,,3,,,60,0
45353,note_on,0,0,0,,,,,,,,5,,,67,0
45353,note_on,0,0,0,,,,,,,,1,,,67,0
45353,note_on,0,0,0,,,,,,,,2,,,60,0
45355,note_on,2,0,0,,,,,,,,6,,,50,0
45355,note_on,0,0,0,,,,,,,,4,,,50,0
45360,note_on,5,0,0,,,,,,,,1,,,72,74
45360,note_on,0,0,0,,,,,,,,2,,,67,74
45360,note_on,0,0,0,,,,,,,,3,,,63,74
45360,note_on,0,0,0,,,,,,,,4,,,51,74
45360,note_on,0,0,0,,,,,,,,5,,,72,57
45360,note_on,0,0,0,,,,,,,,6,,,51,42
45379,note_on,19,0,0,,,,,,,,6,,,51,0
45379,note_on,0,0,0,,,,,,,,4,,,51,0
45384,note_on,5,0,0,,,,,,,,4,,,48,74
45384,note_on,0,0,0,,,,,,,,6,,,48,60
45401,note_on,17,0,0,,,,,,,,3,,,63,0
45401,note_on,0,0,0,,,,,,,,5,,,72,0
45401,note_on,0,0,0,,,,,,,,1,,,72,0
45401,note_on,0,0,0,,,,,,,,2,,,67,0
45403,note_on,2,0,0,,,,,,,,6,,,48,0
45403,note_on,0,0,0,,,,,,,,4,,,48,0
45408,note_on,5,0,0,,,,,,,,1,,,74,74
45408,note_on,0,0,0,,,,,,,,2,,,71,74
45408,note_on,0,0,0,,,,,,,,3,,,67,74
45408,note_on,0,0,0,,,,,,,,4,,,43,74
45408,note_on,0,0,0,,,,,,,,5,,,71,58
45408,note_on,0,0,0,,,,,,,,5,,,67,51
45408,note_on,0,0,0,,,,,,,,5,,,74,43
45408,note_on,0,0,0,,,,,,,,6,,,43,49
45449,note_on,41,0,0,,,,,,,,6,,,43,0
45449,note_on,0,0,0,,,,,,,,1,,,74,0
45449,note_on,0,0,0,,,,,,,,5,,,71,0
45449,note_on,0,0,0,,,,,,,,2,,,71,0
45449,note_on,0,0,0,,,,,,,,3,,,67,0
45449,note_on,0,0,0,,,,,,,,4,,,43,0
45449,note_on,0,0,0,,,,,,,,5,,,67,0
45449,note_on,0,0,0,,,,,,,,5,,,74,0
45456,note_on,7,0,0,,,,,,,,1,,,67,74
45456,note_on,0,0,0,,,,,,,,2,,,62,74
45456,note_on,0,0,0,,,,,,,,3,,,59,74
45456,note_on,0,0,0,,,,,,,,4,,,55,74
45456,note_on,0,0,0,,,,,,,,5,,,62,62
45456,note_on,0,0,0,,,,,,,,5,,,59,59
45456,note_on,0,0,0,,,,,,,,5,,,67,57
45456,note_on,0,0,0,,,,,,,,6,,,55,55
45497,note_on,41,0,0,,,,,,,,6,,,55,0
45497,note_on,0,0,0,,,,,,,,1,,,67,0
45497,note_on,0,0,0,,,,,,,,5,,,62,0
45497,note_on,0,0,0,,,,,,,,2,,,62,0
45497,note_on,0,0,0,,,,,,,,3,,,59,0
45497,note_on,0,0,0,,,,,,,,4,,,55,0
45497,note_on,0,0,0,,,,,,,,5,,,59,0
45497,note_on,0,0,0,,,,,,,,5,,,67,0
45552,note_on,55,0,0,,,,,,,,5,,,71,59
45552,note_on,0,0,0,,,,,,,,5,,,67,49
45552,note_on,0,0,0,,,,,,,,5,,,74,40
45552,note_on,0,0,0,,,,,,,,6,,,43,48
45593,note_on,41,0,0,,,,,,,,6,,,43,0
45593,note_on,0,0,0,,,,,,,,5,,,71,0
45593,note_on,0,0,0,,,,,,,,5,,,67,0
45593,note_on,0,0,0,,,,,,,,5,,,74,0
45600,note_on,7,0,0,,,,,,,,5,,,59,59
45600,note_on,0,0,0,,,,,,,,5,,,62,61
45600,note_on,0,0,0,,,,,,,,5,,,67,53
45600,note_on,0,0,0,,,,,,,,6,,,55,58
45641,note_on,41,0,0,,,,,,,,6,,,55,0
45641,note_on,0,0,0,,,,,,,,5,,,59,0
45641,note_on,0,0,0,,,,,,,,5,,,62,0
45641,note_on,0,0,0,,,,,,,,5,,,67,0
45696,note_on,55,0,0,,,,,,,,1,,,75,74
45696,note_on,0,0,0,,,,,,,,2,,,72,74
45696,note_on,0,0,0,,,,,,,,3,,,67,74
45696,note_on,0,0,0,,,,,,,,4,,,43,74
45696,note_on,0,0,0,,,,,,,,5,,,67,50
45696,note_on,0,0,0,,,,,,,,5,,,72,59
45696,note_on,0,0,0,,,,,,,,5,,,75,50
45696,note_on,0,0,0,,,,,,,,6,,,43,47
45737,note_on,41,0,0,,,,,,,,6,,,43,0
45737,note_on,0,0,0,,,,,,,,1,,,75,0
45737,note_on,0,0,0,,,,,,,,5,,,67,0
45737,note_on,0,0,0,,,,,,,,2,,,72,0
45737,note_on,0,0,0,,,,,,,,3,,,67,0
45737,note_on,0,0,0,,,,,,,,4,,,43,0
45737,note_on,0,0,0,,,,,,,,5,,,72,0
45737,note_on,0,0,0,,,,,,,,5,,,75,0
45744,note_on,7,0,0,,,,,,,,1,,,67,74
45744,note_on,0,0,0,,,,,,,,2,,,63,74
45744,note_on,0,0,0,,,,,,,,3,,,60,74
45744,note_on,0,0,0,,,,,,,,4,,,55,74
45744,note_on,0,0,0,,,,,,,,5,,,63,67
45744,note_on,0,0,0,,,,,,,,5,,,67,48
45744,note_on,0,0,0,,,,,,,,5,,,60,45
45744,note_on,0,0,0,,,,,,,,6,,,55,59
45785,note_on,41,0,0,,,,,,,,6,,,55,0
45785,note_on,0,0,0,,,,,,,,1,,,67,0
45785,note_on,0,0,0,,,,,,,,5,,,63,0
45785,note_on,0,0,0,,,,,,,,2,,,63,0
45785,note_on,0,0,0,,,,,,,,3,,,60,0
45785,note_on,0,0,0,,,,,,,,4,,,55,0
45785,note_on,0,0,0,,,,,,,,5,,,67,0
45785,note_on,0,0,0,,,,,,,,5,,,60,0
45840,note_on,55,0,0,,,,,,,,5,,,72,59
45840,note_on,0,0,0,,,,,,,,5,,,75,52
45840,note_on,0,0,0,,,,,,,,5,,,67,48
45840,note_on,0,0,0,,,,,,,,6,,,43,48
45881,note_on,41,0,0,,,,,,,,6,,,43,0
45881,note_on,0,0,0,,,,,,,,5,,,72,0
45881,note_on,0,0,0,,,,,,,,5,,,75,0
45881,note_on,0,0,0,,,,,,,,5,,,67,0
45888,note_on,7,0,0,,,,,,,,5,,,63,59
45888,note_on,0,0,0,,,,,,,,5,,,60,48
45888,note_on,0,0,0,,,,,,,,5,,,67,49
45888,note_on,0,0,0,,,,,,,,6,,,55,61
45929,note_on,41,0,0,,,,,,,,6,,,55,0
45929,note_on,0,0,0,,,,,,,,5,,,63,0
45929,note_on,0,0,0,,,,,,,,5,,,60,0
45929,note_on,0,0,0,,,,,,,,5,,,67,0
45984,note_on,55,0,0,,,,,,,,1,,,77,74
45984,note_on,0,0,0,,,,,,,,2,,,71,74
45984,note_on,0,0,0,,,,,,,,3,,,62,74
45984,note_on,0,0,0,,,,,,,,4,,,43,74
45984,note_on,0,0,0,,,,,,,,5,,,71,57
45984,note_on,0,0,0,,,,,,,,5,,,77,52
45984,note_on,0,0,0,,,,,,,,5,,,67,45
45984,note_on,0,0,0,,,,,,,,6,,,43,52
46025,note_on,41,0,0,,,,,,,,6,,,43,0
46025,note_on,0,0,0,,,,,,,,1,,,77,0
46025,note_on,0,0,0,,,,,,,,5,,,71,0
46025,note_on,0,0,0,,,,,,,,2,,,71,0
46025,note_on,0,0,0,,,,,,,,3,,,62,0
46025,note_on,0,0,0,,,,,,,,4,,,43,0
46025,note_on,0,0,0,,,,,,,,5,,,77,0
46025,note_on,0,0,0,,,,,,,,5,,,67,0
46032,note_on,7,0,0,,,,,,,,1,,,67,74
46032,note_on,0,0,0,,,,,,,,2,,,62,74
46032,note_on,0,0,0,,,,,,,,3,,,59,74
46032,note_on,0,0,0,,,,,,,,4,,,55,74
46032,note_on,0,0,0,,,,,,,,5,,,59,55
46032,note_on,0,0,0,,,,,,,,5,,,62,59
46032,note_on,0,0,0,,,,,,,,5,,,67,53
46032,note_on,0,0,0,,,,,,,,6,,,55,64
46073,note_on,41,0,0,,,,,,,,6,,,55,0
46073,note_on,0,0,0,,,,,,,,1,,,67,0
46073,note_on,0,0,0,,,,,,,,5,,,59,0
46073,note_on,0,0,0,,,,,,,,2,,,62,0
46073,note_on,0,0,0,,,,,,,,3,,,59,0
46073,note_on,0,0,0,,,,,,,,4,,,55,0
46073,note_on,0,0,0,,,,,,,,5,,,62,0
46073,note_on,0,0,0,,,,,,,,5,,,67,0
46128,note_on,55,0,0,,,,,,,,5,,,74,54
46128,note_on,0,0,0,,,,,,,,5,,,71,56
46128,note_on,0,0,0,,,,,,,,5,,,77,52
46128,note_on,0,0,0,,,,,,,,6,,,43,53
46169,note_on,41,0,0,,,,,,,,6,,,43,0
46169,note_on,0,0,0,,,,,,,,5,,,74,0
46169,note_on,0,0,0,,,,,,,,5,,,71,0
46169,note_on,0,0,0,,,,,,,,5,,,77,0
46176,note_on,7,0,0,,,,,,,,5,,,59,60
46176,note_on,0,0,0,,,,,,,,5,,,62,61
46176,note_on,0,0,0,,,,,,,,5,,,67,51
46176,note_on,0,0,0,,,,,,,,6,,,55,59
46217,note_on,41,0,0,,,,,,,,6,,,55,0
46217,note_on,0,0,0,,,,,,,,5,,,59,0
46217,note_on,0,0,0,,,,,,,,5,,,62,0
46217,note_on,0,0,0,,,,,,,,5,,,67,0
46272,note_on,55,0,0,,,,,,,,1,,,72,34
46272,note_on,0,0,0,,,,,,,,5,,,75,69
46272,note_on,0,0,0,,,,,,,,6,,,48,57
46291,note_on,19,0,0,,,,,,,,1,,,72,0
46296,note_on,5,0,0,,,,,,,,1,,,70,34
46313,note_on,17,0,0,,,,,,,,6,,,48,0
46315,note_on,2,0,0,,,,,,,,1,,,70,0
46320,note_on,5,0,0,,,,,,,,1,,,68,34
46320,note_on,0,0,0,,,,,,,,6,,,51,52
46339,note_on,19,0,0,,,,,,,,1,,,68,0
46344,note_on,5,0,0,,,,,,,,1,,,67,34
46361,note_on,17,0,0,,,,,,,,6,,,51,0
46363,note_on,2,0,0,,,,,,,,1,,,67,0
46368,note_on,5,0,0,,,,,,,,1,,,65,34
46368,note_on,0,0,0,,,,,,,,6,,,55,57
46387,note_on,19,0,0,,,,,,,,1,,,65,0
46392,note_on,5,0,0,,,,,,,,1,,,63,34
46409,note_on,17,0,0,,,,,,,,6,,,55,0
46411,note_on,2,0,0,,,,,,,,1,,,63,0
46416,note_on,5,0,0,,,,,,,,1,,,65,34
46416,note_on,0,0,0,,,,,,,,6,,,44,59
46435,note_on,19,0,0,,,,,,,,1,,,65,0
46440,note_on,5,0,0,,,,,,,,1,,,60,34
46457,note_on,17,0,0,,,,,,,,6,,,44,0
46457,note_on,0,0,0,,,,,,,,5,,,75,0
46459,note_on,2,0,0,,,,,,,,1,,,60,0
46464,note_on,5,0,0,,,,,,,,1,,,65,34
46464,note_on,0,0,0,,,,,,,,5,,,74,44
46464,note_on,0,0,0,,,,,,,,6,,,56,63
46473,note_on,9,0,0,,,,,,,,5,,,74,0
46476,note_on,3,0,0,,,,,,,,5,,,75,49
46483,note_on,7,0,0,,,,,,,,1,,,65,0
46485,note_on,2,0,0,,,,,,,,5,,,75,0
46488,note_on,3,0,0,,,,,,,,1,,,67,34
46488,note_on,0,0,0,,,,,,,,5,,,74,48
46505,note_on,17,0,0,,,,,,,,6,,,56,0
46507,note_on,2,0,0,,,,,,,,5,,,74,0
46507,note_on,0,0,0,,,,,,,,1,,,67,0
46512,note_on,5,0,0,,,,,,,,1,,,68,34
46512,note_on,0,0,0,,,,,,,,5,,,72,52
46553,note_on,41,0,0,,,,,,,,5,,,72,0
46560,note_on,7,0,0,,,,,,,,5,,,71,52
46560,note_on,0,0,0,,,,,,,,6,,,50,61
46579,note_on,19,0,0,,,,,,,,5,,,71,0
46579,note_on,0,0,0,,,,,,,,1,,,68,0
46584,note_on,5,0,0,,,,,,,,1,,,67,34
46584,note_on,0,0,0,,,,,,,,5,,,72,55
46601,note_on,17,0,0,,,,,,,,6,,,50,0
46603,note_on,2,0,0,,,,,,,,5,,,72,0
46603,note_on,0,0,0,,,,,,,,1,,,67,0
46608,note_on,5,0,0,,,,,,,,1,,,65,34
46608,note_on,0,0,0,,,,,,,,5,,,74,44
46608,note_on,0,0,0,,,,,,,,6,,,53,64
46627,note_on,19,0,0,,,,,,,,5,,,74,0
46627,note_on,0,0,0,,,,,,,,1,,,65,0
46632,note_on,5,0,0,,,,,,,,1,,,63,34
46632,note_on,0,0,0,,,,,,,,5,,,75,59
46649,note_on,17,0,0,,,,,,,,6,,,53,0
46651,note_on,2,0,0,,,,,,,,5,,,75,0
46651,note_on,0,0,0,,,,,,,,1,,,63,0
46656,note_on,5,0,0,,,,,,,,1,,,62,34
46656,note_on,0,0,0,,,,,,,,5,,,77,50
46656,note_on,0,0,0,,,,,,,,6,,,56,56
46675,note_on,19,0,0,,,,,,,,1,,,62,0
46680,note_on,5,0,0,,,,,,,,1,,,60,34
46697,note_on,17,0,0,,,,,,,,6,,,56,0
46699,note_on,2,0,0,,,,,,,,1,,,60,0
46704,note_on,5,0,0,,,,,,,,1,,,59,34
46704,note_on,0,0,0,,,,,,,,6,,,43,49
46723,note_on,19,0,0,,,,,,,,1,,,59,0
46723,note_on,0,0,0,,,,,,,,5,,,77,0
46728,note_on,5,0,0,,,,,,,,1,,,60,34
46728,note_on,0,0,0,,,,,,,,5,,,75,54
46745,note_on,17,0,0,,,,,,,,6,,,43,0
46747,note_on,2,0,0,,,,,,,,5,,,75,0
46747,note_on,0,0,0,,,,,,,,1,,,60,0
46752,note_on,5,0,0,,,,,,,,1,,,62,34
46752,note_on,0,0,0,,,,,,,,5,,,74,51
46752,note_on,0,0,0,,,,,,,,6,,,55,51
46771,note_on,19,0,0,,,,,,,,5,,,74,0
46771,note_on,0,0,0,,,,,,,,1,,,62,0
46776,note_on,5,0,0,,,,,,,,1,,,63,34
46776,note_on,0,0,0,,,,,,,,5,,,72,51
46793,note_on,17,0,0,,,,,,,,6,,,55,0
46795,note_on,2,0,0,,,,,,,,5,,,72,0
46795,note_on,0,0,0,,,,,,,,1,,,63,0
46800,note_on,5,0,0,,,,,,,,1,,,65,34
46800,note_on,0,0,0,,,,,,,,5,,,71,52
46819,note_on,19,0,0,,,,,,,,5,,,71,0
46824,note_on,5,0,0,,,,,,,,5,,,69,52
46843,note_on,19,0,0,,,,,,,,5,,,69,0
46848,note_on,5,0,0,,,,,,,,2,,,62,74
46848,note_on,0,0,0,,,,,,,,3,,,55,74
46848,note_on,0,0,0,,,,,,,,4,,,47,74
46848,note_on,0,0,0,,,,,,,,5,,,67,53
46848,note_on,0,0,0,,,,,,,,6,,,47,46
46867,note_on,19,0,0,,,,,,,,1,,,65,0
46872,note_on,5,0,0,,,,,,,,1,,,67,74
46889,note_on,17,0,0,,,,,,,,3,,,55,0
46889,note_on,0,0,0,,,,,,,,5,,,67,0
46889,note_on,0,0,0,,,,,,,,4,,,47,0
46889,note_on,0,0,0,,,,,,,,2,,,62,0
46889,note_on,0,0,0,,,,,,,,6,,,47,0
46891,note_on,2,0,0,,,,,,,,1,,,67,0
46896,note_on,5,0,0,,,,,,,,1,,,69,74
46896,note_on,0,0,0,,,,,,,,2,,,62,74
46896,note_on,0,0,0,,,,,,,,3,,,55,74
46896,note_on,0,0,0,,,,,,,,4,,,47,74
46896,note_on,0,0,0,,,,,,,,5,,,69,55
46896,note_on,0,0,0,,,,,,,,6,,,47,45
46915,note_on,19,0,0,,,,,,,,5,,,69,0
46915,note_on,0,0,0,,,,,,,,1,,,69,0
46920,note_on,5,0,0,,,,,,,,1,,,71,74
46920,note_on,0,0,0,,,,,,,,5,,,71,54
46937,note_on,17,0,0,,,,,,,,4,,,47,0
46937,note_on,0,0,0,,,,,,,,3,,,55,0
46937,note_on,0,0,0,,,,,,,,2,,,62,0
46937,note_on,0,0,0,,,,,,,,6,,,47,0
46939,note_on,2,0,0,,,,,,,,5,,,71,0
46939,note_on,0,0,0,,,,,,,,1,,,71,0
46944,note_on,5,0,0,,,,,,,,1,,,72,74
46944,note_on,0,0,0,,,,,,,,2,,,62,74
46944,note_on,0,0,0,,,,,,,,3,,,55,74
46944,note_on,0,0,0,,,,,,,,4,,,47,74
46944,note_on,0,0,0,,,,,,,,5,,,72,50
46944,note_on,0,0,0,,,,,,,,6,,,47,45
46963,note_on,19,0,0,,,,,,,,5,,,72,0
46963,note_on,0,0,0,,,,,,,,1,,,72,0
46968,note_on,5,0,0,,,,,,,,1,,,74,74
46968,note_on,0,0,0,,,,,,,,5,,,74,49
46985,note_on,17,0,0,,,,,,,,4,,,47,0
46985,note_on,0,0,0,,,,,,,,3,,,55,0
46985,note_on,0,0,0,,,,,,,,2,,,62,0
46985,note_on,0,0,0,,,,,,,,6,,,47,0
46987,note_on,2,0,0,,,,,,,,5,,,74,0
46987,note_on,0,0,0,,,,,,,,1,,,74,0
46992,note_on,5,0,0,,,,,,,,1,,,75,74
46992,note_on,0,0,0,,,,,,,,2,,,60,74
46992,note_on,0,0,0,,,,,,,,3,,,55,74
46992,note_on,0,0,0,,,,,,,,4,,,48,74
46992,note_on,0,0,0,,,,,,,,5,,,75,45
46992,note_on,0,0,0,,,,,,,,6,,,48,44
47011,note_on,19,0,0,,,,,,,,6,,,48,0
47011,note_on,0,0,0,,,,,,,,2,,,60,0
47011,note_on,0,0,0,,,,,,,,4,,,48,0
47016,note_on,5,0,0,,,,,,,,2,,,62,74
47016,note_on,0,0,0,,,,,,,,4,,,47,74
47016,note_on,0,0,0,,,,,,,,6,,,47,46
47033,note_on,17,0,0,,,,,,,,1,,,75,0
47033,note_on,0,0,0,,,,,,,,3,,,55,0
47033,note_on,0,0,0,,,,,,,,5,,,75,0
47035,note_on,2,0,0,,,,,,,,2,,,62,0
47035,note_on,0,0,0,,,,,,,,4,,,47,0
47035,note_on,0,0,0,,,,,,,,6,,,47,0
47040,note_on,5,0,0,,,,,,,,1,,,71,74
47040,note_on,0,0,0,,,,,,,,2,,,63,74
47040,note_on,0,0,0,,,,,,,,3,,,67,74
47040,note_on,0,0,0,,,,,,,,4,,,48,74
47040,note_on,0,0,0,,,,,,,,5,,,71,52
47040,note_on,0,0,0,,,,,,,,6,,,48,54
47059,note_on,19,0,0,,,,,,,,6,,,48,0
47059,note_on,0,0,0,,,,,,,,2,,,63,0
47059,note_on,0,0,0,,,,,,,,4,,,48,0
47064,note_on,5,0,0,,,,,,,,2,,,65,74
47064,note_on,0,0,0,,,,,,,,4,,,50,74
47064,note_on,0,0,0,,,,,,,,6,,,50,58
47081,note_on,17,0,0,,,,,,,,1,,,71,0
47081,note_on,0,0,0,,,,,,,,3,,,67,0
47081,note_on,0,0,0,,,,,,,,5,,,71,0
47083,note_on,2,0,0,,,,,,,,2,,,65,0
47083,note_on,0,0,0,,,,,,,,4,,,50,0
47083,note_on,0,0,0,,,,,,,,6,,,50,0
47088,note_on,5,0,0,,,,,,,,1,,,72,74
47088,note_on,0,0,0,,,,,,,,2,,,67,74
47088,note_on,0,0,0,,,,,,,,3,,,60,74
47088,note_on,0,0,0,,,,,,,,4,,,51,74
47088,note_on,0,0,0,,,,,,,,5,,,72,52
47088,note_on,0,0,0,,,,,,,,6,,,51,51
47107,note_on,19,0,0,,,,,,,,6,,,51,0
47107,note_on,0,0,0,,,,,,,,2,,,67,0
47107,note_on,0,0,0,,,,,,,,4,,,51,0
47112,note_on,5,0,0,,,,,,,,2,,,68,74
47112,note_on,0,0,0,,,,,,,,4,,,53,74
47112,note_on,0,0,0,,,,,,,,6,,,53,58
47129,note_on,17,0,0,,,,,,,,1,,,72,0
47129,note_on,0,0,0,,,,,,,,5,,,72,0
47131,note_on,2,0,0,,,,,,,,2,,,68,0
47131,note_on,0,0,0,,,,,,,,4,,,53,0
47131,note_on,0,0,0,,,,,,,,6,,,53,0
47136,note_on,5,0,0,,,,,,,,1,,,63,74
47136,note_on,0,0,0,,,,,,,,2,,,55,74
47136,note_on,0,0,0,,,,,,,,4,,,55,74
47136,note_on,0,0,0,,,,,,,,5,,,63,59
47136,note_on,0,0,0,,,,,,,,6,,,55,57
47177,note_on,41,0,0,,,,,,,,6,,,55,0
