tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,data,tempo,program,note,velocity
24,note_on,0,0,0,,,,,1,,,,68,104
36,note_off,12,0,0,,,,,0,,,,68,0
36,note_on,0,0,0,,,,,0,,,,71,96
36,note_off,0,0,0,,,,,1,,,,68,0
36,note_on,0,0,0,,,,,1,,,,71,104
42,note_off,6,0,0,,,,,2,,,,68,0
42,note_off,0,0,0,,,,,3,,,,59,0
42,note_off,0,0,0,,,,,4,,,,52,0
42,note_off,0,0,0,,,,,5,,,,40,0
46,note_off,4,0,0,,,,,0,,,,71,0
46,note_off,0,0,0,,,,,1,,,,71,0
48,note_on,2,0,0,,,,,0,,,,76,96
48,note_on,0,0,0,,,,,1,,,,76,104
60,note_off,12,0,0,,,,,0,,,,76,0
60,note_off,0,0,0,,,,,1,,,,76,0
72,note_on,12,0,0,,,,,0,,,,76,96
72,note_on,0,0,0,,,,,1,,,,76,104
72,note_on,0,0,0,,,,,2,,,,71,104
72,note_on,0,0,0,,,,,3,,,,59,104
72,note_on,0,0,0,,,,,4,,,,56,96
72,note_on,0,0,0,,,,,5,,,,44,96
84,note_off,12,0,0,,,,,0,,,,76,0
84,note_on,0,0,0,,,,,0,,,,75,96
84,note_off,0,0,0,,,,,1,,,,76,0
84,note_on,0,0,0,,,,,1,,,,75,104
93,note_off,9,0,0,,,,,2,,,,71,0
93,note_off,0,0,0,,,,,3,,,,59,0
93,note_off,0,0,0,,,,,4,,,,56,0
93,note_off,0,0,0,,,,,5,,,,44,0
94,note_off,1,0,0,,,,,0,,,,75,0
94,note_off,0,0,0,,,,,1,,,,75,0
96,note_on,2,0,0,,,,,0,,,,78,96
96,note_on,0,0,0,,,,,1,,,,78,104
96,note_on,0,0,0,,,,,2,,,,69,104
96,note_on,0,0,0,,,,,3,,,,63,104
96,note_on,0,0,0,,,,,4,,,,54,96
96,note_on,0,0,0,,,,,5,,,,42,96
108,note_off,12,0,0,,,,,0,,,,78,0
108,note_on,0,0,0,,,,,0,,,,76,96
108,note_off,0,0,0,,,,,1,,,,78,0
108,note_on,0,0,0,,,,,1,,,,76,104
117,note_off,9,0,0,,,,,2,,,,69,0
117,note_off,0,0,0,,,,,3,,,,63,0
117,note_off,0,0,0,,,,,4,,,,54,0
117,note_off,0,0,0,,,,,5,,,,42,0
118,note_off,1,0,0,,,,,0,,,,76,0
118,note_off,0,0,0,,,,,1,,,,76,0
120,note_on,2,0,0,,,,,0,,,,75,96
120,note_on,0,0,0,,,,,1,,,,75,104
120,note_on,0,0,0,,,,,2,,,,71,104
120,note_on,0,0,0,,,,,3,,,,68,104
120,note_on,0,0,0,,,,,4,,,,52,96
120,note_on,0,0,0,,,,,5,,,,40,96
132,note_off,12,0,0,,,,,0,,,,75,0
132,note_on,0,0,0,,,,,0,,,,73,96
132,note_off,0,0,0,,,,,1,,,,75,0
132,note_on,0,0,0,,,,,1,,,,73,104
141,note_off,9,0,0,,,,,2,,,,71,0
141,note_off,0,0,0,,,,,3,,,,68,0
141,note_off,0,0,0,,,,,4,,,,52,0
141,note_off,0,0,0,,,,,5,,,,40,0
142,note_off,1,0,0,,,,,0,,,,73,0
142,note_off,0,0,0,,,,,1,,,,73,0
144,note_on,2,0,0,,,,,0,,,,71,96
144,note_on,0,0,0,,,,,1,,,,71,104
144,note_on,0,0,0,,,,,2,,,,71,104
144,note_on,0,0,0,,,,,3,,,,66,104
144,note_on,0,0,0,,,,,4,,,,51,96
144,note_on,0,0,0,,,,,5,,,,39,96
156,note_off,12,0,0,,,,,0,,,,71,0
156,note_on,0,0,0,,,,,0,,,,73,96
156,note_off,0,0,0,,,,,1,,,,71,0
156,note_on,0,0,0,,,,,1,,,,73,104
168,note_off,12,0,0,,,,,0,,,,73,0
168,note_on,0,0,0,,,,,0,,,,75,96
168,note_off,0,0,0,,,,,1,,,,73,0
168,note_on,0,0,0,,,,,1,,,,75,104
180,note_off,12,0,0,,,,,0,,,,75,0
180,note_on,0,0,0,,,,,0,,,,78,96
180,note_off,0,0,0,,,,,1,,,,75,0
180,note_on,0,0,0,,,,,1,,,,78,104
186,note_off,6,0,0,,,,,2,,,,71,0
186,note_off,0,0,0,,,,,3,,,,66,0
186,note_off,0,0,0,,,,,4,,,,51,0
186,note_off,0,0,0,,,,,5,,,,39,0
190,note_off,4,0,0,,,,,0,,,,78,0
190,note_off,0,0,0,,,,,1,,,,78,0
192,note_on,2,0,0,,,,,0,,,,81,96
192,note_on,0,0,0,,,,,1,,,,81,104
204,note_off,12,0,0,,,,,0,,,,81,0
204,note_off,0,0,0,,,,,1,,,,81,0
216,note_on,12,0,0,,,,,0,,,,81,96
216,note_on,0,0,0,,,,,1,,,,81,104
216,note_on,0,0,0,,,,,2,,,,71,104
216,note_on,0,0,0,,,,,3,,,,66,104
216,note_on,0,0,0,,,,,4,,,,51,96
216,note_on,0,0,0,,,,,5,,,,39,96
237,note_off,21,0,0,,,,,2,,,,71,0
237,note_off,0,0,0,,,,,3,,,,66,0
237,note_off,0,0,0,,,,,4,,,,51,0
237,note_off,0,0,0,,,,,5,,,,39,0
240,note_on,3,0,0,,,,,2,,,,73,104
240,note_on,0,0,0,,,,,3,,,,64,104
240,note_on,0,0,0,,,,,4,,,,49,96
240,note_on,0,0,0,,,,,5,,,,37,96
261,note_off,21,0,0,,,,,2,,,,73,0
261,note_off,0,0,0,,,,,3,,,,64,0
261,note_off,0,0,0,,,,,4,,,,49,0
261,note_off,0,0,0,,,,,5,,,,37,0
264,note_on,3,0,0,,,,,2,,,,75,104
264,note_on,0,0,0,,,,,3,,,,66,104
264,note_on,0,0,0,,,,,4,,,,47,96
264,note_on,0,0,0,,,,,5,,,,35,96
279,note_off,15,0,0,,,,,0,,,,81,0
279,note_off,0,0,0,,,,,1,,,,81,0
285,note_off,6,0,0,,,,,2,,,,75,0
285,note_off,0,0,0,,,,,3,,,,66,0
285,note_off,0,0,0,,,,,4,,,,47,0
285,note_off,0,0,0,,,,,5,,,,35,0
288,note_on,3,0,0,,,,,0,,,,80,96
288,note_on,0,0,0,,,,,1,,,,80,104
288,note_on,0,0,0,,,,,2,,,,76,104
288,note_on,0,0,0,,,,,3,,,,59,104
288,note_on,0,0,0,,,,,4,,,,52,96
288,note_on,0,0,0,,,,,5,,,,40,96
300,note_off,12,0,0,,,,,0,,,,80,0
300,note_on,0,0,0,,,,,0,,,,78,96
300,note_off,0,0,0,,,,,1,,,,80,0
300,note_on,0,0,0,,,,,1,,,,78,104
309,note_off,9,0,0,,,,,2,,,,76,0
309,note_off,0,0,0,,,,,4,,,,52,0
309,note_off,0,0,0,,,,,5,,,,40,0
310,note_off,1,0,0,,,,,0,,,,78,0
310,note_off,0,0,0,,,,,1,,,,78,0
312,note_on,2,0,0,,,,,0,,,,81,96
312,note_on,0,0,0,,,,,1,,,,81,104
312,note_on,0,0,0,,,,,2,,,,71,104
312,note_on,0,0,0,,,,,4,,,,51,96
312,note_on,0,0,0,,,,,5,,,,39,96
324,note_off,12,0,0,,,,,0,,,,81,0
324,note_on,0,0,0,,,,,0,,,,80,96
324,note_off,0,0,0,,,,,1,,,,81,0
324,note_on,0,0,0,,,,,1,,,,80,104
330,note_off,6,0,0,,,,,3,,,,59,0
333,note_off,3,0,0,,,,,2,,,,71,0
333,note_off,0,0,0,,,,,4,,,,51,0
333,note_off,0,0,0,,,,,5,,,,39,0
334,note_off,1,0,0,,,,,0,,,,80,0
334,note_off,0,0,0,,,,,1,,,,80,0
336,note_on,2,0,0,,,,,0,,,,78,96
336,note_on,0,0,0,,,,,1,,,,78,104
336,note_on,0,0,0,,,,,2,,,,70,104
336,note_on,0,0,0,,,,,3,,,,63,104
336,note_on,0,0,0,,,,,4,,,,49,96
336,note_on,0,0,0,,,,,5,,,,37,96
348,note_off,12,0,0,,,,,0,,,,78,0
348,note_on,0,0,0,,,,,0,,,,76,96
348,note_off,0,0,0,,,,,1,,,,78,0
348,note_on,0,0,0,,,,,1,,,,76,104
357,note_off,9,0,0,,,,,2,,,,70,0
357,note_off,0,0,0,,,,,3,,,,63,0
357,note_off,0,0,0,,,,,4,,,,49,0
357,note_off,0,0,0,,,,,5,,,,37,0
358,note_off,1,0,0,,,,,0,,,,76,0
358,note_off,0,0,0,,,,,1,,,,76,0
360,note_on,2,0,0,,,,,0,,,,75,96
360,note_on,0,0,0,,,,,1,,,,75,104
360,note_on,0,0,0,,,,,2,,,,71,104
360,note_on,0,0,0,,,,,3,,,,66,104
360,note_on,0,0,0,,,,,4,,,,47,96
360,note_on,0,0,0,,,,,5,,,,35,96
372,note_off,12,0,0,,,,,0,,,,75,0
372,note_on,0,0,0,,,,,0,,,,73,96
372,note_off,0,0,0,,,,,1,,,,75,0
372,note_on,0,0,0,,,,,1,,,,73,104
381,note_off,9,0,0,,,,,2,,,,71,0
381,note_off,0,0,0,,,,,4,,,,47,0
381,note_off,0,0,0,,,,,5,,,,35,0
382,note_off,1,0,0,,,,,0,,,,73,0
382,note_off,0,0,0,,,,,1,,,,73,0
384,note_on,2,0,0,,,,,0,,,,76,96
384,note_on,0,0,0,,,,,1,,,,76,104
384,note_on,0,0,0,,,,,2,,,,66,104
384,note_on,0,0,0,,,,,4,,,,45,96
384,note_on,0,0,0,,,,,5,,,,33,96
396,note_off,12,0,0,,,,,0,,,,76,0
396,note_on,0,0,0,,,,,0,,,,75,96
396,note_off,0,0,0,,,,,1,,,,76,0
396,note_on,0,0,0,,,,,1,,,,75,104
402,note_off,6,0,0,,,,,3,,,,66,0
405,note_off,3,0,0,,,,,2,,,,66,0
405,note_off,0,0,0,,,,,4,,,,45,0
405,note_off,0,0,0,,,,,5,,,,33,0
406,note_off,1,0,0,,,,,0,,,,75,0
406,note_off,0,0,0,,,,,1,,,,75,0
408,note_on,2,0,0,,,,,0,,,,73,96
408,note_on,0,0,0,,,,,1,,,,73,104
408,note_on,0,0,0,,,,,2,,,,68,104
408,note_on,0,0,0,,,,,3,,,,64,104
408,note_on,0,0,0,,,,,4,,,,44,96
408,note_on,0,0,0,,,,,5,,,,32,96
420,note_off,12,0,0,,,,,0,,,,73,0
420,note_on,0,0,0,,,,,0,,,,71,96
420,note_off,0,0,0,,,,,1,,,,73,0
420,note_on,0,0,0,,,,,1,,,,71,104
429,note_off,9,0,0,,,,,2,,,,68,0
429,note_off,0,0,0,,,,,3,,,,64,0
429,note_off,0,0,0,,,,,4,,,,44,0
429,note_off,0,0,0,,,,,5,,,,32,0
430,note_off,1,0,0,,,,,0,,,,71,0
430,note_off,0,0,0,,,,,1,,,,71,0
432,note_on,2,0,0,,,,,0,,,,69,96
432,note_on,0,0,0,,,,,1,,,,69,104
432,note_on,0,0,0,,,,,2,,,,69,104
432,note_on,0,0,0,,,,,3,,,,63,104
432,note_on,0,0,0,,,,,4,,,,42,96
432,note_on,0,0,0,,,,,5,,,,30,96
444,note_off,12,0,0,,,,,0,,,,69,0
444,note_on,0,0,0,,,,,0,,,,68,96
444,note_off,0,0,0,,,,,1,,,,69,0
444,note_on,0,0,0,,,,,1,,,,68,104
453,note_off,9,0,0,,,,,2,,,,69,0
453,note_off,0,0,0,,,,,3,,,,63,0
453,note_off,0,0,0,,,,,4,,,,42,0
453,note_off,0,0,0,,,,,5,,,,30,0
454,note_off,1,0,0,,,,,0,,,,68,0
454,note_off,0,0,0,,,,,1,,,,68,0
456,note_on,2,0,0,,,,,0,,,,71,96
456,note_on,0,0,0,,,,,1,,,,71,104
456,note_on,0,0,0,,,,,2,,,,66,104
456,note_on,0,0,0,,,,,3,,,,66,104
456,note_on,0,0,0,,,,,4,,,,51,96
456,note_on,0,0,0,,,,,5,,,,39,96
468,note_off,12,0,0,,,,,0,,,,71,0
468,note_on,0,0,0,,,,,0,,,,69,96
468,note_off,0,0,0,,,,,1,,,,71,0
468,note_on,0,0,0,,,,,1,,,,69,104
477,note_off,9,0,0,,,,,2,,,,66,0
477,note_off,0,0,0,,,,,3,,,,66,0
477,note_off,0,0,0,,,,,4,,,,51,0
477,note_off,0,0,0,,,,,5,,,,39,0
478,note_off,1,0,0,,,,,0,,,,69,0
478,note_off,0,0,0,,,,,1,,,,69,0
480,note_on,2,0,0,,,,,0,,,,68,96
480,note_on,0,0,0,,,,,1,,,,68,104
480,note_on,0,0,0,,,,,2,,,,64,104
480,note_on,0,0,0,,,,,3,,,,59,104
480,note_on,0,0,0,,,,,4,,,,52,96
480,note_on,0,0,0,,,,,5,,,,40,96
492,note_off,12,0,0,,,,,0,,,,68,0
492,note_on,0,0,0,,,,,0,,,,69,96
492,note_off,0,0,0,,,,,1,,,,68,0
492,note_on,0,0,0,,,,,1,,,,69,104
501,note_off,9,0,0,,,,,2,,,,64,0
501,note_off,0,0,0,,,,,3,,,,59,0
501,note_off,0,0,0,,,,,4,,,,52,0
501,note_off,0,0,0,,,,,5,,,,40,0
502,note_off,1,0,0,,,,,0,,,,69,0
502,note_off,0,0,0,,,,,1,,,,69,0
504,note_on,2,0,0,,,,,0,,,,66,96
504,note_on,0,0,0,,,,,1,,,,66,104
504,note_on,0,0,0,,,,,2,,,,63,104
504,note_on,0,0,0,,,,,3,,,,59,104
504,note_on,0,0,0,,,,,4,,,,47,96
504,note_on,0,0,0,,,,,5,,,,35,96
516,note_off,12,0,0,,,,,0,,,,66,0
516,note_on,0,0,0,,,,,0,,,,64,96
516,note_off,0,0,0,,,,,1,,,,66,0
516,note_on,0,0,0,,,,,1,,,,64,104
525,note_off,9,0,0,,,,,2,,,,63,0
525,note_off,0,0,0,,,,,4,,,,47,0
525,note_off,0,0,0,,,,,5,,,,35,0
528,note_off,3,0,0,,,,,0,,,,64,0
528,note_on,0,0,0,,,,,0,,,,66,96
528,note_off,0,0,0,,,,,1,,,,64,0
528,note_on,0,0,0,,,,,1,,,,66,104
528,note_on,0,0,0,,,,,2,,,,66,104
528,note_on,0,0,0,,,,,4,,,,51,96
528,note_on,0,0,0,,,,,5,,,,39,96
535,note_off,7,0,0,,,,,3,,,,59,0
538,note_off,3,0,0,,,,,0,,,,66,0
538,note_off,0,0,0,,,,,1,,,,66,0
540,note_on,2,0,0,,,,,0,,,,69,96
540,note_on,0,0,0,,,,,1,,,,69,104
540,note_on,0,0,0,,,,,3,,,,61,104
549,note_off,9,0,0,,,,,2,,,,66,0
549,note_off,0,0,0,,,,,4,,,,51,0
549,note_off,0,0,0,,,,,5,,,,39,0
550,note_off,1,0,0,,,,,0,,,,69,0
550,note_off,0,0,0,,,,,1,,,,69,0
550,note_off,0,0,0,,,,,3,,,,61,0
552,note_on,2,0,0,,,,,0,,,,68,96
552,note_on,0,0,0,,,,,1,,,,68,104
552,note_on,0,0,0,,,,,2,,,,63,104
552,note_on,0,0,0,,,,,3,,,,59,104
552,note_on,0,0,0,,,,,4,,,,47,96
552,note_on,0,0,0,,,,,5,,,,35,96
562,note_off,10,0,0,,,,,0,,,,68,0
562,note_off,0,0,0,,,,,1,,,,68,0
562,note_off,0,0,0,,,,,3,,,,59,0
564,note_on,2,0,0,,,,,0,,,,66,96
564,note_on,0,0,0,,,,,1,,,,66,104
564,note_on,0,0,0,,,,,3,,,,57,104
573,note_off,9,0,0,,,,,2,,,,63,0
573,note_off,0,0,0,,,,,4,,,,47,0
573,note_off,0,0,0,,,,,5,,,,35,0
574,note_off,1,0,0,,,,,0,,,,66,0
574,note_off,0,0,0,,,,,1,,,,66,0
574,note_off,0,0,0,,,,,3,,,,57,0
576,note_on,2,0,0,,,,,0,,,,64,96
576,note_on,0,0,0,,,,,1,,,,64,104
576,note_on,0,0,0,,,,,2,,,,59,104
576,note_on,0,0,0,,,,,3,,,,56,104
576,note_on,0,0,0,,,,,4,,,,40,96
576,note_on,0,0,0,,,,,5,,,,28,96
588,note_off,12,0,0,,,,,0,,,,64,0
588,note_on,0,0,0,,,,,0,,,,66,96
588,note_off,0,0,0,,,,,1,,,,64,0
588,note_on,0,0,0,,,,,1,,,,66,104
597,note_off,9,0,0,,,,,2,,,,59,0
597,note_off,0,0,0,,,,,3,,,,56,0
597,note_off,0,0,0,,,,,4,,,,40,0
597,note_off,0,0,0,,,,,5,,,,28,0
600,note_off,3,0,0,,,,,0,,,,66,0
600,note_on,0,0,0,,,,,0,,,,68,96
600,note_off,0,0,0,,,,,1,,,,66,0
600,note_on,0,0,0,,,,,1,,,,68,104
600,note_on,0,0,0,,,,,2,,,,71,104
600,note_on,0,0,0,,,,,3,,,,64,104
600,note_on,0,0,0,,,,,4,,,,52,96
600,note_on,0,0,0,,,,,5,,,,40,96
612,note_off,12,0,0,,,,,0,,,,68,0
612,note_on,0,0,0,,,,,0,,,,71,96
612,note_off,0,0,0,,,,,1,,,,68,0
612,note_on,0,0,0,,,,,1,,,,71,104
621,note_off,9,0,0,,,,,2,,,,71,0
621,note_off,0,0,0,,,,,3,,,,64,0
621,note_off,0,0,0,,,,,4,,,,52,0
621,note_off,0,0,0,,,,,5,,,,40,0
622,note_off,1,0,0,,,,,0,,,,71,0
622,note_off,0,0,0,,,,,1,,,,71,0
624,note_on,2,0,0,,,,,0,,,,76,96
624,note_on,0,0,0,,,,,1,,,,76,104
624,note_on,0,0,0,,,,,2,,,,71,104
624,note_on,0,0,0,,,,,3,,,,68,104
624,note_on,0,0,0,,,,,4,,,,51,96
624,note_on,0,0,0,,,,,5,,,,39,96
636,note_off,12,0,0,,,,,0,,,,76,0
636,note_off,0,0,0,,,,,1,,,,76,0
645,note_off,9,0,0,,,,,2,,,,71,0
645,note_off,0,0,0,,,,,3,,,,68,0
645,note_off,0,0,0,,,,,4,,,,51,0
645,note_off,0,0,0,,,,,5,,,,39,0
648,note_on,3,0,0,,,,,0,,,,76,96
648,note_on,0,0,0,,,,,1,,,,76,104
648,note_on,0,0,0,,,,,2,,,,73,104
648,note_on,0,0,0,,,,,3,,,,68,104
648,note_on,0,0,0,,,,,4,,,,49,96
648,note_on,0,0,0,,,,,5,,,,37,96
660,note_off,12,0,0,,,,,0,,,,76,0
660,note_on,0,0,0,,,,,0,,,,75,96
660,note_off,0,0,0,,,,,1,,,,76,0
660,note_on,0,0,0,,,,,1,,,,75,104
669,note_off,9,0,0,,,,,2,,,,73,0
669,note_off,0,0,0,,,,,4,,,,49,0
669,note_off,0,0,0,,,,,5,,,,37,0
670,note_off,1,0,0,,,,,0,,,,75,0
670,note_off,0,0,0,,,,,1,,,,75,0
672,note_on,2,0,0,,,,,0,,,,78,96
672,note_on,0,0,0,,,,,1,,,,78,104
672,note_on,0,0,0,,,,,2,,,,68,104
672,note_on,0,0,0,,,,,4,,,,47,96
672,note_on,0,0,0,,,,,5,,,,35,96
684,note_off,12,0,0,,,,,0,,,,78,0
684,note_on,0,0,0,,,,,0,,,,76,96
684,note_off,0,0,0,,,,,1,,,,78,0
684,note_on,0,0,0,,,,,1,,,,76,104
690,note_off,6,0,0,,,,,3,,,,68,0
693,note_off,3,0,0,,,,,2,,,,68,0
693,note_off,0,0,0,,,,,4,,,,47,0
693,note_off,0,0,0,,,,,5,,,,35,0
694,note_off,1,0,0,,,,,0,,,,76,0
694,note_off,0,0,0,,,,,1,,,,76,0
696,note_on,2,0,0,,,,,0,,,,75,96
696,note_on,0,0,0,,,,,1,,,,75,104
696,note_on,0,0,0,,,,,2,,,,69,104
696,note_on,0,0,0,,,,,3,,,,66,104
696,note_on,0,0,0,,,,,4,,,,45,96
696,note_on,0,0,0,,,,,5,,,,33,96
708,note_off,12,0,0,,,,,0,,,,75,0
708,note_on,0,0,0,,,,,0,,,,73,96
708,note_off,0,0,0,,,,,1,,,,75,0
708,note_on,0,0,0,,,,,1,,,,73,104
717,note_off,9,0,0,,,,,2,,,,69,0
717,note_off,0,0,0,,,,,3,,,,66,0
717,note_off,0,0,0,,,,,4,,,,45,0
717,note_off,0,0,0,,,,,5,,,,33,0
718,note_off,1,0,0,,,,,0,,,,73,0
718,note_off,0,0,0,,,,,1,,,,73,0
720,note_on,2,0,0,,,,,0,,,,64,96
720,note_on,0,0,0,,,,,1,,,,64,104
720,note_on,0,0,0,,,,,2,,,,71,104
720,note_on,0,0,0,,,,,3,,,,64,104
720,note_on,0,0,0,,,,,4,,,,44,96
720,note_on,0,0,0,,,,,5,,,,32,96
732,note_off,12,0,0,,,,,0,,,,64,0
732,note_on,0,0,0,,,,,0,,,,66,96
732,note_off,0,0,0,,,,,1,,,,64,0
732,note_on,0,0,0,,,,,1,,,,66,104
741,note_off,9,0,0,,,,,2,,,,71,0
741,note_off,0,0,0,,,,,3,,,,64,0
741,note_off,0,0,0,,,,,4,,,,44,0
741,note_off,0,0,0,,,,,5,,,,32,0
744,note_off,3,0,0,,,,,0,,,,66,0
744,note_on,0,0,0,,,,,0,,,,68,96
744,note_off,0,0,0,,,,,1,,,,66,0
744,note_on,0,0,0,,,,,1,,,,68,104
744,note_on,0,0,0,,,,,2,,,,74,104
744,note_on,0,0,0,,,,,3,,,,59,104
744,note_on,0,0,0,,,,,4,,,,42,96
744,note_on,0,0,0,,,,,5,,,,30,96
756,note_off,12,0,0,,,,,0,,,,68,0
756,note_on,0,0,0,,,,,0,,,,71,96
756,note_off,0,0,0,,,,,1,,,,68,0
756,note_on,0,0,0,,,,,1,,,,71,104
765,note_off,9,0,0,,,,,2,,,,74,0
765,note_off,0,0,0,,,,,3,,,,59,0
765,note_off,0,0,0,,,,,4,,,,42,0
765,note_off,0,0,0,,,,,5,,,,30,0
766,note_off,1,0,0,,,,,0,,,,71,0
766,note_off,0,0,0,,,,,1,,,,71,0
768,note_on,2,0,0,,,,,0,,,,74,96
768,note_on,0,0,0,,,,,1,,,,74,104
768,note_on,0,0,0,,,,,2,,,,71,104
768,note_on,0,0,0,,,,,3,,,,56,104
768,note_on,0,0,0,,,,,4,,,,40,96
768,note_on,0,0,0,,,,,5,,,,28,96
780,note_off,12,0,0,,,,,0,,,,74,0
780,note_off,0,0,0,,,,,1,,,,74,0
789,note_off,9,0,0,,,,,2,,,,71,0
789,note_off,0,0,0,,,,,3,,,,56,0
789,note_off,0,0,0,,,,,4,,,,40,0
789,note_off,0,0,0,,,,,5,,,,28,0
792,note_on,3,0,0,,,,,0,,,,74,96
792,note_on,0,0,0,,,,,1,,,,74,104
792,note_on,0,0,0,,,,,2,,,,68,104
792,note_on,0,0,0,,,,,3,,,,52,104
792,note_on,0,0,0,,,,,4,,,,52,96
792,note_on,0,0,0,,,,,5,,,,40,96
813,note_off,21,0,0,,,,,2,,,,68,0
813,note_off,0,0,0,,,,,4,,,,52,0
813,note_off,0,0,0,,,,,5,,,,40,0
816,note_on,3,0,0,,,,,2,,,,69,104
816,note_on,0,0,0,,,,,4,,,,54,96
816,note_on,0,0,0,,,,,5,,,,42,96
837,note_off,21,0,0,,,,,2,,,,69,0
837,note_off,0,0,0,,,,,4,,,,54,0
837,note_off,0,0,0,,,,,5,,,,42,0
840,note_on,3,0,0,,,,,2,,,,71,104
840,note_on,0,0,0,,,,,4,,,,56,96
840,note_on,0,0,0,,,,,5,,,,44,96
855,note_off,15,0,0,,,,,0,,,,74,0
855,note_off,0,0,0,,,,,1,,,,74,0
855,note_off,0,0,0,,,,,3,,,,52,0
861,note_off,6,0,0,,,,,2,,,,71,0
861,note_off,0,0,0,,,,,4,,,,56,0
861,note_off,0,0,0,,,,,5,,,,44,0
864,note_on,3,0,0,,,,,0,,,,73,96
864,note_on,0,0,0,,,,,1,,,,73,104
864,note_on,0,0,0,,,,,2,,,,69,104
864,note_on,0,0,0,,,,,3,,,,64,104
864,note_on,0,0,0,,,,,4,,,,57,96
864,note_on,0,0,0,,,,,5,,,,45,96
876,note_off,12,0,0,,,,,0,,,,73,0
876,note_on,0,0,0,,,,,0,,,,76,96
876,note_off,0,0,0,,,,,1,,,,73,0
876,note_on,0,0,0,,,,,1,,,,76,104
885,note_off,9,0,0,,,,,2,,,,69,0
885,note_off,0,0,0,,,,,3,,,,64,0
885,note_off,0,0,0,,,,,4,,,,57,0
885,note_off,0,0,0,,,,,5,,,,45,0
888,note_off,3,0,0,,,,,0,,,,76,0
888,note_on,0,0,0,,,,,0,,,,81,96
888,note_off,0,0,0,,,,,1,,,,76,0
888,note_on,0,0,0,,,,,1,,,,81,104
888,note_on,0,0,0,,,,,2,,,,73,104
888,note_on,0,0,0,,,,,3,,,,66,104
888,note_on,0,0,0,,,,,4,,,,54,96
888,note_on,0,0,0,,,,,5,,,,42,96
900,note_off,12,0,0,,,,,0,,,,81,0
900,note_on,0,0,0,,,,,0,,,,80,96
900,note_off,0,0,0,,,,,1,,,,81,0
900,note_on,0,0,0,,,,,1,,,,80,104
909,note_off,9,0,0,,,,,2,,,,73,0
909,note_off,0,0,0,,,,,3,,,,66,0
909,note_off,0,0,0,,,,,4,,,,54,0
909,note_off,0,0,0,,,,,5,,,,42,0
912,note_off,3,0,0,,,,,0,,,,80,0
912,note_on,0,0,0,,,,,0,,,,78,96
912,note_off,0,0,0,,,,,1,,,,80,0
912,note_on,0,0,0,,,,,1,,,,78,104
912,note_on,0,0,0,,,,,2,,,,73,104
912,note_on,0,0,0,,,,,3,,,,66,104
912,note_on,0,0,0,,,,,4,,,,57,96
912,note_on,0,0,0,,,,,5,,,,45,96
924,note_off,12,0,0,,,,,0,,,,78,0
