tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,note,velocity,channel
0,text,0,1,0,,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,60,64,1
0,text,0,1,2,,,,,,,,,,,,,,
0,text,0,1,1,,,,,,,,,,,,,,
0,text,0,1,3,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,833333,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,24,32,0,0,0,0,,,,,,,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,
360,note_on,360,0,3,,,,,,,,,,,,60,64,2
420,note_on,0,0,3,,,,,,,,,,,,62,64,2
420,note_off,60,0,3,,,,,,,,,,,,60,64,2
480,note_off,60,0,3,,,,,,,,,,,,62,64,2
480,note_on,0,0,3,,,,,,,,,,,,63,64,2
600,note_off,600,0,2,,,,,,,,,,,,60,64,1
600,note_on,0,0,2,,,,,,,,,,,,59,64,1
720,note_off,120,0,2,,,,,,,,,,,,59,64,1
720,note_on,0,0,2,,,,,,,,,,,,60,64,1
840,note_off,120,0,2,,,,,,,,,,,,60,64,1
840,note_on,0,0,2,,,,,,,,,,,,62,64,1
840,note_on,0,0,3,,,,,,,,,,,,65,64,2
840,note_off,360,0,3,,,,,,,,,,,,63,64,2
960,note_on,0,0,3,,,,,,,,,,,,67,64,2
960,note_off,120,0,2,,,,,,,,,,,,62,64,1
960,note_on,0,0,2,,,,,,,,,,,,63,64,1
960,note_off,120,0,3,,,,,,,,,,,,65,64,2
1200,note_on,1200,0,1,,,,,,,,,,,,67,64,0
1320,note_off,120,0,1,,,,,,,,,,,,67,64,0
1320,note_on,0,0,1,,,,,,,,,,,,65,64,0
1440,note_off,120,0,1,,,,,,,,,,,,65,64,0
1440,note_on,0,0,1,,,,,,,,,,,,63,64,0
1680,note_on,0,0,2,,,,,,,,,,,,65,64,1
1680,note_off,720,0,2,,,,,,,,,,,,63,64,1
1680,note_off,720,0,3,,,,,,,,,,,,67,64,2
1740,note_on,60,0,3,,,,,,,,,,,,65,64,2
1800,note_off,60,0,3,,,,,,,,,,,,65,64,2
1800,note_on,0,0,3,,,,,,,,,,,,63,64,2
1860,note_off,60,0,3,,,,,,,,,,,,63,64,2
1860,note_on,0,0,3,,,,,,,,,,,,62,64,2
1920,note_on,0,0,2,,,,,,,,,,,,67,64,1
1920,note_on,0,0,3,,,,,,,,,,,,60,64,2
1920,note_off,240,0,2,,,,,,,,,,,,65,64,1
1920,note_off,60,0,3,,,,,,,,,,,,62,64,2
2160,note_on,0,0,1,,,,,,,,,,,,62,64,0
2160,note_off,720,0,1,,,,,,,,,,,,63,64,0
2280,note_on,0,0,3,,,,,,,,,,,,58,64,2
2280,note_off,360,0,3,,,,,,,,,,,,60,64,2
2400,note_off,120,0,3,,,,,,,,,,,,58,64,2
2400,note_on,0,0,3,,,,,,,,,,,,56,64,2
2400,note_off,240,0,1,,,,,,,,,,,,62,64,0
2400,note_on,0,0,1,,,,,,,,,,,,60,64,0
2520,note_on,0,0,2,,,,,,,,,,,,63,64,1
2520,note_off,600,0,2,,,,,,,,,,,,67,64,1
2640,note_off,120,0,2,,,,,,,,,,,,63,64,1
2640,note_on,0,0,2,,,,,,,,,,,,65,64,1
2760,note_on,0,0,3,,,,,,,,,,,,55,64,2
2760,note_off,120,0,2,,,,,,,,,,,,65,64,1
2760,note_on,0,0,2,,,,,,,,,,,,67,64,1
2760,note_off,360,0,3,,,,,,,,,,,,56,64,2
2880,note_on,0,0,3,,,,,,,,,,,,53,64,2
2880,note_off,120,0,3,,,,,,,,,,,,55,64,2
2880,note_off,120,0,2,,,,,,,,,,,,67,64,1
2880,note_on,0,0,2,,,,,,,,,,,,68,64,1
3180,note_off,300,0,3,,,,,,,,,,,,53,64,2
3180,note_on,0,0,3,,,,,,,,,,,,48,64,2
3240,note_off,60,0,3,,,,,,,,,,,,48,64,2
3240,note_on,0,0,3,,,,,,,,,,,,50,64,2
3300,note_off,60,0,3,,,,,,,,,,,,50,64,2
3300,note_on,0,0,3,,,,,,,,,,,,52,64,2
3360,note_off,60,0,3,,,,,,,,,,,,52,64,2
3360,note_on,0,0,3,,,,,,,,,,,,53,64,2
3600,note_off,720,0,2,,,,,,,,,,,,68,64,1
3720,note_on,0,0,3,,,,,,,,,,,,56,64,2
3720,note_on,120,0,2,,,,,,,,,,,,60,64,1
3720,note_off,360,0,3,,,,,,,,,,,,53,64,2
3840,note_on,0,0,2,,,,,,,,,,,,59,64,1
3840,note_off,120,0,2,,,,,,,,,,,,60,64,1
3840,note_on,0,0,3,,,,,,,,,,,,55,64,2
3840,note_off,120,0,3,,,,,,,,,,,,56,64,2
3840,note_off,1440,0,1,,,,,,,,,,,,60,64,0
3960,note_on,120,0,1,,,,,,,,,,,,62,64,0
4080,note_on,0,0,1,,,,,,,,,,,,63,64,0
4080,note_off,120,0,1,,,,,,,,,,,,62,64,0
4200,note_on,0,0,1,,,,,,,,,,,,65,64,0
4200,note_off,120,0,1,,,,,,,,,,,,63,64,0
4320,note_off,120,0,1,,,,,,,,,,,,65,64,0
4320,note_on,0,0,1,,,,,,,,,,,,67,64,0
4320,note_off,480,0,3,,,,,,,,,,,,55,64,2
4440,note_on,0,0,2,,,,,,,,,,,,55,64,1
4440,note_off,600,0,2,,,,,,,,,,,,59,64,1
4560,note_on,0,0,2,,,,,,,,,,,,59,64,1
4560,note_off,120,0,2,,,,,,,,,,,,55,64,1
4680,note_on,0,0,2,,,,,,,,,,,,62,64,1
4680,note_off,120,0,2,,,,,,,,,,,,59,64,1
4800,note_off,120,0,2,,,,,,,,,,,,62,64,1
4800,note_on,0,0,2,,,,,,,,,,,,67,64,1
5040,note_on,0,0,1,,,,,,,,,,,,69,64,0
5040,note_off,720,0,1,,,,,,,,,,,,67,64,0
5160,note_on,840,0,3,,,,,,,,,,,,63,64,2
5280,note_on,0,0,1,,,,,,,,,,,,71,64,0
5280,note_off,120,0,3,,,,,,,,,,,,63,64,2
5280,note_off,240,0,1,,,,,,,,,,,,69,64,0
5280,note_on,0,0,3,,,,,,,,,,,,62,64,2
5520,note_off,720,0,2,,,,,,,,,,,,67,64,1
5640,note_on,120,0,2,,,,,,,,,,,,69,64,1
5640,note_on,0,0,3,,,,,,,,,,,,60,64,2
5640,note_off,360,0,3,,,,,,,,,,,,62,64,2
5760,note_on,0,0,2,,,,,,,,,,,,67,64,1
5760,note_on,0,0,3,,,,,,,,,,,,62,64,2
5760,note_off,120,0,3,,,,,,,,,,,,60,64,2
5760,note_off,120,0,2,,,,,,,,,,,,69,64,1
5800,note_off,40,0,2,,,,,,,,,,,,67,64,1
