tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel
11568,note_on,,0,0,1,,,,,60,30,0
11616,note_off,,48,0,1,,,,,60,30,0
11616,note_on,,0,0,1,,,,,63,30,0
11664,note_off,,48,0,1,,,,,63,30,0
11664,note_on,,0,0,1,,,,,66,30,0
11712,note_off,,48,0,1,,,,,66,30,0
11712,note_on,,0,0,1,,,,,57,30,0
11760,note_off,,48,0,1,,,,,57,30,0
11760,note_on,,0,0,1,,,,,60,30,0
11808,note_off,,48,0,1,,,,,60,30,0
11808,note_on,,0,0,1,,,,,63,30,0
11856,note_off,,48,0,1,,,,,63,30,0
11856,note_on,,0,0,1,,,,,66,30,0
11904,note_off,,48,0,1,,,,,66,30,0
11904,note_on,,0,0,1,,,,,57,30,0
11952,note_on,,0,0,1,,,,,60,30,0
11952,note_off,,48,0,1,,,,,57,30,0
12000,note_off,,480,0,3,,,,,69,55,2
12000,note_off,,48,0,1,,,,,60,30,0
12000,note_on,,0,0,3,,,,,69,49,2
12000,note_on,,0,0,1,,,,,63,30,0
12048,note_on,,0,0,1,,,,,66,32,0
12048,note_off,,48,0,1,,,,,63,30,0
12096,note_off,,48,0,1,,,,,66,32,0
12096,note_on,,0,0,1,,,,,57,30,0
12096,note_off,,96,0,3,,,,,69,49,2
12096,note_on,,0,0,3,,,,,70,40,2
12144,note_on,,0,0,1,,,,,60,30,0
12144,note_off,,48,0,1,,,,,57,30,0
12192,note_on,,0,0,1,,,,,63,30,0
12192,note_off,,96,0,3,,,,,70,40,2
12192,note_on,,0,0,3,,,,,72,53,2
12192,note_off,,48,0,1,,,,,60,30,0
12240,note_off,,48,0,1,,,,,63,30,0
12240,note_on,,0,0,1,,,,,66,30,0
12288,note_on,,0,0,3,,,,,74,46,2
12288,note_off,,48,0,1,,,,,66,30,0
12288,note_on,,0,0,2,,,,,46,50,1
12288,note_on,,0,0,1,,,,,55,30,0
12288,note_off,,768,0,2,,,,,48,50,1
12288,note_off,,96,0,3,,,,,72,53,2
12336,note_off,,48,0,1,,,,,55,30,0
12336,note_on,,0,0,1,,,,,58,30,0
12384,note_on,,0,0,1,,,,,62,30,0
12384,note_off,,48,0,1,,,,,58,30,0
12432,note_on,,0,0,1,,,,,67,30,0
12432,note_off,,48,0,1,,,,,62,30,0
12480,note_on,,0,0,1,,,,,55,30,0
12480,note_off,,48,0,1,,,,,67,30,0
12528,note_off,,48,0,1,,,,,55,30,0
12528,note_on,,0,0,1,,,,,58,30,0
12576,note_on,,0,0,1,,,,,62,30,0
12576,note_off,,48,0,1,,,,,58,30,0
12624,note_on,,0,0,1,,,,,67,30,0
12624,note_off,,48,0,1,,,,,62,30,0
12624,note_on,,336,0,3,,,,,62,59,2
12632,note_off,,8,0,3,,,,,74,46,2
12672,note_on,,0,0,1,,,,,55,30,0
12672,note_on,,0,0,3,,,,,62,46,2
12672,note_off,,40,0,3,,,,,62,59,2
12672,note_off,,48,0,1,,,,,67,30,0
12720,note_off,,48,0,1,,,,,55,30,0
12720,note_on,,0,0,1,,,,,58,30,0
12768,note_off,,48,0,1,,,,,58,30,0
12768,note_on,,0,0,1,,,,,62,30,0
12816,note_off,,48,0,1,,,,,62,30,0
12816,note_on,,0,0,1,,,,,67,30,0
12864,note_off,,192,0,3,,,,,62,46,2
12864,note_off,,48,0,1,,,,,67,30,0
12864,note_on,,0,0,1,,,,,55,30,0
12912,note_off,,48,0,1,,,,,55,30,0
12912,note_on,,0,0,1,,,,,58,30,0
12960,note_off,,48,0,1,,,,,58,30,0
12960,note_on,,0,0,1,,,,,62,30,0
13008,note_on,,0,0,1,,,,,67,30,0
13008,note_off,,48,0,1,,,,,62,30,0
13056,note_on,,192,0,3,,,,,67,49,2
13056,note_on,,0,0,2,,,,,46,50,1
13056,note_off,,768,0,2,,,,,46,50,1
13056,note_off,,48,0,1,,,,,67,30,0
13056,note_on,,0,0,1,,,,,55,30,0
13104,note_off,,48,0,1,,,,,55,30,0
13104,note_on,,0,0,1,,,,,58,30,0
13152,note_on,,0,0,1,,,,,61,30,0
13152,note_off,,48,0,1,,,,,58,30,0
13200,note_on,,0,0,1,,,,,64,30,0
13200,note_off,,48,0,1,,,,,61,30,0
13248,note_off,,48,0,1,,,,,64,30,0
13248,note_on,,0,0,1,,,,,55,30,0
13296,note_on,,0,0,1,,,,,58,30,0
13296,note_off,,48,0,1,,,,,55,30,0
13344,note_on,,0,0,1,,,,,61,30,0
13344,note_off,,48,0,1,,,,,58,30,0
13392,note_off,,48,0,1,,,,,61,30,0
13392,note_on,,0,0,1,,,,,64,30,0
13440,note_off,,48,0,1,,,,,64,30,0
13440,note_on,,0,0,1,,,,,55,30,0
13488,note_on,,0,0,1,,,,,58,30,0
13488,note_off,,48,0,1,,,,,55,30,0
13536,note_on,,480,0,3,,,,,67,46,2
13536,note_on,,0,0,1,,,,,61,30,0
13536,note_off,,48,0,1,,,,,58,30,0
13540,note_off,,4,0,3,,,,,67,49,2
13584,note_off,,48,0,1,,,,,61,30,0
13584,note_on,,0,0,1,,,,,64,30,0
13632,note_off,,92,0,3,,,,,67,46,2
13632,note_on,,0,0,3,,,,,69,38,2
13632,note_off,,48,0,1,,,,,64,30,0
13632,note_on,,0,0,1,,,,,55,30,0
13680,note_off,,48,0,1,,,,,55,30,0
13680,note_on,,0,0,1,,,,,58,30,0
13728,note_off,,96,0,3,,,,,69,38,2
13728,note_off,,48,0,1,,,,,58,30,0
13728,note_on,,0,0,1,,,,,61,30,0
13728,note_on,,0,0,3,,,,,70,45,2
13776,note_off,,48,0,1,,,,,61,30,0
13776,note_on,,0,0,1,,,,,64,30,0
13824,note_off,,96,0,3,,,,,70,45,2
13824,note_on,,0,0,2,,,,,45,50,1
13824,note_off,,768,0,2,,,,,46,50,1
13824,note_on,,0,0,3,,,,,72,47,2
13824,note_on,,0,0,1,,,,,53,30,0
13824,note_off,,48,0,1,,,,,64,30,0
13872,note_on,,0,0,1,,,,,57,30,0
13872,note_off,,48,0,1,,,,,53,30,0
13920,note_off,,48,0,1,,,,,57,30,0
13920,note_on,,0,0,1,,,,,60,30,0
13968,note_on,,0,0,1,,,,,65,30,0
13968,note_off,,48,0,1,,,,,60,30,0
14016,note_on,,0,0,1,,,,,53,30,0
14016,note_off,,48,0,1,,,,,65,30,0
14064,note_on,,0,0,1,,,,,57,30,0
14064,note_off,,48,0,1,,,,,53,30,0
14112,note_off,,48,0,1,,,,,57,30,0
14112,note_on,,0,0,1,,,,,60,30,0
14160,note_off,,48,0,1,,,,,60,30,0
14160,note_on,,0,0,1,,,,,65,30,0
14208,note_off,,384,0,3,,,,,72,47,2
14208,note_on,,0,0,3,,,,,60,46,2
14208,note_off,,48,0,1,,,,,65,30,0
14208,note_on,,0,0,1,,,,,53,30,0
14256,note_on,,0,0,1,,,,,57,30,0
14256,note_off,,48,0,1,,,,,53,30,0
14304,note_on,,0,0,1,,,,,60,30,0
14304,note_off,,48,0,1,,,,,57,30,0
14352,note_on,,0,0,1,,,,,65,30,0
14352,note_off,,48,0,1,,,,,60,30,0
14400,note_off,,48,0,1,,,,,65,30,0
14400,note_on,,0,0,1,,,,,53,30,0
14400,note_off,,192,0,3,,,,,60,46,2
14448,note_off,,48,0,1,,,,,53,30,0
14448,note_on,,0,0,1,,,,,57,30,0
14496,note_on,,0,0,1,,,,,60,30,0
14496,note_off,,48,0,1,,,,,57,30,0
14544,note_off,,48,0,1,,,,,60,30,0
14544,note_on,,0,0,1,,,,,65,30,0
14592,note_on,,0,0,2,,,,,45,50,1
14592,note_off,,48,0,1,,,,,65,30,0
14592,note_on,,0,0,1,,,,,57,30,0
14592,note_off,,768,0,2,,,,,45,50,1
14592,note_on,,192,0,3,,,,,65,52,2
14640,note_off,,48,0,1,,,,,57,30,0
14640,note_on,,0,0,1,,,,,58,30,0
14688,note_on,,0,0,1,,,,,62,30,0
14688,note_off,,48,0,1,,,,,58,30,0
14736,note_on,,0,0,1,,,,,65,30,0
14736,note_off,,48,0,1,,,,,62,30,0
14784,note_off,,48,0,1,,,,,65,30,0
14784,note_on,,0,0,1,,,,,57,30,0
14832,note_off,,48,0,1,,,,,57,30,0
14832,note_on,,0,0,1,,,,,58,30,0
14880,note_on,,0,0,1,,,,,62,30,0
14880,note_off,,48,0,1,,,,,58,30,0
14928,note_off,,48,0,1,,,,,62,30,0
14928,note_on,,0,0,1,,,,,65,30,0
14976,note_off,,48,0,1,,,,,65,30,0
14976,note_on,,0,0,1,,,,,57,30,0
15024,note_off,,48,0,1,,,,,57,30,0
15024,note_on,,0,0,1,,,,,58,30,0
15072,note_off,,48,0,1,,,,,58,30,0
15072,note_on,,0,0,1,,,,,62,30,0
15072,note_on,,0,0,3,,,,,65,43,2
15072,note_off,,480,0,3,,,,,65,52,2
15120,note_off,,48,0,1,,,,,62,30,0
15120,note_on,,0,0,1,,,,,65,30,0
15168,note_on,,0,0,3,,,,,67,57,2
15168,note_off,,96,0,3,,,,,65,43,2
15168,note_on,,0,0,1,,,,,57,30,0
15168,note_off,,48,0,1,,,,,65,30,0
15216,note_off,,48,0,1,,,,,57,30,0
15216,note_on,,0,0,1,,,,,58,30,0
15264,note_off,,96,0,3,,,,,67,57,2
15264,note_on,,0,0,3,,,,,69,52,2
15264,note_off,,48,0,1,,,,,58,30,0
15264,note_on,,0,0,1,,,,,62,30,0
15312,note_off,,48,0,1,,,,,62,30,0
15312,note_on,,0,0,1,,,,,65,30,0
15360,note_off,,96,0,3,,,,,69,52,2
15360,note_on,,0,0,1,,,,,55,30,0
15360,note_off,,48,0,1,,,,,65,30,0
15360,note_on,,0,0,2,,,,,43,50,1
15360,note_off,,768,0,2,,,,,45,50,1
15360,note_on,,0,0,3,,,,,70,47,2
15408,note_off,,48,0,1,,,,,55,30,0
15408,note_on,,0,0,1,,,,,58,30,0
15456,note_on,,0,0,1,,,,,62,30,0
15456,note_off,,48,0,1,,,,,58,30,0
15504,note_off,,48,0,1,,,,,62,30,0
15504,note_on,,0,0,1,,,,,65,30,0
15552,note_off,,48,0,1,,,,,65,30,0
15552,note_on,,0,0,1,,,,,55,30,0
15600,note_off,,48,0,1,,,,,55,30,0
15600,note_on,,0,0,1,,,,,58,30,0
15648,note_off,,48,0,1,,,,,58,30,0
15648,note_on,,0,0,1,,,,,62,30,0
15696,note_on,,0,0,1,,,,,65,30,0
15696,note_off,,48,0,1,,,,,62,30,0
15744,note_on,,0,0,1,,,,,55,30,0
15744,note_off,,48,0,1,,,,,65,30,0
15792,note_on,,0,0,1,,,,,58,30,0
15792,note_off,,48,0,1,,,,,55,30,0
15840,note_on,,0,0,1,,,,,62,30,0
15840,note_off,,480,0,3,,,,,70,47,2
15840,note_on,,0,0,3,,,,,70,47,2
15840,note_off,,48,0,1,,,,,58,30,0
15888,note_on,,0,0,1,,,,,65,30,0
15888,note_off,,48,0,1,,,,,62,30,0
15936,note_off,,48,0,1,,,,,65,30,0
15936,note_on,,0,0,1,,,,,55,30,0
15936,note_on,,0,0,3,,,,,72,54,2
15936,note_off,,96,0,3,,,,,70,47,2
15984,note_on,,0,0,1,,,,,58,30,0
15984,note_off,,48,0,1,,,,,55,30,0
16032,note_off,,48,0,1,,,,,58,30,0
16032,note_off,,96,0,3,,,,,72,54,2
16032,note_on,,0,0,1,,,,,62,30,0
16032,note_on,,0,0,3,,,,,74,52,2
16080,note_on,,0,0,1,,,,,65,30,0
16080,note_off,,48,0,1,,,,,62,30,0
16128,note_on,,0,0,3,,,,,76,51,2
16128,note_off,,48,0,1,,,,,65,30,0
16128,note_off,,768,0,2,,,,,43,50,1
16128,note_on,,0,0,2,,,,,48,50,1
16128,note_on,,0,0,1,,,,,55,30,0
16128,note_off,,96,0,3,,,,,74,52,2
16176,note_on,,0,0,1,,,,,58,30,0
16176,note_off,,48,0,1,,,,,55,30,0
16224,note_off,,48,0,1,,,,,58,30,0
16224,note_on,,0,0,1,,,,,60,30,0
16272,note_off,,48,0,1,,,,,60,30,0
16272,note_on,,0,0,1,,,,,64,30,0
16320,note_off,,48,0,1,,,,,64,30,0
16320,note_on,,0,0,1,,,,,55,30,0
16368,note_on,,0,0,1,,,,,58,30,0
16368,note_off,,48,0,1,,,,,55,30,0
16416,note_off,,48,0,1,,,,,58,30,0
16416,note_on,,0,0,3,,,,,74,50,2
16416,note_off,,288,0,3,,,,,76,51,2
16416,note_on,,0,0,1,,,,,60,30,0
16464,note_off,,48,0,1,,,,,60,30,0
16464,note_on,,0,0,1,,,,,64,30,0
16512,note_off,,96,0,3,,,,,74,50,2
16512,note_on,,0,0,3,,,,,72,53,2
16512,note_on,,0,0,1,,,,,55,30,0
16512,note_off,,48,0,1,,,,,64,30,0
16560,note_on,,0,0,1,,,,,58,30,0
16560,note_off,,48,0,1,,,,,55,30,0
16608,note_off,,48,0,1,,,,,58,30,0
16608,note_on,,0,0,1,,,,,60,30,0
16656,note_off,,48,0,1,,,,,60,30,0
16656,note_on,,0,0,1,,,,,64,30,0
16704,note_on,,0,0,3,,,,,67,52,2
16704,note_off,,192,0,3,,,,,72,53,2
16704,note_off,,48,0,1,,,,,64,30,0
16704,note_on,,0,0,1,,,,,55,30,0
16752,note_on,,0,0,1,,,,,58,30,0
16752,note_off,,48,0,1,,,,,55,30,0
16800,note_off,,48,0,1,,,,,58,30,0
16800,note_on,,0,0,1,,,,,60,30,0
16848,note_on,,0,0,1,,,,,64,30,0
16848,note_off,,48,0,1,,,,,60,30,0
16896,note_on,,0,0,1,,,,,53,30,0
16896,note_off,,48,0,1,,,,,64,30,0
16896,note_on,,0,0,3,,,,,69,49,2
16896,note_off,,192,0,3,,,,,67,52,2
16896,note_on,,0,0,2,,,,,41,50,1
16896,note_off,,768,0,2,,,,,48,50,1
16944,note_off,,48,0,1,,,,,53,30,0
16944,note_on,,0,0,1,,,,,57,30,0
16992,note_on,,0,0,1,,,,,60,30,0
16992,note_off,,48,0,1,,,,,57,30,0
17040,note_on,,0,0,1,,,,,65,30,0
17040,note_off,,48,0,1,,,,,60,30,0
17088,note_off,,48,0,1,,,,,65,30,0
17088,note_on,,0,0,1,,,,,53,30,0
17136,note_off,,48,0,1,,,,,53,30,0
17136,note_on,,0,0,1,,,,,57,30,0
17184,note_off,,48,0,1,,,,,57,30,0
17184,note_on,,0,0,1,,,,,60,30,0
17232,note_off,,48,0,1,,,,,60,30,0
17232,note_on,,0,0,1,,,,,65,30,0
17280,note_off,,48,0,1,,,,,65,30,0
17280,note_on,,0,0,1,,,,,53,30,0
17328,note_off,,48,0,1,,,,,53,30,0
17328,note_on,,0,0,1,,,,,57,30,0
17376,note_on,,0,0,1,,,,,60,30,0
17376,note_off,,48,0,1,,,,,57,30,0
17424,note_off,,48,0,1,,,,,60,30,0
17424,note_on,,0,0,1,,,,,65,30,0
17472,note_off,,576,0,3,,,,,69,49,2
17472,note_off,,48,0,1,,,,,65,30,0
17472,note_on,,0,0,1,,,,,53,30,0
17520,note_off,,48,0,1,,,,,53,30,0
17520,note_on,,0,0,1,,,,,57,30,0
17568,note_off,,48,0,1,,,,,57,30,0
17568,note_on,,0,0,1,,,,,60,30,0
17616,note_on,,0,0,1,,,,,65,30,0
17616,note_off,,48,0,1,,,,,60,30,0
17664,note_off,,48,0,1,,,,,65,30,0
17664,note_on,,0,0,2,,,,,41,50,1
17664,note_off,,768,0,2,,,,,41,50,1
17664,note_on,,192,0,3,,,,,72,51,2
17664,note_on,,0,0,1,,,,,57,30,0
17712,note_on,,0,0,1,,,,,60,30,0
17712,note_off,,48,0,1,,,,,57,30,0
17760,note_on,,0,0,1,,,,,63,30,0
17760,note_off,,48,0,1,,,,,60,30,0
17808,note_off,,48,0,1,,,,,63,30,0
17808,note_on,,0,0,1,,,,,65,30,0
17856,note_off,,48,0,1,,,,,65,30,0
17856,note_on,,0,0,1,,,,,57,30,0
17904,note_off,,48,0,1,,,,,57,30,0
17904,note_on,,0,0,1,,,,,60,30,0
17952,note_off,,48,0,1,,,,,60,30,0
17952,note_on,,0,0,1,,,,,63,30,0
18000,note_off,,48,0,1,,,,,63,30,0
18000,note_on,,0,0,1,,,,,65,30,0
18048,note_off,,384,0,3,,,,,72,51,2
18048,note_on,,0,0,3,,,,,69,49,2
18048,note_off,,48,0,1,,,,,65,30,0
18048,note_on,,0,0,1,,,,,57,30,0
18096,note_on,,0,0,1,,,,,60,30,0
18096,note_off,,48,0,1,,,,,57,30,0
18144,note_off,,48,0,1,,,,,60,30,0
18144,note_on,,0,0,1,,,,,63,30,0
18192,note_off,,48,0,1,,,,,63,30,0
18192,note_on,,0,0,1,,,,,65,30,0
18240,note_off,,192,0,3,,,,,69,49,2
18240,note_off,,48,0,1,,,,,65,30,0
18240,note_on,,0,0,1,,,,,57,30,0
18288,note_off,,48,0,1,,,,,57,30,0
18288,note_on,,0,0,1,,,,,60,30,0
18336,note_on,,0,0,1,,,,,63,30,0
18336,note_off,,48,0,1,,,,,60,30,0
18384,note_off,,48,0,1,,,,,63,30,0
18384,note_on,,144,0,3,,,,,69,52,2
18384,note_on,,0,0,1,,,,,65,30,0
18432,note_off,,48,0,1,,,,,65,30,0
18432,note_on,,0,0,1,,,,,57,30,0
18432,note_on,,0,0,2,,,,,46,50,1
18432,note_off,,768,0,2,,,,,41,50,1
18432,note_off,,48,0,3,,,,,69,52,2
18432,note_on,,0,0,3,,,,,74,57,2
18480,note_off,,48,0,1,,,,,57,30,0
18480,note_on,,0,0,1,,,,,58,30,0
18528,note_off,,48,0,1,,,,,58,30,0
18528,note_on,,0,0,1,,,,,62,30,0
18576,note_off,,48,0,1,,,,,62,30,0
18576,note_on,,0,0,1,,,,,65,30,0
18624,note_off,,48,0,1,,,,,65,30,0
18624,note_on,,0,0,1,,,,,57,30,0
18672,note_on,,0,0,1,,,,,58,30,0
18672,note_off,,48,0,1,,,,,57,30,0
18720,note_on,,0,0,1,,,,,62,30,0
18720,note_off,,48,0,1,,,,,58,30,0
18768,note_off,,48,0,1,,,,,62,30,0
18768,note_on,,0,0,1,,,,,65,30,0
18816,note_off,,384,0,3,,,,,74,57,2
18816,note_on,,0,0,1,,,,,57,30,0
18816,note_off,,48,0,1,,,,,65,30,0
18816,note_on,,0,0,3,,,,,62,52,2
18864,note_on,,0,0,1,,,,,58,30,0
18864,note_off,,48,0,1,,,,,57,30,0
18912,note_on,,0,0,1,,,,,62,30,0
18912,note_off,,48,0,1,,,,,58,30,0
18960,note_off,,48,0,1,,,,,62,30,0
18960,note_on,,0,0,1,,,,,65,30,0
19008,note_off,,192,0,3,,,,,62,52,2
19008,note_off,,48,0,1,,,,,65,30,0
19008,note_on,,0,0,1,,,,,57,30,0
19056,note_on,,0,0,1,,,,,58,30,0
19056,note_off,,48,0,1,,,,,57,30,0
19104,note_off,,48,0,1,,,,,58,30,0
19104,note_on,,0,0,1,,,,,62,30,0
19152,note_off,,48,0,1,,,,,62,30,0
19152,note_on,,0,0,1,,,,,65,30,0
19200,note_off,,48,0,1,,,,,65,30,0
19200,note_on,,192,0,3,,,,,74,45,2
19200,note_off,,768,0,2,,,,,46,50,1
19200,note_on,,0,0,2,,,,,47,50,1
19200,note_on,,0,0,1,,,,,56,30,0
19248,note_off,,48,0,1,,,,,56,30,0
19248,note_on,,0,0,1,,,,,59,30,0
19296,note_on,,0,0,1,,,,,62,30,0
19296,note_off,,48,0,1,,,,,59,30,0
19344,note_off,,48,0,1,,,,,62,30,0
19344,note_on,,0,0,1,,,,,65,30,0
19392,note_on,,0,0,1,,,,,56,30,0
19392,note_off,,48,0,1,,,,,65,30,0
19440,note_on,,0,0,1,,,,,59,30,0
19440,note_off,,48,0,1,,,,,56,30,0
19488,note_on,,0,0,1,,,,,62,30,0
19488,note_off,,48,0,1,,,,,59,30,0
19536,note_on,,0,0,1,,,,,65,30,0
19536,note_off,,48,0,1,,,,,62,30,0
19584,note_off,,384,0,3,,,,,74,45,2
19584,note_on,,0,0,3,,,,,65,52,2
19584,note_on,,0,0,1,,,,,56,30,0
19584,note_off,,48,0,1,,,,,65,30,0
19632,note_on,,0,0,1,,,,,59,30,0
19632,note_off,,48,0,1,,,,,56,30,0
19680,note_off,,48,0,1,,,,,59,30,0
19680,note_on,,0,0,1,,,,,62,30,0
19728,note_on,,0,0,1,,,,,65,30,0
19728,note_off,,48,0,1,,,,,62,30,0
19776,note_off,,192,0,3,,,,,65,52,2
19776,note_off,,48,0,1,,,,,65,30,0
19776,note_on,,0,0,1,,,,,56,30,0
19824,note_off,,48,0,1,,,,,56,30,0
19824,note_on,,0,0,1,,,,,59,30,0
19872,note_off,,48,0,1,,,,,59,30,0
19872,note_on,,0,0,1,,,,,62,30,0
19920,note_on,,144,0,3,,,,,74,50,2
19920,note_off,,48,0,1,,,,,62,30,0
19920,note_on,,0,0,1,,,,,65,30,0
19968,note_on,,0,0,1,,,,,56,30,0
19968,note_off,,48,0,1,,,,,65,30,0
19968,note_on,,0,0,2,,,,,48,50,1
19968,note_on,,0,0,3,,,,,77,55,2
19968,note_off,,48,0,3,,,,,74,50,2
19968,note_off,,768,0,2,,,,,47,50,1
20016,note_off,,48,0,1,,,,,56,30,0
20016,note_on,,0,0,1,,,,,60,30,0
20064,note_off,,48,0,1,,,,,60,30,0
20064,note_on,,0,0,1,,,,,64,30,0
20112,note_off,,48,0,1,,,,,64,30,0
20112,note_on,,0,0,1,,,,,65,30,0
20160,note_off,,48,0,1,,,,,65,30,0
20160,note_on,,0,0,1,,,,,56,30,0
20208,note_off,,48,0,1,,,,,56,30,0
20208,note_on,,0,0,1,,,,,60,30,0
20256,note_off,,48,0,1,,,,,60,30,0
20256,note_on,,0,0,1,,,,,64,30,0
20304,note_on,,0,0,1,,,,,65,30,0
20304,note_off,,48,0,1,,,,,64,30,0
20352,note_on,,0,0,1,,,,,56,30,0
20352,note_off,,48,0,1,,,,,65,30,0
20352,note_on,,0,0,3,,,,,68,52,2
20352,note_off,,384,0,3,,,,,77,55,2
20400,note_off,,48,0,1,,,,,56,30,0
20400,note_on,,0,0,1,,,,,60,30,0
20448,note_on,,0,0,1,,,,,64,30,0
20448,note_off,,48,0,1,,,,,60,30,0
20496,note_on,,0,0,1,,,,,65,30,0
20496,note_off,,48,0,1,,,,,64,30,0
20544,note_off,,48,0,1,,,,,65,30,0
20544,note_off,,192,0,3,,,,,68,52,2
20544,note_on,,0,0,1,,,,,56,30,0
20592,note_off,,48,0,1,,,,,56,30,0
20592,note_on,,0,0,1,,,,,60,30,0
20640,note_off,,48,0,1,,,,,60,30,0
20640,note_on,,0,0,1,,,,,64,30,0
20688,note_on,,144,0,3,,,,,77,42,2
20688,note_on,,0,0,1,,,,,65,30,0
20688,note_off,,48,0,1,,,,,64,30,0
20736,note_on,,0,0,3,,,,,77,58,2
20736,note_off,,48,0,3,,,,,77,42,2
20736,note_off,,48,0,1,,,,,65,30,0
20736,note_on,,0,0,1,,,,,58,30,0
20736,note_on,,0,0,2,,,,,49,50,1
20736,note_off,,768,0,2,,,,,48,50,1
20784,note_on,,0,0,1,,,,,64,30,0
20784,note_off,,48,0,1,,,,,58,30,0
20832,note_on,,0,0,1,,,,,65,30,0
20832,note_off,,48,0,1,,,,,64,30,0
20880,note_off,,48,0,1,,,,,65,30,0
20880,note_on,,0,0,1,,,,,67,30,0
20928,note_on,,0,0,1,,,,,58,30,0
20928,note_off,,48,0,1,,,,,67,30,0
20976,note_on,,0,0,1,,,,,64,30,0
20976,note_off,,48,0,1,,,,,58,30,0
21024,note_on,,0,0,1,,,,,65,30,0
21024,note_off,,48,0,1,,,,,64,30,0
21072,note_off,,48,0,1,,,,,65,30,0
21072,note_on,,0,0,1,,,,,67,30,0
21120,note_on,,0,0,3,,,,,67,49,2
21120,note_off,,384,0,3,,,,,77,58,2
21120,note_off,,48,0,1,,,,,67,30,0
21120,note_on,,0,0,1,,,,,58,30,0
21168,note_off,,48,0,1,,,,,58,30,0
21168,note_on,,0,0,1,,,,,64,30,0
21216,note_off,,48,0,1,,,,,64,30,0
21216,note_on,,0,0,1,,,,,65,30,0
21264,note_off,,48,0,1,,,,,65,30,0
21264,note_on,,0,0,1,,,,,67,30,0
21312,note_off,,48,0,1,,,,,67,30,0
21312,note_on,,0,0,1,,,,,58,30,0
21312,note_off,,192,0,3,,,,,67,49,2
21360,note_off,,48,0,1,,,,,58,30,0
21360,note_on,,0,0,1,,,,,64,30,0
21408,note_off,,48,0,1,,,,,64,30,0
21408,note_on,,0,0,1,,,,,65,30,0
21456,note_on,,0,0,1,,,,,67,30,0
21456,note_off,,48,0,1,,,,,65,30,0
21504,note_off,,768,0,2,,,,,49,50,1
21504,note_off,,48,0,1,,,,,67,30,0
21504,note_on,,0,0,1,,,,,58,30,0
21504,note_on,,0,0,2,,,,,36,50,1
21504,note_on,,192,0,3,,,,,67,54,2
21552,note_off,,48,0,1,,,,,58,30,0
21552,note_on,,0,0,1,,,,,60,30,0
21600,note_off,,48,0,1,,,,,60,30,0
21600,note_on,,0,0,1,,,,,64,30,0
21648,note_off,,48,0,1,,,,,64,30,0
21648,note_on,,0,0,1,,,,,67,30,0
21696,note_off,,48,0,1,,,,,67,30,0
21696,note_on,,0,0,1,,,,,58,30,0
21744,note_off,,48,0,1,,,,,58,30,0
21744,note_on,,0,0,1,,,,,60,30,0
21792,note_on,,0,0,1,,,,,64,30,0
21792,note_off,,48,0,1,,,,,60,30,0
21840,note_off,,48,0,1,,,,,64,30,0
21840,note_on,,0,0,1,,,,,67,30,0
21888,note_off,,48,0,1,,,,,67,30,0
21888,note_on,,0,0,1,,,,,58,30,0
21936,note_on,,0,0,1,,,,,60,30,0
21936,note_off,,48,0,1,,,,,58,30,0
21984,note_off,,480,0,3,,,,,67,54,2
21984,note_on,,0,0,3,,,,,67,46,2
21984,note_on,,0,0,1,,,,,64,30,0
21984,note_off,,48,0,1,,,,,60,30,0
22032,note_off,,48,0,1,,,,,64,30,0
22032,note_on,,0,0,1,,,,,67,30,0
22080,note_on,,0,0,3,,,,,65,45,2
22080,note_off,,96,0,3,,,,,67,46,2
22080,note_on,,0,0,1,,,,,58,30,0
22080,note_off,,48,0,1,,,,,67,30,0
22128,note_on,,0,0,1,,,,,60,30,0
22128,note_off,,48,0,1,,,,,58,30,0
22176,note_off,,96,0,3,,,,,65,45,2
22176,note_on,,0,0,3,,,,,64,51,2
22176,note_on,,0,0,1,,,,,64,30,0
22176,note_off,,48,0,1,,,,,60,30,0
22224,note_off,,48,0,1,,,,,64,30,0
22224,note_on,,0,0,1,,,,,67,30,0
22272,note_off,,96,0,3,,,,,64,51,2
22272,note_on,,0,0,3,,,,,72,53,2
22272,note_off,,48,0,1,,,,,67,30,0
22272,note_on,,0,0,1,,,,,53,30,0
22272,note_on,,0,0,2,,,,,36,50,1
22272,note_off,,768,0,2,,,,,36,50,1
22320,note_off,,48,0,1,,,,,53,30,0
22320,note_on,,0,0,1,,,,,57,30,0
22368,note_off,,48,0,1,,,,,57,30,0
22368,note_on,,0,0,1,,,,,60,30,0
22416,note_off,,48,0,1,,,,,60,30,0
22416,note_on,,0,0,1,,,,,65,30,0
22464,note_on,,0,0,1,,,,,53,30,0
22464,note_off,,48,0,1,,,,,65,30,0
22512,note_off,,48,0,1,,,,,53,30,0
22512,note_on,,0,0,1,,,,,57,30,0
22560,note_off,,48,0,1,,,,,57,30,0
22560,note_on,,0,0,1,,,,,60,30,0
22560,note_off,,288,0,3,,,,,72,53,2
22560,note_on,,0,0,3,,,,,69,55,2
22608,note_off,,48,0,1,,,,,60,30,0
22608,note_on,,0,0,1,,,,,65,30,0
22656,note_off,,96,0,3,,,,,69,55,2
22656,note_on,,0,0,1,,,,,53,30,0
22656,note_on,,0,0,3,,,,,65,52,2
22656,note_off,,48,0,1,,,,,65,30,0
