tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,data,tempo,program,note,velocity
114,note_off,0,0,0,,,,,4,,,,67,0
114,note_off,0,0,0,,,,,5,,,,43,0
114,note_off,0,0,0,,,,,6,,,,31,0
117,note_off,3,0,0,,,,,1,,,,76,0
120,note_on,3,0,0,,,,,1,,,,74,96
120,note_on,0,0,0,,,,,5,,,,55,88
120,note_on,0,0,0,,,,,6,,,,43,88
141,note_off,21,0,0,,,,,1,,,,74,0
141,note_off,0,0,0,,,,,5,,,,55,0
141,note_off,0,0,0,,,,,6,,,,43,0
144,note_on,3,0,0,,,,,1,,,,72,96
144,note_on,0,0,0,,,,,2,,,,72,104
144,note_on,0,0,0,,,,,3,,,,65,104
144,note_on,0,0,0,,,,,4,,,,60,104
144,note_on,0,0,0,,,,,5,,,,57,88
144,note_on,0,0,0,,,,,6,,,,45,88
186,note_off,42,0,0,,,,,2,,,,72,0
186,note_off,0,0,0,,,,,3,,,,65,0
186,note_off,0,0,0,,,,,4,,,,60,0
186,note_off,0,0,0,,,,,5,,,,57,0
186,note_off,0,0,0,,,,,6,,,,45,0
192,note_on,6,0,0,,,,,5,,,,45,88
192,note_on,0,0,0,,,,,6,,,,33,88
213,note_off,21,0,0,,,,,5,,,,45,0
213,note_off,0,0,0,,,,,6,,,,33,0
216,note_on,3,0,0,,,,,2,,,,74,104
216,note_on,0,0,0,,,,,3,,,,62,104
216,note_on,0,0,0,,,,,4,,,,53,104
216,note_on,0,0,0,,,,,5,,,,46,88
216,note_on,0,0,0,,,,,6,,,,34,88
228,note_off,12,0,0,,,,,1,,,,72,0
240,note_on,12,0,0,,,,,1,,,,70,96
258,note_off,18,0,0,,,,,2,,,,74,0
258,note_off,0,0,0,,,,,3,,,,62,0
258,note_off,0,0,0,,,,,4,,,,53,0
258,note_off,0,0,0,,,,,5,,,,46,0
258,note_off,0,0,0,,,,,6,,,,34,0
261,note_off,3,0,0,,,,,1,,,,70,0
264,note_on,3,0,0,,,,,1,,,,69,96
264,note_on,0,0,0,,,,,5,,,,58,88
264,note_on,0,0,0,,,,,6,,,,46,88
285,note_off,21,0,0,,,,,1,,,,69,0
285,note_off,0,0,0,,,,,5,,,,58,0
285,note_off,0,0,0,,,,,6,,,,46,0
288,note_on,3,0,0,,,,,1,,,,67,96
288,note_on,0,0,0,,,,,2,,,,76,104
288,note_on,0,0,0,,,,,3,,,,67,104
288,note_on,0,0,0,,,,,4,,,,60,104
288,note_on,0,0,0,,,,,5,,,,58,88
288,note_on,0,0,0,,,,,6,,,,46,88
309,note_off,21,0,0,,,,,2,,,,76,0
312,note_off,3,0,0,,,,,1,,,,67,0
312,note_on,0,0,0,,,,,1,,,,64,96
312,note_on,0,0,0,,,,,2,,,,72,104
330,note_off,18,0,0,,,,,3,,,,67,0
330,note_off,0,0,0,,,,,4,,,,60,0
330,note_off,0,0,0,,,,,5,,,,58,0
330,note_off,0,0,0,,,,,6,,,,46,0
333,note_off,3,0,0,,,,,1,,,,64,0
333,note_off,0,0,0,,,,,2,,,,72,0
336,note_on,3,0,0,,,,,1,,,,65,96
336,note_on,0,0,0,,,,,2,,,,77,104
336,note_on,0,0,0,,,,,3,,,,72,104
336,note_on,0,0,0,,,,,4,,,,60,104
336,note_on,0,0,0,,,,,5,,,,57,88
336,note_on,0,0,0,,,,,6,,,,45,88
357,note_off,21,0,0,,,,,1,,,,65,0
357,note_off,0,0,0,,,,,3,,,,72,0
357,note_off,0,0,0,,,,,4,,,,60,0
357,note_off,0,0,0,,,,,5,,,,57,0
357,note_off,0,0,0,,,,,6,,,,45,0
360,note_on,3,0,0,,,,,1,,,,70,96
360,note_on,0,0,0,,,,,3,,,,74,104
360,note_on,0,0,0,,,,,4,,,,67,104
360,note_on,0,0,0,,,,,5,,,,55,88
360,note_on,0,0,0,,,,,6,,,,43,88
378,note_off,18,0,0,,,,,2,,,,77,0
384,note_on,6,0,0,,,,,2,,,,74,104
402,note_off,18,0,0,,,,,3,,,,74,0
402,note_off,0,0,0,,,,,4,,,,67,0
402,note_off,0,0,0,,,,,5,,,,55,0
402,note_off,0,0,0,,,,,6,,,,43,0
405,note_off,3,0,0,,,,,2,,,,74,0
408,note_on,3,0,0,,,,,2,,,,76,104
408,note_on,0,0,0,,,,,3,,,,72,104
408,note_on,0,0,0,,,,,4,,,,67,104
408,note_on,0,0,0,,,,,5,,,,60,88
408,note_on,0,0,0,,,,,6,,,,48,88
429,note_off,21,0,0,,,,,2,,,,76,0
429,note_off,0,0,0,,,,,3,,,,72,0
429,note_off,0,0,0,,,,,4,,,,67,0
429,note_off,0,0,0,,,,,5,,,,60,0
429,note_off,0,0,0,,,,,6,,,,48,0
432,note_on,3,0,0,,,,,2,,,,77,104
432,note_on,0,0,0,,,,,3,,,,72,104
432,note_on,0,0,0,,,,,4,,,,65,104
432,note_on,0,0,0,,,,,5,,,,53,88
432,note_on,0,0,0,,,,,6,,,,41,88
444,note_off,12,0,0,,,,,1,,,,70,0
456,note_on,12,0,0,,,,,1,,,,69,96
474,note_off,18,0,0,,,,,2,,,,77,0
474,note_off,0,0,0,,,,,3,,,,72,0
474,note_off,0,0,0,,,,,4,,,,65,0
474,note_off,0,0,0,,,,,5,,,,53,0
474,note_off,0,0,0,,,,,6,,,,41,0
477,note_off,3,0,0,,,,,1,,,,69,0
480,note_on,3,0,0,,,,,1,,,,72,96
480,note_on,0,0,0,,,,,2,,,,72,104
480,note_on,0,0,0,,,,,3,,,,69,104
480,note_on,0,0,0,,,,,4,,,,65,104
480,note_on,0,0,0,,,,,5,,,,57,88
480,note_on,0,0,0,,,,,6,,,,45,88
501,note_off,21,0,0,,,,,1,,,,72,0
501,note_off,0,0,0,,,,,2,,,,72,0
501,note_off,0,0,0,,,,,3,,,,69,0
501,note_off,0,0,0,,,,,4,,,,65,0
501,note_off,0,0,0,,,,,5,,,,57,0
501,note_off,0,0,0,,,,,6,,,,45,0
504,note_on,3,0,0,,,,,1,,,,77,96
504,note_on,0,0,0,,,,,2,,,,72,104
504,note_on,0,0,0,,,,,3,,,,69,104
504,note_on,0,0,0,,,,,4,,,,65,104
504,note_on,0,0,0,,,,,5,,,,50,88
504,note_on,0,0,0,,,,,6,,,,38,88
525,note_off,21,0,0,,,,,1,,,,77,0
528,note_on,3,0,0,,,,,1,,,,79,96
540,note_off,12,0,0,,,,,1,,,,79,0
540,note_on,0,0,0,,,,,1,,,,77,96
546,note_off,6,0,0,,,,,2,,,,72,0
546,note_off,0,0,0,,,,,3,,,,69,0
546,note_off,0,0,0,,,,,4,,,,65,0
546,note_off,0,0,0,,,,,5,,,,50,0
546,note_off,0,0,0,,,,,6,,,,38,0
552,note_off,6,0,0,,,,,1,,,,77,0
552,note_on,0,0,0,,,,,1,,,,76,96
552,note_on,0,0,0,,,,,2,,,,71,104
552,note_on,0,0,0,,,,,3,,,,67,104
552,note_on,0,0,0,,,,,4,,,,67,104
552,note_on,0,0,0,,,,,5,,,,55,88
552,note_on,0,0,0,,,,,6,,,,43,88
564,note_off,12,0,0,,,,,1,,,,76,0
564,note_on,0,0,0,,,,,1,,,,74,96
573,note_off,9,0,0,,,,,2,,,,71,0
573,note_off,0,0,0,,,,,3,,,,67,0
573,note_off,0,0,0,,,,,4,,,,67,0
573,note_off,0,0,0,,,,,5,,,,55,0
573,note_off,0,0,0,,,,,6,,,,43,0
574,note_off,1,0,0,,,,,1,,,,74,0
576,note_on,2,0,0,,,,,0,,,,84,96
576,note_on,0,0,0,,,,,1,,,,76,96
576,note_on,0,0,0,,,,,2,,,,72,104
576,note_on,0,0,0,,,,,3,,,,67,104
576,note_on,0,0,0,,,,,4,,,,64,104
576,note_on,0,0,0,,,,,5,,,,48,88
576,note_on,0,0,0,,,,,6,,,,36,88
588,note_off,12,0,0,,,,,1,,,,76,0
588,note_on,0,0,0,,,,,1,,,,74,96
600,note_off,12,0,0,,,,,1,,,,74,0
600,note_on,0,0,0,,,,,1,,,,76,96
610,note_off,10,0,0,,,,,1,,,,76,0
612,note_on,2,0,0,,,,,1,,,,72,96
618,note_off,6,0,0,,,,,2,,,,72,0
618,note_off,0,0,0,,,,,3,,,,67,0
618,note_off,0,0,0,,,,,4,,,,64,0
618,note_off,0,0,0,,,,,5,,,,48,0
618,note_off,0,0,0,,,,,6,,,,36,0
622,note_off,4,0,0,,,,,1,,,,72,0
624,note_on,2,0,0,,,,,1,,,,67,96
624,note_on,0,0,0,,,,,5,,,,36,88
624,note_on,0,0,0,,,,,6,,,,24,88
634,note_off,10,0,0,,,,,1,,,,67,0
636,note_on,2,0,0,,,,,1,,,,72,96
645,note_off,9,0,0,,,,,5,,,,36,0
645,note_off,0,0,0,,,,,6,,,,24,0
646,note_off,1,0,0,,,,,1,,,,72,0
648,note_on,2,0,0,,,,,1,,,,77,96
648,note_on,0,0,0,,,,,2,,,,77,104
648,note_on,0,0,0,,,,,3,,,,65,104
648,note_on,0,0,0,,,,,4,,,,62,104
648,note_on,0,0,0,,,,,5,,,,38,88
648,note_on,0,0,0,,,,,6,,,,26,88
660,note_off,12,0,0,,,,,0,,,,84,0
660,note_off,0,0,0,,,,,1,,,,77,0
660,note_on,0,0,0,,,,,1,,,,76,96
672,note_on,12,0,0,,,,,0,,,,83,96
672,note_off,0,0,0,,,,,1,,,,76,0
672,note_on,0,0,0,,,,,1,,,,77,96
682,note_off,10,0,0,,,,,1,,,,77,0
684,note_on,2,0,0,,,,,1,,,,74,96
690,note_off,6,0,0,,,,,2,,,,77,0
690,note_off,0,0,0,,,,,3,,,,65,0
690,note_off,0,0,0,,,,,4,,,,62,0
690,note_off,0,0,0,,,,,5,,,,38,0
690,note_off,0,0,0,,,,,6,,,,26,0
693,note_off,3,0,0,,,,,0,,,,83,0
694,note_off,1,0,0,,,,,1,,,,74,0
696,note_on,2,0,0,,,,,0,,,,81,96
696,note_on,0,0,0,,,,,1,,,,71,96
696,note_on,0,0,0,,,,,5,,,,50,88
696,note_on,0,0,0,,,,,6,,,,38,88
706,note_off,10,0,0,,,,,1,,,,71,0
708,note_on,2,0,0,,,,,1,,,,74,96
717,note_off,9,0,0,,,,,0,,,,81,0
717,note_off,0,0,0,,,,,5,,,,50,0
717,note_off,0,0,0,,,,,6,,,,38,0
718,note_off,1,0,0,,,,,1,,,,74,0
720,note_on,2,0,0,,,,,0,,,,79,96
720,note_on,0,0,0,,,,,1,,,,79,96
720,note_on,0,0,0,,,,,2,,,,76,104
720,note_on,0,0,0,,,,,3,,,,72,104
720,note_on,0,0,0,,,,,4,,,,55,104
720,note_on,0,0,0,,,,,5,,,,52,88
720,note_on,0,0,0,,,,,6,,,,40,88
732,note_off,12,0,0,,,,,1,,,,79,0
732,note_on,0,0,0,,,,,1,,,,77,96
744,note_off,12,0,0,,,,,1,,,,77,0
744,note_on,0,0,0,,,,,1,,,,79,96
754,note_off,10,0,0,,,,,1,,,,79,0
756,note_on,2,0,0,,,,,1,,,,76,96
762,note_off,6,0,0,,,,,2,,,,76,0
762,note_off,0,0,0,,,,,3,,,,72,0
762,note_off,0,0,0,,,,,4,,,,55,0
762,note_off,0,0,0,,,,,5,,,,52,0
762,note_off,0,0,0,,,,,6,,,,40,0
766,note_off,4,0,0,,,,,1,,,,76,0
768,note_on,2,0,0,,,,,1,,,,72,96
768,note_on,0,0,0,,,,,5,,,,40,88
768,note_on,0,0,0,,,,,6,,,,28,88
778,note_off,10,0,0,,,,,1,,,,72,0
780,note_on,2,0,0,,,,,1,,,,76,96
789,note_off,9,0,0,,,,,5,,,,40,0
789,note_off,0,0,0,,,,,6,,,,28,0
790,note_off,1,0,0,,,,,1,,,,76,0
792,note_on,2,0,0,,,,,1,,,,81,96
792,note_on,0,0,0,,,,,2,,,,72,104
792,note_on,0,0,0,,,,,3,,,,69,104
792,note_on,0,0,0,,,,,4,,,,60,104
792,note_on,0,0,0,,,,,5,,,,41,88
792,note_on,0,0,0,,,,,6,,,,29,88
804,note_off,12,0,0,,,,,0,,,,79,0
804,note_off,0,0,0,,,,,1,,,,81,0
804,note_on,0,0,0,,,,,1,,,,79,96
816,note_on,12,0,0,,,,,0,,,,77,96
816,note_off,0,0,0,,,,,1,,,,79,0
816,note_on,0,0,0,,,,,1,,,,81,96
826,note_off,10,0,0,,,,,1,,,,81,0
828,note_on,2,0,0,,,,,1,,,,77,96
834,note_off,6,0,0,,,,,2,,,,72,0
834,note_off,0,0,0,,,,,3,,,,69,0
834,note_off,0,0,0,,,,,4,,,,60,0
834,note_off,0,0,0,,,,,5,,,,41,0
834,note_off,0,0,0,,,,,6,,,,29,0
837,note_off,3,0,0,,,,,0,,,,77,0
838,note_off,1,0,0,,,,,1,,,,77,0
840,note_on,2,0,0,,,,,0,,,,76,96
840,note_on,0,0,0,,,,,1,,,,79,96
840,note_on,0,0,0,,,,,5,,,,53,88
840,note_on,0,0,0,,,,,6,,,,41,88
850,note_off,10,0,0,,,,,1,,,,79,0
852,note_on,2,0,0,,,,,1,,,,81,96
861,note_off,9,0,0,,,,,0,,,,76,0
861,note_off,0,0,0,,,,,5,,,,53,0
861,note_off,0,0,0,,,,,6,,,,41,0
862,note_off,1,0,0,,,,,1,,,,81,0
864,note_on,2,0,0,,,,,0,,,,74,96
864,note_on,0,0,0,,,,,1,,,,71,96
864,note_on,0,0,0,,,,,2,,,,79,104
864,note_on,0,0,0,,,,,3,,,,74,104
864,note_on,0,0,0,,,,,4,,,,55,104
864,note_on,0,0,0,,,,,5,,,,53,88
864,note_on,0,0,0,,,,,6,,,,41,88
885,note_off,21,0,0,,,,,1,,,,71,0
888,note_off,3,0,0,,,,,0,,,,74,0
888,note_on,0,0,0,,,,,0,,,,71,96
888,note_on,0,0,0,,,,,1,,,,79,96
906,note_off,18,0,0,,,,,2,,,,79,0
906,note_off,0,0,0,,,,,3,,,,74,0
906,note_off,0,0,0,,,,,4,,,,55,0
906,note_off,0,0,0,,,,,5,,,,53,0
906,note_off,0,0,0,,,,,6,,,,41,0
909,note_off,3,0,0,,,,,0,,,,71,0
909,note_off,0,0,0,,,,,1,,,,79,0
912,note_on,3,0,0,,,,,0,,,,72,96
912,note_on,0,0,0,,,,,1,,,,72,96
912,note_on,0,0,0,,,,,2,,,,79,104
912,note_on,0,0,0,,,,,3,,,,76,104
912,note_on,0,0,0,,,,,4,,,,55,104
912,note_on,0,0,0,,,,,5,,,,52,88
912,note_on,0,0,0,,,,,6,,,,40,88
933,note_off,21,0,0,,,,,0,,,,72,0
933,note_off,0,0,0,,,,,2,,,,79,0
933,note_off,0,0,0,,,,,3,,,,76,0
933,note_off,0,0,0,,,,,4,,,,55,0
933,note_off,0,0,0,,,,,5,,,,52,0
933,note_off,0,0,0,,,,,6,,,,40,0
936,note_on,3,0,0,,,,,0,,,,77,96
936,note_on,0,0,0,,,,,2,,,,77,104
936,note_on,0,0,0,,,,,3,,,,69,104
936,note_on,0,0,0,,,,,4,,,,62,104
936,note_on,0,0,0,,,,,5,,,,50,88
936,note_on,0,0,0,,,,,6,,,,38,88
954,note_off,18,0,0,,,,,1,,,,72,0
960,note_on,6,0,0,,,,,1,,,,69,96
978,note_off,18,0,0,,,,,2,,,,77,0
978,note_off,0,0,0,,,,,3,,,,69,0
978,note_off,0,0,0,,,,,4,,,,62,0
978,note_off,0,0,0,,,,,5,,,,50,0
978,note_off,0,0,0,,,,,6,,,,38,0
981,note_off,3,0,0,,,,,1,,,,69,0
984,note_on,3,0,0,,,,,1,,,,71,96
984,note_on,0,0,0,,,,,2,,,,74,104
984,note_on,0,0,0,,,,,3,,,,67,104
984,note_on,0,0,0,,,,,4,,,,59,104
984,note_on,0,0,0,,,,,5,,,,55,88
984,note_on,0,0,0,,,,,6,,,,43,88
987,note_off,3,0,0,,,,,1,,,,71,0
987,note_on,0,0,0,,,,,1,,,,72,96
990,note_off,3,0,0,,,,,1,,,,72,0
990,note_on,0,0,0,,,,,1,,,,71,96
993,note_off,3,0,0,,,,,1,,,,71,0
993,note_on,0,0,0,,,,,1,,,,72,96
996,note_off,3,0,0,,,,,1,,,,72,0
996,note_on,0,0,0,,,,,1,,,,71,96
999,note_off,3,0,0,,,,,1,,,,71,0
999,note_on,0,0,0,,,,,1,,,,72,96
1002,note_off,3,0,0,,,,,1,,,,72,0
1002,note_on,0,0,0,,,,,1,,,,71,96
1004,note_off,2,0,0,,,,,1,,,,71,0
1004,note_on,0,0,0,,,,,1,,,,72,96
1005,note_off,1,0,0,,,,,2,,,,74,0
1005,note_off,0,0,0,,,,,3,,,,67,0
1005,note_off,0,0,0,,,,,4,,,,59,0
1005,note_off,0,0,0,,,,,5,,,,55,0
1005,note_off,0,0,0,,,,,6,,,,43,0
1006,note_off,1,0,0,,,,,1,,,,72,0
1006,note_on,0,0,0,,,,,1,,,,71,96
1008,note_off,2,0,0,,,,,1,,,,71,0
1008,note_on,0,0,0,,,,,1,,,,72,96
1008,note_on,0,0,0,,,,,2,,,,72,104
1008,note_on,0,0,0,,,,,3,,,,67,104
1008,note_on,0,0,0,,,,,4,,,,55,104
1008,note_on,0,0,0,,,,,5,,,,48,88
1008,note_on,0,0,0,,,,,6,,,,36,88
1020,note_off,12,0,0,,,,,0,,,,77,0
1020,note_off,0,0,0,,,,,1,,,,72,0
1020,note_on,0,0,0,,,,,1,,,,71,96
1032,note_on,12,0,0,,,,,0,,,,76,96
1032,note_off,0,0,0,,,,,1,,,,71,0
1032,note_on,0,0,0,,,,,1,,,,72,96
1042,note_off,10,0,0,,,,,1,,,,72,0
1044,note_on,2,0,0,,,,,1,,,,67,96
1050,note_off,6,0,0,,,,,2,,,,72,0
1050,note_off,0,0,0,,,,,3,,,,67,0
1050,note_off,0,0,0,,,,,4,,,,55,0
1050,note_off,0,0,0,,,,,5,,,,48,0
1050,note_off,0,0,0,,,,,6,,,,36,0
1053,note_off,3,0,0,,,,,0,,,,76,0
1054,note_off,1,0,0,,,,,1,,,,67,0
1056,note_on,2,0,0,,,,,0,,,,79,96
1056,note_on,0,0,0,,,,,1,,,,64,96
1056,note_on,0,0,0,,,,,5,,,,46,88
1056,note_on,0,0,0,,,,,6,,,,34,88
1066,note_off,10,0,0,,,,,1,,,,64,0
1068,note_on,2,0,0,,,,,1,,,,67,96
1077,note_off,9,0,0,,,,,0,,,,79,0
1077,note_off,0,0,0,,,,,5,,,,46,0
1077,note_off,0,0,0,,,,,6,,,,34,0
1078,note_off,1,0,0,,,,,1,,,,67,0
1080,note_on,2,0,0,,,,,0,,,,84,96
1080,note_on,0,0,0,,,,,1,,,,65,96
1080,note_on,0,0,0,,,,,5,,,,45,88
1080,note_on,0,0,0,,,,,6,,,,33,88
1092,note_off,12,0,0,,,,,1,,,,65,0
1092,note_on,0,0,0,,,,,1,,,,67,96
1104,note_off,12,0,0,,,,,1,,,,67,0
1104,note_on,0,0,0,,,,,1,,,,69,96
1116,note_off,12,0,0,,,,,1,,,,69,0
1116,note_on,0,0,0,,,,,1,,,,70,96
1122,note_off,6,0,0,,,,,0,,,,84,0
1122,note_off,0,0,0,,,,,5,,,,45,0
1122,note_off,0,0,0,,,,,6,,,,33,0
1128,note_on,6,0,0,,,,,0,,,,75,96
1128,note_off,0,0,0,,,,,1,,,,70,0
1128,note_on,0,0,0,,,,,1,,,,72,96
1128,note_on,0,0,0,,,,,2,,,,72,104
1128,note_on,0,0,0,,,,,3,,,,65,104
1128,note_on,0,0,0,,,,,4,,,,57,104
1128,note_on,0,0,0,,,,,5,,,,41,88
1128,note_on,0,0,0,,,,,6,,,,29,88
1138,note_off,10,0,0,,,,,1,,,,72,0
1140,note_on,2,0,0,,,,,1,,,,69,96
1149,note_off,9,0,0,,,,,3,,,,65,0
1149,note_off,0,0,0,,,,,4,,,,57,0
1149,note_off,0,0,0,,,,,5,,,,41,0
1149,note_off,0,0,0,,,,,6,,,,29,0
1150,note_off,1,0,0,,,,,1,,,,69,0
1152,note_on,2,0,0,,,,,1,,,,65,96
1152,note_on,0,0,0,,,,,3,,,,65,104
1152,note_on,0,0,0,,,,,4,,,,58,104
1152,note_on,0,0,0,,,,,5,,,,46,88
1152,note_on,0,0,0,,,,,6,,,,34,88
1164,note_off,12,0,0,,,,,1,,,,65,0
1164,note_on,0,0,0,,,,,1,,,,63,96
1170,note_off,6,0,0,,,,,0,,,,75,0
1170,note_off,0,0,0,,,,,2,,,,72,0
1176,note_on,6,0,0,,,,,0,,,,74,96
1176,note_off,0,0,0,,,,,1,,,,63,0
1176,note_on,0,0,0,,,,,1,,,,65,96
1176,note_on,0,0,0,,,,,2,,,,70,104
1186,note_off,10,0,0,,,,,1,,,,65,0
1188,note_on,2,0,0,,,,,1,,,,70,96
1194,note_off,6,0,0,,,,,3,,,,65,0
1194,note_off,0,0,0,,,,,4,,,,58,0
1194,note_off,0,0,0,,,,,5,,,,46,0
1194,note_off,0,0,0,,,,,6,,,,34,0
1197,note_off,3,0,0,,,,,0,,,,74,0
1197,note_off,0,0,0,,,,,2,,,,70,0
1198,note_off,1,0,0,,,,,1,,,,70,0
1200,note_on,2,0,0,,,,,0,,,,77,96
1200,note_on,0,0,0,,,,,1,,,,62,96
1200,note_on,0,0,0,,,,,5,,,,45,88
1200,note_on,0,0,0,,,,,6,,,,33,88
1210,note_off,10,0,0,,,,,1,,,,62,0
1212,note_on,2,0,0,,,,,1,,,,65,96
1221,note_off,9,0,0,,,,,0,,,,77,0
1221,note_off,0,0,0,,,,,5,,,,45,0
1221,note_off,0,0,0,,,,,6,,,,33,0
1222,note_off,1,0,0,,,,,1,,,,65,0
1224,note_on,2,0,0,,,,,0,,,,82,96
1224,note_on,0,0,0,,,,,1,,,,64,96
1224,note_on,0,0,0,,,,,5,,,,43,88
1224,note_on,0,0,0,,,,,6,,,,31,88
1236,note_off,12,0,0,,,,,1,,,,64,0
1236,note_on,0,0,0,,,,,1,,,,65,96
1248,note_off,12,0,0,,,,,1,,,,65,0
1248,note_on,0,0,0,,,,,1,,,,67,96
1260,note_off,12,0,0,,,,,1,,,,67,0
1260,note_on,0,0,0,,,,,1,,,,69,96
1266,note_off,6,0,0,,,,,0,,,,82,0
1266,note_off,0,0,0,,,,,5,,,,43,0
1266,note_off,0,0,0,,,,,6,,,,31,0
1272,note_on,6,0,0,,,,,0,,,,74,96
1272,note_off,0,0,0,,,,,1,,,,69,0
1272,note_on,0,0,0,,,,,1,,,,70,96
1272,note_on,0,0,0,,,,,2,,,,70,104
1272,note_on,0,0,0,,,,,3,,,,64,104
1272,note_on,0,0,0,,,,,4,,,,55,104
1272,note_on,0,0,0,,,,,5,,,,40,88
1272,note_on,0,0,0,,,,,6,,,,28,88
1282,note_off,10,0,0,,,,,1,,,,70,0
1284,note_on,2,0,0,,,,,1,,,,67,96
1293,note_off,9,0,0,,,,,3,,,,64,0
1293,note_off,0,0,0,,,,,4,,,,55,0
1293,note_off,0,0,0,,,,,5,,,,40,0
1293,note_off,0,0,0,,,,,6,,,,28,0
1294,note_off,1,0,0,,,,,1,,,,67,0
1296,note_on,2,0,0,,,,,1,,,,64,96
1296,note_on,0,0,0,,,,,3,,,,64,104
1296,note_on,0,0,0,,,,,4,,,,57,104
1296,note_on,0,0,0,,,,,5,,,,45,88
1296,note_on,0,0,0,,,,,6,,,,33,88
1308,note_off,12,0,0,,,,,1,,,,64,0
1308,note_on,0,0,0,,,,,1,,,,62,96
1314,note_off,6,0,0,,,,,0,,,,74,0
1314,note_off,0,0,0,,,,,2,,,,70,0
1320,note_on,6,0,0,,,,,0,,,,72,96
1320,note_off,0,0,0,,,,,1,,,,62,0
1320,note_on,0,0,0,,,,,1,,,,64,96
1320,note_on,0,0,0,,,,,2,,,,69,104
1330,note_off,10,0,0,,,,,1,,,,64,0
1332,note_on,2,0,0,,,,,1,,,,69,96
1338,note_off,6,0,0,,,,,3,,,,64,0
1338,note_off,0,0,0,,,,,4,,,,57,0
1338,note_off,0,0,0,,,,,5,,,,45,0
1338,note_off,0,0,0,,,,,6,,,,33,0
1341,note_off,3,0,0,,,,,0,,,,72,0
1341,note_off,0,0,0,,,,,2,,,,69,0
1342,note_off,1,0,0,,,,,1,,,,69,0
1344,note_on,2,0,0,,,,,0,,,,76,96
1344,note_on,0,0,0,,,,,1,,,,60,96
1344,note_on,0,0,0,,,,,5,,,,43,88
1344,note_on,0,0,0,,,,,6,,,,31,88
1354,note_off,10,0,0,,,,,1,,,,60,0
1356,note_on,2,0,0,,,,,1,,,,64,96
