tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,note,velocity
0,key_signature,F,0,1,0,,,,,,,,,
0,note_on,,0,0,3,,,,,,,0,62,88
0,program_change,,0,0,1,,,,,,5,0,,
0,program_change,,0,0,3,,,,,,0,0,,
0,program_change,,0,0,2,,,,,,0,0,,
0,time_signature,,0,1,0,4,4,24,8,,,,,
0,program_change,,0,0,4,,,,,,0,0,,
0,set_tempo,,0,1,0,,,,,999506,,,,
96,note_on,,96,0,3,,,,,,,0,62,0
96,note_on,,0,0,3,,,,,,,0,69,88
168,note_on,,0,0,3,,,,,,,0,67,88
168,note_on,,72,0,3,,,,,,,0,69,0
192,note_on,,0,0,3,,,,,,,0,65,88
192,note_on,,24,0,3,,,,,,,0,67,0
264,note_on,,72,0,3,,,,,,,0,65,0
264,note_on,,0,0,3,,,,,,,0,64,88
288,note_on,,0,0,3,,,,,,,0,62,88
288,note_on,,24,0,3,,,,,,,0,64,0
384,note_on,,0,0,3,,,,,,,0,61,88
384,note_on,,96,0,3,,,,,,,0,62,0
384,note_on,,384,0,1,,,,,,,0,81,88
480,note_on,,0,0,3,,,,,,,0,62,88
480,note_on,,96,0,3,,,,,,,0,61,0
552,note_on,,72,0,3,,,,,,,0,62,0
552,note_on,,0,0,3,,,,,,,0,64,88
576,note_on,,0,0,1,,,,,,,0,74,88
576,note_on,,192,0,1,,,,,,,0,81,0
576,note_on,,24,0,3,,,,,,,0,64,0
576,note_on,,0,0,3,,,,,,,0,65,88
672,note_on,,96,0,3,,,,,,,0,65,0
672,note_on,,0,0,3,,,,,,,0,65,88
696,note_on,,24,0,3,,,,,,,0,65,0
696,note_on,,0,0,3,,,,,,,0,67,88
720,note_on,,0,0,1,,,,,,,0,76,88
720,note_on,,144,0,1,,,,,,,0,74,0
720,note_on,,24,0,3,,,,,,,0,67,0
720,note_on,,0,0,3,,,,,,,0,65,88
744,note_on,,0,0,3,,,,,,,0,64,88
744,note_on,,24,0,3,,,,,,,0,65,0
768,note_on,,0,0,3,,,,,,,0,62,88
768,note_on,,768,0,2,,,,,,,0,74,88
768,note_on,,0,0,1,,,,,,,0,77,88
768,note_on,,48,0,1,,,,,,,0,76,0
768,note_on,,24,0,3,,,,,,,0,64,0
792,note_on,,24,0,3,,,,,,,0,62,0
792,note_on,,0,0,3,,,,,,,0,61,72
816,note_on,,24,0,3,,,,,,,0,61,0
816,note_on,,0,0,3,,,,,,,0,62,72
864,note_on,,96,0,2,,,,,,,0,74,0
864,note_on,,0,0,2,,,,,,,0,69,88
888,note_on,,72,0,3,,,,,,,0,62,0
888,note_on,,0,0,3,,,,,,,0,62,72
912,note_on,,0,0,1,,,,,,,0,79,88
912,note_on,,24,0,3,,,,,,,0,62,0
912,note_on,,0,0,3,,,,,,,0,60,72
912,note_on,,144,0,1,,,,,,,0,77,0
936,note_on,,72,0,2,,,,,,,0,69,0
936,note_on,,0,0,2,,,,,,,0,71,88
936,note_on,,0,0,3,,,,,,,0,59,72
936,note_on,,24,0,3,,,,,,,0,60,0
960,note_on,,0,0,2,,,,,,,0,72,88
960,note_on,,0,0,3,,,,,,,0,57,72
960,note_on,,24,0,3,,,,,,,0,59,0
960,note_on,,24,0,2,,,,,,,0,71,0
960,note_on,,48,0,1,,,,,,,0,79,0
960,note_on,,0,0,1,,,,,,,0,81,88
984,note_on,,0,0,3,,,,,,,0,56,72
984,note_on,,24,0,3,,,,,,,0,57,0
1008,note_on,,0,0,3,,,,,,,0,57,72
1008,note_on,,24,0,3,,,,,,,0,56,0
1032,note_on,,72,0,2,,,,,,,0,72,0
1032,note_on,,0,0,2,,,,,,,0,74,88
1056,note_on,,24,0,2,,,,,,,0,74,0
1056,note_on,,0,0,2,,,,,,,0,76,88
1080,note_on,,0,0,3,,,,,,,0,57,72
1080,note_on,,72,0,3,,,,,,,0,57,0
1104,note_on,,0,0,3,,,,,,,0,59,72
1104,note_on,,24,0,3,,,,,,,0,57,0
1128,note_on,,0,0,3,,,,,,,0,61,72
1128,note_on,,24,0,3,,,,,,,0,59,0
1152,note_on,,96,0,2,,,,,,,0,76,0
1152,note_on,,0,0,3,,,,,,,0,62,72
1152,note_on,,0,0,1,,,,,,,0,82,88
1152,note_on,,192,0,1,,,,,,,0,81,0
1152,note_on,,24,0,3,,,,,,,0,61,0
1152,note_on,,0,0,2,,,,,,,0,77,88
1176,note_on,,0,0,3,,,,,,,0,60,72
1176,note_on,,24,0,3,,,,,,,0,62,0
1200,note_on,,24,0,3,,,,,,,0,60,0
1200,note_on,,0,0,3,,,,,,,0,58,72
1224,note_on,,24,0,3,,,,,,,0,58,0
1224,note_on,,0,0,3,,,,,,,0,57,72
1248,note_on,,24,0,3,,,,,,,0,57,0
1248,note_on,,96,0,2,,,,,,,0,77,0
1248,note_on,,0,0,2,,,,,,,0,76,88
1248,note_on,,0,0,3,,,,,,,0,55,72
1272,note_on,,24,0,3,,,,,,,0,55,0
1272,note_on,,0,0,3,,,,,,,0,54,72
1296,note_on,,24,0,3,,,,,,,0,54,0
1296,note_on,,0,0,3,,,,,,,0,55,72
1320,note_on,,72,0,2,,,,,,,0,76,0
1320,note_on,,0,0,2,,,,,,,0,74,88
1344,note_on,,24,0,2,,,,,,,0,74,0
1344,note_on,,0,0,1,,,,,,,0,81,88
1344,note_on,,192,0,1,,,,,,,0,82,0
1344,note_on,,0,0,2,,,,,,,0,73,88
1368,note_on,,72,0,3,,,,,,,0,55,0
1368,note_on,,0,0,3,,,,,,,0,58,72
1392,note_on,,24,0,3,,,,,,,0,58,0
1392,note_on,,0,0,3,,,,,,,0,57,72
1416,note_on,,0,0,3,,,,,,,0,55,72
1416,note_on,,24,0,3,,,,,,,0,57,0
1440,note_on,,0,0,3,,,,,,,0,53,72
1440,note_on,,24,0,3,,,,,,,0,55,0
1440,note_on,,96,0,2,,,,,,,0,73,0
1440,note_on,,0,0,2,,,,,,,0,73,88
1464,note_on,,0,0,2,,,,,,,0,69,88
1464,note_on,,24,0,2,,,,,,,0,73,0
1488,note_on,,0,0,1,,,,,,,0,79,88
1488,note_on,,144,0,1,,,,,,,0,81,0
1488,note_on,,24,0,2,,,,,,,0,69,0
1488,note_on,,0,0,2,,,,,,,0,71,88
1512,note_on,,72,0,3,,,,,,,0,53,0
1512,note_on,,0,0,3,,,,,,,0,52,72
1512,note_on,,24,0,2,,,,,,,0,71,0
1512,note_on,,0,0,2,,,,,,,0,73,88
1536,note_on,,0,0,2,,,,,,,0,74,88
1536,note_on,,24,0,2,,,,,,,0,73,0
1536,note_on,,0,0,1,,,,,,,0,77,88
1536,note_on,,24,0,3,,,,,,,0,52,0
1536,note_on,,1536,0,4,,,,,,,0,50,72
1536,note_on,,48,0,1,,,,,,,0,79,0
1560,note_on,,0,0,2,,,,,,,0,70,72
1560,note_on,,24,0,2,,,,,,,0,74,0
1584,note_on,,24,0,2,,,,,,,0,70,0
1584,note_on,,0,0,2,,,,,,,0,69,72
1608,note_on,,24,0,2,,,,,,,0,69,0
1608,note_on,,0,0,2,,,,,,,0,67,72
1632,note_on,,24,0,2,,,,,,,0,67,0
1632,note_on,,0,0,2,,,,,,,0,65,72
1656,note_on,,120,0,3,,,,,,,0,57,72
1680,note_on,,24,0,3,,,,,,,0,57,0
1680,note_on,,0,0,3,,,,,,,0,59,72
1704,note_on,,24,0,3,,,,,,,0,59,0
1704,note_on,,0,0,3,,,,,,,0,61,72
1728,note_on,,24,0,3,,,,,,,0,61,0
1728,note_on,,0,0,3,,,,,,,0,62,72
1728,note_on,,0,0,2,,,,,,,0,65,72
1728,note_on,,96,0,2,,,,,,,0,65,0
1728,note_on,,192,0,1,,,,,,,0,77,0
1728,note_on,,0,0,1,,,,,,,0,77,88
1752,note_on,,0,0,2,,,,,,,0,69,72
1752,note_on,,24,0,2,,,,,,,0,65,0
1776,note_on,,0,0,1,,,,,,,0,76,88
1776,note_on,,24,0,2,,,,,,,0,69,0
1776,note_on,,0,0,2,,,,,,,0,71,72
1776,note_on,,48,0,1,,,,,,,0,77,0
1800,note_on,,24,0,2,,,,,,,0,71,0
1800,note_on,,0,0,2,,,,,,,0,72,72
1824,note_on,,24,0,2,,,,,,,0,72,0
1824,note_on,,0,0,2,,,,,,,0,74,72
1824,note_on,,0,0,1,,,,,,,0,77,88
1824,note_on,,48,0,1,,,,,,,0,76,0
1824,note_on,,96,0,3,,,,,,,0,62,0
1824,note_on,,0,0,3,,,,,,,0,62,72
1848,note_on,,24,0,3,,,,,,,0,62,0
1848,note_on,,0,0,3,,,,,,,0,57,72
1872,note_on,,0,0,1,,,,,,,0,79,88
1872,note_on,,48,0,1,,,,,,,0,77,0
1872,note_on,,0,0,3,,,,,,,0,55,72
1872,note_on,,24,0,3,,,,,,,0,57,0
1896,note_on,,0,0,3,,,,,,,0,53,72
1896,note_on,,24,0,3,,,,,,,0,55,0
1920,note_on,,0,0,1,,,,,,,0,81,88
1920,note_on,,24,0,3,,,,,,,0,53,0
1920,note_on,,0,0,3,,,,,,,0,52,72
1920,note_on,,0,0,2,,,,,,,0,74,72
1920,note_on,,384,0,4,,,,,,,0,50,0
1920,note_on,,0,0,4,,,,,,,0,45,72
1920,note_on,,48,0,1,,,,,,,0,79,0
1920,note_on,,96,0,2,,,,,,,0,74,0
1944,note_on,,24,0,2,,,,,,,0,74,0
