tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,control,value
86066,note_on,,14,0,1,,,,,,,,,,,,71,0,0,,
86261,note_on,,195,0,1,,,,,,,,,,,,40,101,0,,
86302,note_on,,41,0,1,,,,,,,,,,,,39,0,0,,
86483,note_on,,181,0,1,,,,,,,,,,,,68,93,0,,
86630,note_on,,147,0,1,,,,,,,,,,,,68,0,0,,
86697,note_on,,67,0,1,,,,,,,,,,,,80,102,0,,
86711,note_on,,14,0,1,,,,,,,,,,,,71,72,0,,
86736,note_on,,25,0,1,,,,,,,,,,,,71,0,0,,
86777,note_on,,41,0,1,,,,,,,,,,,,80,0,0,,
86949,note_on,,172,0,1,,,,,,,,,,,,80,103,0,,
86952,note_on,,3,0,1,,,,,,,,,,,,71,80,0,,
86984,note_on,,32,0,1,,,,,,,,,,,,71,0,0,,
87022,note_on,,38,0,1,,,,,,,,,,,,80,0,0,,
87340,note_on,,318,0,1,,,,,,,,,,,,81,103,0,,
87352,note_on,,12,0,1,,,,,,,,,,,,33,66,0,,
87354,note_on,,2,0,1,,,,,,,,,,,,45,69,0,,
87360,note_on,,6,0,1,,,,,,,,,,,,69,75,0,,
87370,note_on,,10,0,1,,,,,,,,,,,,40,0,0,,
88150,control_change,,780,0,1,,,,,,,,,,,,,,0,64,127
88216,note_on,,66,0,1,,,,,,,,,,,,81,0,0,,
88275,note_on,,59,0,1,,,,,,,,,,,,69,0,0,,
88946,note_on,,671,0,1,,,,,,,,,,,,64,47,0,,
89047,control_change,,101,0,1,,,,,,,,,,,,,,0,64,0
89135,control_change,,88,0,1,,,,,,,,,,,,,,0,64,127
89178,note_on,,43,0,1,,,,,,,,,,,,66,62,0,,
89237,note_on,,59,0,1,,,,,,,,,,,,33,0,0,,
89292,note_on,,55,0,1,,,,,,,,,,,,45,0,0,,
89408,note_on,,116,0,1,,,,,,,,,,,,68,81,0,,
89415,note_on,,7,0,1,,,,,,,,,,,,64,0,0,,
89451,note_on,,36,0,1,,,,,,,,,,,,66,0,0,,
89479,note_on,,28,0,1,,,,,,,,,,,,68,0,0,,
89766,note_on,,287,0,1,,,,,,,,,,,,76,55,0,,
89768,note_on,,2,0,1,,,,,,,,,,,,61,41,0,,
89774,note_on,,6,0,1,,,,,,,,,,,,57,39,0,,
89786,note_on,,12,0,1,,,,,,,,,,,,69,44,0,,
89891,control_change,,105,0,1,,,,,,,,,,,,,,0,64,0
90083,control_change,,192,0,1,,,,,,,,,,,,,,0,64,127
90444,note_on,,361,0,1,,,,,,,,,,,,59,62,0,,
90444,note_on,,0,0,1,,,,,,,,,,,,68,73,0,,
90463,note_on,,19,0,1,,,,,,,,,,,,61,0,0,,
90466,note_on,,3,0,1,,,,,,,,,,,,76,0,0,,
90519,note_on,,53,0,1,,,,,,,,,,,,69,0,0,,
90628,note_on,,109,0,1,,,,,,,,,,,,68,0,0,,
90661,note_on,,33,0,1,,,,,,,,,,,,59,0,0,,
90702,note_on,,41,0,1,,,,,,,,,,,,61,59,0,,
90704,note_on,,2,0,1,,,,,,,,,,,,76,87,0,,
90706,note_on,,2,0,1,,,,,,,,,,,,69,81,0,,
90762,control_change,,56,0,1,,,,,,,,,,,,,,0,64,0
90929,control_change,,167,0,1,,,,,,,,,,,,,,0,64,127
90978,note_on,,49,0,1,,,,,,,,,,,,76,0,0,,
91131,note_on,,153,0,1,,,,,,,,,,,,76,92,0,,
91138,note_on,,7,0,1,,,,,,,,,,,,73,82,0,,
91150,note_on,,12,0,1,,,,,,,,,,,,64,66,0,,
91187,note_on,,37,0,1,,,,,,,,,,,,69,0,0,,
91228,note_on,,41,0,1,,,,,,,,,,,,57,0,0,,
91279,note_on,,51,0,1,,,,,,,,,,,,76,0,0,,
91286,note_on,,7,0,1,,,,,,,,,,,,73,0,0,,
91318,note_on,,32,0,1,,,,,,,,,,,,61,0,0,,
91348,note_on,,30,0,1,,,,,,,,,,,,64,0,0,,
91569,control_change,,221,0,1,,,,,,,,,,,,,,0,64,0
91575,note_on,,6,0,1,,,,,,,,,,,,71,59,0,,
91591,note_on,,16,0,1,,,,,,,,,,,,62,78,0,,
91594,note_on,,3,0,1,,,,,,,,,,,,57,72,0,,
91652,note_on,,58,0,1,,,,,,,,,,,,76,82,0,,
91683,control_change,,31,0,1,,,,,,,,,,,,,,0,64,127
91715,note_on,,32,0,1,,,,,,,,,,,,71,0,0,,
91721,note_on,,6,0,1,,,,,,,,,,,,78,88,0,,
91731,note_on,,10,0,1,,,,,,,,,,,,76,0,0,,
91791,note_on,,60,0,1,,,,,,,,,,,,76,99,0,,
91808,note_on,,17,0,1,,,,,,,,,,,,78,0,0,,
91854,note_on,,46,0,1,,,,,,,,,,,,78,95,0,,
91868,note_on,,14,0,1,,,,,,,,,,,,76,0,0,,
91915,note_on,,47,0,1,,,,,,,,,,,,76,73,0,,
91952,note_on,,37,0,1,,,,,,,,,,,,78,0,0,,
91991,note_on,,39,0,1,,,,,,,,,,,,75,90,0,,
91993,note_on,,2,0,1,,,,,,,,,,,,76,0,0,,
92045,note_on,,52,0,1,,,,,,,,,,,,76,106,0,,
92089,note_on,,44,0,1,,,,,,,,,,,,75,0,0,,
92156,note_on,,67,0,1,,,,,,,,,,,,78,97,0,,
92239,note_on,,83,0,1,,,,,,,,,,,,76,0,0,,
92371,note_on,,132,0,1,,,,,,,,,,,,80,99,0,,
92430,note_on,,59,0,1,,,,,,,,,,,,78,0,0,,
92531,note_on,,101,0,1,,,,,,,,,,,,80,0,0,,
92631,note_on,,100,0,1,,,,,,,,,,,,81,80,0,,
92642,note_on,,11,0,1,,,,,,,,,,,,69,57,0,,
92645,note_on,,3,0,1,,,,,,,,,,,,61,54,0,,
92671,note_on,,26,0,1,,,,,,,,,,,,62,0,0,,
92733,control_change,,62,0,1,,,,,,,,,,,,,,0,64,0
92964,control_change,,231,0,1,,,,,,,,,,,,,,0,64,127
93104,note_on,,140,0,1,,,,,,,,,,,,57,0,0,,
93108,note_on,,4,0,1,,,,,,,,,,,,69,0,0,,
93114,note_on,,6,0,1,,,,,,,,,,,,76,82,0,,
93120,note_on,,6,0,1,,,,,,,,,,,,81,0,0,,
93150,note_on,,30,0,1,,,,,,,,,,,,61,0,0,,
93179,note_on,,29,0,1,,,,,,,,,,,,76,0,0,,
93714,note_on,,535,0,1,,,,,,,,,,,,68,41,0,,
93721,note_on,,7,0,1,,,,,,,,,,,,76,62,0,,
93723,note_on,,2,0,1,,,,,,,,,,,,57,44,0,,
93741,note_on,,18,0,1,,,,,,,,,,,,59,40,0,,
93846,control_change,,105,0,1,,,,,,,,,,,,,,0,64,0
94040,control_change,,194,0,1,,,,,,,,,,,,,,0,64,127
94208,note_on,,168,0,1,,,,,,,,,,,,62,43,0,,
94220,note_on,,12,0,1,,,,,,,,,,,,71,49,0,,
94234,note_on,,14,0,1,,,,,,,,,,,,76,0,0,,
94268,note_on,,34,0,1,,,,,,,,,,,,68,0,0,,
94286,note_on,,18,0,1,,,,,,,,,,,,71,0,0,,
94345,note_on,,59,0,1,,,,,,,,,,,,57,0,0,,
94348,note_on,,3,0,1,,,,,,,,,,,,62,0,0,,
94352,note_on,,4,0,1,,,,,,,,,,,,59,0,0,,
94672,note_on,,320,0,1,,,,,,,,,,,,68,40,0,,
94678,note_on,,6,0,1,,,,,,,,,,,,76,58,0,,
94690,note_on,,12,0,1,,,,,,,,,,,,59,38,0,,
94694,note_on,,4,0,1,,,,,,,,,,,,57,40,0,,
94744,control_change,,50,0,1,,,,,,,,,,,,,,0,64,0
94872,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
94919,note_on,,47,0,1,,,,,,,,,,,,76,0,0,,
95005,note_on,,86,0,1,,,,,,,,,,,,68,0,0,,
95140,note_on,,135,0,1,,,,,,,,,,,,62,51,0,,
95142,note_on,,2,0,1,,,,,,,,,,,,76,75,0,,
95150,note_on,,8,0,1,,,,,,,,,,,,71,48,0,,
95180,control_change,,30,0,1,,,,,,,,,,,,,,0,64,0
95294,control_change,,114,0,1,,,,,,,,,,,,,,0,64,127
95306,note_on,,12,0,1,,,,,,,,,,,,71,0,0,,
95312,note_on,,6,0,1,,,,,,,,,,,,76,0,0,,
95330,note_on,,18,0,1,,,,,,,,,,,,59,0,0,,
95347,note_on,,17,0,1,,,,,,,,,,,,57,0,0,,
95406,note_on,,59,0,1,,,,,,,,,,,,62,0,0,,
95609,note_on,,203,0,1,,,,,,,,,,,,61,55,0,,
95632,note_on,,23,0,1,,,,,,,,,,,,76,68,0,,
95641,note_on,,9,0,1,,,,,,,,,,,,57,28,0,,
95641,note_on,,0,0,1,,,,,,,,,,,,69,54,0,,
95653,control_change,,12,0,1,,,,,,,,,,,,,,0,64,0
95855,note_on,,202,0,1,,,,,,,,,,,,75,73,0,,
95919,note_on,,64,0,1,,,,,,,,,,,,76,0,0,,
96081,note_on,,162,0,1,,,,,,,,,,,,76,101,0,,
96150,note_on,,69,0,1,,,,,,,,,,,,69,0,0,,
96155,note_on,,5,0,1,,,,,,,,,,,,75,0,0,,
96279,note_on,,124,0,1,,,,,,,,,,,,57,0,0,,
96299,note_on,,20,0,1,,,,,,,,,,,,78,90,0,,
96348,note_on,,49,0,1,,,,,,,,,,,,76,0,0,,
96352,note_on,,4,0,1,,,,,,,,,,,,61,0,0,,
96534,note_on,,182,0,1,,,,,,,,,,,,76,88,0,,
96605,note_on,,71,0,1,,,,,,,,,,,,78,0,0,,
96718,note_on,,113,0,1,,,,,,,,,,,,66,53,0,,
96743,note_on,,25,0,1,,,,,,,,,,,,76,0,0,,
96743,note_on,,0,0,1,,,,,,,,,,,,74,80,0,,
96952,note_on,,209,0,1,,,,,,,,,,,,73,81,0,,
96967,note_on,,15,0,1,,,,,,,,,,,,64,85,0,,
96977,note_on,,10,0,1,,,,,,,,,,,,66,0,0,,
96981,note_on,,4,0,1,,,,,,,,,,,,74,0,0,,
97167,note_on,,186,0,1,,,,,,,,,,,,62,79,0,,
97169,note_on,,2,0,1,,,,,,,,,,,,71,79,0,,
97221,note_on,,52,0,1,,,,,,,,,,,,64,0,0,,
97228,note_on,,7,0,1,,,,,,,,,,,,73,0,0,,
97475,note_on,,247,0,1,,,,,,,,,,,,61,57,0,,
97482,note_on,,7,0,1,,,,,,,,,,,,69,62,0,,
97484,note_on,,2,0,1,,,,,,,,,,,,57,40,0,,
97486,note_on,,2,0,1,,,,,,,,,,,,76,68,0,,
97488,note_on,,2,0,1,,,,,,,,,,,,71,0,0,,
97528,note_on,,40,0,1,,,,,,,,,,,,62,0,0,,
97767,control_change,,239,0,1,,,,,,,,,,,,,,0,64,127
98137,note_on,,370,0,1,,,,,,,,,,,,68,77,0,,
98149,note_on,,12,0,1,,,,,,,,,,,,59,68,0,,
98177,note_on,,28,0,1,,,,,,,,,,,,76,0,0,,
98196,note_on,,19,0,1,,,,,,,,,,,,61,0,0,,
98196,note_on,,0,0,1,,,,,,,,,,,,69,0,0,,
98388,note_on,,192,0,1,,,,,,,,,,,,61,62,0,,
98395,note_on,,7,0,1,,,,,,,,,,,,76,78,0,,
98401,note_on,,6,0,1,,,,,,,,,,,,59,0,0,,
98401,note_on,,0,0,1,,,,,,,,,,,,69,80,0,,
98404,note_on,,3,0,1,,,,,,,,,,,,68,0,0,,
98456,control_change,,52,0,1,,,,,,,,,,,,,,0,64,0
98661,control_change,,205,0,1,,,,,,,,,,,,,,0,64,127
98703,note_on,,42,0,1,,,,,,,,,,,,76,0,0,,
98856,note_on,,153,0,1,,,,,,,,,,,,76,60,0,,
98864,note_on,,8,0,1,,,,,,,,,,,,73,56,0,,
98866,note_on,,2,0,1,,,,,,,,,,,,64,51,0,,
98892,note_on,,26,0,1,,,,,,,,,,,,69,0,0,,
98969,note_on,,77,0,1,,,,,,,,,,,,57,0,0,,
98978,note_on,,9,0,1,,,,,,,,,,,,73,0,0,,
98988,note_on,,10,0,1,,,,,,,,,,,,76,0,0,,
99038,note_on,,50,0,1,,,,,,,,,,,,61,0,0,,
99059,note_on,,21,0,1,,,,,,,,,,,,64,0,0,,
99275,note_on,,216,0,1,,,,,,,,,,,,71,46,0,,
99319,note_on,,44,0,1,,,,,,,,,,,,62,64,0,,
99322,note_on,,3,0,1,,,,,,,,,,,,57,62,0,,
99328,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
99370,note_on,,42,0,1,,,,,,,,,,,,71,0,0,,
99370,note_on,,0,0,1,,,,,,,,,,,,76,86,0,,
99430,control_change,,60,0,1,,,,,,,,,,,,,,0,64,127
99442,note_on,,12,0,1,,,,,,,,,,,,78,89,0,,
99452,note_on,,10,0,1,,,,,,,,,,,,76,0,0,,
99506,note_on,,54,0,1,,,,,,,,,,,,76,100,0,,
99516,note_on,,10,0,1,,,,,,,,,,,,78,0,0,,
99571,note_on,,55,0,1,,,,,,,,,,,,78,92,0,,
99581,note_on,,10,0,1,,,,,,,,,,,,76,0,0,,
99637,note_on,,56,0,1,,,,,,,,,,,,76,106,0,,
99676,note_on,,39,0,1,,,,,,,,,,,,78,0,0,,
99702,note_on,,26,0,1,,,,,,,,,,,,75,92,0,,
99715,note_on,,13,0,1,,,,,,,,,,,,76,0,0,,
99751,note_on,,36,0,1,,,,,,,,,,,,76,81,0,,
99802,note_on,,51,0,1,,,,,,,,,,,,75,0,0,,
99898,note_on,,96,0,1,,,,,,,,,,,,78,102,0,,
99963,note_on,,65,0,1,,,,,,,,,,,,76,0,0,,
100123,note_on,,160,0,1,,,,,,,,,,,,80,101,0,,
100174,note_on,,51,0,1,,,,,,,,,,,,78,0,0,,
100307,note_on,,133,0,1,,,,,,,,,,,,80,0,0,,
100377,note_on,,70,0,1,,,,,,,,,,,,81,85,0,,
100387,note_on,,10,0,1,,,,,,,,,,,,61,49,0,,
100391,note_on,,4,0,1,,,,,,,,,,,,69,51,0,,
100421,note_on,,30,0,1,,,,,,,,,,,,62,0,0,,
100468,control_change,,47,0,1,,,,,,,,,,,,,,0,64,0
100736,control_change,,268,0,1,,,,,,,,,,,,,,0,64,127
100868,note_on,,132,0,1,,,,,,,,,,,,57,0,0,,
100868,note_on,,0,0,1,,,,,,,,,,,,76,78,0,,
100876,note_on,,8,0,1,,,,,,,,,,,,81,0,0,,
100876,note_on,,0,0,1,,,,,,,,,,,,61,0,0,,
100921,note_on,,45,0,1,,,,,,,,,,,,76,0,0,,
100964,note_on,,43,0,1,,,,,,,,,,,,69,0,0,,
101356,note_on,,392,0,1,,,,,,,,,,,,76,57,0,,
101359,note_on,,3,0,1,,,,,,,,,,,,68,30,0,,
101379,note_on,,20,0,1,,,,,,,,,,,,57,44,0,,
101383,note_on,,4,0,1,,,,,,,,,,,,59,42,0,,
101453,control_change,,70,0,1,,,,,,,,,,,,,,0,64,0
101631,control_change,,178,0,1,,,,,,,,,,,,,,0,64,127
101815,note_on,,184,0,1,,,,,,,,,,,,62,47,0,,
101817,note_on,,2,0,1,,,,,,,,,,,,71,53,0,,
101843,note_on,,26,0,1,,,,,,,,,,,,76,0,0,,
101860,note_on,,17,0,1,,,,,,,,,,,,68,0,0,,
101870,note_on,,10,0,1,,,,,,,,,,,,71,0,0,,
101922,note_on,,52,0,1,,,,,,,,,,,,59,0,0,,
101927,note_on,,5,0,1,,,,,,,,,,,,57,0,0,,
101935,note_on,,8,0,1,,,,,,,,,,,,62,0,0,,
102243,note_on,,308,0,1,,,,,,,,,,,,68,40,0,,
102255,note_on,,12,0,1,,,,,,,,,,,,76,63,0,,
102255,note_on,,0,0,1,,,,,,,,,,,,59,54,0,,
102266,note_on,,11,0,1,,,,,,,,,,,,57,43,0,,
102311,control_change,,45,0,1,,,,,,,,,,,,,,0,64,0
102477,control_change,,166,0,1,,,,,,,,,,,,,,0,64,127
102507,note_on,,30,0,1,,,,,,,,,,,,76,0,0,,
102584,note_on,,77,0,1,,,,,,,,,,,,68,0,0,,
102707,control_change,,123,0,1,,,,,,,,,,,,,,0,64,0
102727,note_on,,20,0,1,,,,,,,,,,,,62,50,0,,
102741,note_on,,14,0,1,,,,,,,,,,,,71,52,0,,
102745,note_on,,4,0,1,,,,,,,,,,,,76,72,0,,
102849,control_change,,104,0,1,,,,,,,,,,,,,,0,64,127
102931,note_on,,82,0,1,,,,,,,,,,,,59,0,0,,
102966,note_on,,35,0,1,,,,,,,,,,,,71,0,0,,
102968,note_on,,2,0,1,,,,,,,,,,,,57,0,0,,
102971,note_on,,3,0,1,,,,,,,,,,,,76,0,0,,
103063,note_on,,92,0,1,,,,,,,,,,,,62,0,0,,
103303,note_on,,240,0,1,,,,,,,,,,,,61,36,0,,
103309,control_change,,6,0,1,,,,,,,,,,,,,,0,64,0
103311,note_on,,2,0,1,,,,,,,,,,,,69,50,0,,
103313,note_on,,2,0,1,,,,,,,,,,,,57,41,0,,
103452,control_change,,139,0,1,,,,,,,,,,,,,,0,64,127
103580,note_on,,128,0,1,,,,,,,,,,,,69,0,0,,
103583,note_on,,3,0,1,,,,,,,,,,,,64,72,0,,
103826,note_on,,243,0,1,,,,,,,,,,,,66,75,0,,
103864,note_on,,38,0,1,,,,,,,,,,,,64,0,0,,
103873,control_change,,9,0,1,,,,,,,,,,,,,,0,64,0
103935,note_on,,62,0,1,,,,,,,,,,,,57,0,0,,
103972,note_on,,37,0,1,,,,,,,,,,,,61,0,0,,
104067,note_on,,95,0,1,,,,,,,,,,,,64,87,0,,
104097,note_on,,30,0,1,,,,,,,,,,,,66,0,0,,
104287,note_on,,190,0,1,,,,,,,,,,,,63,81,0,,
104407,note_on,,120,0,1,,,,,,,,,,,,64,0,0,,
104503,note_on,,96,0,1,,,,,,,,,,,,66,70,0,,
104570,note_on,,67,0,1,,,,,,,,,,,,63,0,0,,
104742,note_on,,172,0,1,,,,,,,,,,,,62,73,0,,
104939,control_change,,197,0,1,,,,,,,,,,,,,,0,64,127
104972,note_on,,33,0,1,,,,,,,,,,,,68,72,0,,
104986,note_on,,14,0,1,,,,,,,,,,,,62,0,0,,
105004,note_on,,18,0,1,,,,,,,,,,,,66,0,0,,
105241,note_on,,237,0,1,,,,,,,,,,,,61,67,0,,
105253,note_on,,12,0,1,,,,,,,,,,,,40,54,0,,
105284,control_change,,31,0,1,,,,,,,,,,,,,,0,64,0
105500,note_on,,216,0,1,,,,,,,,,,,,69,75,0,,
105527,control_change,,27,0,1,,,,,,,,,,,,,,0,64,127
105536,note_on,,9,0,1,,,,,,,,,,,,68,0,0,,
105588,note_on,,52,0,1,,,,,,,,,,,,61,0,0,,
105729,note_on,,141,0,1,,,,,,,,,,,,69,0,0,,
105729,note_on,,0,0,1,,,,,,,,,,,,59,76,0,,
105818,note_on,,89,0,1,,,,,,,,,,,,40,0,0,,
105956,note_on,,138,0,1,,,,,,,,,,,,68,81,0,,
105960,note_on,,4,0,1,,,,,,,,,,,,59,0,0,,
106170,note_on,,210,0,1,,,,,,,,,,,,61,79,0,,
106183,note_on,,13,0,1,,,,,,,,,,,,40,80,0,,
106222,note_on,,39,0,1,,,,,,,,,,,,68,0,0,,
106232,control_change,,10,0,1,,,,,,,,,,,,,,0,64,0
106384,control_change,,152,0,1,,,,,,,,,,,,,,0,64,127
106403,note_on,,19,0,1,,,,,,,,,,,,69,84,0,,
106432,note_on,,29,0,1,,,,,,,,,,,,61,0,0,,
106434,note_on,,2,0,1,,,,,,,,,,,,40,0,0,,
106620,note_on,,186,0,1,,,,,,,,,,,,40,85,0,,
106623,note_on,,3,0,1,,,,,,,,,,,,64,94,0,,
106637,note_on,,14,0,1,,,,,,,,,,,,69,0,0,,
106641,control_change,,4,0,1,,,,,,,,,,,,,,0,64,0
106769,control_change,,128,0,1,,,,,,,,,,,,,,0,64,127
106839,note_on,,70,0,1,,,,,,,,,,,,40,0,0,,
106863,note_on,,24,0,1,,,,,,,,,,,,73,85,0,,
106880,note_on,,17,0,1,,,,,,,,,,,,64,0,0,,
107050,note_on,,170,0,1,,,,,,,,,,,,62,85,0,,
107052,note_on,,2,0,1,,,,,,,,,,,,73,0,0,,
107058,note_on,,6,0,1,,,,,,,,,,,,40,87,0,,
107134,note_on,,76,0,1,,,,,,,,,,,,42,80,0,,
107158,note_on,,24,0,1,,,,,,,,,,,,40,0,0,,
107227,note_on,,69,0,1,,,,,,,,,,,,40,81,0,,
107274,note_on,,47,0,1,,,,,,,,,,,,42,0,0,,
107314,note_on,,40,0,1,,,,,,,,,,,,73,73,0,,
107318,note_on,,4,0,1,,,,,,,,,,,,39,77,0,,
107344,note_on,,26,0,1,,,,,,,,,,,,40,0,0,,
107409,note_on,,65,0,1,,,,,,,,,,,,40,96,0,,
107420,note_on,,11,0,1,,,,,,,,,,,,39,0,0,,
107501,note_on,,81,0,1,,,,,,,,,,,,42,84,0,,
107501,note_on,,0,0,1,,,,,,,,,,,,71,79,0,,
107524,control_change,,23,0,1,,,,,,,,,,,,,,0,64,0
107532,note_on,,8,0,1,,,,,,,,,,,,40,0,0,,
107536,note_on,,4,0,1,,,,,,,,,,,,73,0,0,,
107607,note_on,,71,0,1,,,,,,,,,,,,62,0,0,,
107679,control_change,,72,0,1,,,,,,,,,,,,,,0,64,127
107718,note_on,,39,0,1,,,,,,,,,,,,44,84,0,,
107731,note_on,,13,0,1,,,,,,,,,,,,62,92,0,,
107768,note_on,,37,0,1,,,,,,,,,,,,42,0,0,,
107768,note_on,,0,0,1,,,,,,,,,,,,71,0,0,,
107819,note_on,,51,0,1,,,,,,,,,,,,62,0,0,,
107945,note_on,,126,0,1,,,,,,,,,,,,45,93,0,,
107958,note_on,,13,0,1,,,,,,,,,,,,61,78,0,,
108003,note_on,,45,0,1,,,,,,,,,,,,44,0,0,,
108038,control_change,,35,0,1,,,,,,,,,,,,,,0,64,0
108207,note_on,,169,0,1,,,,,,,,,,,,71,67,0,,
108215,control_change,,8,0,1,,,,,,,,,,,,,,0,64,127
108425,note_on,,210,0,1,,,,,,,,,,,,61,0,0,,
108433,note_on,,8,0,1,,,,,,,,,,,,40,62,0,,
108445,note_on,,12,0,1,,,,,,,,,,,,71,0,0,,
108452,note_on,,7,0,1,,,,,,,,,,,,69,71,0,,
108470,note_on,,18,0,1,,,,,,,,,,,,45,0,0,,
108473,control_change,,3,0,1,,,,,,,,,,,,,,0,64,0
108639,control_change,,166,0,1,,,,,,,,,,,,,,0,64,127
108694,note_on,,55,0,1,,,,,,,,,,,,61,57,0,,
108718,note_on,,24,0,1,,,,,,,,,,,,69,0,0,,
108723,note_on,,5,0,1,,,,,,,,,,,,40,0,0,,
108751,note_on,,28,0,1,,,,,,,,,,,,61,0,0,,
108993,note_on,,242,0,1,,,,,,,,,,,,59,60,0,,
109000,note_on,,7,0,1,,,,,,,,,,,,40,54,0,,
109074,control_change,,74,0,1,,,,,,,,,,,,,,0,64,0
109256,note_on,,182,0,1,,,,,,,,,,,,69,66,0,,
109293,control_change,,37,0,1,,,,,,,,,,,,,,0,64,127
109483,note_on,,190,0,1,,,,,,,,,,,,68,71,0,,
109520,note_on,,37,0,1,,,,,,,,,,,,40,0,0,,
109525,note_on,,5,0,1,,,,,,,,,,,,69,0,0,,
109703,note_on,,178,0,1,,,,,,,,,,,,66,76,0,,
109730,note_on,,27,0,1,,,,,,,,,,,,68,0,0,,
109755,note_on,,25,0,1,,,,,,,,,,,,59,0,0,,
109928,note_on,,173,0,1,,,,,,,,,,,,40,75,0,,
109933,note_on,,5,0,1,,,,,,,,,,,,59,65,0,,
109946,control_change,,13,0,1,,,,,,,,,,,,,,0,64,0
110112,control_change,,166,0,1,,,,,,,,,,,,,,0,64,127
110132,note_on,,20,0,1,,,,,,,,,,,,59,0,0,,
110167,note_on,,35,0,1,,,,,,,,,,,,68,75,0,,
110193,note_on,,26,0,1,,,,,,,,,,,,66,0,0,,
110220,note_on,,27,0,1,,,,,,,,,,,,40,0,0,,
110389,note_on,,169,0,1,,,,,,,,,,,,40,62,0,,
110404,note_on,,15,0,1,,,,,,,,,,,,62,59,0,,
110406,control_change,,2,0,1,,,,,,,,,,,,,,0,64,0
110410,note_on,,4,0,1,,,,,,,,,,,,68,0,0,,
110534,control_change,,124,0,1,,,,,,,,,,,,,,0,64,127
110650,note_on,,116,0,1,,,,,,,,,,,,71,59,0,,
110654,note_on,,4,0,1,,,,,,,,,,,,40,0,0,,
110664,note_on,,10,0,1,,,,,,,,,,,,62,0,0,,
110689,note_on,,25,0,1,,,,,,,,,,,,71,0,0,,
110931,note_on,,242,0,1,,,,,,,,,,,,40,52,0,,
110931,note_on,,0,0,1,,,,,,,,,,,,61,43,0,,
110940,note_on,,9,0,1,,,,,,,,,,,,69,62,0,,
110982,control_change,,42,0,1,,,,,,,,,,,,,,0,64,0
111148,note_on,,166,0,1,,,,,,,,,,,,39,66,0,,
111185,note_on,,37,0,1,,,,,,,,,,,,40,0,0,,
111368,note_on,,183,0,1,,,,,,,,,,,,40,86,0,,
111410,note_on,,42,0,1,,,,,,,,,,,,39,0,0,,
111578,note_on,,168,0,1,,,,,,,,,,,,40,0,0,,
111585,note_on,,7,0,1,,,,,,,,,,,,42,77,0,,
111676,note_on,,91,0,1,,,,,,,,,,,,69,0,0,,
111694,note_on,,18,0,1,,,,,,,,,,,,61,0,0,,
111807,note_on,,113,0,1,,,,,,,,,,,,42,0,0,,
111819,note_on,,12,0,1,,,,,,,,,,,,40,88,0,,
112026,note_on,,207,0,1,,,,,,,,,,,,66,85,0,,
112031,note_on,,5,0,1,,,,,,,,,,,,38,73,0,,
112121,note_on,,90,0,1,,,,,,,,,,,,40,0,0,,
112257,note_on,,136,0,1,,,,,,,,,,,,37,78,0,,
112262,note_on,,5,0,1,,,,,,,,,,,,64,95,0,,
112368,note_on,,106,0,1,,,,,,,,,,,,66,0,0,,
112373,note_on,,5,0,1,,,,,,,,,,,,38,0,0,,
112479,note_on,,106,0,1,,,,,,,,,,,,35,71,0,,
112484,note_on,,5,0,1,,,,,,,,,,,,68,86,0,,
112501,control_change,,17,0,1,,,,,,,,,,,,,,0,64,127
112501,note_on,,0,0,1,,,,,,,,,,,,62,70,0,,
112505,note_on,,4,0,1,,,,,,,,,,,,37,0,0,,
112523,note_on,,18,0,1,,,,,,,,,,,,64,0,0,,
112617,note_on,,94,0,1,,,,,,,,,,,,62,0,0,,
112646,note_on,,29,0,1,,,,,,,,,,,,68,0,0,,
112781,note_on,,135,0,1,,,,,,,,,,,,40,67,0,,
112784,note_on,,3,0,1,,,,,,,,,,,,71,66,0,,
112790,note_on,,6,0,1,,,,,,,,,,,,61,51,0,,
112802,note_on,,12,0,1,,,,,,,,,,,,35,0,0,,
112846,control_change,,44,0,1,,,,,,,,,,,,,,0,64,0
113051,control_change,,205,0,1,,,,,,,,,,,,,,0,64,127
113076,note_on,,25,0,1,,,,,,,,,,,,71,0,0,,
113076,note_on,,0,0,1,,,,,,,,,,,,69,76,0,,
113135,note_on,,59,0,1,,,,,,,,,,,,61,0,0,,
113174,note_on,,39,0,1,,,,,,,,,,,,69,0,0,,
113301,note_on,,127,0,1,,,,,,,,,,,,59,81,0,,
113456,note_on,,155,0,1,,,,,,,,,,,,40,0,0,,
113491,note_on,,35,0,1,,,,,,,,,,,,59,0,0,,
113512,note_on,,21,0,1,,,,,,,,,,,,68,82,0,,
113624,note_on,,112,0,1,,,,,,,,,,,,68,0,0,,
113738,note_on,,114,0,1,,,,,,,,,,,,61,84,0,,
113740,note_on,,2,0,1,,,,,,,,,,,,40,93,0,,
113766,control_change,,26,0,1,,,,,,,,,,,,,,0,64,0
113922,control_change,,156,0,1,,,,,,,,,,,,,,0,64,127
113976,note_on,,54,0,1,,,,,,,,,,,,69,87,0,,
113987,note_on,,11,0,1,,,,,,,,,,,,40,0,0,,
