tick,type,tempo,time,meta,track,program,channel,note,velocity,control,value
47758,note_off,,118,0,1,,0,52,64,,
47760,note_on,,0,0,1,,0,33,123,,
47760,note_on,,2,0,1,,0,49,123,,
47760,note_on,,0,0,1,,0,43,123,,
47878,note_off,,118,0,1,,0,33,64,,
47878,note_off,,0,0,1,,0,43,64,,
47878,note_off,,0,0,1,,0,49,64,,
48240,note_on,,362,0,1,,0,38,127,,
48240,note_on,,0,0,1,,0,42,127,,
48240,note_on,,0,0,1,,0,50,127,,
48358,note_off,,118,0,1,,0,50,64,,
48358,note_off,,0,0,1,,0,42,64,,
48358,note_off,,0,0,1,,0,38,64,,
48480,note_on,,122,0,1,,0,38,127,,
48480,note_on,,0,0,1,,0,42,127,,
48480,note_on,,0,0,1,,0,50,127,,
48598,note_off,,0,0,1,,0,38,64,,
48598,note_off,,0,0,1,,0,42,64,,
48598,note_off,,118,0,1,,0,50,64,,
48960,note_on,,0,0,1,,0,86,127,,
48960,note_on,,0,0,1,,0,74,127,,
48960,note_on,,0,0,1,,0,38,127,,
48960,note_on,,362,0,1,,0,50,127,,
49136,note_off,,176,0,1,,0,86,64,,
49136,note_off,,0,0,1,,0,50,64,,
49136,note_off,,0,0,1,,0,38,64,,
49136,note_off,,0,0,1,,0,74,64,,
50400,note_on,,0,0,1,,0,66,58,,
50400,control_change,,1264,0,1,,0,,,64,127
50400,set_tempo,214286,15840,1,0,,,,,,
50640,note_on,,0,0,1,,0,69,58,,
50640,note_on,,240,0,1,,0,74,58,,
50640,note_on,,0,0,1,,0,72,58,,
50875,note_off,,235,0,1,,0,69,64,,
50875,note_off,,0,0,1,,0,72,64,,
50875,note_off,,0,0,1,,0,74,64,,
50880,note_on,,0,0,1,,0,69,58,,
50880,note_on,,0,0,1,,0,74,58,,
50880,note_on,,5,0,1,,0,72,58,,
51106,note_off,,226,0,1,,0,66,64,,
51115,note_off,,9,0,1,,0,69,64,,
51115,note_off,,0,0,1,,0,72,64,,
51115,note_off,,0,0,1,,0,74,64,,
51120,note_on,,5,0,1,,0,54,58,,
51360,note_on,,0,0,1,,0,69,58,,
51360,note_on,,240,0,1,,0,74,58,,
51360,note_on,,0,0,1,,0,72,58,,
51595,note_off,,0,0,1,,0,72,64,,
51595,note_off,,0,0,1,,0,74,64,,
51595,note_off,,235,0,1,,0,69,64,,
51600,note_on,,5,0,1,,0,72,58,,
51600,note_on,,0,0,1,,0,74,58,,
51600,note_on,,0,0,1,,0,69,58,,
51826,note_off,,226,0,1,,0,54,64,,
51835,note_off,,9,0,1,,0,69,64,,
51835,note_off,,0,0,1,,0,72,64,,
51835,note_off,,0,0,1,,0,74,64,,
51840,control_change,,5,0,1,,0,,,64,0
51840,note_on,,0,0,1,,0,42,58,,
52080,set_tempo,204778,1680,1,0,,,,,,
52080,note_on,,240,0,1,,0,74,58,,
52080,note_on,,0,0,1,,0,70,58,,
52198,note_off,,118,0,1,,0,70,64,,
52198,note_off,,0,0,1,,0,74,64,,
52320,note_on,,0,0,1,,0,74,58,,
52320,set_tempo,195440,240,1,0,,,,,,
52320,note_on,,122,0,1,,0,70,58,,
52438,note_off,,118,0,1,,0,74,64,,
52438,note_off,,0,0,1,,0,70,64,,
52546,note_off,,108,0,1,,0,42,64,,
52560,note_on,,14,0,1,,0,43,58,,
52560,set_tempo,187500,240,1,0,,,,,,
52800,note_on,,240,0,1,,0,71,58,,
52800,note_on,,0,0,1,,0,74,58,,
52918,note_off,,118,0,1,,0,74,64,,
52918,note_off,,0,0,1,,0,71,64,,
53040,note_on,,122,0,1,,0,71,58,,
53040,note_on,,0,0,1,,0,74,58,,
53158,note_off,,118,0,1,,0,74,64,,
53158,note_off,,0,0,1,,0,71,64,,
53266,note_off,,108,0,1,,0,43,64,,
53280,note_on,,0,0,1,,0,68,58,,
53280,set_tempo,193548,720,1,0,,,,,,
53280,control_change,,14,0,1,,0,,,64,127
53520,note_on,,240,0,1,,0,76,58,,
53520,note_on,,0,0,1,,0,74,58,,
53520,note_on,,0,0,1,,0,71,58,,
53755,note_off,,235,0,1,,0,71,64,,
53755,note_off,,0,0,1,,0,74,64,,
53755,note_off,,0,0,1,,0,76,64,,
53760,note_on,,5,0,1,,0,74,58,,
53760,note_on,,0,0,1,,0,76,58,,
53760,note_on,,0,0,1,,0,71,58,,
53986,note_off,,226,0,1,,0,68,64,,
53995,note_off,,0,0,1,,0,74,64,,
53995,note_off,,0,0,1,,0,76,64,,
53995,note_off,,9,0,1,,0,71,64,,
54000,note_on,,5,0,1,,0,56,58,,
54240,note_on,,240,0,1,,0,76,58,,
54240,note_on,,0,0,1,,0,71,58,,
54240,note_on,,0,0,1,,0,74,58,,
54475,note_off,,235,0,1,,0,71,64,,
54475,note_off,,0,0,1,,0,74,64,,
54475,note_off,,0,0,1,,0,76,64,,
54480,note_on,,5,0,1,,0,74,58,,
54480,note_on,,0,0,1,,0,76,58,,
54480,note_on,,0,0,1,,0,71,58,,
54706,note_off,,226,0,1,,0,56,64,,
54715,note_off,,9,0,1,,0,71,64,,
54715,note_off,,0,0,1,,0,74,64,,
54715,note_off,,0,0,1,,0,76,64,,
54720,note_on,,0,0,1,,0,44,58,,
54720,control_change,,5,0,1,,0,,,64,0
54840,set_tempo,185759,1560,1,0,,,,,,
54960,note_on,,240,0,1,,0,76,61,,
54960,note_on,,0,0,1,,0,72,61,,
55078,note_off,,118,0,1,,0,72,64,,
55078,note_off,,0,0,1,,0,76,64,,
55080,set_tempo,178042,240,1,0,,,,,,
55200,note_on,,122,0,1,,0,72,64,,
55200,note_on,,0,0,1,,0,76,64,,
55318,note_off,,0,0,1,,0,72,64,,
55318,note_off,,118,0,1,,0,76,64,,
55426,note_off,,108,0,1,,0,44,64,,
55440,note_on,,14,0,1,,0,45,67,,
55440,set_tempo,171429,360,1,0,,,,,,
55680,note_on,,0,0,1,,0,76,71,,
55680,note_on,,240,0,1,,0,73,71,,
55798,note_off,,118,0,1,,0,76,64,,
55798,note_off,,0,0,1,,0,73,64,,
55920,note_on,,122,0,1,,0,73,74,,
55920,note_on,,0,0,1,,0,76,74,,
56038,note_off,,118,0,1,,0,76,64,,
56038,note_off,,0,0,1,,0,73,64,,
56146,note_off,,108,0,1,,0,45,64,,
56160,control_change,,14,0,1,,0,,,64,127
56160,note_on,,0,0,1,,0,70,77,,
56400,note_on,,240,0,1,,0,73,80,,
56400,note_on,,0,0,1,,0,76,80,,
56400,note_on,,0,0,1,,0,78,80,,
56635,note_off,,0,0,1,,0,73,64,,
56635,note_off,,235,0,1,,0,78,64,,
56635,note_off,,0,0,1,,0,76,64,,
56640,note_on,,0,0,1,,0,76,84,,
56640,note_on,,0,0,1,,0,73,84,,
56640,note_on,,5,0,1,,0,78,84,,
56866,note_off,,226,0,1,,0,70,64,,
56875,note_off,,9,0,1,,0,73,64,,
56875,note_off,,0,0,1,,0,76,64,,
56875,note_off,,0,0,1,,0,78,64,,
56880,note_on,,5,0,1,,0,58,87,,
57120,note_on,,240,0,1,,0,76,90,,
57120,note_on,,0,0,1,,0,73,90,,
57120,note_on,,0,0,1,,0,78,90,,
57355,note_off,,0,0,1,,0,78,64,,
57355,note_off,,235,0,1,,0,73,64,,
57355,note_off,,0,0,1,,0,76,64,,
57360,note_on,,5,0,1,,0,76,94,,
57360,note_on,,0,0,1,,0,73,94,,
57360,note_on,,0,0,1,,0,78,94,,
57586,note_off,,226,0,1,,0,58,64,,
57595,note_off,,9,0,1,,0,78,64,,
57595,note_off,,0,0,1,,0,73,64,,
57595,note_off,,0,0,1,,0,76,64,,
57600,note_on,,5,0,1,,0,46,96,,
57840,note_on,,0,0,1,,0,73,96,,
57840,control_change,,240,0,1,,0,,,64,0
57840,note_on,,0,0,1,,0,78,96,,
58075,note_off,,235,0,1,,0,78,64,,
58075,note_off,,0,0,1,,0,73,64,,
58080,note_on,,5,0,1,,0,73,104,,
58080,note_on,,0,0,1,,0,78,104,,
58306,note_off,,226,0,1,,0,46,64,,
58315,note_off,,9,0,1,,0,78,64,,
58315,note_off,,0,0,1,,0,73,64,,
58320,note_on,,5,0,1,,0,47,112,,
58560,note_on,,240,0,1,,0,78,121,,
58560,note_on,,0,0,1,,0,74,121,,
58795,note_off,,0,0,1,,0,78,64,,
58795,note_off,,235,0,1,,0,74,64,,
58800,note_on,,5,0,1,,0,74,124,,
58800,note_on,,0,0,1,,0,78,124,,
59026,note_off,,226,0,1,,0,47,64,,
59035,note_off,,0,0,1,,0,74,64,,
59035,note_off,,9,0,1,,0,78,64,,
59040,note_on,,5,0,1,,0,59,126,,
59280,set_tempo,180180,3840,1,0,,,,,,
59280,note_on,,240,0,1,,0,74,120,,
59280,note_on,,0,0,1,,0,79,120,,
59515,note_off,,235,0,1,,0,79,64,,
59515,note_off,,0,0,1,,0,74,64,,
59520,note_on,,5,0,1,,0,74,113,,
59520,note_on,,0,0,1,,0,79,113,,
59520,set_tempo,189274,240,1,0,,,,,,
59746,note_off,,226,0,1,,0,59,64,,
59755,note_off,,9,0,1,,0,79,64,,
59755,note_off,,0,0,1,,0,74,64,,
59760,note_on,,5,0,1,,0,60,106,,
59760,set_tempo,200000,240,1,0,,,,,,
60000,set_tempo,212014,240,1,0,,,,,,
60000,note_on,,240,0,1,,0,75,99,,
60000,note_on,,0,0,1,,0,79,99,,
60118,note_off,,0,0,1,,0,75,64,,
60118,note_off,,118,0,1,,0,79,64,,
60240,set_tempo,224719,240,1,0,,,,,,
60240,note_on,,122,0,1,,0,79,93,,
60240,note_on,,0,0,1,,0,75,93,,
60358,note_off,,0,0,1,,0,79,64,,
60358,note_off,,118,0,1,,0,75,64,,
60466,note_off,,108,0,1,,0,60,64,,
60480,note_on,,14,0,1,,0,61,72,,
60480,set_tempo,400000,240,1,0,,,,,,
60720,note_on,,0,0,1,,0,79,72,,
60720,note_on,,0,0,1,,0,76,72,,
60720,note_on,,240,0,1,,0,69,72,,
61200,set_tempo,600000,720,1,0,,,,,,
61906,note_off,,0,0,1,,0,79,64,,
61906,note_off,,0,0,1,,0,76,64,,
61906,note_off,,1186,0,1,,0,69,64,,
61906,note_off,,0,0,1,,0,61,64,,
61920,note_on,,14,0,1,,0,74,72,,
61920,note_on,,0,0,1,,0,78,72,,
61920,set_tempo,171429,720,1,0,,,,,,
62626,note_off,,706,0,1,,0,78,64,,
62626,note_off,,0,0,1,,0,74,64,,
62640,note_on,,0,0,1,,0,62,72,,
62640,note_on,,14,0,1,,0,66,72,,
63346,note_off,,706,0,1,,0,62,64,,
63346,note_off,,0,0,1,,0,66,64,,
63360,note_on,,14,0,1,,0,50,72,,
63360,note_on,,0,0,1,,0,54,72,,
64066,note_off,,706,0,1,,0,54,64,,
64066,note_off,,0,0,1,,0,50,64,,
64080,note_on,,14,0,1,,0,42,72,,
64080,note_on,,0,0,1,,0,38,72,,
64786,note_off,,706,0,1,,0,38,64,,
64786,note_off,,0,0,1,,0,42,64,,
64800,note_on,,14,0,1,,0,50,72,,
64800,note_on,,0,0,1,,0,69,72,,
64800,note_on,,0,0,1,,0,54,72,,
64918,note_off,,0,0,1,,0,50,64,,
64918,note_off,,0,0,1,,0,54,64,,
64918,note_off,,118,0,1,,0,69,64,,
64920,note_on,,2,0,1,,0,66,72,,
65038,note_off,,118,0,1,,0,66,64,,
65040,note_on,,2,0,1,,0,54,72,,
65040,note_on,,0,0,1,,0,50,72,,
65040,note_on,,0,0,1,,0,62,72,,
65158,note_off,,0,0,1,,0,50,64,,
65158,note_off,,118,0,1,,0,62,64,,
65158,note_off,,0,0,1,,0,54,64,,
65520,note_on,,362,0,1,,0,43,72,,
65520,note_on,,0,0,1,,0,47,72,,
65520,note_on,,0,0,1,,0,52,72,,
65520,note_on,,0,0,1,,0,71,72,,
65638,note_off,,118,0,1,,0,71,64,,
65638,note_off,,0,0,1,,0,43,64,,
65638,note_off,,0,0,1,,0,52,64,,
65638,note_off,,0,0,1,,0,47,64,,
65640,note_on,,2,0,1,,0,67,72,,
65758,note_off,,118,0,1,,0,67,64,,
65760,note_on,,0,0,1,,0,64,72,,
65760,note_on,,2,0,1,,0,47,72,,
65760,note_on,,0,0,1,,0,52,72,,
65760,note_on,,0,0,1,,0,43,72,,
65878,note_off,,0,0,1,,0,47,64,,
65878,note_off,,118,0,1,,0,64,64,,
65878,note_off,,0,0,1,,0,43,64,,
65878,note_off,,0,0,1,,0,52,64,,
66240,note_on,,362,0,1,,0,45,72,,
66240,note_on,,0,0,1,,0,52,72,,
66240,note_on,,0,0,1,,0,55,72,,
66240,note_on,,0,0,1,,0,67,72,,
66358,note_off,,118,0,1,,0,67,64,,
66358,note_off,,0,0,1,,0,55,64,,
66358,note_off,,0,0,1,,0,52,64,,
66358,note_off,,0,0,1,,0,45,64,,
66360,note_on,,2,0,1,,0,64,72,,
66478,note_off,,118,0,1,,0,64,64,,
66480,note_on,,2,0,1,,0,52,72,,
66480,note_on,,0,0,1,,0,55,72,,
66480,note_on,,0,0,1,,0,45,72,,
66480,note_on,,0,0,1,,0,61,72,,
66598,note_off,,0,0,1,,0,52,64,,
66598,note_off,,118,0,1,,0,61,64,,
66598,note_off,,0,0,1,,0,55,64,,
66598,note_off,,0,0,1,,0,45,64,,
66960,note_on,,0,0,1,,0,62,72,,
66960,note_on,,0,0,1,,0,54,72,,
66960,note_on,,362,0,1,,0,50,72,,
67078,note_off,,0,0,1,,0,50,64,,
67078,note_off,,0,0,1,,0,54,64,,
67078,note_off,,118,0,1,,0,62,64,,
67200,note_on,,0,0,1,,0,62,72,,
67200,note_on,,122,0,1,,0,50,72,,
67200,note_on,,0,0,1,,0,54,72,,
67318,note_off,,0,0,1,,0,50,64,,
67318,note_off,,0,0,1,,0,54,64,,
67318,note_off,,118,0,1,,0,62,64,,
67680,control_change,,362,0,1,,0,,,64,127
67680,note_on,,0,0,1,,0,81,120,,
67680,note_on,,0,0,1,,0,86,120,,
67680,note_on,,0,0,1,,0,78,120,,
68386,note_off,,0,0,1,,0,86,64,,
68386,note_off,,706,0,1,,0,78,64,,
68386,note_off,,0,0,1,,0,81,64,,
68400,note_on,,14,0,1,,0,54,116,,
68400,note_on,,0,0,1,,0,57,116,,
68400,note_on,,0,0,1,,0,62,116,,
68400,note_on,,0,0,1,,0,66,116,,
68400,note_on,,0,0,1,,0,69,116,,
68400,note_on,,0,0,1,,0,74,116,,
69106,note_off,,706,0,1,,0,74,64,,
69106,note_off,,0,0,1,,0,69,64,,
69106,note_off,,0,0,1,,0,57,64,,
69106,note_off,,0,0,1,,0,54,64,,
69106,note_off,,0,0,1,,0,62,64,,
69106,note_off,,0,0,1,,0,66,64,,
69120,note_on,,14,0,1,,0,42,116,,
69120,note_on,,0,0,1,,0,45,116,,
69120,note_on,,0,0,1,,0,50,116,,
69826,note_off,,706,0,1,,0,50,64,,
69826,note_off,,0,0,1,,0,45,64,,
69826,note_off,,0,0,1,,0,42,64,,
69840,note_on,,14,0,1,,0,30,116,,
69840,note_on,,0,0,1,,0,38,116,,
69840,note_on,,0,0,1,,0,33,116,,
70546,note_off,,0,0,1,,0,30,64,,
70546,note_off,,0,0,1,,0,33,64,,
70546,note_off,,706,0,1,,0,38,64,,
70560,note_on,,0,0,1,,0,60,72,,
70560,note_on,,0,0,1,,0,81,72,,
70560,note_on,,0,0,1,,0,63,72,,
70560,note_on,,0,0,1,,0,57,72,,
70560,control_change,,14,0,1,,0,,,64,0
70560,note_on,,0,0,1,,0,54,72,,
70678,note_off,,0,0,1,,0,81,64,,
70678,note_off,,118,0,1,,0,60,64,,
70678,note_off,,0,0,1,,0,57,64,,
70678,note_off,,0,0,1,,0,63,64,,
70678,note_off,,0,0,1,,0,54,64,,
70680,note_on,,2,0,1,,0,78,72,,
70798,note_off,,118,0,1,,0,78,64,,
70800,note_on,,0,0,1,,0,63,72,,
70800,note_on,,0,0,1,,0,54,72,,
70800,note_on,,0,0,1,,0,75,72,,
70800,note_on,,2,0,1,,0,57,72,,
70800,note_on,,0,0,1,,0,60,72,,
70918,note_off,,0,0,1,,0,57,64,,
70918,note_off,,0,0,1,,0,63,64,,
70918,note_off,,0,0,1,,0,54,64,,
70918,note_off,,118,0,1,,0,75,64,,
70918,note_off,,0,0,1,,0,60,64,,
71280,note_on,,362,0,1,,0,83,72,,
71280,note_on,,0,0,1,,0,59,72,,
71280,note_on,,0,0,1,,0,55,72,,
71280,note_on,,0,0,1,,0,64,72,,
71398,note_off,,118,0,1,,0,55,64,,
71398,note_off,,0,0,1,,0,59,64,,
71398,note_off,,0,0,1,,0,83,64,,
71398,note_off,,0,0,1,,0,64,64,,
71400,note_on,,2,0,1,,0,79,72,,
71518,note_off,,118,0,1,,0,79,64,,
71520,note_on,,2,0,1,,0,76,72,,
71520,note_on,,0,0,1,,0,64,72,,
71520,note_on,,0,0,1,,0,59,72,,
71520,note_on,,0,0,1,,0,55,72,,
71638,note_off,,0,0,1,,0,76,64,,
71638,note_off,,118,0,1,,0,55,64,,
71638,note_off,,0,0,1,,0,64,64,,
71638,note_off,,0,0,1,,0,59,64,,
72000,note_on,,362,0,1,,0,64,72,,
72000,note_on,,0,0,1,,0,67,72,,
72000,note_on,,0,0,1,,0,57,72,,
72000,note_on,,0,0,1,,0,81,72,,
72118,note_off,,118,0,1,,0,81,64,,
72118,note_off,,0,0,1,,0,57,64,,
72118,note_off,,0,0,1,,0,64,64,,
72118,note_off,,0,0,1,,0,67,64,,
72120,note_on,,2,0,1,,0,76,72,,
72238,note_off,,118,0,1,,0,76,64,,
72240,note_on,,0,0,1,,0,73,72,,
72240,note_on,,0,0,1,,0,64,72,,
72240,note_on,,0,0,1,,0,57,72,,
72240,note_on,,2,0,1,,0,67,72,,
72358,note_off,,0,0,1,,0,67,64,,
72358,note_off,,0,0,1,,0,57,64,,
72358,note_off,,0,0,1,,0,64,64,,
72358,note_off,,118,0,1,,0,73,64,,
72720,note_on,,0,0,1,,0,66,72,,
72720,note_on,,0,0,1,,0,62,72,,
72720,note_on,,362,0,1,,0,74,72,,
72838,note_off,,118,0,1,,0,62,64,,
72838,note_off,,0,0,1,,0,66,64,,
72838,note_off,,0,0,1,,0,74,64,,
72840,note_on,,2,0,1,,0,69,72,,
72958,note_off,,118,0,1,,0,69,64,,
72960,note_on,,2,0,1,,0,62,74,,
72960,note_on,,0,0,1,,0,66,74,,
73078,note_off,,118,0,1,,0,66,64,,
73078,note_off,,0,0,1,,0,62,64,,
73440,note_on,,362,0,1,,0,52,83,,
73440,note_on,,0,0,1,,0,55,83,,
73440,note_on,,0,0,1,,0,45,83,,
73440,note_on,,0,0,1,,0,69,83,,
73558,note_off,,118,0,1,,0,69,64,,
73558,note_off,,0,0,1,,0,55,64,,
73558,note_off,,0,0,1,,0,52,64,,
73558,note_off,,0,0,1,,0,45,64,,
73560,note_on,,2,0,1,,0,64,86,,
73678,note_off,,118,0,1,,0,64,64,,
73680,note_on,,2,0,1,,0,55,88,,
73680,note_on,,0,0,1,,0,61,88,,
73680,note_on,,0,0,1,,0,45,88,,
73680,note_on,,0,0,1,,0,52,88,,
73798,note_off,,0,0,1,,0,55,64,,
73798,note_off,,0,0,1,,0,45,64,,
73798,note_off,,0,0,1,,0,52,64,,
73798,note_off,,118,0,1,,0,61,64,,
74160,note_on,,0,0,1,,0,54,97,,
74160,note_on,,362,0,1,,0,62,97,,
74160,note_on,,0,0,1,,0,50,97,,
74278,note_off,,0,0,1,,0,62,64,,
74278,note_off,,0,0,1,,0,54,64,,
74278,note_off,,118,0,1,,0,50,64,,
74280,note_on,,2,0,1,,0,57,100,,
74398,note_off,,118,0,1,,0,57,64,,
74400,note_on,,2,0,1,,0,50,102,,
74400,note_on,,0,0,1,,0,54,102,,
74518,note_off,,0,0,1,,0,50,64,,
74518,note_off,,118,0,1,,0,54,64,,
74880,note_on,,362,0,1,,0,57,110,,
74880,note_on,,0,0,1,,0,43,110,,
74880,note_on,,0,0,1,,0,33,110,,
74998,note_off,,118,0,1,,0,33,64,,
74998,note_off,,0,0,1,,0,43,64,,
74998,note_off,,0,0,1,,0,57,64,,
75000,note_on,,2,0,1,,0,52,116,,
75118,note_off,,118,0,1,,0,52,64,,
75120,note_on,,2,0,1,,0,49,123,,
75120,note_on,,0,0,1,,0,43,123,,
75120,note_on,,0,0,1,,0,33,123,,
75238,note_off,,0,0,1,,0,43,64,,
75238,note_off,,0,0,1,,0,49,64,,
75238,note_off,,118,0,1,,0,33,64,,
75600,note_on,,362,0,1,,0,38,127,,
75600,note_on,,0,0,1,,0,42,127,,
75600,note_on,,0,0,1,,0,50,127,,
75718,note_off,,118,0,1,,0,50,64,,
75718,note_off,,0,0,1,,0,38,64,,
75718,note_off,,0,0,1,,0,42,64,,
75840,note_on,,0,0,1,,0,50,127,,
75840,note_on,,122,0,1,,0,38,127,,
75840,note_on,,0,0,1,,0,42,127,,
75958,note_off,,118,0,1,,0,50,64,,
75958,note_off,,0,0,1,,0,42,64,,
75958,note_off,,0,0,1,,0,38,64,,
76320,note_on,,362,0,1,,0,50,127,,
76320,note_on,,0,0,1,,0,38,127,,
76320,note_on,,0,0,1,,0,74,127,,
76320,note_on,,0,0,1,,0,86,127,,
76496,note_off,,176,0,1,,0,86,64,,
76496,note_off,,0,0,1,,0,74,64,,
76496,note_off,,0,0,1,,0,38,64,,
76496,note_off,,0,0,1,,0,50,64,,
77760,note_on,,1264,0,1,,0,78,72,,
77760,note_on,,0,0,1,,0,42,72,,
77878,note_off,,118,0,1,,0,42,64,,
77880,note_on,,2,0,1,,0,54,72,,
77998,note_off,,118,0,1,,0,54,64,,
78000,note_on,,2,0,1,,0,44,72,,
78118,note_off,,118,0,1,,0,44,64,,
78120,note_on,,2,0,1,,0,56,72,,
78238,note_off,,118,0,1,,0,56,64,,
78240,note_on,,2,0,1,,0,46,72,,
78358,note_off,,118,0,1,,0,46,64,,
78360,note_on,,2,0,1,,0,58,72,,
78416,note_off,,56,0,1,,0,78,64,,
78420,note_on,,4,0,1,,0,76,72,,
78478,note_off,,58,0,1,,0,58,64,,
78479,note_off,,1,0,1,,0,76,64,,
78480,note_on,,1,0,1,,0,47,72,,
78480,note_on,,0,0,1,,0,74,72,,
78598,note_off,,118,0,1,,0,47,64,,
78600,note_on,,2,0,1,,0,59,72,,
78718,note_off,,118,0,1,,0,59,64,,
78720,note_on,,2,0,1,,0,49,72,,
78833,note_off,,113,0,1,,0,74,64,,
78838,note_off,,5,0,1,,0,49,64,,
78840,note_on,,2,0,1,,0,61,72,,
78840,note_on,,0,0,1,,0,73,72,,
78899,note_off,,59,0,1,,0,73,64,,
78958,note_off,,59,0,1,,0,61,64,,
78960,note_on,,2,0,1,,0,71,72,,
78960,note_on,,0,0,1,,0,50,72,,
79078,note_off,,118,0,1,,0,50,64,,
79078,note_off,,0,0,1,,0,71,64,,
79080,note_on,,2,0,1,,0,62,72,,
79198,note_off,,118,0,1,,0,62,64,,
79200,note_on,,2,0,1,,0,52,72,,
79200,note_on,,0,0,1,,0,71,72,,
79318,note_off,,118,0,1,,0,71,64,,
79318,note_off,,0,0,1,,0,52,64,,
79320,note_on,,2,0,1,,0,64,72,,
79438,note_off,,118,0,1,,0,64,64,,
79440,note_on,,0,0,1,,0,49,72,,
79440,note_on,,2,0,1,,0,71,72,,
79558,note_off,,0,0,1,,0,71,64,,
79558,note_off,,118,0,1,,0,49,64,,
79560,note_on,,2,0,1,,0,61,72,,
79678,note_off,,118,0,1,,0,61,64,,
79680,note_on,,2,0,1,,0,70,72,,
79680,note_on,,0,0,1,,0,54,72,,
79798,note_off,,0,0,1,,0,70,64,,
79798,note_off,,118,0,1,,0,54,64,,
79800,note_on,,2,0,1,,0,66,72,,
79918,note_off,,118,0,1,,0,66,64,,
79920,note_on,,2,0,1,,0,71,72,,
79920,note_on,,0,0,1,,0,50,72,,
80038,note_off,,118,0,1,,0,50,64,,
80040,note_on,,2,0,1,,0,62,72,,
80158,note_off,,118,0,1,,0,62,64,,
80160,note_on,,2,0,1,,0,49,72,,
80278,note_off,,118,0,1,,0,49,64,,
80280,note_on,,2,0,1,,0,61,72,,
80398,note_off,,118,0,1,,0,61,64,,
80400,note_on,,2,0,1,,0,47,72,,
80518,note_off,,118,0,1,,0,47,64,,
80520,note_on,,2,0,1,,0,59,72,,
80626,note_off,,106,0,1,,0,71,64,,
80638,note_off,,12,0,1,,0,59,64,,
80640,note_on,,2,0,1,,0,46,72,,
80640,note_on,,0,0,1,,0,78,72,,
80758,note_off,,118,0,1,,0,46,64,,
80760,note_on,,2,0,1,,0,58,72,,
80878,note_off,,118,0,1,,0,58,64,,
80880,note_on,,2,0,1,,0,47,72,,
80998,note_off,,118,0,1,,0,47,64,,
81000,note_on,,2,0,1,,0,59,72,,
81118,note_off,,118,0,1,,0,59,64,,
81120,note_on,,2,0,1,,0,49,72,,
81238,note_off,,118,0,1,,0,49,64,,
81240,note_on,,2,0,1,,0,61,72,,
81296,note_off,,56,0,1,,0,78,64,,
81300,note_on,,4,0,1,,0,76,72,,
81358,note_off,,58,0,1,,0,61,64,,
81359,note_off,,1,0,1,,0,76,64,,
81360,note_on,,1,0,1,,0,50,72,,
81360,note_on,,0,0,1,,0,74,72,,
81478,note_off,,118,0,1,,0,50,64,,
81480,note_on,,2,0,1,,0,62,72,,
81598,note_off,,118,0,1,,0,62,64,,
81600,note_on,,2,0,1,,0,52,72,,
81713,note_off,,113,0,1,,0,74,64,,
81718,note_off,,5,0,1,,0,52,64,,
81720,note_on,,0,0,1,,0,73,72,,
81720,note_on,,2,0,1,,0,64,72,,
81779,note_off,,59,0,1,,0,73,64,,
81838,note_off,,59,0,1,,0,64,64,,
81840,note_on,,0,0,1,,0,54,72,,
81840,note_on,,2,0,1,,0,71,72,,
81958,note_off,,0,0,1,,0,71,64,,
81958,note_off,,118,0,1,,0,54,64,,
81960,note_on,,2,0,1,,0,66,72,,
82078,note_off,,118,0,1,,0,66,64,,
82080,note_on,,2,0,1,,0,71,72,,
82080,note_on,,0,0,1,,0,55,72,,
82198,note_off,,118,0,1,,0,55,64,,
82198,note_off,,0,0,1,,0,71,64,,
82200,note_on,,2,0,1,,0,67,72,,
82318,note_off,,118,0,1,,0,67,64,,
82320,note_on,,2,0,1,,0,71,72,,
82320,note_on,,0,0,1,,0,52,72,,
82438,note_off,,0,0,1,,0,71,64,,
82438,note_off,,118,0,1,,0,52,64,,
82440,note_on,,2,0,1,,0,64,72,,
82558,note_off,,118,0,1,,0,64,64,,
82560,note_on,,2,0,1,,0,57,72,,
82560,note_on,,0,0,1,,0,73,72,,
82678,note_off,,118,0,1,,0,73,64,,
82678,note_off,,0,0,1,,0,57,64,,
82680,note_on,,2,0,1,,0,69,72,,
82798,note_off,,118,0,1,,0,69,64,,
82800,note_on,,2,0,1,,0,54,72,,
82800,note_on,,0,0,1,,0,74,72,,
82918,note_off,,118,0,1,,0,54,64,,
82920,note_on,,2,0,1,,0,66,72,,
83038,note_off,,118,0,1,,0,66,64,,
83040,note_on,,2,0,1,,0,52,72,,
83158,note_off,,118,0,1,,0,52,64,,
83160,note_on,,2,0,1,,0,64,72,,
83278,note_off,,118,0,1,,0,64,64,,
83280,note_on,,2,0,1,,0,50,72,,
83398,note_off,,118,0,1,,0,50,64,,
83400,note_on,,2,0,1,,0,62,72,,
83506,note_off,,106,0,1,,0,74,64,,
83518,note_off,,12,0,1,,0,62,64,,
83520,note_on,,0,0,1,,0,42,72,,
83520,note_on,,2,0,1,,0,78,72,,
83638,note_off,,118,0,1,,0,42,64,,
83640,note_on,,2,0,1,,0,54,72,,
83758,note_off,,118,0,1,,0,54,64,,
83760,note_on,,2,0,1,,0,44,72,,
83878,note_off,,118,0,1,,0,44,64,,
83880,note_on,,2,0,1,,0,56,72,,
83998,note_off,,118,0,1,,0,56,64,,
