tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,12,,,11,7,104,,
0,control_change,,,,,0,0,12,,,11,10,40,,
0,control_change,,,,,0,0,12,,,11,91,80,,
0,control_change,,,,,0,0,2,,,1,7,79,,
0,program_change,,,,,0,0,3,,68,1,,,,
0,control_change,,,,,0,0,3,,,1,7,79,,
0,control_change,,,,,0,0,3,,,1,10,64,,
0,control_change,,,,,0,0,3,,,1,91,95,,
0,control_change,,,,,0,0,9,,,7,91,100,,
0,control_change,,,,,0,0,9,,,7,91,100,,
0,control_change,,,,,0,0,9,,,7,7,123,,
0,program_change,,,,,0,0,9,,0,7,,,,
0,program_change,,,,,0,0,7,,47,5,,,,
0,control_change,,,,,0,0,7,,,5,7,91,,
0,control_change,,,,,0,0,7,,,5,10,72,,
0,control_change,,,,,0,0,7,,,5,91,90,,
0,program_change,,,,,0,0,4,,70,2,,,,
0,control_change,,,,,0,0,4,,,2,7,79,,
0,control_change,,,,,0,0,4,,,2,10,80,,
0,control_change,,,,,0,0,4,,,2,91,95,,
0,program_change,,,,,0,0,8,,0,6,,,,
0,control_change,,,,,0,0,8,,,6,7,126,,
0,control_change,,,,,0,0,8,,,6,91,100,,
0,control_change,,,,,0,0,1,,,0,91,95,,
0,control_change,,,,,0,0,1,,,0,10,56,,
0,program_change,,,,,0,0,12,,48,11,,,,
0,program_change,,,,,0,0,13,,48,12,,,,
0,control_change,,,,,0,0,13,,,12,7,99,,
0,control_change,,,,,0,0,13,,,12,10,98,,
0,control_change,,,,,0,0,2,,,1,10,64,,
0,control_change,,,,,0,0,2,,,1,91,95,,
0,control_change,,,,,0,0,11,,,10,91,80,,
0,control_change,,,,,0,0,11,,,10,10,28,,
0,control_change,,,,,0,0,11,,,10,7,114,,
0,program_change,,,,,0,0,11,,48,10,,,,
0,control_change,,,,,0,0,10,,,8,91,100,,
0,control_change,,,,,0,0,10,,,8,7,124,,
0,program_change,,,,,0,0,10,,0,8,,,,
0,program_change,,,,,0,0,5,,60,3,,,,
0,control_change,,,,,0,0,5,,,3,7,102,,
0,control_change,,,,,0,0,5,,,3,10,36,,
0,control_change,,,,,0,0,1,,,0,7,79,,
0,control_change,,,,,0,0,5,,,3,91,80,,
0,control_change,,,,,0,0,14,,,13,10,84,,
0,control_change,,,,,0,0,14,,,13,7,104,,
0,program_change,,,,,0,0,14,,48,13,,,,
0,program_change,,,,,0,0,6,,56,4,,,,
0,control_change,,,,,0,0,6,,,4,7,102,,
0,control_change,,,,,0,0,6,,,4,91,80,,
0,control_change,,,,,0,0,6,,,4,10,92,,
0,program_change,,,,,0,0,15,,43,14,,,,
0,control_change,,,,,0,0,15,,,14,7,81,,
0,control_change,,,,,0,0,15,,,14,91,100,,
0,control_change,,,,,0,0,15,,,14,10,96,,
0,control_change,,,,,0,0,13,,,12,91,80,,
0,control_change,,,,,0,0,14,,,13,91,80,,
0,program_change,,,,,0,0,1,,73,0,,,,
0,program_change,,,,,0,0,2,,68,1,,,,
