tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,
0,set_tempo,,,,,0,1,0,434783,,,
480,note_on,,,,,480,0,1,,72,64,0
588,note_off,,,,,108,0,1,,72,64,0
720,note_on,,,,,132,0,1,,72,64,0
720,note_on,,,,,0,0,1,,77,64,0
720,note_on,,,,,0,0,1,,69,64,0
720,note_on,,,,,720,0,2,,53,64,0
828,note_off,,,,,108,0,2,,53,64,0
840,note_on,,,,,12,0,2,,57,64,0
948,note_off,,,,,108,0,2,,57,64,0
960,note_on,,,,,12,0,2,,60,64,0
1068,note_off,,,,,108,0,2,,60,64,0
1080,note_on,,,,,12,0,2,,57,64,0
1104,note_off,,,,,0,0,1,,72,64,0
1104,note_off,,,,,0,0,1,,77,64,0
1104,note_off,,,,,384,0,1,,69,64,0
1188,note_off,,,,,108,0,2,,57,64,0
1200,note_on,,,,,96,0,1,,81,64,0
1200,note_on,,,,,12,0,2,,60,64,0
1308,note_off,,,,,108,0,1,,81,64,0
1308,note_off,,,,,108,0,2,,60,64,0
1320,note_on,,,,,12,0,2,,57,64,0
1428,note_off,,,,,108,0,2,,57,64,0
1440,note_on,,,,,132,0,1,,84,64,0
1440,note_on,,,,,12,0,2,,53,64,0
1548,note_off,,,,,108,0,2,,53,64,0
1560,note_on,,,,,12,0,2,,57,64,0
1632,note_off,,,,,192,0,1,,84,64,0
1668,note_off,,,,,108,0,2,,57,64,0
1680,note_on,,,,,48,0,1,,84,64,0
1680,note_on,,,,,12,0,2,,60,64,0
1788,note_off,,,,,108,0,2,,60,64,0
1788,note_off,,,,,108,0,1,,84,64,0
1800,note_on,,,,,12,0,2,,57,64,0
1908,note_off,,,,,108,0,2,,57,64,0
1920,note_on,,,,,132,0,1,,84,64,0
1920,note_on,,,,,12,0,2,,55,64,0
2028,note_off,,,,,108,0,1,,84,64,0
2028,note_off,,,,,108,0,2,,55,64,0
2040,note_on,,,,,12,0,2,,53,64,0
2148,note_off,,,,,108,0,2,,53,64,0
2160,note_on,,,,,12,0,2,,52,64,0
2160,note_on,,,,,132,0,1,,79,64,0
2268,note_off,,,,,108,0,2,,52,64,0
2280,note_on,,,,,12,0,2,,55,64,0
2388,note_off,,,,,108,0,2,,55,64,0
2400,note_on,,,,,12,0,2,,60,64,0
2508,note_off,,,,,108,0,2,,60,64,0
2520,note_on,,,,,12,0,2,,55,64,0
2544,note_off,,,,,384,0,1,,79,64,0
2628,note_off,,,,,108,0,2,,55,64,0
2640,note_on,,,,,96,0,1,,82,64,0
2640,note_on,,,,,12,0,2,,52,64,0
2748,note_off,,,,,108,0,2,,52,64,0
2748,note_off,,,,,108,0,1,,82,64,0
2760,note_on,,,,,12,0,2,,48,64,0
2868,note_off,,,,,108,0,2,,48,64,0
2880,note_on,,,,,12,0,2,,53,64,0
2880,note_on,,,,,132,0,1,,81,64,0
2988,note_off,,,,,108,0,2,,53,64,0
3000,note_on,,,,,12,0,2,,57,64,0
3072,note_off,,,,,192,0,1,,81,64,0
3108,note_off,,,,,108,0,2,,57,64,0
3120,note_on,,,,,12,0,2,,60,64,0
3228,note_off,,,,,108,0,2,,60,64,0
3240,note_on,,,,,12,0,2,,57,64,0
3348,note_off,,,,,108,0,2,,57,64,0
3360,note_on,,,,,12,0,2,,53,64,0
3360,note_on,,,,,288,0,1,,72,64,0
3468,note_off,,,,,108,0,2,,53,64,0
3468,note_off,,,,,108,0,1,,72,64,0
3480,note_on,,,,,12,0,2,,48,64,0
3588,note_off,,,,,108,0,2,,48,64,0
3600,note_on,,,,,132,0,1,,67,64,0
3600,note_on,,,,,12,0,2,,52,64,0
3708,note_off,,,,,108,0,2,,52,64,0
3720,note_on,,,,,12,0,2,,55,64,0
3828,note_off,,,,,108,0,2,,55,64,0
3840,note_on,,,,,12,0,2,,60,64,0
3948,note_off,,,,,108,0,2,,60,64,0
3960,note_on,,,,,12,0,2,,55,64,0
3984,note_off,,,,,384,0,1,,67,64,0
4068,note_off,,,,,108,0,2,,55,64,0
4080,note_on,,,,,96,0,1,,70,64,0
4080,note_on,,,,,12,0,2,,52,64,0
4188,note_off,,,,,108,0,2,,52,64,0
4188,note_off,,,,,108,0,1,,70,64,0
4200,note_on,,,,,12,0,2,,48,64,0
4308,note_off,,,,,108,0,2,,48,64,0
4320,note_on,,,,,132,0,1,,69,64,0
4320,note_on,,,,,12,0,2,,53,64,0
4512,note_off,,,,,192,0,1,,69,64,0
4512,note_off,,,,,192,0,2,,53,64,0
4560,note_on,,,,,48,0,2,,41,64,0
4668,note_off,,,,,108,0,2,,41,64,0
4800,note_on,,,,,288,0,1,,81,64,0
4848,note_off,,,,,48,0,1,,81,64,0
4860,note_on,,,,,12,0,1,,79,64,0
4908,note_off,,,,,48,0,1,,79,64,0
4920,note_on,,,,,12,0,1,,77,64,0
4968,note_off,,,,,48,0,1,,77,64,0
4980,note_on,,,,,12,0,1,,76,64,0
5028,note_off,,,,,48,0,1,,76,64,0
5040,note_on,,,,,12,0,1,,74,64,0
5040,note_on,,,,,372,0,2,,65,64,0
5040,note_on,,,,,0,0,2,,55,64,0
5040,note_on,,,,,0,0,2,,59,64,0
5232,note_off,,,,,0,0,2,,55,64,0
5232,note_off,,,,,192,0,2,,59,64,0
5232,note_off,,,,,192,0,1,,74,64,0
5232,note_off,,,,,0,0,2,,65,64,0
5280,note_on,,,,,48,0,1,,74,64,0
5280,note_on,,,,,0,0,2,,55,64,0
5280,note_on,,,,,0,0,2,,65,64,0
5280,note_on,,,,,48,0,2,,59,64,0
5388,note_off,,,,,108,0,1,,74,64,0
5388,note_off,,,,,0,0,2,,65,64,0
5388,note_off,,,,,108,0,2,,55,64,0
5388,note_off,,,,,0,0,2,,59,64,0
5520,note_on,,,,,132,0,1,,79,64,0
5568,note_off,,,,,48,0,1,,79,64,0
5580,note_on,,,,,12,0,1,,77,64,0
5628,note_off,,,,,48,0,1,,77,64,0
5640,note_on,,,,,12,0,1,,76,64,0
5688,note_off,,,,,48,0,1,,76,64,0
5700,note_on,,,,,12,0,1,,74,64,0
5748,note_off,,,,,48,0,1,,74,64,0
5760,note_on,,,,,0,0,2,,60,64,0
5760,note_on,,,,,12,0,1,,72,64,0
5760,note_on,,,,,372,0,2,,64,64,0
5952,note_off,,,,,0,0,2,,64,64,0
5952,note_off,,,,,192,0,2,,60,64,0
5952,note_off,,,,,192,0,1,,72,64,0
6000,note_on,,,,,0,0,2,,64,64,0
6000,note_on,,,,,48,0,1,,72,64,0
6000,note_on,,,,,48,0,2,,60,64,0
6108,note_off,,,,,108,0,1,,72,64,0
6108,note_off,,,,,108,0,2,,64,64,0
6108,note_off,,,,,0,0,2,,60,64,0
6240,note_on,,,,,132,0,1,,69,64,0
6288,note_off,,,,,48,0,1,,69,64,0
6300,note_on,,,,,12,0,1,,67,64,0
6348,note_off,,,,,48,0,1,,67,64,0
6360,note_on,,,,,12,0,1,,65,64,0
6408,note_off,,,,,48,0,1,,65,64,0
6420,note_on,,,,,12,0,1,,64,64,0
6468,note_off,,,,,48,0,1,,64,64,0
6480,note_on,,,,,12,0,1,,59,64,0
6480,note_on,,,,,0,0,2,,43,64,0
6480,note_on,,,,,0,0,2,,53,64,0
6480,note_on,,,,,372,0,2,,47,64,0
6480,note_on,,,,,0,0,1,,62,64,0
6672,note_off,,,,,192,0,1,,62,64,0
