tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,5,,60,4,,,,
0,control_change,,,,,0,0,12,,,14,10,96,,
0,control_change,,,,,0,0,12,,,14,91,70,,
0,control_change,,,,,0,0,4,,,3,91,70,,
0,control_change,,,,,0,0,4,,,3,10,72,,
0,control_change,,,,,0,0,4,,,3,7,91,,
0,program_change,,,,,0,0,4,,70,3,,,,
0,control_change,,,,,0,0,3,,,2,91,70,,
0,control_change,,,,,0,0,3,,,2,10,68,,
0,control_change,,,,,0,0,3,,,2,7,89,,
0,program_change,,,,,0,0,3,,71,2,,,,
0,program_change,,,,,0,0,13,,45,7,,,,
0,control_change,,,,,0,0,13,,,7,7,102,,
0,control_change,,,,,0,0,13,,,7,91,80,,
0,control_change,,,,,0,0,2,,,1,91,70,,
0,control_change,,,,,0,0,2,,,1,10,64,,
0,control_change,,,,,0,0,2,,,1,7,89,,
0,program_change,,,,,0,0,2,,68,1,,,,
0,program_change,,,,,0,0,14,,45,15,,,,
0,control_change,,,,,0,0,14,,,15,7,102,,
0,control_change,,,,,0,0,14,,,15,91,80,,
0,control_change,,,,,0,0,1,,,0,10,54,,
0,control_change,,,,,0,0,1,,,0,91,70,,
0,control_change,,,,,0,0,5,,,4,7,116,,
0,control_change,,,,,0,0,5,,,4,10,92,,
0,control_change,,,,,0,0,5,,,4,91,70,,
0,control_change,,,,,0,0,12,,,14,7,104,,
0,control_change,,,,,0,0,10,,,12,91,70,,
0,control_change,,,,,0,0,10,,,12,10,98,,
0,control_change,,,,,0,0,9,,,11,10,40,,
0,control_change,,,,,0,0,9,,,11,91,70,,
0,control_change,,,,,0,0,9,,,11,7,123,,
0,program_change,,,,,0,0,9,,48,11,,,,
0,program_change,,,,,0,0,11,,48,13,,,,
0,control_change,,,,,0,0,11,,,13,7,124,,
0,control_change,,,,,0,0,11,,,13,10,84,,
0,control_change,,,,,0,0,11,,,13,91,70,,
0,control_change,,,,,0,0,10,,,12,7,123,,
0,control_change,,,,,0,0,1,,,0,7,89,,
0,control_change,,,,,0,0,8,,,10,91,70,,
0,control_change,,,,,0,0,8,,,10,7,126,,
0,program_change,,,,,0,0,8,,48,10,,,,
0,control_change,,,,,0,0,7,,,6,10,56,,
0,control_change,,,,,0,0,7,,,6,91,70,,
0,control_change,,,,,0,0,7,,,6,7,101,,
0,program_change,,,,,0,0,7,,47,6,,,,
0,control_change,,,,,0,0,6,,,5,91,70,,
0,control_change,,,,,0,0,6,,,5,10,36,,
0,control_change,,,,,0,0,6,,,5,7,116,,
0,program_change,,,,,0,0,6,,56,5,,,,
0,program_change,,,,,0,0,12,,43,14,,,,
0,control_change,,,,,0,0,8,,,10,10,28,,
0,program_change,,,,,0,0,1,,73,0,,,,
0,program_change,,,,,0,0,10,,48,12,,,,
0,set_tempo,,,,,0,1,0,344828,,,,,,
960,note_on,,,,,960,0,2,,,1,,,66,105
960,note_on,,,,,960,0,1,,,0,,,74,105
960,note_on,,,,,960,0,4,,,3,,,50,105
960,note_on,,,,,960,0,12,,,14,,,38,105
960,note_on,,,,,960,0,5,,,4,,,62,105
960,note_on,,,,,0,0,5,,,4,,,50,105
960,note_on,,,,,960,0,6,,,5,,,74,105
960,note_on,,,,,0,0,6,,,5,,,62,105
960,note_on,,,,,960,0,7,,,6,,,50,105
960,note_on,,,,,960,0,8,,,10,,,74,105
960,note_on,,,,,0,0,8,,,10,,,62,105
960,note_on,,,,,0,0,9,,,11,,,62,105
960,note_on,,,,,960,0,9,,,11,,,74,105
960,note_on,,,,,960,0,11,,,13,,,50,105
960,note_on,,,,,0,0,3,,,2,,,57,105
960,note_on,,,,,960,0,3,,,2,,,66,105
960,note_on,,,,,0,0,2,,,1,,,69,105
960,note_on,,,,,960,0,10,,,12,,,62,105
960,set_tempo,,,,,960,1,0,357143,,,,,,
1344,note_off,,,,,384,0,7,,,6,,,50,64
1728,note_off,,,,,768,0,12,,,14,,,38,64
1728,note_off,,,,,768,0,5,,,4,,,50,64
1728,note_off,,,,,0,0,5,,,4,,,62,64
1728,note_off,,,,,0,0,9,,,11,,,74,64
1728,note_off,,,,,768,0,1,,,0,,,74,64
1728,note_off,,,,,768,0,9,,,11,,,62,64
1728,note_off,,,,,0,0,3,,,2,,,66,64
1728,note_off,,,,,768,0,3,,,2,,,57,64
1728,note_off,,,,,768,0,8,,,10,,,62,64
1728,note_off,,,,,0,0,8,,,10,,,74,64
1728,note_off,,,,,768,0,10,,,12,,,62,64
1728,note_off,,,,,768,0,4,,,3,,,50,64
1728,note_off,,,,,0,0,6,,,5,,,74,64
1728,note_off,,,,,0,0,2,,,1,,,66,64
1728,note_off,,,,,768,0,2,,,1,,,69,64
1728,note_off,,,,,768,0,11,,,13,,,50,64
1728,note_off,,,,,768,0,6,,,5,,,62,64
1920,note_on,,,,,192,0,10,,,12,,,62,105
1920,note_on,,,,,192,0,12,,,14,,,38,105
