tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,5,,,,10,91,86,,
0,control_change,,,,,0,0,5,,,,10,10,28,,
0,control_change,,,,,0,0,5,,,,10,7,127,,
0,program_change,,,,,0,0,5,,,48,10,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,4,,,,2,10,92,,
0,control_change,,,,,0,0,4,,,,2,91,100,,
0,control_change,,,,,0,0,4,,,,2,7,117,,
0,program_change,,,,,0,0,4,,,56,2,,,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,3,,,,1,91,100,,
0,control_change,,,,,0,0,3,,,,1,10,36,,
0,control_change,,,,,0,0,3,,,,1,7,115,,
0,program_change,,,,,0,0,3,,,60,1,,,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,2,,,,0,91,100,,
0,control_change,,,,,0,0,2,,,,0,10,64,,
0,control_change,,,,,0,0,2,,,,0,7,90,,
0,program_change,,,,,0,0,2,,,68,0,,,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,1,,,,0,91,100,,
0,control_change,,,,,0,0,1,,,,0,10,64,,
0,control_change,,,,,0,0,1,,,,0,7,90,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,1,,,68,0,,,,
0,program_change,,,,,0,0,6,,,48,11,,,,
0,control_change,,,,,0,0,6,,,,11,10,40,,
0,program_change,,,,,0,0,11,,,45,7,,,,
0,sequencer_specific,,,,,0,1,11,,"(67, 0, 1, 0)",,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,
0,control_change,,,,,0,0,10,,,,6,7,99,,
0,program_change,,,,,0,0,10,,,45,6,,,,
0,sequencer_specific,,,,,0,1,10,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,9,,,,14,91,90,,
0,control_change,,,,,0,0,9,,,,14,10,90,,
0,control_change,,,,,0,0,9,,,,14,7,95,,
0,program_change,,,,,0,0,9,,,43,14,,,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,8,,,,13,10,84,,
0,control_change,,,,,0,0,8,,,,13,91,87,,
0,control_change,,,,,0,0,8,,,,13,7,122,,
0,program_change,,,,,0,0,8,,,48,13,,,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,7,,,,12,91,85,,
0,control_change,,,,,0,0,7,,,,12,10,98,,
0,control_change,,,,,0,0,7,,,,12,7,122,,
0,program_change,,,,,0,0,7,,,48,12,,,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,11,,,,7,7,99,,
0,control_change,,,,,0,0,6,,,,11,91,85,,
0,control_change,,,,,0,0,6,,,,11,7,122,,
0,sequencer_specific,,,,,0,1,1,,"(67, 0, 1, 0)",,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,,
0,set_tempo,,,,,0,1,0,394736,,,,,,,
1440,note_on,,,,,0,0,1,,,,0,,,86,92
1440,note_on,,,,,0,0,4,,,,2,,,74,92
1440,note_on,,,,,1440,0,3,,,,1,,,62,92
1440,note_on,,,,,1440,0,9,,,,14,,,50,105
1440,note_on,,,,,1440,0,7,,,,12,,,69,92
1440,note_on,,,,,0,0,3,,,,1,,,66,92
1440,note_on,,,,,0,0,5,,,,10,,,86,105
1440,note_on,,,,,1440,0,4,,,,2,,,62,92
1440,note_on,,,,,0,0,5,,,,10,,,74,105
1440,note_on,,,,,1440,0,5,,,,10,,,62,105
1440,note_on,,,,,1440,0,6,,,,11,,,62,92
1440,note_on,,,,,0,0,6,,,,11,,,78,92
1440,note_on,,,,,0,0,6,,,,11,,,69,92
1440,note_on,,,,,1440,0,1,,,,0,,,78,92
1440,note_on,,,,,1440,0,8,,,,13,,,62,105
1728,note_on,,,,,288,0,5,,,,10,,,86,0
1728,note_on,,,,,0,0,5,,,,10,,,74,0
1728,note_on,,,,,0,0,4,,,,2,,,62,0
1728,note_on,,,,,288,0,4,,,,2,,,74,0
1728,note_on,,,,,288,0,1,,,,0,,,86,0
1728,note_on,,,,,0,0,3,,,,1,,,62,0
1728,note_on,,,,,0,0,5,,,,10,,,62,0
1728,note_on,,,,,288,0,7,,,,12,,,69,0
1728,note_on,,,,,0,0,1,,,,0,,,78,0
1728,note_on,,,,,0,0,6,,,,11,,,62,0
1728,note_on,,,,,0,0,6,,,,11,,,69,0
1728,note_on,,,,,288,0,6,,,,11,,,78,0
1728,note_on,,,,,288,0,3,,,,1,,,66,0
1800,note_on,,,,,0,0,5,,,,10,,,74,105
1800,note_on,,,,,0,0,3,,,,1,,,62,92
1800,note_on,,,,,0,0,1,,,,0,,,78,92
1800,note_on,,,,,72,0,5,,,,10,,,86,105
1800,note_on,,,,,72,0,3,,,,1,,,66,92
1800,note_on,,,,,72,0,1,,,,0,,,86,92
1800,note_on,,,,,72,0,6,,,,11,,,78,92
1800,note_on,,,,,0,0,6,,,,11,,,69,92
1800,note_on,,,,,72,0,4,,,,2,,,74,92
1800,note_on,,,,,72,0,7,,,,12,,,69,92
1800,note_on,,,,,0,0,4,,,,2,,,62,92
1824,note_on,,,,,384,0,8,,,,13,,,62,0
1824,note_on,,,,,384,0,9,,,,14,,,50,0
1896,note_on,,,,,96,0,6,,,,11,,,69,0
1896,note_on,,,,,96,0,3,,,,1,,,62,0
1896,note_on,,,,,96,0,7,,,,12,,,69,0
1896,note_on,,,,,0,0,3,,,,1,,,66,0
1896,note_on,,,,,0,0,1,,,,0,,,86,0
1896,note_on,,,,,0,0,4,,,,2,,,74,0
1896,note_on,,,,,96,0,1,,,,0,,,78,0
1896,note_on,,,,,0,0,6,,,,11,,,78,0
1896,note_on,,,,,96,0,5,,,,10,,,74,0
1896,note_on,,,,,0,0,5,,,,10,,,86,0
1896,note_on,,,,,96,0,4,,,,2,,,62,0
1920,note_on,,,,,0,0,6,,,,11,,,78,92
1920,note_on,,,,,24,0,1,,,,0,,,78,92
1920,note_on,,,,,24,0,6,,,,11,,,69,92
1920,note_on,,,,,0,0,1,,,,0,,,86,92
1920,note_on,,,,,0,0,3,,,,1,,,66,92
1920,note_on,,,,,0,0,5,,,,10,,,86,105
1920,note_on,,,,,24,0,7,,,,12,,,69,92
1920,note_on,,,,,96,0,8,,,,13,,,50,105
1920,note_on,,,,,96,0,9,,,,14,,,38,105
1920,note_on,,,,,24,0,4,,,,2,,,74,92
1920,note_on,,,,,0,0,4,,,,2,,,62,92
1920,note_on,,,,,24,0,5,,,,10,,,74,105
1920,note_on,,,,,24,0,3,,,,1,,,62,92
2304,note_on,,,,,0,0,1,,,,0,,,78,0
2304,note_on,,,,,384,0,1,,,,0,,,86,0
2304,note_on,,,,,0,0,6,,,,11,,,69,0
2304,note_on,,,,,384,0,4,,,,2,,,62,0
2304,note_on,,,,,0,0,4,,,,2,,,74,0
2304,note_on,,,,,384,0,8,,,,13,,,50,0
2304,note_on,,,,,384,0,6,,,,11,,,78,0
2304,note_on,,,,,384,0,5,,,,10,,,86,0
2304,note_on,,,,,0,0,5,,,,10,,,74,0
2304,note_on,,,,,0,0,3,,,,1,,,62,0
2304,note_on,,,,,384,0,9,,,,14,,,38,0
2304,note_on,,,,,384,0,3,,,,1,,,66,0
2304,note_on,,,,,384,0,7,,,,12,,,69,0
2880,note_on,,,,,576,0,6,,,,11,,,69,92
2880,note_on,,,,,0,0,6,,,,11,,,76,92
2880,note_on,,,,,576,0,4,,,,2,,,69,92
2880,note_on,,,,,576,0,5,,,,10,,,69,105
2880,note_on,,,,,576,0,7,,,,12,,,69,92
2880,note_on,,,,,576,0,9,,,,14,,,49,105
2880,note_on,,,,,0,0,5,,,,10,,,81,105
2880,note_on,,,,,576,0,8,,,,13,,,61,105
2880,note_on,,,,,576,0,1,,,,0,,,76,92
2880,note_on,,,,,0,0,3,,,,1,,,64,92
2880,note_on,,,,,576,0,3,,,,1,,,57,92
2880,note_on,,,,,0,0,1,,,,0,,,81,92
3168,note_on,,,,,288,0,3,,,,1,,,64,0
3168,note_on,,,,,288,0,4,,,,2,,,69,0
3168,note_on,,,,,288,0,7,,,,12,,,69,0
3168,note_on,,,,,0,0,3,,,,1,,,57,0
3168,note_on,,,,,288,0,5,,,,10,,,81,0
