tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity,program
89280,set_tempo,,,,,96,1,0,1094669,,,,,,
89376,set_tempo,,,,,96,1,0,1100677,,,,,,
89472,set_tempo,,,,,96,1,0,1100677,,,,,,
89568,note_on,,,,,0,0,1,,,,0,83,92,
89568,note_off,,,,,480,0,1,,,,0,84,64,
89568,set_tempo,,,,,96,1,0,595357,,,,,,
89664,note_on,,,,,96,0,1,,,,0,88,84,
89664,note_off,,,,,576,0,2,,,,0,72,64,
89664,note_off,,,,,0,0,2,,,,0,67,64,
89664,note_off,,,,,0,0,2,,,,0,64,64,
89664,note_on,,,,,0,0,2,,,,0,65,59,
89664,note_on,,,,,0,0,2,,,,0,67,59,
89664,note_on,,,,,0,0,2,,,,0,74,59,
89696,note_off,,,,,32,0,1,,,,0,83,64,
89760,note_on,,,,,64,0,1,,,,0,86,80,
89792,note_off,,,,,32,0,1,,,,0,88,64,
89856,note_on,,,,,64,0,1,,,,0,84,82,
89856,note_off,,,,,192,0,2,,,,0,74,64,
89856,note_off,,,,,0,0,2,,,,0,67,64,
89856,note_off,,,,,0,0,2,,,,0,65,64,
89856,note_on,,,,,0,0,2,,,,0,67,47,
89856,note_on,,,,,0,0,2,,,,0,72,47,
89856,note_on,,,,,0,0,2,,,,0,64,47,
89888,note_off,,,,,32,0,1,,,,0,86,64,
89952,note_on,,,,,64,0,1,,,,0,83,80,
89984,note_off,,,,,32,0,1,,,,0,84,64,
90048,note_on,,,,,64,0,1,,,,0,88,72,
90048,note_off,,,,,0,0,2,,,,0,67,64,
90048,note_off,,,,,0,0,2,,,,0,64,64,
90048,note_on,,,,,0,0,2,,,,0,65,35,
90048,note_on,,,,,0,0,2,,,,0,67,35,
90048,note_on,,,,,0,0,2,,,,0,74,35,
90048,note_off,,,,,192,0,2,,,,0,72,64,
90080,note_off,,,,,32,0,1,,,,0,83,64,
90144,note_on,,,,,64,0,1,,,,0,86,64,
90176,note_off,,,,,32,0,1,,,,0,88,64,
90240,note_off,,,,,0,0,2,,,,0,67,64,
90240,note_off,,,,,0,0,2,,,,0,65,64,
90240,note_on,,,,,0,0,2,,,,0,64,35,
90240,note_on,,,,,0,0,2,,,,0,67,35,
90240,note_on,,,,,0,0,2,,,,0,72,35,
90240,note_on,,,,,64,0,1,,,,0,84,84,
90240,note_off,,,,,192,0,2,,,,0,74,64,
90272,note_off,,,,,32,0,1,,,,0,86,64,
90336,note_on,,,,,64,0,1,,,,0,83,71,
90368,note_off,,,,,32,0,1,,,,0,84,64,
90432,note_on,,,,,64,0,1,,,,0,88,75,
90432,note_on,,,,,0,0,2,,,,0,74,35,
90432,note_off,,,,,192,0,2,,,,0,72,64,
90432,note_on,,,,,0,0,2,,,,0,67,35,
90432,note_off,,,,,0,0,2,,,,0,67,64,
90432,note_off,,,,,0,0,2,,,,0,64,64,
90432,note_on,,,,,0,0,2,,,,0,65,35,
90464,note_off,,,,,32,0,1,,,,0,83,64,
90528,note_on,,,,,64,0,1,,,,0,86,72,
90560,note_off,,,,,32,0,1,,,,0,88,64,
90624,note_on,,,,,64,0,1,,,,0,84,84,
90624,note_on,,,,,0,0,2,,,,0,72,37,
90624,note_on,,,,,0,0,2,,,,0,67,37,
90624,note_off,,,,,0,0,2,,,,0,65,64,
90624,note_off,,,,,0,0,2,,,,0,67,64,
90624,note_off,,,,,192,0,2,,,,0,74,64,
90624,note_on,,,,,0,0,2,,,,0,64,37,
90656,note_off,,,,,32,0,1,,,,0,86,64,
90720,note_on,,,,,64,0,1,,,,0,83,78,
90752,note_off,,,,,32,0,1,,,,0,84,64,
90816,note_on,,,,,64,0,1,,,,0,86,76,
90816,note_off,,,,,0,0,2,,,,0,64,64,
90816,note_on,,,,,0,0,2,,,,0,67,39,
90816,note_on,,,,,0,0,2,,,,0,65,39,
90816,note_off,,,,,0,0,2,,,,0,67,64,
90816,note_off,,,,,192,0,2,,,,0,72,64,
90816,note_on,,,,,0,0,2,,,,0,74,39,
90848,note_off,,,,,32,0,1,,,,0,83,64,
90912,note_on,,,,,64,0,1,,,,0,83,82,
90944,note_off,,,,,32,0,1,,,,0,86,64,
91008,note_on,,,,,64,0,1,,,,0,84,92,
91008,note_off,,,,,0,0,2,,,,0,65,64,
91008,note_on,,,,,0,0,2,,,,0,72,57,
91008,note_on,,,,,0,0,2,,,,0,64,57,
91008,note_off,,,,,0,0,2,,,,0,67,64,
91008,note_off,,,,,192,0,2,,,,0,74,64,
91008,note_on,,,,,0,0,2,,,,0,67,57,
91040,note_off,,,,,32,0,1,,,,0,83,64,
91104,note_on,,,,,0,0,1,,,,0,83,84,
91104,note_off,,,,,64,0,1,,,,0,84,64,
91140,note_off,,,,,132,0,2,,,,0,72,64,
91140,note_off,,,,,0,0,2,,,,0,67,64,
91140,note_off,,,,,0,0,2,,,,0,64,64,
91200,note_on,,,,,0,0,2,,,,0,74,61,
91200,note_on,,,,,0,0,2,,,,0,67,61,
91200,note_on,,,,,96,0,1,,,,0,88,84,
91200,note_on,,,,,60,0,2,,,,0,65,61,
91264,note_off,,,,,64,0,1,,,,0,83,64,
91296,note_on,,,,,0,0,1,,,,0,86,84,
91296,note_off,,,,,32,0,1,,,,0,88,64,
91332,note_off,,,,,0,0,2,,,,0,67,64,
91332,note_off,,,,,0,0,2,,,,0,65,64,
91332,note_off,,,,,132,0,2,,,,0,74,64,
91392,note_on,,,,,0,0,2,,,,0,67,61,
91392,note_on,,,,,96,0,1,,,,0,84,97,
91392,note_on,,,,,60,0,2,,,,0,64,61,
91392,note_on,,,,,0,0,2,,,,0,72,61,
91424,note_off,,,,,32,0,1,,,,0,86,64,
91488,note_on,,,,,0,0,1,,,,0,83,90,
91488,note_off,,,,,64,0,1,,,,0,84,64,
91524,note_off,,,,,132,0,2,,,,0,72,64,
91524,note_off,,,,,0,0,2,,,,0,67,64,
91524,note_off,,,,,0,0,2,,,,0,64,64,
91584,note_on,,,,,96,0,1,,,,0,88,90,
91584,note_on,,,,,60,0,2,,,,0,65,64,
91584,note_on,,,,,0,0,2,,,,0,67,64,
91584,note_on,,,,,0,0,2,,,,0,74,64,
91648,note_off,,,,,64,0,1,,,,0,83,64,
91680,note_on,,,,,0,0,1,,,,0,86,90,
91680,note_off,,,,,32,0,1,,,,0,88,64,
91716,note_off,,,,,0,0,2,,,,0,67,64,
91716,note_off,,,,,132,0,2,,,,0,74,64,
91716,note_off,,,,,0,0,2,,,,0,65,64,
91776,note_on,,,,,96,0,1,,,,0,84,101,
91776,note_on,,,,,60,0,2,,,,0,64,66,
91776,note_on,,,,,0,0,2,,,,0,72,66,
91776,note_on,,,,,0,0,2,,,,0,67,66,
91840,note_off,,,,,64,0,1,,,,0,86,64,
91872,note_on,,,,,0,0,1,,,,0,83,90,
91872,note_off,,,,,32,0,1,,,,0,84,64,
91908,note_off,,,,,0,0,2,,,,0,67,64,
91908,note_off,,,,,0,0,2,,,,0,64,64,
91908,note_off,,,,,132,0,2,,,,0,72,64,
91968,note_on,,,,,60,0,2,,,,0,52,72,
91968,note_on,,,,,0,0,2,,,,0,55,72,
91968,note_on,,,,,96,0,1,,,,0,84,98,
91968,note_on,,,,,0,0,2,,,,0,60,72,
92000,note_off,,,,,32,0,1,,,,0,83,64,
92064,note_off,,,,,0,0,2,,,,0,52,64,
92064,note_off,,,,,0,0,2,,,,0,55,64,
92064,note_off,,,,,96,0,2,,,,0,60,64,
92064,note_on,,,,,0,0,1,,,,0,82,105,
92064,note_off,,,,,64,0,1,,,,0,84,64,
92160,note_on,,,,,96,0,1,,,,0,81,94,
92160,note_on,,,,,96,0,2,,,,0,41,66,
92256,note_off,,,,,96,0,1,,,,0,82,64,
92288,note_off,,,,,32,0,1,,,,0,81,64,
92352,note_on,,,,,64,0,1,,,,0,77,86,
92352,note_off,,,,,192,0,2,,,,0,41,64,
92352,note_on,,,,,0,0,2,,,,0,53,55,
92352,note_on,,,,,0,0,2,,,,0,57,55,
92352,note_on,,,,,0,0,2,,,,0,62,55,
92400,note_off,,,,,0,0,2,,,,0,57,64,
92400,note_off,,,,,0,0,2,,,,0,53,64,
92400,note_off,,,,,48,0,2,,,,0,62,64,
92448,note_on,,,,,0,0,2,,,,0,57,55,
92448,note_on,,,,,48,0,2,,,,0,53,55,
92448,note_on,,,,,96,0,1,,,,0,74,86,
92448,note_on,,,,,0,0,2,,,,0,62,55,
92512,note_off,,,,,64,0,1,,,,0,77,64,
92544,note_off,,,,,0,0,2,,,,0,57,64,
92544,note_off,,,,,0,0,2,,,,0,53,64,
92544,note_on,,,,,0,0,2,,,,0,43,70,
92544,note_on,,,,,32,0,1,,,,0,79,99,
92544,note_off,,,,,96,0,2,,,,0,62,64,
92640,note_off,,,,,96,0,1,,,,0,79,64,
92640,note_off,,,,,0,0,1,,,,0,74,64,
92736,note_off,,,,,192,0,2,,,,0,43,64,
92736,note_on,,,,,0,0,2,,,,0,55,59,
92736,note_on,,,,,0,0,2,,,,0,60,59,
92736,note_on,,,,,0,0,2,,,,0,64,59,
92736,note_on,,,,,96,0,1,,,,0,76,86,
92784,note_off,,,,,48,0,2,,,,0,64,64,
92784,note_off,,,,,0,0,2,,,,0,60,64,
92784,note_off,,,,,0,0,2,,,,0,55,64,
92832,note_on,,,,,48,0,2,,,,0,55,61,
92832,note_on,,,,,0,0,2,,,,0,60,61,
92832,note_on,,,,,0,0,2,,,,0,64,61,
92832,note_on,,,,,96,0,1,,,,0,72,86,
92896,note_off,,,,,64,0,1,,,,0,76,64,
92928,note_on,,,,,32,0,1,,,,0,79,99,
92928,note_off,,,,,96,0,2,,,,0,64,64,
92928,note_on,,,,,0,0,2,,,,0,43,70,
92928,note_off,,,,,0,0,2,,,,0,60,64,
92928,note_off,,,,,0,0,2,,,,0,55,64,
92992,note_off,,,,,64,0,1,,,,0,72,64,
93024,note_off,,,,,32,0,1,,,,0,79,64,
93120,note_on,,,,,96,0,1,,,,0,74,86,
93120,note_off,,,,,192,0,2,,,,0,43,64,
93120,note_on,,,,,0,0,2,,,,0,55,66,
93120,note_on,,,,,0,0,2,,,,0,62,66,
93120,note_on,,,,,0,0,2,,,,0,65,66,
93168,note_off,,,,,0,0,2,,,,0,62,64,
93168,note_off,,,,,0,0,2,,,,0,55,64,
93168,note_off,,,,,48,0,2,,,,0,65,64,
93216,note_on,,,,,0,0,2,,,,0,62,70,
93216,note_on,,,,,0,0,2,,,,0,65,70,
93216,note_on,,,,,48,0,2,,,,0,55,70,
93216,note_on,,,,,96,0,1,,,,0,71,86,
93280,note_off,,,,,64,0,1,,,,0,74,64,
93312,note_off,,,,,96,0,2,,,,0,65,64,
93312,note_off,,,,,0,0,2,,,,0,62,64,
93312,note_off,,,,,0,0,2,,,,0,55,64,
93312,note_on,,,,,32,0,1,,,,0,79,101,
93312,note_on,,,,,0,0,2,,,,0,48,76,
93376,note_off,,,,,64,0,1,,,,0,71,64,
93408,note_off,,,,,32,0,1,,,,0,79,64,
93504,note_on,,,,,0,0,2,,,,0,62,70,
93504,note_on,,,,,0,0,2,,,,0,60,70,
93504,note_on,,,,,96,0,1,,,,0,74,97,
93504,note_on,,,,,0,0,2,,,,0,65,70,
93504,note_off,,,,,192,0,2,,,,0,48,64,
93552,note_off,,,,,48,0,2,,,,0,65,64,
93552,note_off,,,,,0,0,2,,,,0,62,64,
93552,note_off,,,,,0,0,2,,,,0,60,64,
93600,note_on,,,,,96,0,1,,,,0,71,86,
93600,note_on,,,,,48,0,2,,,,0,60,70,
93600,note_on,,,,,0,0,2,,,,0,62,70,
93600,note_on,,,,,0,0,2,,,,0,65,70,
93648,note_off,,,,,48,0,1,,,,0,74,64,
93648,note_off,,,,,48,0,2,,,,0,65,64,
93648,note_off,,,,,0,0,2,,,,0,60,64,
93648,note_off,,,,,0,0,2,,,,0,62,64,
93696,note_off,,,,,48,0,1,,,,0,71,64,
93696,note_on,,,,,0,0,1,,,,0,79,88,
93696,note_on,,,,,0,0,1,,,,0,74,88,
93696,note_on,,,,,0,0,1,,,,0,71,88,
93696,note_on,,,,,48,0,2,,,,0,60,61,
93696,note_on,,,,,0,0,2,,,,0,62,61,
93696,note_on,,,,,0,0,2,,,,0,65,61,
93840,note_off,,,,,144,0,2,,,,0,65,64,
93840,note_off,,,,,0,0,2,,,,0,60,64,
93840,note_off,,,,,0,0,2,,,,0,62,64,
93888,note_on,,,,,0,0,2,,,,0,62,70,
93888,note_on,,,,,48,0,2,,,,0,60,70,
93888,note_on,,,,,0,0,2,,,,0,65,70,
94080,note_off,,,,,192,0,2,,,,0,65,64,
94080,note_off,,,,,0,0,2,,,,0,62,64,
94080,note_off,,,,,0,0,2,,,,0,60,64,
94080,note_on,,,,,0,0,2,,,,0,60,70,
94080,note_on,,,,,0,0,2,,,,0,64,70,
94080,note_on,,,,,384,0,1,,,,0,72,76,
94176,note_off,,,,,0,0,1,,,,0,71,64,
94176,note_off,,,,,0,0,1,,,,0,74,64,
94176,note_off,,,,,96,0,1,,,,0,79,64,
94176,note_off,,,,,96,0,2,,,,0,64,64,
94176,note_off,,,,,0,0,2,,,,0,60,64,
94272,note_off,,,,,96,0,1,,,,0,72,64,
94272,note_on,,,,,96,0,2,,,,0,55,53,
94464,note_on,,,,,192,0,2,,,,0,48,37,
94560,note_off,,,,,96,0,2,,,,0,55,64,
94656,note_off,,,,,96,0,2,,,,0,48,64,
94656,note_on,,,,,384,0,1,,,,0,60,68,
94848,note_on,,,,,192,0,1,,,,0,55,53,
94992,note_off,,,,,144,0,1,,,,0,60,64,
95040,note_on,,,,,384,0,2,,,,0,63,53,
95040,note_off,,,,,48,0,1,,,,0,55,64,
95232,note_on,,,,,192,0,2,,,,0,60,37,
95328,note_off,,,,,96,0,2,,,,0,63,64,
95424,note_off,,,,,96,0,2,,,,0,60,64,
95424,note_on,,,,,384,0,1,,,,0,67,66,
95616,note_on,,,,,192,0,1,,,,0,63,53,
95760,note_off,,,,,144,0,1,,,,0,67,64,
95808,note_on,,,,,384,0,2,,,,0,72,53,
95808,note_off,,,,,48,0,1,,,,0,63,64,
96000,note_on,,,,,192,0,2,,,,0,67,37,
96096,note_off,,,,,96,0,2,,,,0,72,64,
96192,note_off,,,,,96,0,2,,,,0,67,64,
96192,note_on,,,,,384,0,1,,,,0,75,66,
96384,note_on,,,,,192,0,1,,,,0,72,53,
96480,note_off,,,,,96,0,1,,,,0,75,64,
96576,note_on,,,,,0,0,1,,,,0,75,72,
96576,note_off,,,,,96,0,1,,,,0,72,64,
96768,note_off,,,,,192,0,1,,,,0,75,64,
96768,note_on,,,,,0,0,1,,,,0,75,70,
96768,note_on,,,,,576,0,2,,,,0,48,38,
96768,note_on,,,,,0,0,2,,,,0,51,41,
96768,set_tempo,,,,,7200,1,0,641596,,,,,,
96864,note_off,,,,,96,0,2,,,,0,51,64,
96864,note_off,,,,,0,0,2,,,,0,48,64,
96864,note_on,,,,,0,0,2,,,,0,55,39,
96960,note_on,,,,,0,0,2,,,,0,51,42,
96960,note_off,,,,,96,0,2,,,,0,55,64,
96960,note_on,,,,,0,0,2,,,,0,48,33,
97056,note_off,,,,,0,0,2,,,,0,48,64,
97056,note_on,,,,,0,0,2,,,,0,55,32,
97056,note_off,,,,,96,0,2,,,,0,51,64,
97152,note_off,,,,,96,0,2,,,,0,55,64,
97152,note_on,,,,,0,0,2,,,,0,48,43,
97152,note_on,,,,,0,0,2,,,,0,51,44,
97248,note_off,,,,,96,0,2,,,,0,51,64,
97248,note_off,,,,,0,0,2,,,,0,48,64,
97248,note_on,,,,,0,0,2,,,,0,55,36,
97344,note_on,,,,,0,0,2,,,,0,48,37,
97344,note_on,,,,,0,0,2,,,,0,51,41,
97344,note_off,,,,,96,0,2,,,,0,55,64,
97344,note_on,,,,,576,0,1,,,,0,74,67,
97422,note_off,,,,,78,0,1,,,,0,75,64,
97440,note_on,,,,,18,0,1,,,,0,72,59,
97440,note_off,,,,,0,0,2,,,,0,48,64,
97440,note_off,,,,,96,0,2,,,,0,51,64,
97440,note_on,,,,,0,0,2,,,,0,55,36,
97488,note_off,,,,,48,0,1,,,,0,74,64,
97536,note_on,,,,,0,0,2,,,,0,48,46,
97536,note_on,,,,,0,0,2,,,,0,51,50,
97536,note_off,,,,,96,0,2,,,,0,55,64,
97536,note_on,,,,,48,0,1,,,,0,71,71,
97632,note_off,,,,,96,0,2,,,,0,51,64,
97632,note_off,,,,,0,0,2,,,,0,48,64,
97632,note_on,,,,,0,0,2,,,,0,55,39,
97632,note_off,,,,,96,0,1,,,,0,72,64,
97728,note_on,,,,,0,0,2,,,,0,51,38,
97728,note_off,,,,,96,0,2,,,,0,55,64,
97728,note_on,,,,,0,0,2,,,,0,48,37,
97728,note_on,,,,,96,0,1,,,,0,72,68,
97824,note_off,,,,,96,0,1,,,,0,71,64,
97824,note_off,,,,,96,0,2,,,,0,51,64,
97824,note_off,,,,,0,0,2,,,,0,48,64,
97824,note_on,,,,,0,0,2,,,,0,55,39,
97920,note_off,,,,,96,0,1,,,,0,72,64,
97920,note_on,,,,,0,0,2,,,,0,50,44,
97920,note_on,,,,,0,0,1,,,,0,75,76,
97920,note_off,,,,,96,0,2,,,,0,55,64,
97920,note_on,,,,,0,0,2,,,,0,47,40,
98016,note_off,,,,,0,0,2,,,,0,47,64,
98016,note_on,,,,,0,0,2,,,,0,55,35,
98016,note_off,,,,,96,0,2,,,,0,50,64,
98112,note_on,,,,,0,0,2,,,,0,47,38,
98112,note_on,,,,,0,0,2,,,,0,50,44,
98112,note_off,,,,,96,0,2,,,,0,55,64,
98112,note_on,,,,,192,0,1,,,,0,74,70,
98208,note_on,,,,,0,0,2,,,,0,55,41,
98208,note_off,,,,,0,0,2,,,,0,47,64,
98208,note_off,,,,,96,0,2,,,,0,50,64,
98220,note_off,,,,,108,0,1,,,,0,75,64,
98304,note_off,,,,,84,0,1,,,,0,74,64,
98304,note_on,,,,,0,0,2,,,,0,50,45,
98304,note_on,,,,,0,0,2,,,,0,47,39,
98304,note_off,,,,,96,0,2,,,,0,55,64,
98304,note_on,,,,,0,0,1,,,,0,78,73,
98400,note_on,,,,,0,0,2,,,,0,55,34,
98400,note_off,,,,,0,0,2,,,,0,47,64,
98400,note_off,,,,,96,0,2,,,,0,50,64,
98496,note_on,,,,,0,0,2,,,,0,50,41,
98496,note_on,,,,,0,0,2,,,,0,47,33,
98496,note_off,,,,,96,0,2,,,,0,55,64,
98592,note_on,,,,,0,0,2,,,,0,55,32,
98592,note_off,,,,,0,0,2,,,,0,47,64,
98592,note_off,,,,,96,0,2,,,,0,50,64,
98688,note_on,,,,,0,0,2,,,,0,50,47,
98688,note_off,,,,,96,0,2,,,,0,55,64,
98688,note_on,,,,,0,0,2,,,,0,47,40,
98784,note_off,,,,,96,0,2,,,,0,50,64,
98784,note_off,,,,,0,0,2,,,,0,47,64,
98784,note_on,,,,,0,0,2,,,,0,55,35,
98880,note_off,,,,,96,0,2,,,,0,55,64,
98880,note_on,,,,,0,0,2,,,,0,47,35,
98880,note_on,,,,,0,0,2,,,,0,50,42,
98880,note_on,,,,,576,0,1,,,,0,79,71,
98976,note_off,,,,,96,0,2,,,,0,50,64,
98976,note_off,,,,,0,0,2,,,,0,47,64,
98976,note_on,,,,,0,0,2,,,,0,55,36,
99000,note_off,,,,,120,0,1,,,,0,78,64,
99072,note_on,,,,,0,0,2,,,,0,48,44,
99072,note_on,,,,,0,0,2,,,,0,51,44,
99072,note_off,,,,,96,0,2,,,,0,55,64,
99072,note_off,,,,,72,0,1,,,,0,79,64,
99072,note_on,,,,,0,0,1,,,,0,75,82,
99168,note_on,,,,,0,0,2,,,,0,55,34,
99168,note_off,,,,,0,0,2,,,,0,48,64,
99168,note_off,,,,,96,0,2,,,,0,51,64,
99264,note_on,,,,,0,0,2,,,,0,48,41,
99264,note_off,,,,,96,0,2,,,,0,55,64,
99264,note_on,,,,,0,0,2,,,,0,51,42,
99360,note_off,,,,,0,0,2,,,,0,48,64,
99360,note_off,,,,,96,0,2,,,,0,51,64,
99360,note_on,,,,,0,0,2,,,,0,55,34,
99456,note_off,,,,,96,0,2,,,,0,55,64,
99456,note_on,,,,,0,0,2,,,,0,51,45,
99456,note_on,,,,,0,0,2,,,,0,48,44,
99552,note_off,,,,,96,0,2,,,,0,51,64,
99552,note_off,,,,,0,0,2,,,,0,48,64,
99552,note_on,,,,,0,0,2,,,,0,55,37,
99648,note_on,,,,,0,0,2,,,,0,48,41,
99648,note_on,,,,,0,0,2,,,,0,51,44,
99648,note_off,,,,,96,0,2,,,,0,55,64,
99648,note_on,,,,,576,0,1,,,,0,74,69,
99720,note_off,,,,,72,0,1,,,,0,75,64,
99744,note_off,,,,,0,0,2,,,,0,48,64,
99744,note_off,,,,,96,0,2,,,,0,51,64,
99744,note_on,,,,,0,0,2,,,,0,55,43,
99744,note_on,,,,,24,0,1,,,,0,72,62,
99816,note_off,,,,,72,0,1,,,,0,74,64,
99840,note_on,,,,,24,0,1,,,,0,71,68,
99840,note_on,,,,,0,0,2,,,,0,51,46,
99840,note_off,,,,,96,0,2,,,,0,55,64,
99840,note_on,,,,,0,0,2,,,,0,48,46,
99936,note_off,,,,,96,0,1,,,,0,72,64,
99936,note_off,,,,,96,0,2,,,,0,51,64,
99936,note_off,,,,,0,0,2,,,,0,48,64,
99936,note_on,,,,,0,0,2,,,,0,55,39,
100032,note_on,,,,,96,0,1,,,,0,72,70,
100032,note_off,,,,,96,0,2,,,,0,55,64,
100032,note_on,,,,,0,0,2,,,,0,48,36,
100032,note_on,,,,,0,0,2,,,,0,51,40,
100128,note_off,,,,,0,0,2,,,,0,48,64,
100128,note_off,,,,,96,0,2,,,,0,51,64,
100128,note_on,,,,,0,0,2,,,,0,55,36,
100134,note_off,,,,,102,0,1,,,,0,71,64,
100224,note_on,,,,,0,0,2,,,,0,51,45,
100224,note_on,,,,,0,0,2,,,,0,48,46,
100224,note_off,,,,,90,0,1,,,,0,72,64,
100224,note_on,,,,,0,0,1,,,,0,75,82,
100224,note_off,,,,,96,0,2,,,,0,55,64,
100320,note_off,,,,,96,0,2,,,,0,51,64,
100320,note_off,,,,,0,0,2,,,,0,48,64,
100320,note_on,,,,,0,0,2,,,,0,55,39,
100416,note_off,,,,,96,0,2,,,,0,55,64,
100416,note_on,,,,,0,0,2,,,,0,48,48,
100416,note_on,,,,,0,0,2,,,,0,51,49,
100512,note_off,,,,,96,0,2,,,,0,51,64,
100512,note_on,,,,,0,0,2,,,,0,56,40,
100512,note_off,,,,,0,0,2,,,,0,48,64,
100608,note_on,,,,,0,0,2,,,,0,51,48,
100608,note_on,,,,,0,0,2,,,,0,48,49,
100608,note_off,,,,,96,0,2,,,,0,56,64,
100704,note_off,,,,,0,0,2,,,,0,48,64,
100704,note_on,,,,,0,0,2,,,,0,56,38,
100704,note_off,,,,,96,0,2,,,,0,51,64,
100800,note_on,,,,,0,0,2,,,,0,51,46,
100800,note_on,,,,,576,0,1,,,,0,73,72,
100800,note_off,,,,,96,0,2,,,,0,56,64,
100800,note_on,,,,,0,0,2,,,,0,48,50,
100872,note_off,,,,,72,0,1,,,,0,75,64,
100896,note_off,,,,,96,0,2,,,,0,51,64,
100896,note_off,,,,,0,0,2,,,,0,48,64,
100896,note_on,,,,,0,0,2,,,,0,56,40,
100896,note_on,,,,,24,0,1,,,,0,72,76,
100944,note_off,,,,,48,0,1,,,,0,73,64,
100992,note_off,,,,,96,0,2,,,,0,56,64,
100992,note_on,,,,,0,0,2,,,,0,48,49,
100992,note_on,,,,,0,0,2,,,,0,51,47,
100992,note_on,,,,,48,0,1,,,,0,71,80,
101028,note_off,,,,,36,0,1,,,,0,72,64,
101088,note_on,,,,,0,0,2,,,,0,56,39,
101088,note_off,,,,,0,0,2,,,,0,48,64,
101088,note_off,,,,,96,0,2,,,,0,51,64,
101088,note_on,,,,,60,0,1,,,,0,72,80,
101124,note_off,,,,,36,0,1,,,,0,71,64,
101184,note_on,,,,,60,0,1,,,,0,80,84,
101184,note_on,,,,,0,0,2,,,,0,51,46,
101184,note_on,,,,,0,0,2,,,,0,48,42,
101184,note_off,,,,,96,0,2,,,,0,56,64,
101268,note_off,,,,,84,0,1,,,,0,72,64,
101280,note_on,,,,,0,0,2,,,,0,56,46,
101280,note_off,,,,,0,0,2,,,,0,48,64,
101280,note_off,,,,,96,0,2,,,,0,51,64,
101358,note_off,,,,,90,0,1,,,,0,80,64,
101376,note_off,,,,,96,0,2,,,,0,56,64,
101376,note_on,,,,,0,0,2,,,,0,53,43,
101376,note_on,,,,,18,0,1,,,,0,80,94,
101376,note_on,,,,,0,0,2,,,,0,49,47,
101472,note_off,,,,,96,0,2,,,,0,53,64,
101472,note_off,,,,,0,0,2,,,,0,49,64,
101472,note_on,,,,,0,0,2,,,,0,56,37,
101568,note_off,,,,,96,0,2,,,,0,56,64,
101568,note_on,,,,,0,0,2,,,,0,49,44,
101568,note_on,,,,,0,0,2,,,,0,53,51,
101664,note_off,,,,,96,0,2,,,,0,53,64,
101664,note_off,,,,,0,0,2,,,,0,49,64,
101664,note_on,,,,,0,0,2,,,,0,56,37,
101760,note_on,,,,,0,0,2,,,,0,53,53,
101760,note_off,,,,,96,0,2,,,,0,56,64,
101760,note_on,,,,,0,0,2,,,,0,49,47,
101856,note_off,,,,,0,0,2,,,,0,49,64,
101856,note_off,,,,,96,0,2,,,,0,53,64,
101856,note_on,,,,,0,0,2,,,,0,56,37,
101952,note_off,,,,,96,0,2,,,,0,56,64,
101952,note_on,,,,,0,0,1,,,,0,79,88,
101952,note_on,,,,,0,0,2,,,,0,53,49,
101952,note_on,,,,,0,0,2,,,,0,49,43,
101952,note_off,,,,,576,0,1,,,,0,80,64,
102048,note_off,,,,,96,0,1,,,,0,79,64,
102048,note_on,,,,,0,0,1,,,,0,77,88,
102048,note_on,,,,,0,0,2,,,,0,56,34,
102048,note_off,,,,,96,0,2,,,,0,53,64,
102048,note_off,,,,,0,0,2,,,,0,49,64,
102144,note_on,,,,,0,0,2,,,,0,49,46,
102144,note_on,,,,,0,0,2,,,,0,53,45,
102144,note_off,,,,,96,0,1,,,,0,77,64,
102144,note_off,,,,,96,0,2,,,,0,56,64,
102144,note_on,,,,,0,0,1,,,,0,76,97,
102240,note_on,,,,,0,0,1,,,,0,77,88,
102240,note_off,,,,,96,0,1,,,,0,76,64,
102240,note_off,,,,,0,0,2,,,,0,49,64,
102240,note_off,,,,,96,0,2,,,,0,53,64,
102240,note_on,,,,,0,0,2,,,,0,56,34,
102336,note_off,,,,,96,0,1,,,,0,77,64,
102336,note_on,,,,,0,0,1,,,,0,89,90,
102336,note_off,,,,,96,0,2,,,,0,56,64,
102336,note_on,,,,,0,0,2,,,,0,49,37,
102336,note_on,,,,,0,0,2,,,,0,53,40,
102432,note_off,,,,,96,0,2,,,,0,53,64,
102432,note_off,,,,,0,0,2,,,,0,49,64,
102432,note_on,,,,,0,0,2,,,,0,56,40,
102528,note_on,,,,,0,0,1,,,,0,89,101,
102528,note_off,,,,,96,0,2,,,,0,56,64,
102528,note_on,,,,,0,0,2,,,,0,51,59,
102528,note_on,,,,,0,0,2,,,,0,56,44,
102528,note_off,,,,,192,0,1,,,,0,89,64,
102624,note_off,,,,,0,0,2,,,,0,51,64,
102624,note_on,,,,,0,0,2,,,,0,60,42,
102624,note_on,,,,,0,0,1,,,,0,87,86,
102624,note_off,,,,,96,0,1,,,,0,89,64,
102624,note_off,,,,,96,0,2,,,,0,56,64,
102720,note_on,,,,,0,0,2,,,,0,51,48,
102720,note_on,,,,,0,0,2,,,,0,56,41,
102720,note_on,,,,,0,0,1,,,,0,85,84,
102720,note_off,,,,,96,0,1,,,,0,87,64,
