tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
29512,note_on,72,0,11,,,,,,,,,,,10,,51,0,,,,,,
29512,note_on,72,0,8,,,,,,,,,,,6,,66,0,,,,,,
29520,note_on,8,0,11,,,,,,,,,,,10,,47,100,,,,,,
29520,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
29592,note_on,72,0,11,,,,,,,,,,,10,,47,0,,,,,,
29592,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
29600,note_on,8,0,11,,,,,,,,,,,10,,51,100,,,,,,
29600,note_on,8,0,8,,,,,,,,,,,6,,66,100,,,,,,
29672,note_on,72,0,11,,,,,,,,,,,10,,51,0,,,,,,
29672,note_on,72,0,8,,,,,,,,,,,6,,66,0,,,,,,
29680,note_on,8,0,8,,,,,,,,,,,6,,63,100,,,,,,
29680,note_on,8,0,11,,,,,,,,,,,10,,54,100,,,,,,
29752,note_on,72,0,8,,,,,,,,,,,6,,63,0,,,,,,
29752,note_on,72,0,11,,,,,,,,,,,10,,54,0,,,,,,
29760,note_on,8,0,8,,,,,,,,,,,6,,59,100,,,,,,
29760,note_on,8,0,11,,,,,,,,,,,10,,55,100,,,,,,
29832,note_on,72,0,8,,,,,,,,,,,6,,59,0,,,,,,
29840,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
29868,note_on,108,0,11,,,,,,,,,,,10,,55,0,,,,,,
29912,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
29920,note_on,8,0,8,,,,,,,,,,,6,,66,100,,,,,,
29992,note_on,72,0,8,,,,,,,,,,,6,,66,0,,,,,,
30000,note_on,132,0,11,,,,,,,,,,,10,,52,100,,,,,,
30000,note_on,8,0,8,,,,,,,,,,,6,,67,100,,,,,,
30072,note_on,72,0,8,,,,,,,,,,,6,,67,0,,,,,,
30080,note_on,8,0,8,,,,,,,,,,,6,,66,100,,,,,,
30108,note_on,108,0,11,,,,,,,,,,,10,,52,0,,,,,,
30152,note_on,72,0,8,,,,,,,,,,,6,,66,0,,,,,,
30160,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
30232,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
30240,note_on,8,0,8,,,,,,,,,,,6,,68,100,,,,,,
30240,note_on,132,0,11,,,,,,,,,,,10,,47,100,,,,,,
30312,note_on,72,0,11,,,,,,,,,,,10,,47,0,,,,,,
30312,note_on,72,0,8,,,,,,,,,,,6,,68,0,,,,,,
30320,note_on,8,0,11,,,,,,,,,,,10,,48,100,,,,,,
30320,note_on,8,0,8,,,,,,,,,,,6,,65,100,,,,,,
30392,note_on,72,0,11,,,,,,,,,,,10,,48,0,,,,,,
30392,note_on,72,0,8,,,,,,,,,,,6,,65,0,,,,,,
30400,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
30400,note_on,8,0,11,,,,,,,,,,,10,,50,100,,,,,,
30472,note_on,72,0,11,,,,,,,,,,,10,,50,0,,,,,,
30472,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
30480,note_on,8,0,8,,,,,,,,,,,6,,62,100,,,,,,
30480,note_on,8,0,11,,,,,,,,,,,10,,52,100,,,,,,
30552,note_on,72,0,8,,,,,,,,,,,6,,62,0,,,,,,
30552,note_on,72,0,11,,,,,,,,,,,10,,52,0,,,,,,
30560,note_on,8,0,11,,,,,,,,,,,10,,54,100,,,,,,
30560,note_on,8,0,8,,,,,,,,,,,6,,60,100,,,,,,
30632,note_on,72,0,8,,,,,,,,,,,6,,60,0,,,,,,
30632,note_on,72,0,11,,,,,,,,,,,10,,54,0,,,,,,
30640,note_on,8,0,8,,,,,,,,,,,6,,59,100,,,,,,
30640,note_on,8,0,11,,,,,,,,,,,10,,56,100,,,,,,
30712,note_on,72,0,11,,,,,,,,,,,10,,56,0,,,,,,
30712,note_on,72,0,8,,,,,,,,,,,6,,59,0,,,,,,
30720,note_on,8,0,11,,,,,,,,,,,10,,60,100,,,,,,
30720,note_on,0,0,11,,,,,,,,,,,10,,57,100,,,,,,
30720,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
30792,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
30800,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
30828,note_on,0,0,11,,,,,,,,,,,10,,57,0,,,,,,
30828,note_on,108,0,11,,,,,,,,,,,10,,60,0,,,,,,
30872,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
30880,note_on,8,0,8,,,,,,,,,,,6,,76,100,,,,,,
30952,note_on,72,0,8,,,,,,,,,,,6,,76,0,,,,,,
30960,note_on,8,0,8,,,,,,,,,,,6,,68,100,,,,,,
30960,note_on,0,0,11,,,,,,,,,,,10,,52,100,,,,,,
30960,note_on,132,0,11,,,,,,,,,,,10,,59,100,,,,,,
31032,note_on,72,0,8,,,,,,,,,,,6,,68,0,,,,,,
31040,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
31068,note_on,0,0,11,,,,,,,,,,,10,,52,0,,,,,,
31068,note_on,108,0,11,,,,,,,,,,,10,,59,0,,,,,,
31112,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
31120,note_on,8,0,8,,,,,,,,,,,6,,77,100,,,,,,
31192,note_on,72,0,8,,,,,,,,,,,6,,77,0,,,,,,
31200,note_on,0,0,11,,,,,,,,,,,10,,48,100,,,,,,
31200,note_on,132,0,11,,,,,,,,,,,10,,60,100,,,,,,
31200,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
31272,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
31280,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
31308,note_on,0,0,11,,,,,,,,,,,10,,48,0,,,,,,
31308,note_on,108,0,11,,,,,,,,,,,10,,60,0,,,,,,
31352,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
31360,note_on,8,0,8,,,,,,,,,,,6,,76,100,,,,,,
31432,note_on,72,0,8,,,,,,,,,,,6,,76,0,,,,,,
31440,note_on,132,0,11,,,,,,,,,,,10,,56,100,,,,,,
31440,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
31440,note_on,0,0,11,,,,,,,,,,,10,,52,100,,,,,,
31512,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
31520,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
31548,note_on,0,0,11,,,,,,,,,,,10,,52,0,,,,,,
31548,note_on,108,0,11,,,,,,,,,,,10,,56,0,,,,,,
31592,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
31600,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
31672,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
31680,note_on,132,0,11,,,,,,,,,,,10,,60,100,,,,,,
31680,note_on,0,0,11,,,,,,,,,,,10,,57,100,,,,,,
31680,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
31752,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
31752,note_on,72,0,11,,,,,,,,,,,10,,60,0,,,,,,
31760,note_on,8,0,11,,,,,,,,,,,10,,59,100,,,,,,
31760,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
31788,note_on,28,0,11,,,,,,,,,,,10,,57,0,,,,,,
31832,note_on,44,0,11,,,,,,,,,,,10,,59,0,,,,,,
31832,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
31840,note_on,8,0,11,,,,,,,,,,,10,,57,100,,,,,,
31840,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
31912,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
31912,note_on,72,0,11,,,,,,,,,,,10,,57,0,,,,,,
31920,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
31920,note_on,0,0,11,,,,,,,,,,,10,,59,100,,,,,,
31920,note_on,8,0,11,,,,,,,,,,,10,,65,100,,,,,,
31992,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
32000,note_on,8,0,8,,,,,,,,,,,6,,76,100,,,,,,
32028,note_on,108,0,11,,,,,,,,,,,10,,59,0,,,,,,
32072,note_on,72,0,8,,,,,,,,,,,6,,76,0,,,,,,
32080,note_on,8,0,8,,,,,,,,,,,6,,77,100,,,,,,
32152,note_on,72,0,8,,,,,,,,,,,6,,77,0,,,,,,
32160,note_on,8,0,8,,,,,,,,,,,6,,67,100,,,,,,
32160,note_on,132,0,11,,,,,,,,,,,10,,60,100,,,,,,
32232,note_on,72,0,8,,,,,,,,,,,6,,67,0,,,,,,
32240,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
32312,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
32320,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
32352,note_on,192,0,11,,,,,,,,,,,10,,65,0,,,,,,
32392,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
32400,note_on,48,0,11,,,,,,,,,,,10,,64,100,,,,,,
32400,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
32472,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
32480,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
32552,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
32560,note_on,8,0,8,,,,,,,,,,,6,,76,100,,,,,,
32562,note_on,162,0,11,,,,,,,,,,,10,,60,0,,,,,,
32580,note_on,18,0,11,,,,,,,,,,,10,,59,100,,,,,,
32632,note_on,72,0,8,,,,,,,,,,,6,,76,0,,,,,,
32634,note_on,54,0,11,,,,,,,,,,,10,,59,0,,,,,,
32640,note_on,6,0,11,,,,,,,,,,,10,,57,100,,,,,,
32640,note_on,8,0,8,,,,,,,,,,,6,,65,100,,,,,,
32712,note_on,72,0,8,,,,,,,,,,,6,,65,0,,,,,,
32720,note_on,8,0,8,,,,,,,,,,,6,,67,100,,,,,,
32792,note_on,72,0,8,,,,,,,,,,,6,,67,0,,,,,,
32800,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
32856,note_on,216,0,11,,,,,,,,,,,10,,64,0,,,,,,
32872,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
32880,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
32880,note_on,24,0,11,,,,,,,,,,,10,,62,100,,,,,,
32952,note_on,72,0,11,,,,,,,,,,,10,,57,0,,,,,,
32952,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
32960,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
32960,note_on,8,0,11,,,,,,,,,,,10,,56,100,,,,,,
33032,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
33032,note_on,72,0,11,,,,,,,,,,,10,,56,0,,,,,,
33040,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
33040,note_on,8,0,11,,,,,,,,,,,10,,54,100,,,,,,
33112,note_on,72,0,11,,,,,,,,,,,10,,54,0,,,,,,
33112,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
33120,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
33120,note_on,8,0,11,,,,,,,,,,,10,,56,100,,,,,,
33192,note_on,72,0,11,,,,,,,,,,,10,,62,0,,,,,,
33192,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
33200,note_on,8,0,8,,,,,,,,,,,6,,68,100,,,,,,
33200,note_on,8,0,11,,,,,,,,,,,10,,65,100,,,,,,
33272,note_on,72,0,8,,,,,,,,,,,6,,68,0,,,,,,
33272,note_on,72,0,11,,,,,,,,,,,10,,65,0,,,,,,
33280,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
33280,note_on,8,0,11,,,,,,,,,,,10,,62,100,,,,,,
33336,note_on,56,0,11,,,,,,,,,,,10,,56,0,,,,,,
33352,note_on,16,0,11,,,,,,,,,,,10,,62,0,,,,,,
33352,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
33360,note_on,8,0,11,,,,,,,,,,,10,,59,100,,,,,,
33360,note_on,8,0,8,,,,,,,,,,,6,,74,100,,,,,,
33432,note_on,72,0,8,,,,,,,,,,,6,,74,0,,,,,,
33440,note_on,80,0,11,,,,,,,,,,,10,,56,100,,,,,,
33440,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
33512,note_on,72,0,11,,,,,,,,,,,10,,56,0,,,,,,
33512,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
33520,note_on,8,0,11,,,,,,,,,,,10,,52,100,,,,,,
33520,note_on,8,0,8,,,,,,,,,,,6,,68,100,,,,,,
33576,note_on,56,0,11,,,,,,,,,,,10,,59,0,,,,,,
33592,note_on,72,0,8,,,,,,,,,,,6,,68,0,,,,,,
33592,note_on,16,0,11,,,,,,,,,,,10,,52,0,,,,,,
33600,note_on,0,0,11,,,,,,,,,,,10,,57,100,,,,,,
33600,note_on,8,0,11,,,,,,,,,,,10,,60,100,,,,,,
33600,note_on,8,0,8,,,,,,,,,,,6,,64,100,,,,,,
33672,note_on,72,0,8,,,,,,,,,,,6,,64,0,,,,,,
33680,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
33708,note_on,108,0,11,,,,,,,,,,,10,,60,0,,,,,,
33708,note_on,0,0,11,,,,,,,,,,,10,,57,0,,,,,,
33752,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
33760,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
33832,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
33840,note_on,0,0,11,,,,,,,,,,,10,,54,100,,,,,,
33840,note_on,132,0,11,,,,,,,,,,,10,,57,100,,,,,,
33840,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
33912,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
33920,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
33948,note_on,108,0,11,,,,,,,,,,,10,,57,0,,,,,,
33948,note_on,0,0,11,,,,,,,,,,,10,,54,0,,,,,,
33992,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
34000,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
34072,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
34080,note_on,132,0,11,,,,,,,,,,,10,,54,100,,,,,,
34080,note_on,0,0,11,,,,,,,,,,,10,,47,100,,,,,,
34080,note_on,8,0,8,,,,,,,,,,,6,,75,100,,,,,,
34152,note_on,72,0,11,,,,,,,,,,,10,,54,0,,,,,,
34152,note_on,72,0,8,,,,,,,,,,,6,,75,0,,,,,,
34160,note_on,8,0,11,,,,,,,,,,,10,,55,100,,,,,,
34160,note_on,8,0,8,,,,,,,,,,,6,,72,100,,,,,,
34188,note_on,28,0,11,,,,,,,,,,,10,,47,0,,,,,,
34232,note_on,72,0,8,,,,,,,,,,,6,,72,0,,,,,,
34232,note_on,44,0,11,,,,,,,,,,,10,,55,0,,,,,,
34240,note_on,8,0,8,,,,,,,,,,,6,,71,100,,,,,,
34240,note_on,8,0,11,,,,,,,,,,,10,,57,100,,,,,,
34312,note_on,72,0,11,,,,,,,,,,,10,,57,0,,,,,,
34312,note_on,72,0,8,,,,,,,,,,,6,,71,0,,,,,,
34320,note_on,8,0,11,,,,,,,,,,,10,,59,100,,,,,,
34320,note_on,8,0,8,,,,,,,,,,,6,,69,100,,,,,,
34392,note_on,72,0,11,,,,,,,,,,,10,,59,0,,,,,,
34392,note_on,72,0,8,,,,,,,,,,,6,,69,0,,,,,,
34400,note_on,8,0,8,,,,,,,,,,,6,,67,100,,,,,,
34400,note_on,8,0,11,,,,,,,,,,,10,,61,100,,,,,,
34472,note_on,72,0,11,,,,,,,,,,,10,,61,0,,,,,,
34472,note_on,72,0,8,,,,,,,,,,,6,,67,0,,,,,,
34480,note_on,8,0,11,,,,,,,,,,,10,,63,100,,,,,,
34480,note_on,8,0,8,,,,,,,,,,,6,,66,100,,,,,,
34552,note_on,72,0,11,,,,,,,,,,,10,,63,0,,,,,,
34552,note_on,72,0,8,,,,,,,,,,,6,,66,0,,,,,,
34560,note_on,11304,0,2,,,,,,,,,,,1,,76,100,,,,,,
34560,note_on,11304,0,7,,,,,,,,,,,5,,52,100,,,,,,
34560,note_on,11304,0,3,,,,,,,,,,,2,,76,100,,,,,,
34560,note_on,8,0,8,,,,,,,,,,,6,,67,100,,,,,,
34560,note_on,11304,0,6,,,,,,,,,,,5,,40,100,,,,,,
34560,note_on,0,0,11,,,,,,,,,,,10,,52,100,,,,,,
34560,note_on,11304,0,5,,,,,,,,,,,4,,67,100,,,,,,
34560,note_on,11304,0,1,,,,,,,,,,,0,,76,100,,,,,,
34560,note_on,8,0,11,,,,,,,,,,,10,,64,100,,,,,,
34776,note_on,216,0,8,,,,,,,,,,,6,,67,0,,,,,,
34776,note_on,216,0,11,,,,,,,,,,,10,,64,0,,,,,,
34776,note_on,216,0,5,,,,,,,,,,,4,,67,0,,,,,,
34776,note_on,216,0,7,,,,,,,,,,,5,,52,0,,,,,,
34776,note_on,0,0,11,,,,,,,,,,,10,,52,0,,,,,,
34776,note_on,216,0,6,,,,,,,,,,,5,,40,0,,,,,,
34800,note_on,24,0,11,,,,,,,,,,,10,,60,100,,,,,,
34800,note_on,24,0,5,,,,,,,,,,,4,,64,100,,,,,,
34800,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
34800,note_on,11544,0,4,,,,,,,,,,,3,,69,100,,,,,,
34800,note_on,24,0,6,,,,,,,,,,,5,,48,100,,,,,,
34992,note_on,432,0,2,,,,,,,,,,,1,,76,0,,,,,,
34992,note_on,432,0,3,,,,,,,,,,,2,,76,0,,,,,,
34992,note_on,432,0,1,,,,,,,,,,,0,,76,0,,,,,,
35016,note_on,216,0,11,,,,,,,,,,,10,,60,0,,,,,,
35016,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
35016,note_on,216,0,5,,,,,,,,,,,4,,64,0,,,,,,
35016,note_on,216,0,6,,,,,,,,,,,5,,48,0,,,,,,
35040,note_on,48,0,3,,,,,,,,,,,2,,75,100,,,,,,
35040,note_on,24,0,11,,,,,,,,,,,10,,59,100,,,,,,
35040,note_on,48,0,1,,,,,,,,,,,0,,78,100,,,,,,
35040,note_on,48,0,2,,,,,,,,,,,1,,78,100,,,,,,
35040,note_on,24,0,7,,,,,,,,,,,5,,59,100,,,,,,
35040,note_on,24,0,5,,,,,,,,,,,4,,71,100,,,,,,
35040,note_on,24,0,6,,,,,,,,,,,5,,47,100,,,,,,
35232,note_on,432,0,4,,,,,,,,,,,3,,69,0,,,,,,
35256,note_on,216,0,6,,,,,,,,,,,5,,47,0,,,,,,
35256,note_on,216,0,7,,,,,,,,,,,5,,59,0,,,,,,
35256,note_on,216,0,11,,,,,,,,,,,10,,59,0,,,,,,
35280,note_on,24,0,7,,,,,,,,,,,5,,57,100,,,,,,
35280,note_on,48,0,4,,,,,,,,,,,3,,67,100,,,,,,
35280,note_on,24,0,11,,,,,,,,,,,10,,57,100,,,,,,
35280,note_on,24,0,6,,,,,,,,,,,5,,45,100,,,,,,
35388,note_on,108,0,4,,,,,,,,,,,3,,67,0,,,,,,
35400,note_on,12,0,4,,,,,,,,,,,3,,66,100,,,,,,
35472,note_on,432,0,1,,,,,,,,,,,0,,78,0,,,,,,
35472,note_on,432,0,3,,,,,,,,,,,2,,75,0,,,,,,
35472,note_on,432,0,2,,,,,,,,,,,1,,78,0,,,,,,
35496,note_on,216,0,7,,,,,,,,,,,5,,57,0,,,,,,
35496,note_on,216,0,11,,,,,,,,,,,10,,57,0,,,,,,
35496,note_on,216,0,6,,,,,,,,,,,5,,45,0,,,,,,
35508,note_on,108,0,4,,,,,,,,,,,3,,66,0,,,,,,
35520,note_on,48,0,1,,,,,,,,,,,0,,71,100,,,,,,
35520,note_on,24,0,11,,,,,,,,,,,10,,55,100,,,,,,
35520,note_on,48,0,2,,,,,,,,,,,1,,71,100,,,,,,
35520,note_on,24,0,7,,,,,,,,,,,5,,55,100,,,,,,
35520,note_on,48,0,3,,,,,,,,,,,2,,76,100,,,,,,
35520,note_on,24,0,6,,,,,,,,,,,5,,43,100,,,,,,
35520,note_on,12,0,4,,,,,,,,,,,3,,64,100,,,,,,
35736,note_on,216,0,1,,,,,,,,,,,0,,71,0,,,,,,
35736,note_on,216,0,3,,,,,,,,,,,2,,76,0,,,,,,
35736,note_on,696,0,5,,,,,,,,,,,4,,71,0,,,,,,
35736,note_on,216,0,2,,,,,,,,,,,1,,71,0,,,,,,
35760,note_on,24,0,3,,,,,,,,,,,2,,72,100,,,,,,
35760,note_on,24,0,5,,,,,,,,,,,4,,69,100,,,,,,
35760,note_on,24,0,1,,,,,,,,,,,0,,84,100,,,,,,
35760,note_on,24,0,2,,,,,,,,,,,1,,84,100,,,,,,
35952,note_on,432,0,6,,,,,,,,,,,5,,43,0,,,,,,
35952,note_on,432,0,4,,,,,,,,,,,3,,64,0,,,,,,
35952,note_on,432,0,11,,,,,,,,,,,10,,55,0,,,,,,
35952,note_on,432,0,7,,,,,,,,,,,5,,55,0,,,,,,
35976,note_on,216,0,1,,,,,,,,,,,0,,84,0,,,,,,
35976,note_on,216,0,2,,,,,,,,,,,1,,84,0,,,,,,
36000,note_on,48,0,7,,,,,,,,,,,5,,54,100,,,,,,
36000,note_on,48,0,6,,,,,,,,,,,5,,42,100,,,,,,
36000,note_on,24,0,1,,,,,,,,,,,0,,74,100,,,,,,
36000,note_on,24,0,2,,,,,,,,,,,1,,74,100,,,,,,
36000,note_on,48,0,11,,,,,,,,,,,10,,54,100,,,,,,
36000,note_on,48,0,4,,,,,,,,,,,3,,66,100,,,,,,
36192,note_on,432,0,5,,,,,,,,,,,4,,69,0,,,,,,
36192,note_on,432,0,3,,,,,,,,,,,2,,72,0,,,,,,
36216,note_on,216,0,1,,,,,,,,,,,0,,74,0,,,,,,
36216,note_on,216,0,2,,,,,,,,,,,1,,74,0,,,,,,
36216,note_on,216,0,4,,,,,,,,,,,3,,66,0,,,,,,
36240,note_on,48,0,5,,,,,,,,,,,4,,67,100,,,,,,
36240,note_on,24,0,2,,,,,,,,,,,1,,83,100,,,,,,
36240,note_on,48,0,3,,,,,,,,,,,2,,71,100,,,,,,
36240,note_on,24,0,1,,,,,,,,,,,0,,83,100,,,,,,
36240,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
36432,note_on,432,0,7,,,,,,,,,,,5,,54,0,,,,,,
36432,note_on,432,0,11,,,,,,,,,,,10,,54,0,,,,,,
36432,note_on,432,0,6,,,,,,,,,,,5,,42,0,,,,,,
36456,note_on,216,0,2,,,,,,,,,,,1,,83,0,,,,,,
36456,note_on,216,0,1,,,,,,,,,,,0,,83,0,,,,,,
36456,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
36480,note_on,24,0,4,,,,,,,,,,,3,,67,100,,,,,,
36480,note_on,48,0,7,,,,,,,,,,,5,,52,100,,,,,,
36480,note_on,24,0,2,,,,,,,,,,,1,,72,100,,,,,,
36480,note_on,48,0,11,,,,,,,,,,,10,,52,100,,,,,,
36480,note_on,24,0,1,,,,,,,,,,,0,,72,100,,,,,,
36480,note_on,48,0,6,,,,,,,,,,,5,,40,100,,,,,,
36696,note_on,216,0,4,,,,,,,,,,,3,,67,0,,,,,,
36696,note_on,216,0,2,,,,,,,,,,,1,,72,0,,,,,,
36696,note_on,216,0,1,,,,,,,,,,,0,,72,0,,,,,,
36696,note_on,456,0,3,,,,,,,,,,,2,,71,0,,,,,,
36696,note_on,456,0,5,,,,,,,,,,,4,,67,0,,,,,,
36720,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
36720,note_on,24,0,4,,,,,,,,,,,3,,72,100,,,,,,
36720,note_on,24,0,1,,,,,,,,,,,0,,81,100,,,,,,
36720,note_on,24,0,5,,,,,,,,,,,4,,66,100,,,,,,
36720,note_on,24,0,2,,,,,,,,,,,1,,81,100,,,,,,
36828,note_on,108,0,5,,,,,,,,,,,4,,66,0,,,,,,
36840,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
36912,note_on,432,0,7,,,,,,,,,,,5,,52,0,,,,,,
36912,note_on,432,0,11,,,,,,,,,,,10,,52,0,,,,,,
36912,note_on,432,0,6,,,,,,,,,,,5,,40,0,,,,,,
36936,note_on,216,0,4,,,,,,,,,,,3,,72,0,,,,,,
36936,note_on,216,0,2,,,,,,,,,,,1,,81,0,,,,,,
36936,note_on,216,0,1,,,,,,,,,,,0,,81,0,,,,,,
36948,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
36960,note_on,24,0,1,,,,,,,,,,,0,,71,100,,,,,,
36960,note_on,48,0,7,,,,,,,,,,,5,,51,100,,,,,,
36960,note_on,48,0,11,,,,,,,,,,,10,,51,100,,,,,,
36960,note_on,48,0,6,,,,,,,,,,,5,,39,100,,,,,,
36960,note_on,24,0,2,,,,,,,,,,,1,,71,100,,,,,,
36960,note_on,24,0,4,,,,,,,,,,,3,,66,100,,,,,,
36960,note_on,12,0,5,,,,,,,,,,,4,,66,100,,,,,,
37152,note_on,432,0,3,,,,,,,,,,,2,,69,0,,,,,,
37176,note_on,216,0,4,,,,,,,,,,,3,,66,0,,,,,,
37176,note_on,216,0,2,,,,,,,,,,,1,,71,0,,,,,,
37176,note_on,216,0,1,,,,,,,,,,,0,,71,0,,,,,,
37200,note_on,24,0,1,,,,,,,,,,,0,,81,100,,,,,,
37200,note_on,48,0,3,,,,,,,,,,,2,,67,100,,,,,,
37200,note_on,24,0,2,,,,,,,,,,,1,,81,100,,,,,,
37200,note_on,24,0,4,,,,,,,,,,,3,,78,100,,,,,,
37308,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
37320,note_on,12,0,3,,,,,,,,,,,2,,66,100,,,,,,
37392,note_on,432,0,6,,,,,,,,,,,5,,39,0,,,,,,
37392,note_on,432,0,11,,,,,,,,,,,10,,51,0,,,,,,
37392,note_on,432,0,7,,,,,,,,,,,5,,51,0,,,,,,
37392,note_on,432,0,5,,,,,,,,,,,4,,66,0,,,,,,
37416,note_on,216,0,1,,,,,,,,,,,0,,81,0,,,,,,
37416,note_on,216,0,4,,,,,,,,,,,3,,78,0,,,,,,
37416,note_on,216,0,2,,,,,,,,,,,1,,81,0,,,,,,
37428,note_on,108,0,3,,,,,,,,,,,2,,66,0,,,,,,
37440,note_on,2664,0,8,,,,,,,,,,,6,,67,100,,,,,,
37440,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
37440,note_on,0,0,8,,,,,,,,,,,6,,64,100,,,,,,
37440,note_on,24,0,4,,,,,,,,,,,3,,76,100,,,,,,
37440,note_on,48,0,5,,,,,,,,,,,4,,59,100,,,,,,
37440,note_on,48,0,11,,,,,,,,,,,10,,52,100,,,,,,
37440,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
37440,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
37440,note_on,48,0,7,,,,,,,,,,,5,,52,100,,,,,,
37440,note_on,48,0,6,,,,,,,,,,,5,,40,100,,,,,,
37512,note_on,72,0,11,,,,,,,,,,,10,,52,0,,,,,,
37520,note_on,8,0,11,,,,,,,,,,,10,,59,100,,,,,,
37592,note_on,72,0,11,,,,,,,,,,,10,,59,0,,,,,,
37600,note_on,8,0,11,,,,,,,,,,,10,,57,100,,,,,,
37656,note_on,216,0,5,,,,,,,,,,,4,,59,0,,,,,,
37656,note_on,216,0,4,,,,,,,,,,,3,,76,0,,,,,,
