tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,data,tempo,program,note,velocity
216,note_on,0,0,0,,,,,4,,,,56,80
216,note_off,0,0,0,,,,,5,,,,44,0
216,note_on,0,0,0,,,,,5,,,,44,80
237,note_off,21,0,0,,,,,4,,,,56,0
237,note_off,0,0,0,,,,,5,,,,44,0
240,note_on,3,0,0,,,,,4,,,,56,80
240,note_on,0,0,0,,,,,5,,,,44,80
250,note_off,10,0,0,,,,,4,,,,56,0
250,note_off,0,0,0,,,,,5,,,,44,0
252,note_on,2,0,0,,,,,4,,,,63,80
252,note_on,0,0,0,,,,,5,,,,51,80
264,note_off,12,0,0,,,,,4,,,,63,0
264,note_on,0,0,0,,,,,4,,,,64,80
264,note_off,0,0,0,,,,,5,,,,51,0
264,note_on,0,0,0,,,,,5,,,,52,80
270,note_off,6,0,0,,,,,3,,,,60,0
276,note_off,6,0,0,,,,,2,,,,63,0
276,note_off,0,0,0,,,,,4,,,,64,0
276,note_on,0,0,0,,,,,4,,,,66,80
276,note_off,0,0,0,,,,,5,,,,52,0
276,note_on,0,0,0,,,,,5,,,,54,80
286,note_off,10,0,0,,,,,4,,,,66,0
286,note_off,0,0,0,,,,,5,,,,54,0
288,note_on,2,0,0,,,,,2,,,,64,88
288,note_on,0,0,0,,,,,3,,,,61,88
288,note_on,0,0,0,,,,,4,,,,64,80
288,note_on,0,0,0,,,,,5,,,,52,80
300,note_off,12,0,0,,,,,4,,,,64,0
300,note_on,0,0,0,,,,,4,,,,63,80
300,note_off,0,0,0,,,,,5,,,,52,0
300,note_on,0,0,0,,,,,5,,,,51,80
312,note_off,12,0,0,,,,,4,,,,63,0
312,note_on,0,0,0,,,,,4,,,,64,80
312,note_off,0,0,0,,,,,5,,,,51,0
312,note_on,0,0,0,,,,,5,,,,52,80
333,note_off,21,0,0,,,,,4,,,,64,0
333,note_off,0,0,0,,,,,5,,,,52,0
336,note_on,3,0,0,,,,,4,,,,56,80
336,note_on,0,0,0,,,,,5,,,,44,80
357,note_off,21,0,0,,,,,4,,,,56,0
357,note_off,0,0,0,,,,,5,,,,44,0
360,note_on,3,0,0,,,,,4,,,,56,80
360,note_on,0,0,0,,,,,5,,,,44,80
378,note_off,18,0,0,,,,,1,,,,68,0
381,note_off,3,0,0,,,,,4,,,,56,0
381,note_off,0,0,0,,,,,5,,,,44,0
384,note_on,3,0,0,,,,,4,,,,56,80
384,note_on,0,0,0,,,,,5,,,,44,80
394,note_off,10,0,0,,,,,4,,,,56,0
394,note_off,0,0,0,,,,,5,,,,44,0
396,note_on,2,0,0,,,,,4,,,,61,80
396,note_on,0,0,0,,,,,5,,,,49,80
408,note_off,12,0,0,,,,,4,,,,61,0
408,note_on,0,0,0,,,,,4,,,,63,80
408,note_off,0,0,0,,,,,5,,,,49,0
408,note_on,0,0,0,,,,,5,,,,51,80
420,note_off,12,0,0,,,,,4,,,,63,0
420,note_on,0,0,0,,,,,4,,,,64,80
420,note_off,0,0,0,,,,,5,,,,51,0
420,note_on,0,0,0,,,,,5,,,,52,80
430,note_off,10,0,0,,,,,4,,,,64,0
430,note_off,0,0,0,,,,,5,,,,52,0
432,note_on,2,0,0,,,,,1,,,,66,88
432,note_on,0,0,0,,,,,4,,,,57,80
432,note_on,0,0,0,,,,,5,,,,45,80
444,note_off,12,0,0,,,,,4,,,,57,0
444,note_on,0,0,0,,,,,4,,,,56,80
444,note_off,0,0,0,,,,,5,,,,45,0
444,note_on,0,0,0,,,,,5,,,,44,80
456,note_off,12,0,0,,,,,2,,,,64,0
456,note_off,0,0,0,,,,,4,,,,56,0
456,note_on,0,0,0,,,,,4,,,,57,80
456,note_off,0,0,0,,,,,5,,,,44,0
456,note_on,0,0,0,,,,,5,,,,45,80
477,note_off,21,0,0,,,,,4,,,,57,0
477,note_off,0,0,0,,,,,5,,,,45,0
480,note_on,3,0,0,,,,,2,,,,63,88
480,note_on,0,0,0,,,,,4,,,,54,80
480,note_on,0,0,0,,,,,5,,,,42,80
501,note_off,21,0,0,,,,,2,,,,63,0
504,note_on,3,0,0,,,,,2,,,,61,88
504,note_off,0,0,0,,,,,4,,,,54,0
504,note_on,0,0,0,,,,,4,,,,54,80
504,note_off,0,0,0,,,,,5,,,,42,0
504,note_on,0,0,0,,,,,5,,,,42,80
525,note_off,21,0,0,,,,,2,,,,61,0
525,note_off,0,0,0,,,,,4,,,,54,0
525,note_off,0,0,0,,,,,5,,,,42,0
528,note_on,3,0,0,,,,,2,,,,63,88
528,note_on,0,0,0,,,,,4,,,,54,80
528,note_on,0,0,0,,,,,5,,,,42,80
538,note_off,10,0,0,,,,,4,,,,54,0
538,note_off,0,0,0,,,,,5,,,,42,0
540,note_off,2,0,0,,,,,3,,,,61,0
540,note_on,0,0,0,,,,,4,,,,60,80
540,note_on,0,0,0,,,,,5,,,,48,80
552,note_off,12,0,0,,,,,4,,,,60,0
552,note_on,0,0,0,,,,,4,,,,61,80
552,note_off,0,0,0,,,,,5,,,,48,0
552,note_on,0,0,0,,,,,5,,,,49,80
558,note_off,6,0,0,,,,,1,,,,66,0
564,note_off,6,0,0,,,,,4,,,,61,0
564,note_on,0,0,0,,,,,4,,,,63,80
564,note_off,0,0,0,,,,,5,,,,49,0
564,note_on,0,0,0,,,,,5,,,,51,80
574,note_off,10,0,0,,,,,4,,,,63,0
574,note_off,0,0,0,,,,,5,,,,51,0
576,note_on,2,0,0,,,,,1,,,,64,88
576,note_on,0,0,0,,,,,3,,,,60,88
576,note_on,0,0,0,,,,,4,,,,56,80
576,note_on,0,0,0,,,,,5,,,,44,80
588,note_off,12,0,0,,,,,4,,,,56,0
588,note_on,0,0,0,,,,,4,,,,54,80
588,note_off,0,0,0,,,,,5,,,,44,0
588,note_on,0,0,0,,,,,5,,,,42,80
600,note_off,12,0,0,,,,,4,,,,54,0
600,note_on,0,0,0,,,,,4,,,,56,80
600,note_off,0,0,0,,,,,5,,,,42,0
600,note_on,0,0,0,,,,,5,,,,44,80
612,note_off,12,0,0,,,,,2,,,,63,0
618,note_off,6,0,0,,,,,3,,,,60,0
621,note_off,3,0,0,,,,,4,,,,56,0
621,note_off,0,0,0,,,,,5,,,,44,0
624,note_on,3,0,0,,,,,2,,,,61,88
624,note_on,0,0,0,,,,,3,,,,56,88
624,note_on,0,0,0,,,,,4,,,,52,80
624,note_on,0,0,0,,,,,5,,,,40,80
645,note_off,21,0,0,,,,,2,,,,61,0
648,note_on,3,0,0,,,,,2,,,,60,88
648,note_off,0,0,0,,,,,4,,,,52,0
648,note_on,0,0,0,,,,,4,,,,52,80
648,note_off,0,0,0,,,,,5,,,,40,0
648,note_on,0,0,0,,,,,5,,,,40,80
669,note_off,21,0,0,,,,,2,,,,60,0
669,note_off,0,0,0,,,,,4,,,,52,0
669,note_off,0,0,0,,,,,5,,,,40,0
670,note_off,1,0,0,,,,,1,,,,64,0
672,note_on,2,0,0,,,,,2,,,,61,88
672,note_on,0,0,0,,,,,4,,,,52,80
672,note_on,0,0,0,,,,,5,,,,40,80
676,note_off,4,0,0,,,,,3,,,,56,0
682,note_off,6,0,0,,,,,2,,,,61,0
682,note_off,0,0,0,,,,,4,,,,52,0
682,note_off,0,0,0,,,,,5,,,,40,0
684,note_on,2,0,0,,,,,1,,,,73,88
684,note_on,0,0,0,,,,,2,,,,73,88
684,note_on,0,0,0,,,,,3,,,,73,88
684,note_on,0,0,0,,,,,4,,,,61,80
684,note_on,0,0,0,,,,,5,,,,49,80
694,note_off,10,0,0,,,,,1,,,,73,0
694,note_off,0,0,0,,,,,2,,,,73,0
694,note_off,0,0,0,,,,,3,,,,73,0
694,note_off,0,0,0,,,,,4,,,,61,0
694,note_off,0,0,0,,,,,5,,,,49,0
696,note_on,2,0,0,,,,,1,,,,73,88
696,note_on,0,0,0,,,,,2,,,,73,88
696,note_on,0,0,0,,,,,3,,,,73,88
696,note_on,0,0,0,,,,,4,,,,61,80
696,note_on,0,0,0,,,,,5,,,,49,80
708,note_off,12,0,0,,,,,1,,,,73,0
708,note_on,0,0,0,,,,,1,,,,69,88
708,note_off,0,0,0,,,,,2,,,,73,0
708,note_on,0,0,0,,,,,2,,,,69,88
708,note_off,0,0,0,,,,,3,,,,73,0
708,note_on,0,0,0,,,,,3,,,,69,88
708,note_off,0,0,0,,,,,4,,,,61,0
708,note_on,0,0,0,,,,,4,,,,57,80
708,note_off,0,0,0,,,,,5,,,,49,0
708,note_on,0,0,0,,,,,5,,,,45,80
718,note_off,10,0,0,,,,,1,,,,69,0
718,note_off,0,0,0,,,,,2,,,,69,0
718,note_off,0,0,0,,,,,3,,,,69,0
718,note_off,0,0,0,,,,,4,,,,57,0
718,note_off,0,0,0,,,,,5,,,,45,0
720,note_on,2,0,0,,,,,1,,,,69,88
720,note_on,0,0,0,,,,,2,,,,69,88
720,note_on,0,0,0,,,,,3,,,,69,88
720,note_on,0,0,0,,,,,4,,,,57,80
720,note_on,0,0,0,,,,,5,,,,45,80
732,note_off,12,0,0,,,,,1,,,,69,0
732,note_on,0,0,0,,,,,1,,,,66,88
732,note_off,0,0,0,,,,,2,,,,69,0
732,note_on,0,0,0,,,,,2,,,,66,88
732,note_off,0,0,0,,,,,3,,,,69,0
732,note_on,0,0,0,,,,,3,,,,66,88
732,note_off,0,0,0,,,,,4,,,,57,0
732,note_on,0,0,0,,,,,4,,,,54,80
732,note_off,0,0,0,,,,,5,,,,45,0
732,note_on,0,0,0,,,,,5,,,,42,80
742,note_off,10,0,0,,,,,1,,,,66,0
742,note_off,0,0,0,,,,,2,,,,66,0
742,note_off,0,0,0,,,,,3,,,,66,0
742,note_off,0,0,0,,,,,4,,,,54,0
742,note_off,0,0,0,,,,,5,,,,42,0
744,note_on,2,0,0,,,,,1,,,,66,88
744,note_on,0,0,0,,,,,2,,,,66,88
744,note_on,0,0,0,,,,,3,,,,66,88
744,note_on,0,0,0,,,,,4,,,,54,80
744,note_on,0,0,0,,,,,5,,,,42,80
756,note_off,12,0,0,,,,,1,,,,66,0
756,note_on,0,0,0,,,,,1,,,,63,88
756,note_off,0,0,0,,,,,2,,,,66,0
756,note_on,0,0,0,,,,,2,,,,63,88
756,note_off,0,0,0,,,,,3,,,,66,0
756,note_on,0,0,0,,,,,3,,,,63,88
756,note_off,0,0,0,,,,,4,,,,54,0
756,note_on,0,0,0,,,,,4,,,,51,80
756,note_off,0,0,0,,,,,5,,,,42,0
756,note_on,0,0,0,,,,,5,,,,39,80
766,note_off,10,0,0,,,,,1,,,,63,0
766,note_off,0,0,0,,,,,2,,,,63,0
766,note_off,0,0,0,,,,,3,,,,63,0
766,note_off,0,0,0,,,,,4,,,,51,0
766,note_off,0,0,0,,,,,5,,,,39,0
768,note_on,2,0,0,,,,,1,,,,63,88
768,note_on,0,0,0,,,,,2,,,,63,88
768,note_on,0,0,0,,,,,3,,,,63,88
768,note_on,0,0,0,,,,,4,,,,51,80
768,note_on,0,0,0,,,,,5,,,,39,80
778,note_off,10,0,0,,,,,1,,,,63,0
778,note_off,0,0,0,,,,,2,,,,63,0
778,note_off,0,0,0,,,,,3,,,,63,0
778,note_off,0,0,0,,,,,4,,,,51,0
778,note_off,0,0,0,,,,,5,,,,39,0
780,note_on,2,0,0,,,,,1,,,,61,88
780,note_on,0,0,0,,,,,2,,,,61,88
780,note_on,0,0,0,,,,,3,,,,61,88
780,note_on,0,0,0,,,,,4,,,,49,80
780,note_on,0,0,0,,,,,5,,,,37,80
790,note_off,10,0,0,,,,,1,,,,61,0
790,note_off,0,0,0,,,,,2,,,,61,0
790,note_off,0,0,0,,,,,3,,,,61,0
790,note_off,0,0,0,,,,,4,,,,49,0
790,note_off,0,0,0,,,,,5,,,,37,0
792,note_on,2,0,0,,,,,1,,,,60,88
792,note_on,0,0,0,,,,,2,,,,60,88
792,note_on,0,0,0,,,,,3,,,,60,88
792,note_on,0,0,0,,,,,4,,,,48,80
792,note_on,0,0,0,,,,,5,,,,36,80
802,note_off,10,0,0,,,,,1,,,,60,0
802,note_off,0,0,0,,,,,2,,,,60,0
802,note_off,0,0,0,,,,,3,,,,60,0
802,note_off,0,0,0,,,,,4,,,,48,0
802,note_off,0,0,0,,,,,5,,,,36,0
804,note_on,2,0,0,,,,,1,,,,61,88
804,note_on,0,0,0,,,,,2,,,,61,88
804,note_on,0,0,0,,,,,3,,,,61,88
804,note_on,0,0,0,,,,,4,,,,49,80
804,note_on,0,0,0,,,,,5,,,,37,80
814,note_off,10,0,0,,,,,1,,,,61,0
814,note_off,0,0,0,,,,,2,,,,61,0
814,note_off,0,0,0,,,,,3,,,,61,0
814,note_off,0,0,0,,,,,4,,,,49,0
814,note_off,0,0,0,,,,,5,,,,37,0
816,note_on,2,0,0,,,,,1,,,,68,88
816,note_on,0,0,0,,,,,2,,,,68,88
816,note_on,0,0,0,,,,,3,,,,68,88
816,note_on,0,0,0,,,,,4,,,,56,80
816,note_on,0,0,0,,,,,5,,,,44,80
837,note_off,21,0,0,,,,,1,,,,68,0
837,note_off,0,0,0,,,,,2,,,,68,0
837,note_off,0,0,0,,,,,3,,,,68,0
837,note_off,0,0,0,,,,,4,,,,56,0
837,note_off,0,0,0,,,,,5,,,,44,0
840,note_on,3,0,0,,,,,1,,,,56,88
840,note_on,0,0,0,,,,,2,,,,56,88
840,note_on,0,0,0,,,,,3,,,,56,88
840,note_on,0,0,0,,,,,4,,,,44,80
840,note_on,0,0,0,,,,,5,,,,32,80
861,note_off,21,0,0,,,,,1,,,,56,0
861,note_off,0,0,0,,,,,2,,,,56,0
861,note_off,0,0,0,,,,,3,,,,56,0
861,note_off,0,0,0,,,,,4,,,,44,0
861,note_off,0,0,0,,,,,5,,,,32,0
864,note_on,3,0,0,,,,,0,,,,80,96
864,note_on,0,0,0,,,,,1,,,,76,88
864,note_on,0,0,0,,,,,2,,,,73,88
864,note_on,0,0,0,,,,,3,,,,68,88
864,note_on,0,0,0,,,,,4,,,,61,80
864,note_on,0,0,0,,,,,5,,,,49,80
876,note_off,12,0,0,,,,,4,,,,61,0
876,note_on,0,0,0,,,,,4,,,,60,80
876,note_off,0,0,0,,,,,5,,,,49,0
876,note_on,0,0,0,,,,,5,,,,48,80
888,note_off,12,0,0,,,,,4,,,,60,0
888,note_on,0,0,0,,,,,4,,,,61,80
888,note_off,0,0,0,,,,,5,,,,48,0
888,note_on,0,0,0,,,,,5,,,,49,80
906,note_off,18,0,0,,,,,1,,,,76,0
906,note_off,0,0,0,,,,,2,,,,73,0
906,note_off,0,0,0,,,,,3,,,,68,0
909,note_off,3,0,0,,,,,4,,,,61,0
909,note_off,0,0,0,,,,,5,,,,49,0
912,note_on,3,0,0,,,,,4,,,,56,80
912,note_on,0,0,0,,,,,5,,,,44,80
933,note_off,21,0,0,,,,,4,,,,56,0
933,note_off,0,0,0,,,,,5,,,,44,0
936,note_on,3,0,0,,,,,1,,,,76,88
936,note_on,0,0,0,,,,,2,,,,73,88
936,note_on,0,0,0,,,,,3,,,,68,88
936,note_on,0,0,0,,,,,4,,,,56,80
936,note_on,0,0,0,,,,,5,,,,44,80
946,note_off,10,0,0,,,,,1,,,,76,0
946,note_off,0,0,0,,,,,2,,,,73,0
946,note_off,0,0,0,,,,,3,,,,68,0
948,note_on,2,0,0,,,,,1,,,,75,88
948,note_on,0,0,0,,,,,2,,,,72,88
948,note_on,0,0,0,,,,,3,,,,66,88
957,note_off,9,0,0,,,,,4,,,,56,0
957,note_off,0,0,0,,,,,5,,,,44,0
958,note_off,1,0,0,,,,,1,,,,75,0
958,note_off,0,0,0,,,,,2,,,,72,0
958,note_off,0,0,0,,,,,3,,,,66,0
960,note_on,2,0,0,,,,,1,,,,76,88
960,note_on,0,0,0,,,,,2,,,,73,88
960,note_on,0,0,0,,,,,3,,,,68,88
960,note_on,0,0,0,,,,,4,,,,56,80
960,note_on,0,0,0,,,,,5,,,,44,80
970,note_off,10,0,0,,,,,4,,,,56,0
970,note_off,0,0,0,,,,,5,,,,44,0
972,note_on,2,0,0,,,,,4,,,,61,80
972,note_on,0,0,0,,,,,5,,,,49,80
981,note_off,9,0,0,,,,,1,,,,76,0
981,note_off,0,0,0,,,,,2,,,,73,0
981,note_off,0,0,0,,,,,3,,,,68,0
984,note_on,3,0,0,,,,,1,,,,73,88
984,note_on,0,0,0,,,,,2,,,,73,88
984,note_on,0,0,0,,,,,3,,,,68,88
984,note_off,0,0,0,,,,,4,,,,61,0
984,note_on,0,0,0,,,,,4,,,,63,80
984,note_off,0,0,0,,,,,5,,,,49,0
984,note_on,0,0,0,,,,,5,,,,51,80
996,note_off,12,0,0,,,,,4,,,,63,0
996,note_on,0,0,0,,,,,4,,,,64,80
996,note_off,0,0,0,,,,,5,,,,51,0
996,note_on,0,0,0,,,,,5,,,,52,80
1005,note_off,9,0,0,,,,,1,,,,73,0
1005,note_off,0,0,0,,,,,2,,,,73,0
1005,note_off,0,0,0,,,,,3,,,,68,0
1006,note_off,1,0,0,,,,,4,,,,64,0
1006,note_off,0,0,0,,,,,5,,,,52,0
1008,note_on,2,0,0,,,,,1,,,,78,88
1008,note_on,0,0,0,,,,,2,,,,72,88
1008,note_on,0,0,0,,,,,3,,,,66,88
1008,note_on,0,0,0,,,,,4,,,,63,80
1008,note_on,0,0,0,,,,,5,,,,51,80
1020,note_off,12,0,0,,,,,4,,,,63,0
1020,note_on,0,0,0,,,,,4,,,,61,80
1020,note_off,0,0,0,,,,,5,,,,51,0
1020,note_on,0,0,0,,,,,5,,,,49,80
1032,note_off,12,0,0,,,,,4,,,,61,0
1032,note_on,0,0,0,,,,,4,,,,63,80
1032,note_off,0,0,0,,,,,5,,,,49,0
1032,note_on,0,0,0,,,,,5,,,,51,80
1050,note_off,18,0,0,,,,,1,,,,78,0
1050,note_off,0,0,0,,,,,2,,,,72,0
1050,note_off,0,0,0,,,,,3,,,,66,0
1053,note_off,3,0,0,,,,,4,,,,63,0
1053,note_off,0,0,0,,,,,5,,,,51,0
1056,note_on,3,0,0,,,,,4,,,,56,80
1056,note_on,0,0,0,,,,,5,,,,44,80
1080,note_on,24,0,0,,,,,1,,,,78,88
1080,note_on,0,0,0,,,,,2,,,,75,88
1080,note_on,0,0,0,,,,,3,,,,72,88
1080,note_off,0,0,0,,,,,4,,,,56,0
1080,note_on,0,0,0,,,,,4,,,,56,80
1080,note_off,0,0,0,,,,,5,,,,44,0
1080,note_on,0,0,0,,,,,5,,,,44,80
1090,note_off,10,0,0,,,,,1,,,,78,0
1090,note_off,0,0,0,,,,,2,,,,75,0
1092,note_on,2,0,0,,,,,1,,,,76,88
1092,note_on,0,0,0,,,,,2,,,,73,88
1101,note_off,9,0,0,,,,,3,,,,72,0
1101,note_off,0,0,0,,,,,4,,,,56,0
1101,note_off,0,0,0,,,,,5,,,,44,0
1102,note_off,1,0,0,,,,,1,,,,76,0
1102,note_off,0,0,0,,,,,2,,,,73,0
1104,note_on,2,0,0,,,,,1,,,,78,88
1104,note_on,0,0,0,,,,,2,,,,75,88
1104,note_on,0,0,0,,,,,3,,,,72,88
1104,note_on,0,0,0,,,,,4,,,,56,80
1104,note_on,0,0,0,,,,,5,,,,44,80
1114,note_off,10,0,0,,,,,4,,,,56,0
1114,note_off,0,0,0,,,,,5,,,,44,0
1116,note_on,2,0,0,,,,,4,,,,63,80
1116,note_on,0,0,0,,,,,5,,,,51,80
1125,note_off,9,0,0,,,,,1,,,,78,0
1125,note_off,0,0,0,,,,,2,,,,75,0
1125,note_off,0,0,0,,,,,3,,,,72,0
1128,note_on,3,0,0,,,,,1,,,,75,88
1128,note_on,0,0,0,,,,,2,,,,75,88
1128,note_on,0,0,0,,,,,3,,,,72,88
1128,note_off,0,0,0,,,,,4,,,,63,0
1128,note_on,0,0,0,,,,,4,,,,64,80
1128,note_off,0,0,0,,,,,5,,,,51,0
1128,note_on,0,0,0,,,,,5,,,,52,80
1140,note_off,12,0,0,,,,,4,,,,64,0
1140,note_on,0,0,0,,,,,4,,,,66,80
1140,note_off,0,0,0,,,,,5,,,,52,0
1140,note_on,0,0,0,,,,,5,,,,54,80
1149,note_off,9,0,0,,,,,1,,,,75,0
1149,note_off,0,0,0,,,,,2,,,,75,0
1149,note_off,0,0,0,,,,,3,,,,72,0
1150,note_off,1,0,0,,,,,4,,,,66,0
1150,note_off,0,0,0,,,,,5,,,,54,0
1152,note_off,2,0,0,,,,,0,,,,80,0
1152,note_on,0,0,0,,,,,1,,,,80,88
1152,note_on,0,0,0,,,,,2,,,,76,88
1152,note_on,0,0,0,,,,,3,,,,73,88
1152,note_on,0,0,0,,,,,4,,,,64,80
1152,note_on,0,0,0,,,,,5,,,,52,80
1164,note_on,12,0,0,,,,,0,,,,73,96
1164,note_off,0,0,0,,,,,4,,,,64,0
1164,note_on,0,0,0,,,,,4,,,,63,80
1164,note_off,0,0,0,,,,,5,,,,52,0
1164,note_on,0,0,0,,,,,5,,,,51,80
1170,note_off,6,0,0,,,,,0,,,,73,0
1170,note_on,0,0,0,,,,,0,,,,72,96
1176,note_off,6,0,0,,,,,0,,,,72,0
1176,note_on,0,0,0,,,,,0,,,,73,96
1176,note_off,0,0,0,,,,,4,,,,63,0
1176,note_on,0,0,0,,,,,4,,,,64,80
1176,note_off,0,0,0,,,,,5,,,,51,0
1176,note_on,0,0,0,,,,,5,,,,52,80
1188,note_off,12,0,0,,,,,0,,,,73,0
1188,note_on,0,0,0,,,,,0,,,,75,96
1194,note_off,6,0,0,,,,,1,,,,80,0
1194,note_off,0,0,0,,,,,2,,,,76,0
1194,note_off,0,0,0,,,,,3,,,,73,0
1197,note_off,3,0,0,,,,,4,,,,64,0
1197,note_off,0,0,0,,,,,5,,,,52,0
1198,note_off,1,0,0,,,,,0,,,,75,0
1200,note_on,2,0,0,,,,,0,,,,76,96
1200,note_on,0,0,0,,,,,4,,,,56,80
1200,note_on,0,0,0,,,,,5,,,,44,80
1210,note_off,10,0,0,,,,,0,,,,76,0
1212,note_on,2,0,0,,,,,0,,,,73,96
1218,note_off,6,0,0,,,,,0,,,,73,0
1218,note_on,0,0,0,,,,,0,,,,72,96
1224,note_off,6,0,0,,,,,0,,,,72,0
1224,note_on,0,0,0,,,,,0,,,,73,96
1224,note_on,0,0,0,,,,,1,,,,80,88
1224,note_on,0,0,0,,,,,2,,,,76,88
1224,note_on,0,0,0,,,,,3,,,,73,88
1224,note_off,0,0,0,,,,,4,,,,56,0
1224,note_on,0,0,0,,,,,4,,,,56,80
1224,note_off,0,0,0,,,,,5,,,,44,0
1224,note_on,0,0,0,,,,,5,,,,44,80
1234,note_off,10,0,0,,,,,1,,,,80,0
1234,note_off,0,0,0,,,,,2,,,,76,0
1236,note_off,2,0,0,,,,,0,,,,73,0
1236,note_on,0,0,0,,,,,0,,,,75,96
1236,note_on,0,0,0,,,,,1,,,,78,88
1236,note_on,0,0,0,,,,,2,,,,75,88
