tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,
0,text,,,,,0,1,3,,,,
0,text,,,,,0,1,1,,,,
0,text,,,,,0,1,2,,,,
0,set_tempo,,,,,0,1,0,909091,,,
60,note_on,,,,,60,0,3,,51,64,0
120,note_on,,,,,0,0,3,,55,64,0
120,note_off,,,,,60,0,3,,51,64,0
180,note_on,,,,,0,0,3,,58,64,0
180,note_off,,,,,60,0,3,,55,64,0
240,note_on,,,,,0,0,3,,63,64,0
240,note_off,,,,,60,0,3,,58,64,0
420,note_on,,,,,420,0,1,,70,64,0
480,note_off,,,,,240,0,3,,63,64,0
480,note_on,,,,,0,0,3,,60,64,0
480,note_off,,,,,60,0,1,,70,64,0
480,note_on,,,,,0,0,1,,75,68,0
500,note_off,,,,,20,0,1,,75,64,0
500,note_on,,,,,0,0,1,,74,48,0
520,note_off,,,,,20,0,1,,74,64,0
520,note_on,,,,,0,0,1,,75,48,0
540,note_off,,,,,20,0,1,,75,64,0
540,note_on,,,,,0,0,1,,77,68,0
560,note_off,,,,,20,0,1,,77,64,0
560,note_on,,,,,0,0,1,,75,58,0
580,note_off,,,,,20,0,1,,75,64,0
580,note_on,,,,,0,0,1,,74,60,0
600,note_off,,,,,20,0,1,,74,64,0
600,note_on,,,,,0,0,1,,75,62,0
660,note_on,,,,,0,0,1,,77,64,0
660,note_off,,,,,60,0,1,,75,64,0
720,note_off,,,,,240,0,3,,60,64,0
720,note_off,,,,,60,0,1,,77,64,0
720,note_on,,,,,0,0,1,,75,80,0
780,note_off,,,,,60,0,1,,75,64,0
780,note_on,,,,,0,0,1,,74,64,0
780,note_on,,,,,60,0,3,,46,64,0
840,note_off,,,,,60,0,3,,46,64,0
840,note_on,,,,,0,0,3,,50,64,0
900,note_off,,,,,60,0,3,,50,64,0
900,note_on,,,,,0,0,3,,53,64,0
960,note_off,,,,,60,0,3,,53,64,0
960,note_on,,,,,0,0,3,,58,64,0
1130,note_off,,,,,350,0,1,,74,64,0
1140,note_on,,,,,10,0,1,,72,64,0
1140,note_on,,,,,1140,0,2,,65,64,0
1200,note_off,,,,,60,0,1,,72,64,0
1200,note_on,,,,,0,0,2,,70,68,0
1200,note_off,,,,,60,0,2,,65,64,0
1200,note_off,,,,,240,0,3,,58,64,0
1200,note_on,,,,,0,0,3,,55,64,0
1200,note_on,,,,,0,0,1,,73,64,0
1220,note_on,,,,,0,0,2,,69,48,0
1220,note_off,,,,,20,0,2,,70,64,0
1240,note_off,,,,,20,0,2,,69,64,0
1240,note_on,,,,,0,0,2,,70,48,0
1260,note_off,,,,,20,0,2,,70,64,0
1260,note_on,,,,,0,0,2,,72,68,0
1280,note_on,,,,,0,0,2,,70,58,0
