tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,channel,data,port,tempo,program,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,0,,,,,4,,,,,,,,
0,instrument_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,4,,,,48,,,,
0,control_change,0,0,0,,,,,4,,,,,7,110,,
0,note_on,0,0,0,,,,,4,,,,,,,60,96
0,channel_prefix,0,1,0,,,,,5,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,0,,,,,5,,,,,,,,
0,instrument_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,5,,,,42,,,,
0,channel_prefix,0,1,0,,,,,6,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,0,,,,,6,,,,,,,,
0,instrument_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,6,,,,43,,,,
0,channel_prefix,0,1,0,,,,,7,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,0,,,,,7,,,,,,,,
0,instrument_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,7,,,,6,,,,
0,channel_prefix,0,1,0,,,,,8,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,0,,,,,8,,,,,,,,
0,instrument_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,7,,,,6,,,,
0,note_on,0,0,0,,,,,7,,,,,,,60,96
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,8,,,,6,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,
0,program_change,0,0,0,,,,,8,,,,6,,,,
48,note_on,48,0,0,,,,,8,,,,,,,53,96
69,note_off,21,0,0,,,,,8,,,,,,,53,0
72,note_on,3,0,0,,,,,8,,,,,,,55,96
84,note_off,12,0,0,,,,,4,,,,,,,60,0
84,note_off,0,0,0,,,,,7,,,,,,,60,0
93,note_off,9,0,0,,,,,8,,,,,,,55,0
96,note_on,3,0,0,,,,,4,,,,,,,65,96
96,note_on,0,0,0,,,,,7,,,,,,,65,96
96,note_on,0,0,0,,,,,8,,,,,,,57,96
117,note_off,21,0,0,,,,,8,,,,,,,57,0
120,note_on,3,0,0,,,,,8,,,,,,,55,96
141,note_off,21,0,0,,,,,8,,,,,,,55,0
144,note_on,3,0,0,,,,,8,,,,,,,57,96
165,note_off,21,0,0,,,,,8,,,,,,,57,0
168,note_on,3,0,0,,,,,8,,,,,,,53,96
189,note_off,21,0,0,,,,,8,,,,,,,53,0
192,note_on,3,0,0,,,,,8,,,,,,,55,96
213,note_off,21,0,0,,,,,8,,,,,,,55,0
216,note_on,3,0,0,,,,,8,,,,,,,53,96
222,note_off,6,0,0,,,,,4,,,,,,,65,0
222,note_off,0,0,0,,,,,7,,,,,,,65,0
237,note_off,15,0,0,,,,,8,,,,,,,53,0
240,note_on,3,0,0,,,,,4,,,,,,,64,96
240,note_on,0,0,0,,,,,7,,,,,,,64,96
240,note_on,0,0,0,,,,,8,,,,,,,55,96
261,note_off,21,0,0,,,,,4,,,,,,,64,0
261,note_off,0,0,0,,,,,7,,,,,,,64,0
261,note_off,0,0,0,,,,,8,,,,,,,55,0
264,note_on,3,0,0,,,,,4,,,,,,,65,96
264,note_on,0,0,0,,,,,7,,,,,,,65,96
264,note_on,0,0,0,,,,,8,,,,,,,57,96
285,note_off,21,0,0,,,,,4,,,,,,,65,0
285,note_off,0,0,0,,,,,7,,,,,,,65,0
285,note_off,0,0,0,,,,,8,,,,,,,57,0
288,note_on,3,0,0,,,,,4,,,,,,,67,96
288,note_on,0,0,0,,,,,7,,,,,,,67,96
288,note_on,0,0,0,,,,,8,,,,,,,58,96
309,note_off,21,0,0,,,,,8,,,,,,,58,0
312,note_on,3,0,0,,,,,8,,,,,,,57,96
330,note_off,18,0,0,,,,,4,,,,,,,67,0
330,note_off,0,0,0,,,,,7,,,,,,,67,0
333,note_off,3,0,0,,,,,8,,,,,,,57,0
336,note_on,3,0,0,,,,,4,,,,,,,65,96
336,note_on,0,0,0,,,,,7,,,,,,,65,96
336,note_on,0,0,0,,,,,8,,,,,,,58,96
357,note_off,21,0,0,,,,,4,,,,,,,65,0
357,note_off,0,0,0,,,,,7,,,,,,,65,0
357,note_off,0,0,0,,,,,8,,,,,,,58,0
360,note_on,3,0,0,,,,,4,,,,,,,64,96
360,note_on,0,0,0,,,,,7,,,,,,,64,96
360,note_on,0,0,0,,,,,8,,,,,,,55,96
381,note_off,21,0,0,,,,,4,,,,,,,64,0
381,note_off,0,0,0,,,,,7,,,,,,,64,0
381,note_off,0,0,0,,,,,8,,,,,,,55,0
384,note_on,3,0,0,,,,,4,,,,,,,65,96
384,note_on,0,0,0,,,,,7,,,,,,,65,96
384,note_on,0,0,0,,,,,8,,,,,,,57,96
426,note_off,42,0,0,,,,,4,,,,,,,65,0
426,note_off,0,0,0,,,,,7,,,,,,,65,0
432,note_on,6,0,0,,,,,4,,,,,,,60,96
432,note_on,0,0,0,,,,,7,,,,,,,60,96
468,note_off,36,0,0,,,,,8,,,,,,,57,0
474,note_off,6,0,0,,,,,4,,,,,,,60,0
474,note_off,0,0,0,,,,,7,,,,,,,60,0
480,note_on,6,0,0,,,,,4,,,,,,,62,96
480,note_on,0,0,0,,,,,7,,,,,,,62,96
480,note_on,0,0,0,,,,,8,,,,,,,55,96
504,note_off,24,0,0,,,,,8,,,,,,,55,0
504,note_on,0,0,0,,,,,8,,,,,,,53,96
522,note_off,18,0,0,,,,,4,,,,,,,62,0
522,note_off,0,0,0,,,,,7,,,,,,,62,0
525,note_off,3,0,0,,,,,8,,,,,,,53,0
528,note_on,3,0,0,,,,,4,,,,,,,57,96
528,note_on,0,0,0,,,,,7,,,,,,,57,96
528,note_on,0,0,0,,,,,8,,,,,,,52,96
552,note_off,24,0,0,,,,,8,,,,,,,52,0
552,note_on,0,0,0,,,,,8,,,,,,,50,96
570,note_off,18,0,0,,,,,4,,,,,,,57,0
570,note_off,0,0,0,,,,,7,,,,,,,57,0
573,note_off,3,0,0,,,,,8,,,,,,,50,0
576,note_on,3,0,0,,,,,4,,,,,,,58,96
576,note_on,0,0,0,,,,,7,,,,,,,58,96
576,note_on,0,0,0,,,,,8,,,,,,,55,96
618,note_off,42,0,0,,,,,4,,,,,,,58,0
618,note_off,0,0,0,,,,,7,,,,,,,58,0
618,note_off,0,0,0,,,,,8,,,,,,,55,0
624,note_on,6,0,0,,,,,4,,,,,,,55,96
624,note_on,0,0,0,,,,,7,,,,,,,55,96
624,note_on,0,0,0,,,,,8,,,,,,,53,96
648,note_off,24,0,0,,,,,8,,,,,,,53,0
648,note_on,0,0,0,,,,,8,,,,,,,52,96
666,note_off,18,0,0,,,,,4,,,,,,,55,0
666,note_off,0,0,0,,,,,7,,,,,,,55,0
669,note_off,3,0,0,,,,,8,,,,,,,52,0
672,note_on,3,0,0,,,,,4,,,,,,,60,96
672,note_on,0,0,0,,,,,7,,,,,,,60,96
672,note_on,0,0,0,,,,,8,,,,,,,53,96
696,note_off,24,0,0,,,,,8,,,,,,,53,0
696,note_on,0,0,0,,,,,8,,,,,,,52,96
714,note_off,18,0,0,,,,,4,,,,,,,60,0
714,note_off,0,0,0,,,,,7,,,,,,,60,0
717,note_off,3,0,0,,,,,8,,,,,,,52,0
720,note_on,3,0,0,,,,,4,,,,,,,55,96
720,note_on,0,0,0,,,,,7,,,,,,,55,96
720,note_on,0,0,0,,,,,8,,,,,,,50,96
744,note_off,24,0,0,,,,,8,,,,,,,50,0
744,note_on,0,0,0,,,,,8,,,,,,,48,96
762,note_off,18,0,0,,,,,4,,,,,,,55,0
762,note_off,0,0,0,,,,,7,,,,,,,55,0
765,note_off,3,0,0,,,,,8,,,,,,,48,0
768,note_on,3,0,0,,,,,3,,,,,,,65,96
768,note_on,0,0,0,,,,,4,,,,,,,57,96
768,note_on,0,0,0,,,,,7,,,,,,,65,96
768,note_on,0,0,0,,,,,7,,,,,,,57,96
768,note_on,0,0,0,,,,,8,,,,,,,53,96
789,note_off,21,0,0,,,,,8,,,,,,,53,0
792,note_on,3,0,0,,,,,8,,,,,,,55,96
810,note_off,18,0,0,,,,,4,,,,,,,57,0
810,note_off,0,0,0,,,,,7,,,,,,,57,0
813,note_off,3,0,0,,,,,8,,,,,,,55,0
816,note_on,3,0,0,,,,,4,,,,,,,53,96
816,note_on,0,0,0,,,,,8,,,,,,,57,96
837,note_off,21,0,0,,,,,4,,,,,,,53,0
837,note_off,0,0,0,,,,,8,,,,,,,57,0
840,note_on,3,0,0,,,,,4,,,,,,,55,96
840,note_on,0,0,0,,,,,8,,,,,,,58,96
852,note_off,12,0,0,,,,,3,,,,,,,65,0
852,note_off,0,0,0,,,,,7,,,,,,,65,0
861,note_off,9,0,0,,,,,4,,,,,,,55,0
861,note_off,0,0,0,,,,,8,,,,,,,58,0
864,note_on,3,0,0,,,,,3,,,,,,,72,96
864,note_on,0,0,0,,,,,4,,,,,,,57,96
864,note_on,0,0,0,,,,,7,,,,,,,72,96
864,note_on,0,0,0,,,,,8,,,,,,,57,96
888,note_off,24,0,0,,,,,8,,,,,,,57,0
888,note_on,0,0,0,,,,,8,,,,,,,55,96
906,note_off,18,0,0,,,,,4,,,,,,,57,0
912,note_on,6,0,0,,,,,4,,,,,,,59,96
912,note_on,0,0,0,,,,,7,,,,,,,67,96
912,note_off,0,0,0,,,,,8,,,,,,,55,0
912,note_on,0,0,0,,,,,8,,,,,,,53,96
933,note_off,21,0,0,,,,,4,,,,,,,59,0
936,note_on,3,0,0,,,,,4,,,,,,,60,96
936,note_off,0,0,0,,,,,8,,,,,,,53,0
936,note_on,0,0,0,,,,,8,,,,,,,52,96
954,note_off,18,0,0,,,,,7,,,,,,,67,0
957,note_off,3,0,0,,,,,4,,,,,,,60,0
957,note_off,0,0,0,,,,,8,,,,,,,52,0
960,note_on,3,0,0,,,,,4,,,,,,,62,96
960,note_on,0,0,0,,,,,7,,,,,,,65,96
960,note_on,0,0,0,,,,,8,,,,,,,50,96
990,note_off,30,0,0,,,,,3,,,,,,,72,0
990,note_off,0,0,0,,,,,7,,,,,,,72,0
1002,note_off,12,0,0,,,,,4,,,,,,,62,0
1008,note_on,6,0,0,,,,,3,,,,,,,71,96
1008,note_on,0,0,0,,,,,4,,,,,,,64,96
1008,note_on,0,0,0,,,,,7,,,,,,,71,96
1029,note_off,21,0,0,,,,,3,,,,,,,71,0
1029,note_off,0,0,0,,,,,7,,,,,,,71,0
1032,note_on,3,0,0,,,,,3,,,,,,,72,96
1032,note_on,0,0,0,,,,,7,,,,,,,72,96
1044,note_off,12,0,0,,,,,8,,,,,,,50,0
1050,note_off,6,0,0,,,,,4,,,,,,,64,0
1053,note_off,3,0,0,,,,,3,,,,,,,72,0
1053,note_off,0,0,0,,,,,7,,,,,,,72,0
1056,note_on,3,0,0,,,,,3,,,,,,,74,96
1056,note_on,0,0,0,,,,,4,,,,,,,65,96
1056,note_on,0,0,0,,,,,7,,,,,,,74,96
1056,note_on,0,0,0,,,,,8,,,,,,,55,96
1086,note_off,30,0,0,,,,,7,,,,,,,65,0
1098,note_off,12,0,0,,,,,3,,,,,,,74,0
1098,note_off,0,0,0,,,,,4,,,,,,,65,0
1098,note_off,0,0,0,,,,,7,,,,,,,74,0
1104,note_on,6,0,0,,,,,3,,,,,,,72,96
1104,note_on,0,0,0,,,,,4,,,,,,,67,96
1104,note_on,0,0,0,,,,,7,,,,,,,72,96
1104,note_on,0,0,0,,,,,7,,,,,,,64,96
1125,note_off,21,0,0,,,,,3,,,,,,,72,0
1125,note_off,0,0,0,,,,,7,,,,,,,72,0
1125,note_off,0,0,0,,,,,7,,,,,,,64,0
1128,note_on,3,0,0,,,,,3,,,,,,,71,96
1128,note_on,0,0,0,,,,,7,,,,,,,71,96
1128,note_on,0,0,0,,,,,7,,,,,,,62,96
1140,note_off,12,0,0,,,,,8,,,,,,,55,0
1146,note_off,6,0,0,,,,,4,,,,,,,67,0
1149,note_off,3,0,0,,,,,3,,,,,,,71,0
1149,note_off,0,0,0,,,,,7,,,,,,,71,0
1149,note_off,0,0,0,,,,,7,,,,,,,62,0
1152,note_on,3,0,0,,,,,3,,,,,,,72,96
1152,note_on,0,0,0,,,,,4,,,,,,,69,96
1152,note_on,0,0,0,,,,,7,,,,,,,72,96
1152,note_on,0,0,0,,,,,7,,,,,,,64,96
1152,note_on,0,0,0,,,,,8,,,,,,,48,96
1194,note_off,42,0,0,,,,,3,,,,,,,72,0
1194,note_off,0,0,0,,,,,4,,,,,,,69,0
1194,note_off,0,0,0,,,,,7,,,,,,,72,0
1200,note_on,6,0,0,,,,,3,,,,,,,67,96
1200,note_on,0,0,0,,,,,4,,,,,,,71,96
1200,note_on,0,0,0,,,,,7,,,,,,,67,96
1236,note_off,36,0,0,,,,,7,,,,,,,64,0
1236,note_off,0,0,0,,,,,8,,,,,,,48,0
1242,note_off,6,0,0,,,,,3,,,,,,,67,0
1242,note_off,0,0,0,,,,,4,,,,,,,71,0
1242,note_off,0,0,0,,,,,7,,,,,,,67,0
1248,note_on,6,0,0,,,,,3,,,,,,,69,96
1248,note_on,0,0,0,,,,,4,,,,,,,72,96
1248,note_on,0,0,0,,,,,7,,,,,,,69,96
1248,note_on,0,0,0,,,,,7,,,,,,,72,96
1272,note_on,24,0,0,,,,,8,,,,,,,48,96
1290,note_off,18,0,0,,,,,3,,,,,,,69,0
1290,note_off,0,0,0,,,,,7,,,,,,,69,0
1293,note_off,3,0,0,,,,,8,,,,,,,48,0
1296,note_on,3,0,0,,,,,3,,,,,,,64,96
1296,note_on,0,0,0,,,,,7,,,,,,,64,96
1296,note_on,0,0,0,,,,,8,,,,,,,47,96
1317,note_off,21,0,0,,,,,8,,,,,,,47,0
1320,note_on,3,0,0,,,,,8,,,,,,,48,96
1338,note_off,18,0,0,,,,,3,,,,,,,64,0
1338,note_off,0,0,0,,,,,7,,,,,,,64,0
1341,note_off,3,0,0,,,,,8,,,,,,,48,0
1344,note_on,3,0,0,,,,,3,,,,,,,65,96
1344,note_on,0,0,0,,,,,7,,,,,,,65,96
1344,note_on,0,0,0,,,,,8,,,,,,,50,96
1368,note_off,24,0,0,,,,,8,,,,,,,50,0
1368,note_on,0,0,0,,,,,8,,,,,,,52,96
1386,note_off,18,0,0,,,,,3,,,,,,,65,0
1386,note_off,0,0,0,,,,,7,,,,,,,65,0
1392,note_on,6,0,0,,,,,3,,,,,,,62,96
1392,note_on,0,0,0,,,,,7,,,,,,,62,96
1392,note_off,0,0,0,,,,,8,,,,,,,52,0
1392,note_on,0,0,0,,,,,8,,,,,,,53,96
1416,note_off,24,0,0,,,,,4,,,,,,,72,0
1416,note_off,0,0,0,,,,,7,,,,,,,72,0
1416,note_off,0,0,0,,,,,8,,,,,,,53,0
1416,note_on,0,0,0,,,,,8,,,,,,,55,96
1434,note_off,18,0,0,,,,,3,,,,,,,62,0
1434,note_off,0,0,0,,,,,7,,,,,,,62,0
1437,note_off,3,0,0,,,,,8,,,,,,,55,0
1440,note_on,3,0,0,,,,,3,,,,,,,67,96
1440,note_on,0,0,0,,,,,4,,,,,,,71,96
1440,note_on,0,0,0,,,,,7,,,,,,,67,96
1440,note_on,0,0,0,,,,,7,,,,,,,71,96
1440,note_on,0,0,0,,,,,8,,,,,,,53,96
1464,note_off,24,0,0,,,,,8,,,,,,,53,0
1464,note_on,0,0,0,,,,,8,,,,,,,52,96
1482,note_off,18,0,0,,,,,3,,,,,,,67,0
1482,note_off,0,0,0,,,,,7,,,,,,,67,0
1488,note_on,6,0,0,,,,,3,,,,,,,62,96
1488,note_on,0,0,0,,,,,7,,,,,,,62,96
1488,note_off,0,0,0,,,,,8,,,,,,,52,0
1488,note_on,0,0,0,,,,,8,,,,,,,53,96
1512,note_off,24,0,0,,,,,8,,,,,,,53,0
1512,note_on,0,0,0,,,,,8,,,,,,,55,96
1524,note_off,12,0,0,,,,,4,,,,,,,71,0
1524,note_off,0,0,0,,,,,7,,,,,,,71,0
1530,note_off,6,0,0,,,,,3,,,,,,,62,0
1530,note_off,0,0,0,,,,,7,,,,,,,62,0
1533,note_off,3,0,0,,,,,8,,,,,,,55,0
1536,note_on,3,0,0,,,,,3,,,,,,,64,96
1536,note_on,0,0,0,,,,,4,,,,,,,72,96
1536,note_on,0,0,0,,,,,7,,,,,,,64,96
1536,note_on,0,0,0,,,,,7,,,,,,,72,96
1536,note_on,0,0,0,,,,,8,,,,,,,48,96
1557,note_off,21,0,0,,,,,7,,,,,,,64,0
1560,note_on,3,0,0,,,,,7,,,,,,,62,96
1578,note_off,18,0,0,,,,,3,,,,,,,64,0
1578,note_off,0,0,0,,,,,8,,,,,,,48,0
1581,note_off,3,0,0,,,,,7,,,,,,,62,0
1584,note_on,3,0,0,,,,,3,,,,,,,60,96
1584,note_on,0,0,0,,,,,7,,,,,,,64,96
1584,note_on,0,0,0,,,,,8,,,,,,,55,96
1605,note_off,21,0,0,,,,,3,,,,,,,60,0
1605,note_off,0,0,0,,,,,7,,,,,,,64,0
1608,note_on,3,0,0,,,,,3,,,,,,,62,96
1608,note_on,0,0,0,,,,,7,,,,,,,65,96
1620,note_off,12,0,0,,,,,4,,,,,,,72,0
1620,note_off,0,0,0,,,,,7,,,,,,,72,0
1626,note_off,6,0,0,,,,,8,,,,,,,55,0
1629,note_off,3,0,0,,,,,3,,,,,,,62,0
1629,note_off,0,0,0,,,,,7,,,,,,,65,0
1632,note_on,3,0,0,,,,,3,,,,,,,64,96
1632,note_on,0,0,0,,,,,4,,,,,,,60,96
1632,note_on,0,0,0,,,,,7,,,,,,,64,96
1632,note_on,0,0,0,,,,,8,,,,,,,60,96
1653,note_off,21,0,0,,,,,7,,,,,,,64,0
1656,note_on,3,0,0,,,,,7,,,,,,,67,96
1674,note_off,18,0,0,,,,,3,,,,,,,64,0
1677,note_off,3,0,0,,,,,7,,,,,,,67,0
1680,note_on,3,0,0,,,,,3,,,,,,,62,96
1680,note_on,0,0,0,,,,,7,,,,,,,65,96
1701,note_off,21,0,0,,,,,3,,,,,,,62,0
1701,note_off,0,0,0,,,,,7,,,,,,,65,0
1704,note_on,3,0,0,,,,,3,,,,,,,60,96
1704,note_on,0,0,0,,,,,7,,,,,,,64,96
1725,note_off,21,0,0,,,,,3,,,,,,,60,0
1725,note_off,0,0,0,,,,,7,,,,,,,64,0
1728,note_on,3,0,0,,,,,3,,,,,,,62,96
1728,note_on,0,0,0,,,,,7,,,,,,,62,96
1770,note_off,42,0,0,,,,,3,,,,,,,62,0
1770,note_off,0,0,0,,,,,7,,,,,,,62,0
1776,note_on,6,0,0,,,,,3,,,,,,,64,96
1776,note_on,0,0,0,,,,,7,,,,,,,64,96
1797,note_off,21,0,0,,,,,3,,,,,,,64,0
1797,note_off,0,0,0,,,,,7,,,,,,,64,0
1800,note_on,3,0,0,,,,,3,,,,,,,65,96
1800,note_off,0,0,0,,,,,4,,,,,,,60,0
1800,note_on,0,0,0,,,,,7,,,,,,,65,96
1800,note_off,0,0,0,,,,,8,,,,,,,60,0
1821,note_off,21,0,0,,,,,3,,,,,,,65,0
1821,note_off,0,0,0,,,,,7,,,,,,,65,0
1824,note_on,3,0,0,,,,,3,,,,,,,67,96
1824,note_on,0,0,0,,,,,4,,,,,,,58,96
1824,note_on,0,0,0,,,,,7,,,,,,,67,96
1824,note_on,0,0,0,,,,,8,,,,,,,58,96
1866,note_off,42,0,0,,,,,3,,,,,,,67,0
1866,note_off,0,0,0,,,,,7,,,,,,,67,0
1872,note_on,6,0,0,,,,,3,,,,,,,69,96
1872,note_on,0,0,0,,,,,7,,,,,,,69,96
1893,note_off,21,0,0,,,,,3,,,,,,,69,0
1893,note_off,0,0,0,,,,,7,,,,,,,69,0
1896,note_on,3,0,0,,,,,3,,,,,,,70,96
1896,note_on,0,0,0,,,,,7,,,,,,,70,96
1917,note_off,21,0,0,,,,,3,,,,,,,70,0
1917,note_off,0,0,0,,,,,7,,,,,,,70,0
1920,note_on,3,0,0,,,,,2,,,,,,,72,96
1920,note_on,0,0,0,,,,,3,,,,,,,64,96
1920,note_on,0,0,0,,,,,7,,,,,,,72,96
1920,note_on,0,0,0,,,,,7,,,,,,,64,96
1962,note_off,42,0,0,,,,,3,,,,,,,64,0
1962,note_off,0,0,0,,,,,7,,,,,,,64,0
1968,note_on,6,0,0,,,,,3,,,,,,,65,96
1968,note_on,0,0,0,,,,,7,,,,,,,67,96
1989,note_off,21,0,0,,,,,3,,,,,,,65,0
1992,note_on,3,0,0,,,,,3,,,,,,,67,96
1992,note_off,0,0,0,,,,,4,,,,,,,58,0
1992,note_off,0,0,0,,,,,8,,,,,,,58,0
2004,note_off,12,0,0,,,,,2,,,,,,,72,0
2004,note_off,0,0,0,,,,,7,,,,,,,72,0
2010,note_off,6,0,0,,,,,7,,,,,,,67,0
2013,note_off,3,0,0,,,,,3,,,,,,,67,0
2016,note_on,3,0,0,,,,,2,,,,,,,77,96
2016,note_on,0,0,0,,,,,3,,,,,,,69,96
2016,note_on,0,0,0,,,,,4,,,,,,,57,96
2016,note_on,0,0,0,,,,,7,,,,,,,77,96
2016,note_on,0,0,0,,,,,7,,,,,,,60,96
2016,note_on,0,0,0,,,,,8,,,,,,,57,96
2058,note_off,42,0,0,,,,,3,,,,,,,69,0
2058,note_off,0,0,0,,,,,7,,,,,,,60,0
2064,note_on,6,0,0,,,,,3,,,,,,,67,96
2064,note_on,0,0,0,,,,,7,,,,,,,72,96
2085,note_off,21,0,0,,,,,3,,,,,,,67,0
2088,note_on,3,0,0,,,,,3,,,,,,,65,96
2100,note_off,12,0,0,,,,,4,,,,,,,57,0
2100,note_off,0,0,0,,,,,8,,,,,,,57,0
2106,note_off,6,0,0,,,,,7,,,,,,,72,0
2109,note_off,3,0,0,,,,,3,,,,,,,65,0
2112,note_on,3,0,0,,,,,3,,,,,,,70,96
2112,note_on,0,0,0,,,,,4,,,,,,,55,96
2112,note_on,0,0,0,,,,,7,,,,,,,70,96
2112,note_on,0,0,0,,,,,8,,,,,,,55,96
2142,note_off,30,0,0,,,,,2,,,,,,,77,0
2142,note_off,0,0,0,,,,,7,,,,,,,77,0
2154,note_off,12,0,0,,,,,3,,,,,,,70,0
2160,note_on,6,0,0,,,,,2,,,,,,,76,96
2160,note_on,0,0,0,,,,,3,,,,,,,67,96
2160,note_on,0,0,0,,,,,7,,,,,,,76,96
2181,note_off,21,0,0,,,,,2,,,,,,,76,0
2181,note_off,0,0,0,,,,,3,,,,,,,67,0
2181,note_off,0,0,0,,,,,7,,,,,,,76,0
2184,note_on,3,0,0,,,,,2,,,,,,,77,96
2184,note_on,0,0,0,,,,,3,,,,,,,69,96
2184,note_on,0,0,0,,,,,7,,,,,,,77,96
2196,note_off,12,0,0,,,,,4,,,,,,,55,0
2196,note_off,0,0,0,,,,,8,,,,,,,55,0
2205,note_off,9,0,0,,,,,2,,,,,,,77,0
2205,note_off,0,0,0,,,,,3,,,,,,,69,0
2205,note_off,0,0,0,,,,,7,,,,,,,77,0
2208,note_on,3,0,0,,,,,2,,,,,,,79,96
2208,note_on,0,0,0,,,,,3,,,,,,,70,96
2208,note_on,0,0,0,,,,,4,,,,,,,60,96
2208,note_on,0,0,0,,,,,7,,,,,,,79,96
2208,note_on,0,0,0,,,,,8,,,,,,,60,96
2238,note_off,30,0,0,,,,,7,,,,,,,70,0
2250,note_off,12,0,0,,,,,2,,,,,,,79,0
2250,note_off,0,0,0,,,,,3,,,,,,,70,0
2250,note_off,0,0,0,,,,,7,,,,,,,79,0
2256,note_on,6,0,0,,,,,2,,,,,,,77,96
2256,note_on,0,0,0,,,,,3,,,,,,,69,96
2256,note_on,0,0,0,,,,,7,,,,,,,77,96
2256,note_on,0,0,0,,,,,7,,,,,,,69,96
2277,note_off,21,0,0,,,,,2,,,,,,,77,0
2277,note_off,0,0,0,,,,,3,,,,,,,69,0
2277,note_off,0,0,0,,,,,7,,,,,,,77,0
2277,note_off,0,0,0,,,,,7,,,,,,,69,0
2280,note_on,3,0,0,,,,,2,,,,,,,76,96
2280,note_on,0,0,0,,,,,3,,,,,,,67,96
2280,note_on,0,0,0,,,,,7,,,,,,,76,96
2280,note_on,0,0,0,,,,,7,,,,,,,67,96
2292,note_off,12,0,0,,,,,4,,,,,,,60,0
2292,note_off,0,0,0,,,,,8,,,,,,,60,0
2301,note_off,9,0,0,,,,,2,,,,,,,76,0
2301,note_off,0,0,0,,,,,3,,,,,,,67,0
2301,note_off,0,0,0,,,,,7,,,,,,,76,0
2301,note_off,0,0,0,,,,,7,,,,,,,67,0
2304,note_on,3,0,0,,,,,2,,,,,,,77,96
2304,note_on,0,0,0,,,,,3,,,,,,,69,96
2304,note_on,0,0,0,,,,,4,,,,,,,53,96
2304,note_on,0,0,0,,,,,7,,,,,,,77,96
2304,note_on,0,0,0,,,,,7,,,,,,,69,96
2328,note_on,24,0,0,,,,,8,,,,,,,53,96
2346,note_off,18,0,0,,,,,2,,,,,,,77,0
2346,note_off,0,0,0,,,,,4,,,,,,,53,0
2346,note_off,0,0,0,,,,,7,,,,,,,77,0
2349,note_off,3,0,0,,,,,8,,,,,,,53,0
2352,note_on,3,0,0,,,,,2,,,,,,,72,96
2352,note_on,0,0,0,,,,,4,,,,,,,55,96
