tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,
0,note_on,,,,,0,0,1,,60,80,0
0,note_on,,,,,0,0,1,,65,80,0
0,note_on,,,,,0,0,1,,72,80,0
0,note_on,,,,,0,0,1,,53,80,0
0,note_on,,,,,0,0,1,,69,80,0
0,track_name,,,,,0,1,1,,,,
0,set_tempo,,,,,0,1,0,413793,,,
0,note_on,,,,,0,0,1,,41,80,0
192,note_off,,,,,0,0,1,,53,64,0
192,note_off,,,,,192,0,1,,60,64,0
192,note_off,,,,,0,0,1,,65,64,0
192,note_off,,,,,0,0,1,,69,64,0
192,note_off,,,,,0,0,1,,72,64,0
192,note_off,,,,,0,0,1,,41,64,0
240,note_on,,,,,48,0,1,,48,80,0
240,note_on,,,,,0,0,1,,69,80,0
240,note_on,,,,,0,0,1,,72,80,0
432,note_off,,,,,192,0,1,,69,64,0
432,note_off,,,,,0,0,1,,72,64,0
432,note_off,,,,,0,0,1,,48,64,0
480,note_on,,,,,48,0,1,,45,80,0
480,note_on,,,,,0,0,1,,72,80,0
480,note_on,,,,,0,0,1,,69,80,0
672,note_off,,,,,0,0,1,,72,64,0
672,note_off,,,,,192,0,1,,69,64,0
672,note_off,,,,,0,0,1,,45,64,0
720,note_on,,,,,48,0,1,,72,80,0
720,note_on,,,,,0,0,1,,69,80,0
720,note_on,,,,,0,0,1,,41,80,0
912,note_off,,,,,192,0,1,,41,64,0
960,note_on,,,,,48,0,1,,29,80,0
1008,note_off,,,,,48,0,1,,69,64,0
1008,note_off,,,,,0,0,1,,72,64,0
1080,note_on,,,,,72,0,1,,74,80,0
1128,note_off,,,,,48,0,1,,74,64,0
1140,note_on,,,,,12,0,1,,72,80,0
1152,note_off,,,,,12,0,1,,29,64,0
1188,note_off,,,,,36,0,1,,72,64,0
1200,note_on,,,,,12,0,1,,71,80,0
1224,note_off,,,,,24,0,1,,71,64,0
1230,note_on,,,,,6,0,1,,72,80,0
1254,note_off,,,,,24,0,1,,72,64,0
1260,note_on,,,,,6,0,1,,69,80,0
1308,note_off,,,,,48,0,1,,69,64,0
1320,note_on,,,,,12,0,1,,67,80,0
1368,note_off,,,,,48,0,1,,67,64,0
1380,note_on,,,,,12,0,1,,65,80,0
1428,note_off,,,,,48,0,1,,65,64,0
1440,note_on,,,,,0,0,1,,57,80,0
1440,note_on,,,,,0,0,1,,77,80,0
1440,note_on,,,,,12,0,1,,53,80,0
1536,note_off,,,,,0,0,1,,53,64,0
1536,note_off,,,,,96,0,1,,57,64,0
1560,note_on,,,,,0,0,1,,53,80,0
1560,note_on,,,,,24,0,1,,57,80,0
1632,note_off,,,,,72,0,1,,77,64,0
1656,note_off,,,,,24,0,1,,53,64,0
1656,note_off,,,,,0,0,1,,57,64,0
1680,note_on,,,,,24,0,1,,53,80,0
1680,note_on,,,,,0,0,1,,58,80,0
1680,note_on,,,,,0,0,1,,55,80,0
1680,note_on,,,,,0,0,1,,76,80,0
1776,note_off,,,,,96,0,1,,55,64,0
1776,note_off,,,,,0,0,1,,58,64,0
1776,note_off,,,,,0,0,1,,53,64,0
1800,note_on,,,,,24,0,1,,53,80,0
1800,note_on,,,,,0,0,1,,55,80,0
1800,note_on,,,,,0,0,1,,58,80,0
1872,note_off,,,,,72,0,1,,76,64,0
1896,note_off,,,,,24,0,1,,58,64,0
1896,note_off,,,,,0,0,1,,53,64,0
1896,note_off,,,,,0,0,1,,55,64,0
1920,note_on,,,,,24,0,1,,53,80,0
1920,note_on,,,,,0,0,1,,57,80,0
1920,note_on,,,,,0,0,1,,75,80,0
1920,note_on,,,,,0,0,1,,60,80,0
2016,note_off,,,,,0,0,1,,57,64,0
2016,note_off,,,,,0,0,1,,53,64,0
2016,note_off,,,,,96,0,1,,60,64,0
2040,note_on,,,,,24,0,1,,53,80,0
2040,note_on,,,,,0,0,1,,57,80,0
2040,note_on,,,,,0,0,1,,60,80,0
2112,note_off,,,,,72,0,1,,75,64,0
2136,note_off,,,,,24,0,1,,60,64,0
2136,note_off,,,,,0,0,1,,57,64,0
2136,note_off,,,,,0,0,1,,53,64,0
2160,note_on,,,,,24,0,1,,58,80,0
2160,note_on,,,,,0,0,1,,53,80,0
2160,note_on,,,,,0,0,1,,62,80,0
2160,note_on,,,,,0,0,1,,74,80,0
2256,note_off,,,,,96,0,1,,62,64,0
2256,note_off,,,,,0,0,1,,53,64,0
2256,note_off,,,,,0,0,1,,58,64,0
2280,note_on,,,,,0,0,1,,53,80,0
2280,note_on,,,,,0,0,1,,58,80,0
2280,note_on,,,,,24,0,1,,62,80,0
2352,note_off,,,,,72,0,1,,74,64,0
2376,note_off,,,,,24,0,1,,53,64,0
2376,note_off,,,,,0,0,1,,58,64,0
2376,note_off,,,,,0,0,1,,62,64,0
2400,note_on,,,,,0,0,1,,62,80,0
2400,note_on,,,,,24,0,1,,53,80,0
2400,note_on,,,,,0,0,1,,58,80,0
2496,note_off,,,,,96,0,1,,62,64,0
2496,note_off,,,,,0,0,1,,58,64,0
2496,note_off,,,,,0,0,1,,53,64,0
2520,note_on,,,,,0,0,1,,62,80,0
2520,note_on,,,,,0,0,1,,58,80,0
2520,note_on,,,,,24,0,1,,53,80,0
2616,note_off,,,,,0,0,1,,58,64,0
2616,note_off,,,,,0,0,1,,53,64,0
2616,note_off,,,,,96,0,1,,62,64,0
2640,note_on,,,,,24,0,1,,53,80,0
2640,note_on,,,,,0,0,1,,62,80,0
2640,note_on,,,,,0,0,1,,58,80,0
2736,note_off,,,,,0,0,1,,53,64,0
2736,note_off,,,,,96,0,1,,62,64,0
2736,note_off,,,,,0,0,1,,58,64,0
2760,note_on,,,,,24,0,1,,53,80,0
2760,note_on,,,,,0,0,1,,58,80,0
2760,note_on,,,,,0,0,1,,62,80,0
2856,note_off,,,,,96,0,1,,62,64,0
2856,note_off,,,,,0,0,1,,58,64,0
2856,note_off,,,,,0,0,1,,53,64,0
2880,note_on,,,,,24,0,1,,55,80,0
2880,note_on,,,,,0,0,1,,53,80,0
2880,note_on,,,,,0,0,1,,64,80,0
2880,note_on,,,,,0,0,1,,72,80,0
2976,note_off,,,,,0,0,1,,53,64,0
2976,note_off,,,,,0,0,1,,55,64,0
2976,note_off,,,,,96,0,1,,72,64,0
2976,note_off,,,,,0,0,1,,64,64,0
3000,note_on,,,,,0,0,1,,53,80,0
3000,note_on,,,,,0,0,1,,55,80,0
3000,note_on,,,,,0,0,1,,64,80,0
3000,note_on,,,,,24,0,1,,70,80,0
3096,note_off,,,,,96,0,1,,55,64,0
3096,note_off,,,,,0,0,1,,53,64,0
3096,note_off,,,,,0,0,1,,64,64,0
3096,note_off,,,,,0,0,1,,70,64,0
3120,note_on,,,,,24,0,1,,53,80,0
3120,note_on,,,,,0,0,1,,55,80,0
3120,note_on,,,,,0,0,1,,70,80,0
3120,note_on,,,,,0,0,1,,64,80,0
3216,note_off,,,,,96,0,1,,64,64,0
3216,note_off,,,,,0,0,1,,55,64,0
3216,note_off,,,,,0,0,1,,53,64,0
3240,note_on,,,,,0,0,1,,64,80,0
3240,note_on,,,,,24,0,1,,53,80,0
3240,note_on,,,,,0,0,1,,55,80,0
3312,note_off,,,,,72,0,1,,70,64,0
3336,note_off,,,,,0,0,1,,53,64,0
3336,note_off,,,,,24,0,1,,64,64,0
3336,note_off,,,,,0,0,1,,55,64,0
3360,note_on,,,,,24,0,1,,53,80,0
3360,note_on,,,,,0,0,1,,64,80,0
3360,note_on,,,,,0,0,1,,55,80,0
3456,note_off,,,,,0,0,1,,55,64,0
3456,note_off,,,,,96,0,1,,64,64,0
3456,note_off,,,,,0,0,1,,53,64,0
3480,note_on,,,,,24,0,1,,53,80,0
3480,note_on,,,,,0,0,1,,55,80,0
3480,note_on,,,,,0,0,1,,64,80,0
3576,note_off,,,,,96,0,1,,64,64,0
3576,note_off,,,,,0,0,1,,55,64,0
3576,note_off,,,,,0,0,1,,53,64,0
3600,note_on,,,,,24,0,1,,57,80,0
3600,note_on,,,,,0,0,1,,53,80,0
3600,note_on,,,,,0,0,1,,65,80,0
3600,note_on,,,,,0,0,1,,74,80,0
3696,note_off,,,,,0,0,1,,53,64,0
3696,note_off,,,,,0,0,1,,57,64,0
3696,note_off,,,,,96,0,1,,74,64,0
3696,note_off,,,,,0,0,1,,65,64,0
3720,note_on,,,,,0,0,1,,53,80,0
3720,note_on,,,,,0,0,1,,57,80,0
3720,note_on,,,,,0,0,1,,65,80,0
3720,note_on,,,,,24,0,1,,72,80,0
3816,note_off,,,,,96,0,1,,57,64,0
3816,note_off,,,,,0,0,1,,53,64,0
3816,note_off,,,,,0,0,1,,65,64,0
3816,note_off,,,,,0,0,1,,72,64,0
3840,note_on,,,,,24,0,1,,53,80,0
3840,note_on,,,,,0,0,1,,57,80,0
3840,note_on,,,,,0,0,1,,72,80,0
3840,note_on,,,,,0,0,1,,65,80,0
3936,note_off,,,,,96,0,1,,65,64,0
3936,note_off,,,,,0,0,1,,57,64,0
3936,note_off,,,,,0,0,1,,53,64,0
3960,note_on,,,,,24,0,1,,53,80,0
3960,note_on,,,,,0,0,1,,57,80,0
3960,note_on,,,,,0,0,1,,65,80,0
4032,note_off,,,,,72,0,1,,72,64,0
4056,note_off,,,,,24,0,1,,65,64,0
4056,note_off,,,,,0,0,1,,53,64,0
4056,note_off,,,,,0,0,1,,57,64,0
4080,note_on,,,,,0,0,1,,65,80,0
4080,note_on,,,,,0,0,1,,57,80,0
4080,note_on,,,,,24,0,1,,53,80,0
4176,note_off,,,,,96,0,1,,65,64,0
4176,note_off,,,,,0,0,1,,57,64,0
4176,note_off,,,,,0,0,1,,53,64,0
4200,note_on,,,,,24,0,1,,53,80,0
4200,note_on,,,,,0,0,1,,57,80,0
4200,note_on,,,,,0,0,1,,65,80,0
4296,note_off,,,,,96,0,1,,65,64,0
4296,note_off,,,,,0,0,1,,57,64,0
4296,note_off,,,,,0,0,1,,53,64,0
4320,note_on,,,,,24,0,1,,55,80,0
4320,note_on,,,,,0,0,1,,82,80,0
4320,note_on,,,,,0,0,1,,52,80,0
4320,note_on,,,,,0,0,1,,60,80,0
4368,note_off,,,,,48,0,1,,82,64,0
4380,note_on,,,,,12,0,1,,81,80,0
4428,note_off,,,,,48,0,1,,81,64,0
4440,note_on,,,,,12,0,1,,79,80,0
4488,note_off,,,,,48,0,1,,79,64,0
4500,note_on,,,,,12,0,1,,81,80,0
4512,note_off,,,,,12,0,1,,60,64,0
4512,note_off,,,,,0,0,1,,52,64,0
4512,note_off,,,,,0,0,1,,55,64,0
4548,note_off,,,,,36,0,1,,81,64,0
4560,note_on,,,,,12,0,1,,79,80,0
4608,note_off,,,,,48,0,1,,79,64,0
4620,note_on,,,,,12,0,1,,77,80,0
4668,note_off,,,,,48,0,1,,77,64,0
4680,note_on,,,,,12,0,1,,76,80,0
4728,note_off,,,,,48,0,1,,76,64,0
4740,note_on,,,,,12,0,1,,77,80,0
4788,note_off,,,,,48,0,1,,77,64,0
4800,note_on,,,,,12,0,1,,76,80,0
4848,note_off,,,,,48,0,1,,76,64,0
4860,note_on,,,,,12,0,1,,74,80,0
4908,note_off,,,,,48,0,1,,74,64,0
4920,note_on,,,,,12,0,1,,72,80,0
4968,note_off,,,,,48,0,1,,72,64,0
4980,note_on,,,,,12,0,1,,70,80,0
5028,note_off,,,,,48,0,1,,70,64,0
5040,note_on,,,,,0,0,1,,53,80,0
5040,note_on,,,,,12,0,1,,69,80,0
5088,note_off,,,,,48,0,1,,53,64,0
5100,note_on,,,,,12,0,1,,60,80,0
5136,note_off,,,,,36,0,1,,69,64,0
5148,note_off,,,,,12,0,1,,60,64,0
5160,note_on,,,,,12,0,1,,77,80,0
5160,note_on,,,,,0,0,1,,57,80,0
5208,note_off,,,,,48,0,1,,57,64,0
5220,note_on,,,,,12,0,1,,60,80,0
5268,note_off,,,,,48,0,1,,60,64,0
5280,note_on,,,,,12,0,1,,55,80,0
5328,note_off,,,,,48,0,1,,55,64,0
5340,note_on,,,,,12,0,1,,60,80,0
5352,note_off,,,,,12,0,1,,77,64,0
5388,note_off,,,,,36,0,1,,60,64,0
5400,note_on,,,,,0,0,1,,58,80,0
5400,note_on,,,,,12,0,1,,76,80,0
5448,note_off,,,,,48,0,1,,58,64,0
5460,note_on,,,,,12,0,1,,60,80,0
5508,note_off,,,,,48,0,1,,60,64,0
5520,note_on,,,,,12,0,1,,57,80,0
5568,note_off,,,,,48,0,1,,57,64,0
5580,note_on,,,,,12,0,1,,60,80,0
5592,note_off,,,,,12,0,1,,76,64,0
5628,note_off,,,,,36,0,1,,60,64,0
5640,note_on,,,,,12,0,1,,57,80,0
5640,note_on,,,,,0,0,1,,77,80,0
5688,note_off,,,,,48,0,1,,57,64,0
5700,note_on,,,,,12,0,1,,60,80,0
5736,note_off,,,,,36,0,1,,77,64,0
5748,note_off,,,,,12,0,1,,60,64,0
5760,note_on,,,,,12,0,1,,58,80,0
5856,note_off,,,,,96,0,1,,58,64,0
5880,note_on,,,,,24,0,1,,65,80,0
5880,note_on,,,,,0,0,1,,74,80,0
5976,note_off,,,,,0,0,1,,65,64,0
5976,note_off,,,,,96,0,1,,74,64,0
6000,note_on,,,,,24,0,1,,46,80,0
6096,note_off,,,,,96,0,1,,46,64,0
6120,note_on,,,,,24,0,1,,58,80,0
6120,note_on,,,,,0,0,1,,67,80,0
6216,note_off,,,,,96,0,1,,67,64,0
6216,note_off,,,,,0,0,1,,58,64,0
6240,note_on,,,,,24,0,1,,48,80,0
6336,note_off,,,,,96,0,1,,48,64,0
6360,note_on,,,,,24,0,1,,55,80,0
6360,note_on,,,,,0,0,1,,64,80,0
6456,note_off,,,,,96,0,1,,64,64,0
6456,note_off,,,,,0,0,1,,55,64,0
6480,note_on,,,,,24,0,1,,55,80,0
6480,note_on,,,,,0,0,1,,82,80,0
6480,note_on,,,,,0,0,1,,52,80,0
6480,note_on,,,,,0,0,1,,60,80,0
6528,note_off,,,,,48,0,1,,82,64,0
6540,note_on,,,,,12,0,1,,81,80,0
6588,note_off,,,,,48,0,1,,81,64,0
6600,note_on,,,,,12,0,1,,79,80,0
6648,note_off,,,,,48,0,1,,79,64,0
6660,note_on,,,,,12,0,1,,81,80,0
6672,note_off,,,,,12,0,1,,60,64,0
6672,note_off,,,,,0,0,1,,52,64,0
6672,note_off,,,,,0,0,1,,55,64,0
6708,note_off,,,,,36,0,1,,81,64,0
6720,note_on,,,,,12,0,1,,79,80,0
6768,note_off,,,,,48,0,1,,79,64,0
6780,note_on,,,,,12,0,1,,77,80,0
6828,note_off,,,,,48,0,1,,77,64,0
6840,note_on,,,,,12,0,1,,76,80,0
6888,note_off,,,,,48,0,1,,76,64,0
6900,note_on,,,,,12,0,1,,77,80,0
6948,note_off,,,,,48,0,1,,77,64,0
6960,note_on,,,,,12,0,1,,76,80,0
7008,note_off,,,,,48,0,1,,76,64,0
7020,note_on,,,,,12,0,1,,74,80,0
7068,note_off,,,,,48,0,1,,74,64,0
7080,note_on,,,,,12,0,1,,72,80,0
7128,note_off,,,,,48,0,1,,72,64,0
7140,note_on,,,,,12,0,1,,70,80,0
7188,note_off,,,,,48,0,1,,70,64,0
7200,note_on,,,,,0,0,1,,53,80,0
7200,note_on,,,,,12,0,1,,69,80,0
7248,note_off,,,,,48,0,1,,53,64,0
7260,note_on,,,,,12,0,1,,60,80,0
7296,note_off,,,,,36,0,1,,69,64,0
7308,note_off,,,,,12,0,1,,60,64,0
7320,note_on,,,,,12,0,1,,81,80,0
7320,note_on,,,,,0,0,1,,57,80,0
7368,note_off,,,,,48,0,1,,57,64,0
7380,note_on,,,,,12,0,1,,60,80,0
7428,note_off,,,,,48,0,1,,60,64,0
7440,note_on,,,,,12,0,1,,55,80,0
7488,note_off,,,,,48,0,1,,55,64,0
7500,note_on,,,,,12,0,1,,64,80,0
7512,note_off,,,,,12,0,1,,81,64,0
7548,note_off,,,,,36,0,1,,64,64,0
7560,note_on,,,,,12,0,1,,79,80,0
7560,note_on,,,,,0,0,1,,58,80,0
7608,note_off,,,,,48,0,1,,58,64,0
7620,note_on,,,,,12,0,1,,64,80,0
7668,note_off,,,,,48,0,1,,64,64,0
7680,note_on,,,,,12,0,1,,57,80,0
7728,note_off,,,,,48,0,1,,57,64,0
7740,note_on,,,,,12,0,1,,65,80,0
7752,note_off,,,,,12,0,1,,79,64,0
7788,note_off,,,,,36,0,1,,65,64,0
7800,note_on,,,,,12,0,1,,60,80,0
7800,note_on,,,,,0,0,1,,77,80,0
7848,note_off,,,,,48,0,1,,60,64,0
7860,note_on,,,,,12,0,1,,65,80,0
7896,note_off,,,,,36,0,1,,77,64,0
7908,note_off,,,,,12,0,1,,65,64,0
7920,note_on,,,,,12,0,1,,58,80,0
8016,note_off,,,,,96,0,1,,58,64,0
8040,note_on,,,,,24,0,1,,65,80,0
8040,note_on,,,,,0,0,1,,74,80,0
8136,note_off,,,,,96,0,1,,74,64,0
8136,note_off,,,,,0,0,1,,65,64,0
8160,note_on,,,,,24,0,1,,46,80,0
8256,note_off,,,,,96,0,1,,46,64,0
8280,note_on,,,,,0,0,1,,67,80,0
8280,note_on,,,,,24,0,1,,58,80,0
8376,note_off,,,,,96,0,1,,67,64,0
8376,note_off,,,,,0,0,1,,58,64,0
8400,note_on,,,,,24,0,1,,48,80,0
8496,note_off,,,,,96,0,1,,48,64,0
8520,note_on,,,,,24,0,1,,55,80,0
8520,note_on,,,,,0,0,1,,64,80,0
8616,note_off,,,,,96,0,1,,64,64,0
8616,note_off,,,,,0,0,1,,55,64,0
8640,note_on,,,,,24,0,1,,53,80,0
8640,note_on,,,,,0,0,1,,57,80,0
