tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,12,,,,10,7,97,,
0,control_change,,,,,0,0,12,,,,10,10,98,,
0,control_change,,,,,0,0,12,,,,10,91,80,,
0,control_change,,,,,0,0,4,,,,2,91,95,,
0,control_change,,,,,0,0,4,,,,2,10,80,,
0,control_change,,,,,0,0,4,,,,2,7,76,,
0,program_change,,,,,0,0,4,,,70,2,,,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,7,,,0,4,,,,
0,control_change,,,,,0,0,3,,,,1,91,95,,
0,control_change,,,,,0,0,3,,,,1,10,64,,
0,control_change,,,,,0,0,3,,,,1,7,76,,
0,program_change,,,,,0,0,3,,,68,1,,,,
0,program_change,,,,,0,0,12,,,48,10,,,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,2,,,,1,10,64,,
0,control_change,,,,,0,0,2,,,,1,7,76,,
0,program_change,,,,,0,0,2,,,68,1,,,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,13,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,13,,,48,11,,,,
0,control_change,,,,,0,0,13,,,,11,7,101,,
0,control_change,,,,,0,0,13,,,,11,10,84,,
0,control_change,,,,,0,0,13,,,,11,91,80,,
0,sequencer_specific,,,,,0,1,14,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,14,,,43,12,,,,
0,control_change,,,,,0,0,14,,,,12,7,79,,
0,control_change,,,,,0,0,14,,,,12,10,96,,
0,control_change,,,,,0,0,2,,,,1,91,95,,
0,sequencer_specific,,,,,0,1,12,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,5,,,70,2,,,,
0,control_change,,,,,0,0,7,,,,4,7,126,,
0,control_change,,,,,0,0,7,,,,4,91,100,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,8,,,0,5,,,,
0,control_change,,,,,0,0,8,,,,5,7,122,,
0,control_change,,,,,0,0,8,,,,5,91,100,,
0,control_change,,,,,0,0,8,,,,5,91,100,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,9,,,0,6,,,,
0,control_change,,,,,0,0,9,,,,6,7,123,,
0,control_change,,,,,0,0,9,,,,6,91,100,,
0,sequencer_specific,,,,,0,1,10,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,10,,,48,7,,,,
0,control_change,,,,,0,0,10,,,,7,7,114,,
0,control_change,,,,,0,0,10,,,,7,10,28,,
0,control_change,,,,,0,0,10,,,,7,91,80,,
0,sequencer_specific,,,,,0,1,11,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,11,,,48,8,,,,
0,control_change,,,,,0,0,11,,,,8,7,101,,
0,control_change,,,,,0,0,11,,,,8,10,40,,
0,control_change,,,,,0,0,11,,,,8,91,80,,
0,control_change,,,,,0,0,6,,,,3,91,80,,
0,control_change,,,,,0,0,6,,,,3,10,36,,
0,control_change,,,,,0,0,6,,,,3,7,97,,
0,program_change,,,,,0,0,6,,,60,3,,,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,5,,,,2,91,95,,
0,control_change,,,,,0,0,5,,,,2,10,80,,
0,control_change,,,,,0,0,5,,,,2,7,76,,
0,control_change,,,,,0,0,14,,,,12,91,100,,
0,sequencer_specific,,,,,0,1,15,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,15,,,,13,10,34,,
0,control_change,,,,,0,0,1,,,,0,10,56,,
0,program_change,,,,,0,0,1,,,73,0,,,,
0,control_change,,,,,0,0,15,,,,13,91,100,,
0,sequencer_specific,,,,,0,1,1,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,15,,,45,13,,,,
0,control_change,,,,,0,0,15,,,,13,7,81,,
0,sequencer_specific,,,,,0,1,16,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,1,,,,0,91,95,,
0,control_change,,,,,0,0,16,,,,14,7,78,,
0,control_change,,,,,0,0,16,,,,14,10,98,,
0,control_change,,,,,0,0,16,,,,14,91,100,,
0,program_change,,,,,0,0,16,,,45,14,,,,
0,program_change,,,,,0,0,17,,,45,15,,,,
0,set_tempo,,,,,0,1,0,1000000,,,,,,,
0,control_change,,,,,0,0,18,,,,15,91,100,,
0,control_change,,,,,0,0,18,,,,15,10,89,,
0,sequencer_specific,,,,,0,1,17,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,18,,,,15,7,78,,
0,control_change,,,,,0,0,1,,,,0,7,76,,
0,sequencer_specific,,,,,0,1,18,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,17,,,,15,91,100,,
0,control_change,,,,,0,0,17,,,,15,10,89,,
0,control_change,,,,,0,0,17,,,,15,7,78,,
0,program_change,,,,,0,0,18,,,45,15,,,,
1920,note_on,,,,,1920,0,11,,,,8,,,60,60
1920,note_on,,,,,1920,0,14,,,,12,,,41,60
1920,note_on,,,,,0,0,12,,,,10,,,57,60
1920,note_on,,,,,1920,0,12,,,,10,,,53,60
1920,note_on,,,,,1920,0,13,,,,11,,,53,60
2024,note_on,,,,,104,0,11,,,,8,,,60,0
2024,note_on,,,,,104,0,12,,,,10,,,57,0
2024,note_on,,,,,0,0,12,,,,10,,,53,0
2080,note_on,,,,,56,0,11,,,,8,,,60,60
2080,note_on,,,,,56,0,12,,,,10,,,57,60
2080,note_on,,,,,0,0,12,,,,10,,,53,60
2112,note_on,,,,,192,0,14,,,,12,,,41,0
2112,note_on,,,,,192,0,13,,,,11,,,53,0
2184,note_on,,,,,104,0,11,,,,8,,,60,0
2184,note_on,,,,,104,0,12,,,,10,,,53,0
2184,note_on,,,,,0,0,12,,,,10,,,57,0
2240,note_on,,,,,0,0,12,,,,10,,,57,60
2240,note_on,,,,,56,0,11,,,,8,,,60,60
2240,note_on,,,,,56,0,12,,,,10,,,53,60
2344,note_on,,,,,0,0,12,,,,10,,,53,0
2344,note_on,,,,,104,0,11,,,,8,,,60,0
2344,note_on,,,,,104,0,12,,,,10,,,57,0
2400,note_on,,,,,288,0,14,,,,12,,,45,60
2400,note_on,,,,,56,0,11,,,,8,,,60,60
2400,note_on,,,,,0,0,12,,,,10,,,53,60
2400,note_on,,,,,56,0,12,,,,10,,,57,60
2400,note_on,,,,,288,0,13,,,,11,,,57,60
2504,note_on,,,,,104,0,11,,,,8,,,60,0
2504,note_on,,,,,0,0,12,,,,10,,,57,0
2504,note_on,,,,,104,0,12,,,,10,,,53,0
2560,note_on,,,,,56,0,11,,,,8,,,60,60
2560,note_on,,,,,0,0,12,,,,10,,,57,60
2560,note_on,,,,,56,0,12,,,,10,,,53,60
2592,note_on,,,,,192,0,13,,,,11,,,57,0
2592,note_on,,,,,192,0,14,,,,12,,,45,0
2664,note_on,,,,,0,0,12,,,,10,,,53,0
2664,note_on,,,,,104,0,12,,,,10,,,57,0
2664,note_on,,,,,104,0,11,,,,8,,,60,0
2720,note_on,,,,,56,0,11,,,,8,,,60,60
2720,note_on,,,,,56,0,12,,,,10,,,57,60
2720,note_on,,,,,0,0,12,,,,10,,,53,60
2824,note_on,,,,,104,0,12,,,,10,,,53,0
2824,note_on,,,,,0,0,12,,,,10,,,57,0
2824,note_on,,,,,104,0,11,,,,8,,,60,0
2880,note_on,,,,,288,0,14,,,,12,,,48,60
2880,note_on,,,,,56,0,12,,,,10,,,53,60
2880,note_on,,,,,0,0,12,,,,10,,,57,60
2880,note_on,,,,,56,0,11,,,,8,,,60,60
2880,note_on,,,,,288,0,13,,,,11,,,60,60
2984,note_on,,,,,0,0,12,,,,10,,,53,0
2984,note_on,,,,,104,0,12,,,,10,,,57,0
2984,note_on,,,,,104,0,11,,,,8,,,60,0
3040,note_on,,,,,0,0,12,,,,10,,,57,60
3040,note_on,,,,,56,0,11,,,,8,,,60,60
3040,note_on,,,,,56,0,12,,,,10,,,53,60
3072,note_on,,,,,192,0,14,,,,12,,,48,0
3072,note_on,,,,,192,0,13,,,,11,,,60,0
3144,note_on,,,,,104,0,11,,,,8,,,60,0
3144,note_on,,,,,0,0,12,,,,10,,,53,0
3144,note_on,,,,,104,0,12,,,,10,,,57,0
3200,note_on,,,,,56,0,11,,,,8,,,60,60
3200,note_on,,,,,0,0,12,,,,10,,,57,60
3200,note_on,,,,,56,0,12,,,,10,,,53,60
3304,note_on,,,,,104,0,11,,,,8,,,60,0
3304,note_on,,,,,104,0,12,,,,10,,,57,0
3304,note_on,,,,,0,0,12,,,,10,,,53,0
3360,note_on,,,,,56,0,12,,,,10,,,53,60
3360,note_on,,,,,0,0,12,,,,10,,,57,60
3360,note_on,,,,,56,0,11,,,,8,,,60,60
3464,note_on,,,,,0,0,12,,,,10,,,53,0
3464,note_on,,,,,104,0,11,,,,8,,,60,0
3464,note_on,,,,,104,0,12,,,,10,,,57,0
3520,note_on,,,,,56,0,12,,,,10,,,53,60
3520,note_on,,,,,56,0,11,,,,8,,,60,60
3520,note_on,,,,,0,0,12,,,,10,,,57,60
3624,note_on,,,,,0,0,12,,,,10,,,53,0
3624,note_on,,,,,104,0,12,,,,10,,,57,0
3624,note_on,,,,,104,0,11,,,,8,,,60,0
3680,note_on,,,,,0,0,12,,,,10,,,57,60
3680,note_on,,,,,56,0,11,,,,8,,,60,60
3680,note_on,,,,,56,0,12,,,,10,,,53,60
3784,note_on,,,,,104,0,11,,,,8,,,60,0
3784,note_on,,,,,0,0,12,,,,10,,,53,0
3784,note_on,,,,,104,0,12,,,,10,,,57,0
3840,note_on,,,,,56,0,12,,,,10,,,57,60
3840,note_on,,,,,0,0,12,,,,10,,,53,60
3840,note_on,,,,,56,0,11,,,,8,,,60,60
3840,note_on,,,,,768,0,13,,,,11,,,53,60
3840,note_on,,,,,3840,0,10,,,,7,,,77,70
3840,note_on,,,,,768,0,14,,,,12,,,41,60
3944,note_on,,,,,0,0,12,,,,10,,,57,0
3944,note_on,,,,,104,0,11,,,,8,,,60,0
3944,note_on,,,,,104,0,12,,,,10,,,53,0
4000,note_on,,,,,0,0,12,,,,10,,,53,60
4000,note_on,,,,,56,0,12,,,,10,,,57,60
4000,note_on,,,,,56,0,11,,,,8,,,60,60
4032,note_on,,,,,192,0,14,,,,12,,,41,0
4032,note_on,,,,,192,0,13,,,,11,,,53,0
4104,note_on,,,,,104,0,11,,,,8,,,60,0
4104,note_on,,,,,104,0,12,,,,10,,,53,0
4104,note_on,,,,,0,0,12,,,,10,,,57,0
4160,note_on,,,,,56,0,11,,,,8,,,60,60
4160,note_on,,,,,56,0,12,,,,10,,,53,60
4160,note_on,,,,,0,0,12,,,,10,,,57,60
4264,note_on,,,,,104,0,11,,,,8,,,60,0
4264,note_on,,,,,104,0,12,,,,10,,,57,0
4264,note_on,,,,,0,0,12,,,,10,,,53,0
4320,note_on,,,,,288,0,14,,,,12,,,45,60
4320,note_on,,,,,0,0,12,,,,10,,,57,60
4320,note_on,,,,,56,0,12,,,,10,,,53,60
