tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,note,velocity,channel,control,value
343026,note_off,,,,,,,68,0,0,,,,,,,60,64,0,,
343038,note_on,,,,,,,12,0,0,,,,,,,61,79,0,,
343080,note_off,,,,,,,42,0,0,,,,,,,61,64,0,,
343118,note_on,,,,,,,38,0,0,,,,,,,62,71,0,,
343160,note_off,,,,,,,42,0,0,,,,,,,62,64,0,,
343190,note_on,,,,,,,30,0,0,,,,,,,63,83,0,,
343226,note_off,,,,,,,36,0,0,,,,,,,63,64,0,,
343270,note_on,,,,,,,44,0,0,,,,,,,64,84,0,,
343304,control_change,,,,,,,34,0,0,,,,,,,,,0,64,0
343334,note_off,,,,,,,30,0,0,,,,,,,64,64,0,,
343350,note_on,,,,,,,16,0,0,,,,,,,65,87,0,,
343406,note_on,,,,,,,56,0,0,,,,,,,66,71,0,,
343408,note_off,,,,,,,2,0,0,,,,,,,65,64,0,,
343448,note_off,,,,,,,40,0,0,,,,,,,66,64,0,,
343456,control_change,,,,,,,8,0,0,,,,,,,,,0,64,127
343472,note_on,,,,,,,16,0,0,,,,,,,67,85,0,,
343518,control_change,,,,,,,46,0,0,,,,,,,,,0,64,0
343544,note_off,,,,,,,26,0,0,,,,,,,67,64,0,,
343547,note_on,,,,,,,3,0,0,,,,,,,68,78,0,,
343630,note_on,,,,,,,83,0,0,,,,,,,69,70,0,,
343658,note_off,,,,,,,28,0,0,,,,,,,68,64,0,,
343674,note_off,,,,,,,16,0,0,,,,,,,69,64,0,,
343674,note_on,,,,,,,0,0,0,,,,,,,70,91,0,,
343688,control_change,,,,,,,14,0,0,,,,,,,,,0,64,127
343718,note_off,,,,,,,30,0,0,,,,,,,70,64,0,,
343748,note_on,,,,,,,30,0,0,,,,,,,71,70,0,,
343798,note_off,,,,,,,50,0,0,,,,,,,71,64,0,,
343830,note_on,,,,,,,32,0,0,,,,,,,72,84,0,,
343878,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
343886,control_change,,,,,,,8,0,0,,,,,,,,,0,64,0
343892,note_on,,,,,,,6,0,0,,,,,,,73,70,0,,
343934,note_off,,,,,,,42,0,0,,,,,,,73,64,0,,
343970,note_on,,,,,,,36,0,0,,,,,,,74,76,0,,
343970,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
344008,note_off,,,,,,,38,0,0,,,,,,,74,64,0,,
344040,note_on,,,,,,,32,0,0,,,,,,,75,75,0,,
344078,note_off,,,,,,,38,0,0,,,,,,,75,64,0,,
344088,control_change,,,,,,,10,0,0,,,,,,,,,0,64,0
344110,note_off,,,,,,,22,0,0,,,,,,,39,64,0,,
344116,note_off,,,,,,,6,0,0,,,,,,,36,64,0,,
344118,note_off,,,,,,,2,0,0,,,,,,,33,64,0,,
344124,note_on,,,,,,,6,0,0,,,,,,,76,78,0,,
344164,control_change,,,,,,,40,0,0,,,,,,,,,0,64,127
344176,note_off,,,,,,,12,0,0,,,,,,,76,64,0,,
344202,note_on,,,,,,,26,0,0,,,,,,,77,84,0,,
344256,control_change,,,,,,,54,0,0,,,,,,,,,0,64,0
344266,note_off,,,,,,,10,0,0,,,,,,,77,64,0,,
344272,note_on,,,,,,,6,0,0,,,,,,,78,67,0,,
344318,note_off,,,,,,,46,0,0,,,,,,,78,64,0,,
344342,note_off,,,,,,,24,0,0,,,,,,,29,64,0,,
344354,note_on,,,,,,,12,0,0,,,,,,,79,76,0,,
344354,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
344414,note_off,,,,,,,60,0,0,,,,,,,79,64,0,,
344430,note_on,,,,,,,16,0,0,,,,,,,80,75,0,,
344520,note_on,,,,,,,90,0,0,,,,,,,81,76,0,,
344540,note_off,,,,,,,20,0,0,,,,,,,80,64,0,,
344598,note_off,,,,,,,58,0,0,,,,,,,81,64,0,,
344604,note_on,,,,,,,6,0,0,,,,,,,82,74,0,,
344654,note_off,,,,,,,50,0,0,,,,,,,82,64,0,,
344678,note_on,,,,,,,24,0,0,,,,,,,83,57,0,,
344778,note_on,,,,,,,100,0,0,,,,,,,84,71,0,,
344781,note_off,,,,,,,3,0,0,,,,,,,83,64,0,,
344794,control_change,,,,,,,13,0,0,,,,,,,,,0,64,0
344882,note_on,,,,,,,88,0,0,,,,,,,85,65,0,,
344892,note_off,,,,,,,10,0,0,,,,,,,84,64,0,,
344992,note_on,,,,,,,100,0,0,,,,,,,86,57,0,,
345000,note_off,,,,,,,8,0,0,,,,,,,85,64,0,,
345100,control_change,,,,,,,100,0,0,,,,,,,,,0,64,127
345146,control_change,,,,,,,46,0,0,,,,,,,,,0,64,0
345212,note_off,,,,,,,66,0,0,,,,,,,86,64,0,,
345218,note_on,,,,,,,6,0,0,,,,,,,87,62,0,,
345224,control_change,,,,,,,6,0,0,,,,,,,,,0,64,127
345256,control_change,,,,,,,32,0,0,,,,,,,,,0,64,0
345653,control_change,,,,,,,397,0,0,,,,,,,,,0,64,127
345904,note_on,,,,,,,251,0,0,,,,,,,84,54,0,,
345994,note_off,,,,,,,90,0,0,,,,,,,87,64,0,,
346116,control_change,,,,,,,122,0,0,,,,,,,,,0,64,0
346284,control_change,,,,,,,168,0,0,,,,,,,,,0,64,127
346306,note_off,,,,,,,22,0,0,,,,,,,84,64,0,,
346420,note_on,,,,,,,114,0,0,,,,,,,81,58,0,,
346467,control_change,,,,,,,47,0,0,,,,,,,,,0,64,0
346638,control_change,,,,,,,171,0,0,,,,,,,,,0,64,127
346710,note_off,,,,,,,72,0,0,,,,,,,81,64,0,,
346936,note_on,,,,,,,226,0,0,,,,,,,77,65,0,,
347128,control_change,,,,,,,192,0,0,,,,,,,,,0,64,0
347360,control_change,,,,,,,232,0,0,,,,,,,,,0,64,127
347408,note_off,,,,,,,48,0,0,,,,,,,77,64,0,,
347646,note_on,,,,,,,238,0,0,,,,,,,76,55,0,,
347898,control_change,,,,,,,252,0,0,,,,,,,,,0,64,0
348818,control_change,,,,,,,920,0,0,,,,,,,,,0,64,127
349526,note_off,,,,,,,708,0,0,,,,,,,76,64,0,,
349806,note_on,,,,,,,280,0,0,,,,,,,75,22,0,,
349972,control_change,,,,,,,166,0,0,,,,,,,,,0,64,0
350248,control_change,,,,,,,276,0,0,,,,,,,,,0,64,127
351798,note_off,,,,,,,1550,0,0,,,,,,,75,64,0,,
352726,note_on,,,,,,,928,0,0,,,,,,,74,55,0,,
352748,note_on,,,,,,,22,0,0,,,,,,,65,28,0,,
352752,note_on,,,,,,,4,0,0,,,,,,,58,34,0,,
352756,note_on,,,,,,,4,0,0,,,,,,,62,23,0,,
353060,control_change,,,,,,,304,0,0,,,,,,,,,0,64,0
353382,control_change,,,,,,,322,0,0,,,,,,,,,0,64,127
353570,note_on,,,,,,,188,0,0,,,,,,,72,41,0,,
353592,note_off,,,,,,,22,0,0,,,,,,,74,64,0,,
353704,note_on,,,,,,,112,0,0,,,,,,,70,60,0,,
353726,note_off,,,,,,,22,0,0,,,,,,,72,64,0,,
353840,note_off,,,,,,,114,0,0,,,,,,,62,64,0,,
353896,note_on,,,,,,,56,0,0,,,,,,,63,31,0,,
353902,note_off,,,,,,,6,0,0,,,,,,,70,64,0,,
353904,note_on,,,,,,,2,0,0,,,,,,,60,28,0,,
353906,note_on,,,,,,,2,0,0,,,,,,,69,52,0,,
353920,control_change,,,,,,,14,0,0,,,,,,,,,0,64,0
353942,note_off,,,,,,,22,0,0,,,,,,,58,64,0,,
354458,control_change,,,,,,,516,0,0,,,,,,,,,0,64,127
354460,note_off,,,,,,,2,0,0,,,,,,,60,64,0,,
354486,note_off,,,,,,,26,0,0,,,,,,,65,64,0,,
354536,note_off,,,,,,,50,0,0,,,,,,,69,64,0,,
354556,note_off,,,,,,,20,0,0,,,,,,,63,64,0,,
354750,control_change,,,,,,,194,0,0,,,,,,,,,0,64,0
355272,control_change,,,,,,,522,0,0,,,,,,,,,0,64,127
355712,note_on,,,,,,,440,0,0,,,,,,,72,63,0,,
355790,note_off,,,,,,,78,0,0,,,,,,,72,64,0,,
355924,note_on,,,,,,,134,0,0,,,,,,,75,75,0,,
355948,note_on,,,,,,,24,0,0,,,,,,,65,38,0,,
355950,note_on,,,,,,,2,0,0,,,,,,,69,45,0,,
355956,note_on,,,,,,,6,0,0,,,,,,,60,34,0,,
356026,control_change,,,,,,,70,0,0,,,,,,,,,0,64,0
356440,control_change,,,,,,,414,0,0,,,,,,,,,0,64,127
356470,note_off,,,,,,,30,0,0,,,,,,,65,64,0,,
356744,note_on,,,,,,,274,0,0,,,,,,,74,37,0,,
356788,note_off,,,,,,,44,0,0,,,,,,,75,64,0,,
356820,note_off,,,,,,,32,0,0,,,,,,,74,64,0,,
356862,note_on,,,,,,,42,0,0,,,,,,,72,41,0,,
357018,note_off,,,,,,,156,0,0,,,,,,,60,64,0,,
357034,note_off,,,,,,,16,0,0,,,,,,,72,64,0,,
357034,note_on,,,,,,,0,0,0,,,,,,,70,57,0,,
357038,note_on,,,,,,,4,0,0,,,,,,,65,36,0,,
357060,note_on,,,,,,,22,0,0,,,,,,,62,23,0,,
357102,control_change,,,,,,,42,0,0,,,,,,,,,0,64,0
357162,note_off,,,,,,,60,0,0,,,,,,,69,64,0,,
357412,note_off,,,,,,,250,0,0,,,,,,,65,64,0,,
357436,note_off,,,,,,,24,0,0,,,,,,,62,64,0,,
357466,note_off,,,,,,,30,0,0,,,,,,,70,64,0,,
357500,control_change,,,,,,,34,0,0,,,,,,,,,0,64,127
357578,control_change,,,,,,,78,0,0,,,,,,,,,0,64,0
358130,note_on,,,,,,,552,0,0,,,,,,,74,72,0,,
358182,note_off,,,,,,,52,0,0,,,,,,,74,64,0,,
358192,control_change,,,,,,,10,0,0,,,,,,,,,0,64,127
358308,note_on,,,,,,,116,0,0,,,,,,,77,111,0,,
358312,note_on,,,,,,,4,0,0,,,,,,,65,95,0,,
358312,note_on,,,,,,,0,0,0,,,,,,,62,97,0,,
358312,note_on,,,,,,,0,0,0,,,,,,,71,86,0,,
358318,note_on,,,,,,,6,0,0,,,,,,,50,92,0,,
358500,control_change,,,,,,,182,0,0,,,,,,,,,0,64,0
358868,control_change,,,,,,,368,0,0,,,,,,,,,0,64,127
358994,note_off,,,,,,,126,0,0,,,,,,,65,64,0,,
359012,note_off,,,,,,,18,0,0,,,,,,,71,64,0,,
359148,note_on,,,,,,,136,0,0,,,,,,,75,81,0,,
359204,note_off,,,,,,,56,0,0,,,,,,,77,64,0,,
359224,note_off,,,,,,,20,0,0,,,,,,,62,64,0,,
359224,note_off,,,,,,,0,0,0,,,,,,,50,64,0,,
359278,note_on,,,,,,,54,0,0,,,,,,,74,101,0,,
359342,note_off,,,,,,,64,0,0,,,,,,,75,64,0,,
359374,control_change,,,,,,,32,0,0,,,,,,,,,0,64,0
359410,note_on,,,,,,,36,0,0,,,,,,,72,115,0,,
359413,note_on,,,,,,,3,0,0,,,,,,,67,104,0,,
359413,note_on,,,,,,,0,0,0,,,,,,,63,99,0,,
359422,note_on,,,,,,,9,0,0,,,,,,,51,97,0,,
359462,note_off,,,,,,,40,0,0,,,,,,,74,64,0,,
359560,note_off,,,,,,,98,0,0,,,,,,,63,64,0,,
359586,note_off,,,,,,,26,0,0,,,,,,,67,64,0,,
359594,note_off,,,,,,,8,0,0,,,,,,,51,64,0,,
359606,control_change,,,,,,,12,0,0,,,,,,,,,0,64,127
359654,note_off,,,,,,,48,0,0,,,,,,,72,64,0,,
359758,control_change,,,,,,,104,0,0,,,,,,,,,0,64,0
359970,note_on,,,,,,,212,0,0,,,,,,,79,108,0,,
359970,note_on,,,,,,,0,0,0,,,,,,,67,96,0,,
359973,note_on,,,,,,,3,0,0,,,,,,,74,100,0,,
359978,note_on,,,,,,,5,0,0,,,,,,,59,80,0,,
359978,note_on,,,,,,,0,0,0,,,,,,,47,83,0,,
360142,note_off,,,,,,,164,0,0,,,,,,,47,64,0,,
360142,control_change,,,,,,,0,0,0,,,,,,,,,0,64,127
360148,note_off,,,,,,,6,0,0,,,,,,,59,64,0,,
360178,note_off,,,,,,,30,0,0,,,,,,,67,64,0,,
360240,note_off,,,,,,,62,0,0,,,,,,,79,64,0,,
360282,note_off,,,,,,,42,0,0,,,,,,,74,64,0,,
360450,control_change,,,,,,,168,0,0,,,,,,,,,0,64,0
361184,note_on,,,,,,,734,0,0,,,,,,,77,64,0,,
361188,note_on,,,,,,,4,0,0,,,,,,,67,45,0,,
361218,note_on,,,,,,,30,0,0,,,,,,,48,40,0,,
361402,control_change,,,,,,,184,0,0,,,,,,,,,0,64,127
361496,note_on,,,,,,,94,0,0,,,,,,,75,59,0,,
361534,note_off,,,,,,,38,0,0,,,,,,,77,64,0,,
361580,note_off,,,,,,,46,0,0,,,,,,,75,64,0,,
361584,note_off,,,,,,,4,0,0,,,,,,,67,64,0,,
361768,note_on,,,,,,,184,0,0,,,,,,,50,40,0,,
361780,note_on,,,,,,,12,0,0,,,,,,,75,66,0,,
361804,note_on,,,,,,,24,0,0,,,,,,,65,44,0,,
361822,note_off,,,,,,,18,0,0,,,,,,,48,64,0,,
361848,control_change,,,,,,,26,0,0,,,,,,,,,0,64,0
362068,note_on,,,,,,,220,0,0,,,,,,,74,80,0,,
362080,control_change,,,,,,,12,0,0,,,,,,,,,0,64,127
362084,note_off,,,,,,,4,0,0,,,,,,,65,64,0,,
362094,note_off,,,,,,,10,0,0,,,,,,,75,64,0,,
362122,note_off,,,,,,,28,0,0,,,,,,,74,64,0,,
362334,note_off,,,,,,,212,0,0,,,,,,,50,64,0,,
362350,note_on,,,,,,,16,0,0,,,,,,,51,40,0,,
362362,note_on,,,,,,,12,0,0,,,,,,,74,66,0,,
362364,note_on,,,,,,,2,0,0,,,,,,,63,36,0,,
362402,control_change,,,,,,,38,0,0,,,,,,,,,0,64,0
362632,control_change,,,,,,,230,0,0,,,,,,,,,0,64,127
362652,note_off,,,,,,,20,0,0,,,,,,,74,64,0,,
362660,note_on,,,,,,,8,0,0,,,,,,,72,67,0,,
362702,note_off,,,,,,,42,0,0,,,,,,,63,64,0,,
362728,note_off,,,,,,,26,0,0,,,,,,,51,64,0,,
362822,note_off,,,,,,,94,0,0,,,,,,,72,64,0,,
363052,note_on,,,,,,,230,0,0,,,,,,,70,54,0,,
363072,note_on,,,,,,,20,0,0,,,,,,,62,34,0,,
363124,control_change,,,,,,,52,0,0,,,,,,,,,0,64,0
363144,note_on,,,,,,,20,0,0,,,,,,,53,13,0,,
363508,control_change,,,,,,,364,0,0,,,,,,,,,0,64,127
363570,control_change,,,,,,,62,0,0,,,,,,,,,0,64,0
363830,control_change,,,,,,,260,0,0,,,,,,,,,0,64,127
364158,note_off,,,,,,,328,0,0,,,,,,,62,64,0,,
364284,note_on,,,,,,,126,0,0,,,,,,,69,24,0,,
364334,note_off,,,,,,,50,0,0,,,,,,,70,64,0,,
364336,note_on,,,,,,,2,0,0,,,,,,,60,14,0,,
364339,control_change,,,,,,,3,0,0,,,,,,,,,0,64,0
364768,control_change,,,,,,,429,0,0,,,,,,,,,0,64,127
364780,note_off,,,,,,,12,0,0,,,,,,,69,64,0,,
364940,note_off,,,,,,,160,0,0,,,,,,,60,64,0,,
365002,note_off,,,,,,,62,0,0,,,,,,,53,64,0,,
365122,control_change,,,,,,,120,0,0,,,,,,,,,0,64,0
365564,note_on,,,,,,,442,0,0,,,,,,,65,38,0,,
365720,control_change,,,,,,,156,0,0,,,,,,,,,0,64,127
365882,note_on,,,,,,,162,0,0,,,,,,,67,49,0,,
365888,note_off,,,,,,,6,0,0,,,,,,,65,64,0,,
365890,control_change,,,,,,,2,0,0,,,,,,,,,0,64,0
366154,note_on,,,,,,,264,0,0,,,,,,,69,73,0,,
366178,note_off,,,,,,,24,0,0,,,,,,,67,64,0,,
366398,note_on,,,,,,,220,0,0,,,,,,,70,87,0,,
366456,note_off,,,,,,,58,0,0,,,,,,,69,64,0,,
366642,note_on,,,,,,,186,0,0,,,,,,,72,93,0,,
366692,note_off,,,,,,,50,0,0,,,,,,,70,64,0,,
367010,note_on,,,,,,,318,0,0,,,,,,,58,49,0,,
367016,note_on,,,,,,,6,0,0,,,,,,,65,50,0,,
367020,note_on,,,,,,,4,0,0,,,,,,,74,80,0,,
367090,note_off,,,,,,,70,0,0,,,,,,,72,64,0,,
367750,control_change,,,,,,,660,0,0,,,,,,,,,0,64,127
367982,note_off,,,,,,,232,0,0,,,,,,,58,64,0,,
368000,note_on,,,,,,,18,0,0,,,,,,,72,36,0,,
368004,note_on,,,,,,,4,0,0,,,,,,,60,25,0,,
368038,note_off,,,,,,,34,0,0,,,,,,,74,64,0,,
368098,note_off,,,,,,,60,0,0,,,,,,,60,64,0,,
368106,note_on,,,,,,,8,0,0,,,,,,,70,59,0,,
368122,note_off,,,,,,,16,0,0,,,,,,,72,64,0,,
368172,note_on,,,,,,,50,0,0,,,,,,,62,39,0,,
368194,control_change,,,,,,,22,0,0,,,,,,,,,0,64,0
368310,note_off,,,,,,,116,0,0,,,,,,,70,64,0,,
368320,note_on,,,,,,,10,0,0,,,,,,,69,50,0,,
368348,note_on,,,,,,,28,0,0,,,,,,,63,32,0,,
368352,note_off,,,,,,,4,0,0,,,,,,,62,64,0,,
368762,control_change,,,,,,,410,0,0,,,,,,,,,0,64,127
368844,note_off,,,,,,,82,0,0,,,,,,,65,64,0,,
368868,note_off,,,,,,,24,0,0,,,,,,,63,64,0,,
368894,note_off,,,,,,,26,0,0,,,,,,,69,64,0,,
369100,control_change,,,,,,,206,0,0,,,,,,,,,0,64,0
369474,note_on,,,,,,,374,0,0,,,,,,,72,48,0,,
369516,control_change,,,,,,,42,0,0,,,,,,,,,0,64,127
369578,note_off,,,,,,,62,0,0,,,,,,,72,64,0,,
369666,note_on,,,,,,,88,0,0,,,,,,,75,64,0,,
369702,note_on,,,,,,,36,0,0,,,,,,,65,16,0,,
369706,note_on,,,,,,,4,0,0,,,,,,,57,27,0,,
369884,control_change,,,,,,,178,0,0,,,,,,,,,0,64,0
370160,control_change,,,,,,,276,0,0,,,,,,,,,0,64,127
370410,note_off,,,,,,,250,0,0,,,,,,,57,64,0,,
370526,note_off,,,,,,,116,0,0,,,,,,,75,64,0,,
370529,note_on,,,,,,,3,0,0,,,,,,,58,45,0,,
370552,note_on,,,,,,,23,0,0,,,,,,,74,42,0,,
370570,note_off,,,,,,,18,0,0,,,,,,,65,64,0,,
370662,note_off,,,,,,,92,0,0,,,,,,,58,64,0,,
370668,note_off,,,,,,,6,0,0,,,,,,,74,64,0,,
370682,note_on,,,,,,,14,0,0,,,,,,,72,70,0,,
370692,note_on,,,,,,,10,0,0,,,,,,,60,52,0,,
370768,note_off,,,,,,,76,0,0,,,,,,,60,64,0,,
370836,note_off,,,,,,,68,0,0,,,,,,,72,64,0,,
370840,note_on,,,,,,,4,0,0,,,,,,,77,92,0,,
370856,note_on,,,,,,,16,0,0,,,,,,,50,62,0,,
370868,note_on,,,,,,,12,0,0,,,,,,,65,28,0,,
370876,note_on,,,,,,,8,0,0,,,,,,,71,43,0,,
370914,control_change,,,,,,,38,0,0,,,,,,,,,0,64,0
371406,control_change,,,,,,,492,0,0,,,,,,,,,0,64,127
371420,note_off,,,,,,,14,0,0,,,,,,,71,64,0,,
371430,note_off,,,,,,,10,0,0,,,,,,,65,64,0,,
371694,note_on,,,,,,,264,0,0,,,,,,,75,72,0,,
371706,note_on,,,,,,,12,0,0,,,,,,,51,60,0,,
371710,note_off,,,,,,,4,0,0,,,,,,,50,64,0,,
371788,note_off,,,,,,,78,0,0,,,,,,,77,64,0,,
371788,note_off,,,,,,,0,0,0,,,,,,,51,64,0,,
371840,note_on,,,,,,,52,0,0,,,,,,,74,94,0,,
371862,note_on,,,,,,,22,0,0,,,,,,,53,47,0,,
371868,note_off,,,,,,,6,0,0,,,,,,,75,64,0,,
371948,note_off,,,,,,,80,0,0,,,,,,,53,64,0,,
372076,note_on,,,,,,,128,0,0,,,,,,,78,85,0,,
372112,note_on,,,,,,,36,0,0,,,,,,,51,42,0,,
372150,note_off,,,,,,,38,0,0,,,,,,,74,64,0,,
372174,control_change,,,,,,,24,0,0,,,,,,,,,0,64,0
372988,control_change,,,,,,,814,0,0,,,,,,,,,0,64,127
373314,note_on,,,,,,,326,0,0,,,,,,,60,37,0,,
373674,note_on,,,,,,,360,0,0,,,,,,,79,74,0,,
373714,note_off,,,,,,,40,0,0,,,,,,,78,64,0,,
373726,control_change,,,,,,,12,0,0,,,,,,,,,0,64,0
373894,control_change,,,,,,,168,0,0,,,,,,,,,0,64,127
374020,note_on,,,,,,,126,0,0,,,,,,,75,64,0,,
374052,note_on,,,,,,,32,0,0,,,,,,,63,27,0,,
374055,note_off,,,,,,,3,0,0,,,,,,,60,64,0,,
374080,control_change,,,,,,,25,0,0,,,,,,,,,0,64,0
374132,note_off,,,,,,,52,0,0,,,,,,,79,64,0,,
374262,control_change,,,,,,,130,0,0,,,,,,,,,0,64,127
374322,note_on,,,,,,,60,0,0,,,,,,,72,84,0,,
374326,note_off,,,,,,,4,0,0,,,,,,,75,64,0,,
374332,note_off,,,,,,,6,0,0,,,,,,,51,64,0,,
374362,note_off,,,,,,,30,0,0,,,,,,,63,64,0,,
374444,note_off,,,,,,,82,0,0,,,,,,,72,64,0,,
374562,note_on,,,,,,,118,0,0,,,,,,,53,33,0,,
374676,note_on,,,,,,,114,0,0,,,,,,,72,76,0,,
374680,note_on,,,,,,,4,0,0,,,,,,,62,25,0,,
374690,note_on,,,,,,,10,0,0,,,,,,,65,50,0,,
374786,control_change,,,,,,,96,0,0,,,,,,,,,0,64,0
374992,note_on,,,,,,,206,0,0,,,,,,,70,76,0,,
375016,control_change,,,,,,,24,0,0,,,,,,,,,0,64,127
375024,note_off,,,,,,,8,0,0,,,,,,,72,64,0,,
375204,note_off,,,,,,,180,0,0,,,,,,,70,64,0,,
375370,control_change,,,,,,,166,0,0,,,,,,,,,0,64,0
375392,note_on,,,,,,,22,0,0,,,,,,,70,66,0,,
375722,control_change,,,,,,,330,0,0,,,,,,,,,0,64,127
375736,note_off,,,,,,,14,0,0,,,,,,,53,64,0,,
375750,note_off,,,,,,,14,0,0,,,,,,,62,64,0,,
376158,note_on,,,,,,,408,0,0,,,,,,,58,51,0,,
376158,note_on,,,,,,,0,0,0,,,,,,,53,34,0,,
376488,note_off,,,,,,,330,0,0,,,,,,,65,64,0,,
376498,note_on,,,,,,,10,0,0,,,,,,,74,74,0,,
376696,note_off,,,,,,,198,0,0,,,,,,,70,64,0,,
376808,note_on,,,,,,,112,0,0,,,,,,,62,49,0,,
376810,note_off,,,,,,,2,0,0,,,,,,,58,64,0,,
377066,note_off,,,,,,,256,0,0,,,,,,,53,64,0,,
377126,note_on,,,,,,,60,0,0,,,,,,,77,56,0,,
377154,note_off,,,,,,,28,0,0,,,,,,,62,64,0,,
377188,note_off,,,,,,,34,0,0,,,,,,,74,64,0,,
377446,note_on,,,,,,,258,0,0,,,,,,,60,30,0,,
377454,note_on,,,,,,,8,0,0,,,,,,,53,35,0,,
377490,control_change,,,,,,,36,0,0,,,,,,,,,0,64,0
377752,control_change,,,,,,,262,0,0,,,,,,,,,0,64,127
377780,note_on,,,,,,,28,0,0,,,,,,,75,47,0,,
377842,note_off,,,,,,,62,0,0,,,,,,,77,64,0,,
377874,control_change,,,,,,,32,0,0,,,,,,,,,0,64,0
378028,control_change,,,,,,,154,0,0,,,,,,,,,0,64,127
378106,note_off,,,,,,,78,0,0,,,,,,,60,64,0,,
378132,note_on,,,,,,,26,0,0,,,,,,,57,34,0,,
378166,control_change,,,,,,,34,0,0,,,,,,,,,0,64,0
378304,control_change,,,,,,,138,0,0,,,,,,,,,0,64,127
378420,note_off,,,,,,,116,0,0,,,,,,,53,64,0,,
378448,note_off,,,,,,,28,0,0,,,,,,,57,64,0,,
378522,note_off,,,,,,,74,0,0,,,,,,,75,64,0,,
378528,note_on,,,,,,,6,0,0,,,,,,,72,53,0,,
378620,note_off,,,,,,,92,0,0,,,,,,,72,64,0,,
378912,note_on,,,,,,,292,0,0,,,,,,,63,32,0,,
378914,note_on,,,,,,,2,0,0,,,,,,,72,51,0,,
378914,note_on,,,,,,,0,0,0,,,,,,,46,38,0,,
378922,note_on,,,,,,,8,0,0,,,,,,,57,22,0,,
378950,control_change,,,,,,,28,0,0,,,,,,,,,0,64,0
379180,control_change,,,,,,,230,0,0,,,,,,,,,0,64,127
379224,note_off,,,,,,,44,0,0,,,,,,,57,64,0,,
379430,note_off,,,,,,,206,0,0,,,,,,,63,64,0,,
379540,note_off,,,,,,,110,0,0,,,,,,,72,64,0,,
379562,note_on,,,,,,,22,0,0,,,,,,,70,39,0,,
379564,control_change,,,,,,,2,0,0,,,,,,,,,0,64,0
379584,note_on,,,,,,,20,0,0,,,,,,,58,31,0,,
379600,note_on,,,,,,,16,0,0,,,,,,,62,15,0,,
379810,note_off,,,,,,,210,0,0,,,,,,,58,64,0,,
379822,note_off,,,,,,,12,0,0,,,,,,,62,64,0,,
379844,note_off,,,,,,,22,0,0,,,,,,,46,64,0,,
379868,note_off,,,,,,,24,0,0,,,,,,,70,64,0,,
379872,control_change,,,,,,,4,0,0,,,,,,,,,0,64,127
380282,note_on,,,,,,,410,0,0,,,,,,,70,28,0,,
380326,note_on,,,,,,,44,0,0,,,,,,,62,16,0,,
380334,note_on,,,,,,,8,0,0,,,,,,,58,16,0,,
380344,note_on,,,,,,,10,0,0,,,,,,,46,17,0,,
380578,control_change,,,,,,,234,0,0,,,,,,,,,0,64,0
380870,control_change,,,,,,,292,0,0,,,,,,,,,0,64,127
381194,note_off,,,,,,,324,0,0,,,,,,,58,64,0,,
381248,note_off,,,,,,,54,0,0,,,,,,,46,64,0,,
381276,note_off,,,,,,,28,0,0,,,,,,,62,64,0,,
381304,note_off,,,,,,,28,0,0,,,,,,,70,64,0,,
381470,control_change,,,,,,,166,0,0,,,,,,,,,0,64,0
382486,note_on,,,,,,,1016,0,0,,,,,,,62,51,0,,
382486,note_on,,,,,,,0,0,0,,,,,,,46,42,0,,
382489,note_on,,,,,,,3,0,0,,,,,,,53,29,0,,
382504,note_on,,,,,,,15,0,0,,,,,,,50,33,0,,
382684,control_change,,,,,,,180,0,0,,,,,,,,,0,64,127
383458,note_on,,,,,,,774,0,0,,,,,,,60,34,0,,
383496,note_off,,,,,,,38,0,0,,,,,,,62,64,0,,
383598,note_off,,,,,,,102,0,0,,,,,,,60,64,0,,
383598,note_on,,,,,,,0,0,0,,,,,,,58,54,0,,
383658,note_off,,,,,,,60,0,0,,,,,,,50,64,0,,
383724,note_off,,,,,,,66,0,0,,,,,,,58,64,0,,
383742,control_change,,,,,,,18,0,0,,,,,,,,,0,64,0
383770,note_on,,,,,,,28,0,0,,,,,,,51,33,0,,
383784,note_on,,,,,,,14,0,0,,,,,,,57,47,0,,
383836,note_on,,,,,,,52,0,0,,,,,,,48,25,0,,
383892,note_off,,,,,,,56,0,0,,,,,,,46,64,0,,
384358,control_change,,,,,,,466,0,0,,,,,,,,,0,64,127
384506,note_off,,,,,,,148,0,0,,,,,,,48,64,0,,
384524,note_off,,,,,,,18,0,0,,,,,,,53,64,0,,
384548,note_off,,,,,,,24,0,0,,,,,,,51,64,0,,
384632,note_off,,,,,,,84,0,0,,,,,,,57,64,0,,
384696,control_change,,,,,,,64,0,0,,,,,,,,,0,64,0
385818,control_change,,,,,,,1122,0,0,,,,,,,,,0,64,127
385874,note_on,,,,,,,56,0,0,,,,,,,60,41,0,,
386070,note_on,,,,,,,196,0,0,,,,,,,63,64,0,,
386102,note_on,,,,,,,32,0,0,,,,,,,57,52,0,,
386108,note_on,,,,,,,6,0,0,,,,,,,53,38,0,,
