tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,4,,,,3,91,100,,
0,control_change,,,,,0,0,4,,,,3,91,100,,
0,control_change,,,,,0,0,8,,,,7,91,80,,
0,control_change,,,,,0,0,8,,,,7,10,98,,
0,control_change,,,,,0,0,8,,,,7,7,99,,
0,program_change,,,,,0,0,8,,,48,7,,,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,5,,,0,4,,,,
0,control_change,,,,,0,0,5,,,,4,7,124,,
0,control_change,,,,,0,0,5,,,,4,91,100,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,6,,,48,5,,,,
0,control_change,,,,,0,0,6,,,,5,7,114,,
0,control_change,,,,,0,0,6,,,,5,10,28,,
0,control_change,,,,,0,0,6,,,,5,91,80,,
0,control_change,,,,,0,0,12,,,,12,91,100,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,7,,,48,6,,,,
0,control_change,,,,,0,0,7,,,,6,7,104,,
0,control_change,,,,,0,0,7,,,,6,10,40,,
0,control_change,,,,,0,0,7,,,,6,91,80,,
0,control_change,,,,,0,0,1,,,,0,91,80,,
0,control_change,,,,,0,0,1,,,,0,10,72,,
0,control_change,,,,,0,0,1,,,,0,7,77,,
0,control_change,,,,,0,0,4,,,,3,7,123,,
0,program_change,,,,,0,0,4,,,0,3,,,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,12,,,,12,7,79,,
0,program_change,,,,,0,0,12,,,45,12,,,,
0,sequencer_specific,,,,,0,1,12,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,11,,,,11,91,100,,
0,control_change,,,,,0,0,11,,,,11,10,84,,
0,control_change,,,,,0,0,11,,,,11,7,79,,
0,program_change,,,,,0,0,11,,,45,11,,,,
0,sequencer_specific,,,,,0,1,11,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,2,,,60,1,,,,
0,control_change,,,,,0,0,2,,,,1,7,102,,
0,control_change,,,,,0,0,2,,,,1,10,36,,
0,program_change,,,,,0,0,1,,,68,0,,,,
0,control_change,,,,,0,0,2,,,,1,91,80,,
0,program_change,,,,,0,0,3,,,0,2,,,,
0,control_change,,,,,0,0,3,,,,2,7,126,,
0,control_change,,,,,0,0,3,,,,2,91,100,,
0,control_change,,,,,0,0,10,,,,10,10,96,,
0,control_change,,,,,0,0,10,,,,10,91,100,,
0,control_change,,,,,0,0,10,,,,10,7,81,,
0,program_change,,,,,0,0,10,,,43,10,,,,
