tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,data,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,5,,,,4,91,80,,
0,sequencer_specific,,,,,0,1,6,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,6,,,47,5,,,,
0,control_change,,,,,0,0,6,,,,5,7,99,,
0,control_change,,,,,0,0,6,,,,5,10,76,,
0,control_change,,,,,0,0,6,,,,5,91,100,,
0,control_change,,,,,0,0,13,,,,7,7,94,,
0,sequencer_specific,,,,,0,1,7,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,7,,,48,10,,,,
0,control_change,,,,,0,0,7,,,,10,7,126,,
0,control_change,,,,,0,0,7,,,,10,91,80,,
0,control_change,,,,,0,0,7,,,,10,10,28,,
0,control_change,,,,,0,0,10,,,,13,10,84,,
0,control_change,,,,,0,0,10,,,,13,91,85,,
0,control_change,,,,,0,0,10,,,,13,7,124,,
0,program_change,,,,,0,0,10,,,48,13,,,,
0,sequencer_specific,,,,,0,1,10,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,8,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,8,,,48,11,,,,
0,control_change,,,,,0,0,8,,,,11,7,123,,
0,control_change,,,,,0,0,8,,,,11,91,85,,
0,control_change,,,,,0,0,8,,,,11,10,40,,
0,control_change,,,,,0,0,1,,,,0,10,56,,
0,control_change,,,,,0,0,1,,,,0,91,80,,
0,control_change,,,,,0,0,1,,,,0,7,90,,
0,control_change,,,,,0,0,5,,,,4,10,92,,
0,control_change,,,,,0,0,5,,,,4,7,117,,
0,program_change,,,,,0,0,5,,,56,4,,,,
0,sequencer_specific,,,,,0,1,5,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,13,,,45,7,,,,
0,sequencer_specific,,,,,0,1,13,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,12,,,,6,91,100,,
0,control_change,,,,,0,0,12,,,,6,7,94,,
0,program_change,,,,,0,0,12,,,45,6,,,,
0,sequencer_specific,,,,,0,1,12,,"(67, 0, 1, 0)",,,,,,
0,sequencer_specific,,,,,0,1,2,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,2,,,71,1,,,,
0,control_change,,,,,0,0,2,,,,1,7,90,,
0,control_change,,,,,0,0,2,,,,1,91,80,,
0,control_change,,,,,0,0,2,,,,1,10,64,,
0,sequencer_specific,,,,,0,1,3,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,1,,,73,0,,,,
0,program_change,,,,,0,0,3,,,70,2,,,,
0,control_change,,,,,0,0,3,,,,2,91,80,,
0,control_change,,,,,0,0,3,,,,2,10,72,,
0,sequencer_specific,,,,,0,1,4,,"(67, 0, 1, 0)",,,,,,
0,program_change,,,,,0,0,4,,,60,3,,,,
0,control_change,,,,,0,0,4,,,,3,7,117,,
0,control_change,,,,,0,0,4,,,,3,10,36,,
0,control_change,,,,,0,0,4,,,,3,91,80,,
0,control_change,,,,,0,0,11,,,,14,10,94,,
0,control_change,,,,,0,0,11,,,,14,91,100,,
0,control_change,,,,,0,0,11,,,,14,7,97,,
0,program_change,,,,,0,0,11,,,43,14,,,,
0,sequencer_specific,,,,,0,1,11,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,3,,,,2,7,91,,
0,sequencer_specific,,,,,0,1,1,,"(67, 0, 1, 0)",,,,,,
0,control_change,,,,,0,0,13,,,,7,91,100,,
0,set_tempo,,,,,0,1,0,750000,,,,,,,
0,program_change,,,,,0,0,9,,,48,12,,,,
0,control_change,,,,,0,0,9,,,,12,7,123,,
0,control_change,,,,,0,0,9,,,,12,91,85,,
0,control_change,,,,,0,0,9,,,,12,10,98,,
0,sequencer_specific,,,,,0,1,9,,"(67, 0, 1, 0)",,,,,,
1920,note_on,,,,,0,0,7,,,,10,,,63,105
1920,note_on,,,,,1920,0,7,,,,10,,,55,105
1920,note_on,,,,,1920,0,10,,,,13,,,51,105
1920,note_on,,,,,1920,0,1,,,,0,,,87,105
1920,note_on,,,,,1920,0,6,,,,5,,,51,116
1920,note_on,,,,,1920,0,8,,,,11,,,63,105
1920,note_on,,,,,0,0,8,,,,11,,,55,105
1920,note_on,,,,,0,0,4,,,,3,,,70,105
1920,note_on,,,,,1920,0,3,,,,2,,,51,105
1920,note_on,,,,,0,0,5,,,,4,,,75,105
1920,note_on,,,,,1920,0,5,,,,4,,,63,105
1920,note_on,,,,,1920,0,11,,,,14,,,39,105
1920,note_on,,,,,1920,0,9,,,,12,,,58,105
1920,note_on,,,,,0,0,2,,,,1,,,79,105
1920,note_on,,,,,1920,0,2,,,,1,,,82,105
1920,set_tempo,,,,,1920,1,0,1500000,,,,,,,
1920,note_on,,,,,1920,0,4,,,,3,,,67,105
1920,note_on,,,,,0,0,3,,,,2,,,63,105
2376,note_on,,,,,456,0,6,,,,5,,,51,0
2760,note_on,,,,,384,0,6,,,,5,,,51,116
2800,note_on,,,,,40,0,6,,,,5,,,51,0
2820,note_on,,,,,20,0,6,,,,5,,,51,116
2832,note_on,,,,,0,0,7,,,,10,,,55,0
2832,note_on,,,,,912,0,11,,,,14,,,39,0
2832,note_on,,,,,0,0,4,,,,3,,,67,0
2832,note_on,,,,,912,0,1,,,,0,,,87,0
2832,note_on,,,,,912,0,4,,,,3,,,70,0
2832,note_on,,,,,912,0,10,,,,13,,,51,0
2832,note_on,,,,,912,0,5,,,,4,,,75,0
2832,note_on,,,,,0,0,8,,,,11,,,63,0
2832,note_on,,,,,912,0,7,,,,10,,,63,0
2832,note_on,,,,,912,0,3,,,,2,,,63,0
2832,note_on,,,,,0,0,3,,,,2,,,51,0
2832,note_on,,,,,0,0,5,,,,4,,,63,0
2832,note_on,,,,,912,0,9,,,,12,,,58,0
2832,note_on,,,,,0,0,2,,,,1,,,82,0
2832,note_on,,,,,912,0,2,,,,1,,,79,0
2832,note_on,,,,,912,0,8,,,,11,,,55,0
2860,note_on,,,,,40,0,6,,,,5,,,51,0
2880,note_on,,,,,0,0,4,,,,3,,,58,105
2880,note_on,,,,,0,0,7,,,,10,,,63,105
2880,note_on,,,,,48,0,11,,,,14,,,27,105
2880,note_on,,,,,48,0,5,,,,4,,,63,105
2880,note_on,,,,,48,0,7,,,,10,,,55,105
2880,note_on,,,,,0,0,2,,,,1,,,70,105
2880,note_on,,,,,48,0,2,,,,1,,,67,105
2880,note_on,,,,,48,0,4,,,,3,,,55,105
2880,note_on,,,,,0,0,5,,,,4,,,75,105
2880,note_on,,,,,48,0,10,,,,13,,,39,105
2880,note_on,,,,,0,0,8,,,,11,,,63,105
2880,note_on,,,,,48,0,8,,,,11,,,55,105
2880,note_on,,,,,0,0,3,,,,2,,,51,105
2880,note_on,,,,,48,0,3,,,,2,,,63,105
2880,note_on,,,,,20,0,6,,,,5,,,51,116
2880,note_on,,,,,48,0,9,,,,12,,,58,105
2880,note_on,,,,,48,0,1,,,,0,,,75,105
3264,note_on,,,,,384,0,6,,,,5,,,51,0
3360,note_on,,,,,96,0,6,,,,5,,,51,116
3636,note_on,,,,,0,0,3,,,,2,,,63,0
3636,note_on,,,,,756,0,3,,,,2,,,51,0
3636,note_on,,,,,756,0,10,,,,13,,,39,0
3636,note_on,,,,,0,0,5,,,,4,,,63,0
3636,note_on,,,,,0,0,7,,,,10,,,55,0
3636,note_on,,,,,756,0,11,,,,14,,,27,0
3636,note_on,,,,,756,0,9,,,,12,,,58,0
3636,note_on,,,,,0,0,4,,,,3,,,55,0
3636,note_on,,,,,756,0,8,,,,11,,,63,0
3636,note_on,,,,,0,0,8,,,,11,,,55,0
3636,note_on,,,,,756,0,5,,,,4,,,75,0
3636,note_on,,,,,756,0,7,,,,10,,,63,0
3636,note_on,,,,,756,0,4,,,,3,,,58,0
3636,note_on,,,,,756,0,1,,,,0,,,75,0
3636,note_on,,,,,0,0,2,,,,1,,,67,0
3636,note_on,,,,,756,0,2,,,,1,,,70,0
3648,note_on,,,,,288,0,6,,,,5,,,51,0
3720,note_on,,,,,0,0,8,,,,11,,,63,105
3720,note_on,,,,,0,0,4,,,,3,,,58,105
3720,note_on,,,,,0,0,5,,,,4,,,75,105
3720,note_on,,,,,84,0,5,,,,4,,,63,105
3720,note_on,,,,,84,0,8,,,,11,,,55,105
3720,note_on,,,,,84,0,10,,,,13,,,39,105
3720,note_on,,,,,84,0,4,,,,3,,,55,105
3720,note_on,,,,,0,0,2,,,,1,,,67,105
3720,note_on,,,,,0,0,3,,,,2,,,51,105
3720,note_on,,,,,84,0,9,,,,12,,,58,105
3720,note_on,,,,,84,0,11,,,,14,,,27,105
3720,note_on,,,,,84,0,3,,,,2,,,63,105
3720,note_on,,,,,84,0,2,,,,1,,,70,105
3720,note_on,,,,,84,0,1,,,,0,,,75,105
3720,note_on,,,,,84,0,7,,,,10,,,55,105
3720,note_on,,,,,72,0,6,,,,5,,,51,116
3720,note_on,,,,,0,0,7,,,,10,,,63,105
3798,note_on,,,,,78,0,1,,,,0,,,75,0
3798,note_on,,,,,78,0,8,,,,11,,,63,0
3798,note_on,,,,,78,0,4,,,,3,,,58,0
3798,note_on,,,,,0,0,4,,,,3,,,55,0
3798,note_on,,,,,78,0,11,,,,14,,,27,0
3798,note_on,,,,,0,0,8,,,,11,,,55,0
3798,note_on,,,,,78,0,10,,,,13,,,39,0
3798,note_on,,,,,78,0,7,,,,10,,,63,0
3798,note_on,,,,,78,0,5,,,,4,,,75,0
3798,note_on,,,,,0,0,2,,,,1,,,70,0
3798,note_on,,,,,0,0,7,,,,10,,,55,0
3798,note_on,,,,,78,0,3,,,,2,,,51,0
3798,note_on,,,,,0,0,3,,,,2,,,63,0
3798,note_on,,,,,78,0,2,,,,1,,,67,0
3798,note_on,,,,,78,0,9,,,,12,,,58,0
3798,note_on,,,,,0,0,5,,,,4,,,63,0
3816,note_on,,,,,96,0,6,,,,5,,,51,0
3840,note_on,,,,,0,0,8,,,,11,,,63,105
3840,note_on,,,,,42,0,8,,,,11,,,55,105
3840,note_on,,,,,24,0,6,,,,5,,,51,116
3840,note_on,,,,,42,0,1,,,,0,,,75,110
3840,note_on,,,,,0,0,4,,,,3,,,58,70
3840,note_on,,,,,42,0,10,,,,13,,,39,92
3840,note_on,,,,,42,0,3,,,,2,,,51,110
3840,note_on,,,,,0,0,3,,,,2,,,63,70
3840,note_on,,,,,42,0,9,,,,12,,,58,92
3840,note_on,,,,,0,0,2,,,,1,,,70,70
3840,note_on,,,,,42,0,4,,,,3,,,55,110
3840,note_on,,,,,42,0,2,,,,1,,,67,110
3840,note_on,,,,,42,0,5,,,,4,,,75,105
3840,note_on,,,,,42,0,11,,,,14,,,27,92
3840,note_on,,,,,0,0,7,,,,10,,,55,105
3840,note_on,,,,,42,0,7,,,,10,,,63,105
3840,note_on,,,,,0,0,5,,,,4,,,63,105
4268,note_on,,,,,0,0,4,,,,3,,,55,0
4268,note_on,,,,,428,0,4,,,,3,,,58,0
4268,note_on,,,,,428,0,1,,,,0,,,75,0
4268,note_on,,,,,428,0,5,,,,4,,,63,0
4268,note_on,,,,,0,0,3,,,,2,,,51,0
4268,note_on,,,,,0,0,5,,,,4,,,75,0
4268,note_on,,,,,0,0,2,,,,1,,,67,0
4268,note_on,,,,,428,0,3,,,,2,,,63,0
4268,note_on,,,,,428,0,2,,,,1,,,70,0
4296,note_on,,,,,456,0,6,,,,5,,,51,0
4320,note_on,,,,,0,0,3,,,,2,,,51,70
4320,note_on,,,,,52,0,1,,,,0,,,75,70
4320,note_on,,,,,0,0,2,,,,1,,,70,70
4320,note_on,,,,,52,0,2,,,,1,,,67,70
4320,note_on,,,,,52,0,4,,,,3,,,55,70
4320,note_on,,,,,0,0,4,,,,3,,,58,70
4320,note_on,,,,,52,0,3,,,,2,,,63,70
4626,note_on,,,,,306,0,4,,,,3,,,58,0
4626,note_on,,,,,0,0,2,,,,1,,,67,0
4626,note_on,,,,,0,0,4,,,,3,,,55,0
4626,note_on,,,,,0,0,3,,,,2,,,63,0
4626,note_on,,,,,306,0,3,,,,2,,,51,0
4626,note_on,,,,,306,0,1,,,,0,,,75,0
